country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Namibia,2022,2545.6,67.45,65.69
Nauru,2022,3084.78,110.52,134.1
Nepal,2022,2972.16,83.48,64.76
Netherlands (Kingdom of the),2022,3471.64,114.71,140.9
New Caledonia,2022,3000.71,106.48,119.75
New Zealand,2022,3133.9,104.94,115.02
Nicaragua,2022,2798.45,76.85,67.48
Niger,2022,2694.95,91.0,57.8
Nigeria,2022,2520.64,58.4,63.4
North Macedonia,2022,3522.43,103.85,119.94
Norway,2022,3486.89,126.15,138.63
Oman,2022,3055.71,92.76,102.76
Pakistan,2022,2466.24,72.8,84.12
Panama,2022,3095.87,94.41,97.34
Papua New Guinea,2022,2202.56,61.93,65.43
Paraguay,2022,3065.0,71.63,87.4
Peru,2022,2859.54,90.34,67.91
Philippines,2022,2933.48,78.11,57.12
Poland,2022,3718.85,119.86,138.69
Portugal,2022,3498.41,121.2,141.66
Qatar,2022,3305.07,110.64,113.95
Republic of Korea,2022,3428.97,109.27,125.62
Republic of Moldova,2022,2951.96,90.57,89.35
Romania,2022,3701.64,112.1,139.7
Russian Federation,2022,3501.58,117.92,123.4
Rwanda,2022,2477.34,57.51,38.57
Saint Kitts and Nevis,2022,2848.32,89.5,119.04
Saint Lucia,2022,2718.12,95.47,90.73
Saint Vincent and the Grenadines,2022,3015.8,116.1,110.28
Samoa,2022,3178.29,102.98,107.11
Sao Tome and Principe,2022,2374.95,56.48,62.63
Saudi Arabia,2022,3720.47,105.97,112.65
Senegal,2022,2773.65,69.45,75.25
Serbia,2022,3860.11,134.74,114.56
Seychelles,2022,2890.34,99.9,83.6
Sierra Leone,2022,2418.5,58.27,34.43
Slovakia,2022,2980.59,84.11,152.33
Slovenia,2022,3130.65,100.28,110.8
Solomon Islands,2022,2190.9,53.69,56.5
South Africa,2022,2724.19,78.87,99.65
Spain,2022,3355.24,114.97,152.98
Sri Lanka,2022,2567.64,65.37,41.5
Suriname,2022,2587.9,72.7,67.32
Sweden,2022,3327.35,113.06,137.74
Switzerland,2022,3460.63,104.53,164.38
Syrian Arab Republic,2022,2348.6,69.14,72.62
Tajikistan,2022,2734.8,83.21,84.86
Thailand,2022,2861.83,67.58,61.13
Timor-Leste,2022,2301.75,64.74,58.09
Tonga,2022,2969.29,125.11,122.54
Trinidad and Tobago,2022,2965.07,88.11,105.4
Tunisia,2022,3468.05,104.14,101.07
Turkmenistan,2022,2827.4,103.3,84.63
Tuvalu,2022,3269.3,99.88,112.97
Türkiye,2022,3825.42,114.87,140.86
Uganda,2022,2495.4,57.86,54.27
Ukraine,2022,2767.31,88.02,79.2
United Arab Emirates,2022,3129.57,100.81,125.96
United Kingdom of Great Britain and Northern Ireland,2022,3337.85,108.9,140.55
United Republic of Tanzania,2022,2474.09,60.08,57.3
United States of America,2022,3937.0,123.04,180.87
Uruguay,2022,3325.26,102.98,119.29
Uzbekistan,2022,3276.98,109.36,103.92
Vanuatu,2022,2913.74,73.44,111.45
Venezuela (Bolivarian Republic of),2022,2721.39,72.32,97.59
Viet Nam,2022,3030.66,98.78,67.91
Yemen,2022,1838.52,51.08,30.89
Zambia,2022,2119.18,47.39,53.47
Zimbabwe,2022,2319.4,67.17,83.31
