country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Afghanistan,2010,2200.21,65.54,37.93
Albania,2010,3237.43,108.49,104.51
Algeria,2010,3213.14,90.11,87.99
Angola,2010,2430.49,48.22,54.22
Antigua and Barbuda,2010,2320.07,96.08,92.53
Argentina,2010,3064.14,102.77,101.89
Armenia,2010,3163.16,98.08,94.14
Australia,2010,3514.7,122.83,153.05
Austria,2010,3784.91,110.68,177.23
Azerbaijan,2010,2956.8,90.98,68.6
Bahamas,2010,2615.33,104.03,98.99
Bangladesh,2010,2328.05,55.34,26.82
Barbados,2010,3081.38,102.39,95.24
Belarus,2010,3177.31,103.8,124.0
Belgium,2010,3706.51,99.5,164.2
Belize,2010,2778.61,77.94,75.1
Bolivia (Plurinational State of),2010,2247.21,71.07,54.82
Bosnia and Herzegovina,2010,3097.81,97.49,78.4
Botswana,2010,2457.22,69.18,61.59
Brazil,2010,3302.99,101.76,112.5
Bulgaria,2010,2775.05,84.8,96.56
Burkina Faso,2010,2595.29,77.04,58.81
Cabo Verde,2010,2613.22,75.42,70.29
Cambodia,2010,2520.72,62.07,32.47
Cameroon,2010,2803.6,74.55,63.57
Canada,2010,3537.74,110.45,148.24
Chile,2010,2874.96,93.7,74.25
China,2010,3040.17,108.7,81.67
"China, Hong Kong SAR",2010,3126.61,134.95,128.05
"China, Macao SAR",2010,2926.29,105.92,129.97
"China, Taiwan Province of",2010,2943.16,92.33,123.72
"China, mainland",2010,3041.44,108.84,80.68
Colombia,2010,2801.44,66.55,83.44
Comoros,2010,2404.44,60.59,63.48
Congo,2010,1974.31,41.6,42.84
Costa Rica,2010,2879.72,78.64,94.23
Croatia,2010,2996.99,86.73,104.31
Cuba,2010,3250.91,88.27,67.98
Cyprus,2010,3011.14,103.55,110.75
Czechia,2010,3286.39,99.69,139.11
Côte d'Ivoire,2010,2601.25,57.92,49.91
Democratic People's Republic of Korea,2010,2053.57,59.31,35.2
Democratic Republic of the Congo,2010,2163.74,30.84,25.24
Denmark,2010,3510.97,112.31,136.65
Djibouti,2010,2423.08,65.78,53.69
Dominican Republic,2010,2590.88,61.94,95.06
Ecuador,2010,2595.95,71.37,94.91
Egypt,2010,3294.79,93.98,63.68
El Salvador,2010,2627.82,73.31,59.7
Estonia,2010,3233.75,103.23,92.77
Eswatini,2010,2141.47,50.48,47.78
Ethiopia,2010,2188.3,72.95,31.66
Fiji,2010,2675.36,67.43,78.34
Finland,2010,3166.03,115.31,123.74
France,2010,3503.69,119.2,152.22
French Polynesia,2010,3007.43,110.16,123.14
Gabon,2010,2690.93,86.0,56.2
Gambia,2010,2676.13,63.91,67.13
Georgia,2010,2771.9,80.65,71.41
Germany,2010,3618.31,110.18,148.9
Ghana,2010,2942.27,64.17,49.55
Greece,2010,3502.5,114.62,157.39
Grenada,2010,2415.51,81.82,75.06
Guatemala,2010,2481.37,64.96,64.2
Guinea,2010,2422.92,50.95,64.11
Guinea-Bissau,2010,2267.44,46.92,59.15
Guyana,2010,2603.2,84.24,51.33
Haiti,2010,2160.59,50.42,50.43
Honduras,2010,2600.37,58.07,79.4
Hungary,2010,3046.03,84.83,135.06
Iceland,2010,3311.26,133.7,138.63
India,2010,2357.53,60.39,48.87
Indonesia,2010,2608.19,68.09,44.88
Iran (Islamic Republic of),2010,2865.74,84.53,64.75
Iraq,2010,2614.75,66.48,71.34
Ireland,2010,3604.51,117.39,133.75
Israel,2010,3603.45,126.76,149.69
Italy,2010,3656.08,121.05,161.9
Jamaica,2010,2746.86,84.59,73.01
Jordan,2010,2701.92,75.63,87.41
Kazakhstan,2010,2768.2,83.41,114.21
Kenya,2010,2178.21,57.79,54.08
Kiribati,2010,2938.53,76.67,121.09
Kuwait,2010,3548.12,120.33,119.67
Kyrgyzstan,2010,2670.92,87.42,70.54
Lao People's Democratic Republic,2010,2887.06,69.97,33.64
Latvia,2010,3148.38,105.42,122.45
Lebanon,2010,3062.14,82.85,113.64
Lesotho,2010,2530.77,66.04,30.81
Liberia,2010,2112.63,37.93,56.68
Libya,2010,3084.01,85.2,99.28
Lithuania,2010,3229.93,114.25,102.09
Luxembourg,2010,3454.93,113.16,134.71
Madagascar,2010,2093.6,43.21,25.16
Malawi,2010,2555.99,60.07,33.95
Malaysia,2010,2833.5,90.35,84.7
Maldives,2010,2593.16,115.83,57.47
Malta,2010,3439.21,108.13,124.41
Mauritania,2010,2853.59,82.65,76.1
Mauritius,2010,3026.99,91.14,89.64
Mexico,2010,3146.44,92.08,92.48
Mongolia,2010,2438.71,84.15,90.24
Montenegro,2010,3361.93,112.63,118.99
Morocco,2010,3267.01,95.56,69.22
Mozambique,2010,2364.36,46.06,38.44
Myanmar,2010,2688.47,87.36,70.78
Namibia,2010,2260.8,66.47,56.87
Nepal,2010,2513.0,66.25,53.14
Netherlands (Kingdom of the),2010,3193.4,110.05,124.32
New Caledonia,2010,2774.02,92.79,117.54
New Zealand,2010,3142.46,96.78,115.34
Nicaragua,2010,2538.69,62.45,57.76
Niger,2010,2556.06,90.46,55.36
Nigeria,2010,2566.17,62.11,61.53
North Macedonia,2010,3037.12,83.71,106.82
Norway,2010,3570.07,132.92,138.01
Oman,2010,3283.36,98.22,89.84
Pakistan,2010,2349.35,66.87,71.22
Panama,2010,2682.78,78.37,84.11
Papua New Guinea,2010,2110.2,64.68,64.57
Paraguay,2010,3080.43,66.24,102.3
Peru,2010,2592.48,74.2,53.39
Philippines,2010,2411.14,67.08,49.2
Poland,2010,3442.24,112.62,122.28
Portugal,2010,3513.28,122.14,138.55
Republic of Korea,2010,3330.57,101.7,100.73
Republic of Moldova,2010,2699.56,85.29,88.5
Romania,2010,3358.32,106.79,119.01
Russian Federation,2010,3348.09,109.54,106.63
Rwanda,2010,2119.76,60.15,28.66
Saint Kitts and Nevis,2010,2632.5,95.85,91.16
Saint Lucia,2010,2594.69,96.72,77.09
Saint Vincent and the Grenadines,2010,2907.43,102.32,85.57
Samoa,2010,2899.35,97.07,122.97
Sao Tome and Principe,2010,2345.62,57.44,67.22
Saudi Arabia,2010,3400.26,100.37,97.72
Senegal,2010,2456.33,63.01,75.47
Serbia,2010,3330.89,111.86,94.22
Seychelles,2010,2830.77,92.55,60.6
Sierra Leone,2010,2379.08,56.28,49.36
Slovakia,2010,2823.15,79.33,115.23
Slovenia,2010,3241.13,109.76,124.38
Solomon Islands,2010,2416.18,60.21,48.5
South Africa,2010,2867.47,78.94,86.91
Spain,2010,3181.45,109.69,144.48
Sri Lanka,2010,2463.41,61.58,37.92
Suriname,2010,2667.3,70.57,77.42
Sweden,2010,3203.93,113.94,133.36
Switzerland,2010,3456.12,98.64,153.5
Syrian Arab Republic,2010,3089.25,79.43,103.56
Tajikistan,2010,2255.8,60.71,60.2
Thailand,2010,2742.89,64.33,52.15
Timor-Leste,2010,2259.19,61.26,49.98
