country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Afghanistan,2018,2261.79,62.84,42.02
Albania,2018,3331.9,114.61,116.45
Algeria,2018,3346.05,93.25,90.86
Angola,2018,2449.56,51.99,55.88
Antigua and Barbuda,2018,2489.8,95.44,95.49
Argentina,2018,3220.13,112.57,118.04
Armenia,2018,3096.23,103.53,107.52
Australia,2018,3450.47,118.26,159.51
Austria,2018,3761.46,110.49,170.86
Azerbaijan,2018,3166.17,94.7,85.38
Bahamas,2018,2657.27,94.16,100.29
Bangladesh,2018,2566.95,63.3,34.86
Barbados,2018,3077.41,105.59,94.11
Belarus,2018,3315.91,102.08,132.82
Belgium,2018,3807.81,100.39,169.06
Belize,2018,2783.79,76.9,94.72
Bolivia (Plurinational State of),2018,2413.26,80.28,62.51
Bosnia and Herzegovina,2018,3337.73,108.73,88.38
Botswana,2018,2534.47,64.04,60.7
Brazil,2018,3339.51,107.16,126.84
Bulgaria,2018,2909.19,89.89,110.73
Burkina Faso,2018,2648.69,75.74,61.9
Cabo Verde,2018,2746.52,84.18,76.75
Cambodia,2018,2672.77,62.32,36.49
Cameroon,2018,2810.38,74.41,58.43
Canada,2018,3575.58,117.06,157.81
Chile,2018,2990.82,103.38,83.94
China,2018,3274.57,119.77,89.48
"China, Hong Kong SAR",2018,3180.43,142.06,129.84
"China, Macao SAR",2018,3168.25,121.19,144.27
"China, Taiwan Province of",2018,2959.58,97.15,126.57
"China, mainland",2018,3280.37,120.03,88.63
Colombia,2018,3088.03,80.55,96.32
Comoros,2018,2486.01,62.54,65.16
Congo,2018,2110.25,53.21,46.18
Costa Rica,2018,3053.24,84.02,109.69
Croatia,2018,3250.38,103.59,118.11
Cuba,2018,3433.97,96.79,78.01
Cyprus,2018,2857.91,93.88,102.9
Czechia,2018,3300.27,95.29,146.71
Côte d'Ivoire,2018,2825.25,63.85,50.46
Democratic People's Republic of Korea,2018,1981.11,56.94,33.82
Democratic Republic of the Congo,2018,2100.95,29.22,25.36
Denmark,2018,3816.42,128.84,173.05
Djibouti,2018,2738.14,72.15,61.58
Dominican Republic,2018,3001.27,76.88,107.59
Ecuador,2018,2541.55,65.89,96.55
Egypt,2018,3166.2,91.7,63.7
El Salvador,2018,2785.58,80.98,64.39
Estonia,2018,3197.57,111.14,125.67
Eswatini,2018,2475.13,58.78,55.36
Ethiopia,2018,2506.2,78.7,38.28
Fiji,2018,2792.41,84.15,85.54
Finland,2018,3318.52,122.53,135.0
France,2018,3437.36,117.65,150.3
French Polynesia,2018,2939.42,110.64,120.4
Gabon,2018,2628.82,89.19,55.93
Gambia,2018,2404.64,57.17,50.06
Georgia,2018,2966.34,83.83,82.08
Germany,2018,3586.32,110.74,152.9
Ghana,2018,2972.78,65.18,42.43
Greece,2018,3362.53,109.91,155.46
Grenada,2018,2661.21,95.22,97.05
Guatemala,2018,2587.73,69.29,63.64
Guinea,2018,2721.81,55.26,67.16
Guinea-Bissau,2018,2668.33,57.25,90.07
Guyana,2018,3099.8,103.92,60.49
Haiti,2018,2138.57,50.96,52.08
Honduras,2018,2633.02,61.93,80.6
Hungary,2018,3294.71,94.02,153.32
Iceland,2018,3647.88,151.92,163.68
India,2018,2525.82,66.17,58.85
Indonesia,2018,2907.28,80.35,59.84
Iran (Islamic Republic of),2018,2828.57,82.2,71.35
Iraq,2018,2657.28,71.98,69.17
Ireland,2018,3931.02,125.18,150.19
Israel,2018,3678.0,131.06,160.58
Italy,2018,3527.79,113.59,150.55
Jamaica,2018,2880.9,88.79,79.16
Jordan,2018,2641.07,72.51,87.16
Kazakhstan,2018,3080.38,96.66,118.4
Kenya,2018,2226.6,59.35,49.52
Kiribati,2018,3095.68,80.9,127.28
Kuwait,2018,3417.35,106.08,114.58
Kyrgyzstan,2018,2714.06,87.89,73.68
Lao People's Democratic Republic,2018,3142.91,78.86,38.81
Latvia,2018,3261.66,105.69,130.57
Lebanon,2018,2908.08,82.59,101.87
Lesotho,2018,2192.58,57.3,47.47
Liberia,2018,2118.28,43.29,51.37
Libya,2018,2966.18,90.83,98.14
Lithuania,2018,3364.33,122.74,106.36
Luxembourg,2018,3398.43,111.77,134.6
Madagascar,2018,1972.93,41.17,23.2
Malawi,2018,2591.12,65.85,43.93
Malaysia,2018,2893.77,90.76,96.73
Maldives,2018,2641.05,102.52,67.95
Malta,2018,3444.57,113.84,122.01
Mauritania,2018,2895.06,85.48,71.61
