country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Afghanistan,2007,2046.0,56.0,32.09
Albania,2007,2860.0,97.28,91.29
Algeria,2007,3041.0,83.21,67.11
Angola,2007,2173.0,47.9,46.99
Argentina,2007,3145.0,98.83,110.75
Armenia,2007,2761.0,82.22,76.62
Australia,2007,3198.0,108.33,143.93
Austria,2007,3737.0,103.67,162.77
Azerbaijan,2007,3019.0,87.76,48.0
Bahamas,2007,2605.0,83.45,92.88
Bangladesh,2007,2417.0,53.77,28.62
Barbados,2007,2906.0,90.53,90.63
Belarus,2007,3186.0,92.01,118.35
Belgium,2007,3713.0,101.18,165.2
Belize,2007,2793.0,72.66,68.39
Benin,2007,2564.0,60.06,46.79
Bermuda,2007,2626.0,84.86,116.88
Bolivia (Plurinational State of),2007,2165.0,63.28,49.8
Bosnia and Herzegovina,2007,3064.0,88.47,70.0
Botswana,2007,2166.0,57.35,55.72
Brazil,2007,3106.0,85.27,107.0
Brunei Darussalam,2007,2915.0,83.37,79.6
Bulgaria,2007,2734.0,76.13,93.82
Burkina Faso,2007,2546.0,76.37,54.5
Cabo Verde,2007,2574.0,70.53,71.8
Cambodia,2007,2388.0,61.39,35.94
Cameroon,2007,2378.0,63.47,51.21
Canada,2007,3483.0,104.39,144.91
Central African Republic,2007,2090.0,50.49,71.06
Chad,2007,2028.0,60.89,50.01
Chile,2007,2933.0,85.6,88.2
China,2007,2921.0,89.3,87.52
"China, Hong Kong SAR",2007,3246.0,112.07,133.9
"China, Macao SAR",2007,2868.0,92.29,125.79
"China, Taiwan Province of",2007,2964.0,90.36,128.71
"China, mainland",2007,2919.0,89.16,86.56
Colombia,2007,2804.0,64.05,75.94
Congo,2007,2135.0,44.11,49.32
Costa Rica,2007,2858.0,74.47,87.49
Croatia,2007,3077.0,81.54,119.91
Cuba,2007,3251.0,81.35,62.23
Cyprus,2007,2639.0,80.9,112.29
Czechia,2007,3261.0,95.06,134.33
Côte d'Ivoire,2007,2792.0,55.01,54.67
Democratic People's Republic of Korea,2007,2109.0,57.14,34.03
Denmark,2007,3445.0,110.58,130.43
Djibouti,2007,2414.0,62.71,68.09
Dominica,2007,3042.0,92.14,79.5
Dominican Republic,2007,2403.0,55.68,83.05
Ecuador,2007,2213.0,58.16,89.1
Egypt,2007,3445.0,100.3,61.51
El Salvador,2007,2566.0,69.83,63.2
Estonia,2007,3222.0,97.08,93.47
Eswatini,2007,2310.0,59.69,49.27
Ethiopia,2007,1957.0,56.68,22.56
Fiji,2007,2924.0,73.93,95.14
Finland,2007,3281.0,110.48,131.66
France,2007,3466.0,110.6,160.41
French Polynesia,2007,2921.0,101.84,123.63
Gabon,2007,2711.0,80.51,58.03
Gambia,2007,2535.0,60.89,71.75
Georgia,2007,2900.0,77.63,66.95
Germany,2007,3527.0,102.49,146.0
Ghana,2007,2803.0,59.55,43.61
Greece,2007,3511.0,115.11,149.3
Grenada,2007,2395.0,74.02,87.88
Guatemala,2007,2447.0,61.62,58.81
Guinea,2007,2505.0,52.3,57.76
Guinea-Bissau,2007,2293.0,43.61,60.38
Guyana,2007,2660.0,73.59,56.77
Haiti,2007,1970.0,45.47,37.32
Honduras,2007,2569.0,66.35,73.53
Hungary,2007,3164.0,87.25,139.55
Iceland,2007,3458.0,138.17,151.25
India,2007,2400.0,57.99,50.76
Indonesia,2007,2522.0,56.1,52.54
Iran (Islamic Republic of),2007,3028.0,84.41,73.11
Iraq,2007,2379.0,56.9,53.93
Ireland,2007,3532.0,111.61,129.49
Israel,2007,3525.0,127.54,146.05
Italy,2007,3618.0,110.73,156.4
Jamaica,2007,2791.0,80.13,87.31
Japan,2007,2817.0,90.65,89.0
Jordan,2007,3123.0,81.05,95.21
Kazakhstan,2007,3161.0,93.66,116.99
Kenya,2007,2110.0,59.34,48.64
Kiribati,2007,2894.0,71.72,100.82
Kuwait,2007,3571.0,115.31,123.49
Kyrgyzstan,2007,2682.0,80.8,61.45
Lao People's Democratic Republic,2007,2278.0,61.1,33.39
Latvia,2007,3161.0,93.18,124.18
Lebanon,2007,3183.0,83.39,111.11
Lesotho,2007,2560.0,72.8,33.71
Liberia,2007,2145.0,35.34,56.29
Lithuania,2007,3563.0,126.15,103.16
Luxembourg,2007,3501.0,108.71,145.07
Madagascar,2007,2096.0,48.71,27.88
Malawi,2007,2293.0,60.88,34.57
Malaysia,2007,2838.0,79.7,83.83
Maldives,2007,2494.0,94.83,60.27
Mali,2007,2722.0,76.59,60.35
Malta,2007,3370.0,114.8,109.34
Mauritania,2007,2726.0,79.49,70.7
Mauritius,2007,3076.0,86.71,87.97
Mexico,2007,3101.0,88.65,91.14
Mongolia,2007,2342.0,75.9,84.18
Montenegro,2007,3411.0,106.1,118.01
Morocco,2007,3251.0,89.5,64.76
Mozambique,2007,2083.0,43.47,36.67
Myanmar,2007,2282.0,68.29,57.52
Namibia,2007,2218.0,64.2,53.89
Nepal,2007,2429.0,62.1,43.14
Netherlands (Kingdom of the),2007,3237.0,106.02,131.63
Netherlands Antilles (former),2007,3066.0,90.86,80.71
New Caledonia,2007,2772.0,83.79,115.08
New Zealand,2007,3184.0,94.42,120.99
Nicaragua,2007,2471.0,63.83,60.52
Niger,2007,2461.0,77.21,52.86
Nigeria,2007,2720.0,64.43,65.9
North Macedonia,2007,3017.0,78.53,120.59
Norway,2007,3464.0,107.13,148.34
Oman,2007,2833.0,80.56,75.74
Pakistan,2007,2420.0,62.52,73.42
Panama,2007,2465.0,72.32,63.53
Paraguay,2007,2572.0,68.51,89.41
Peru,2007,2461.0,69.47,41.92
Philippines,2007,2570.0,59.7,50.5
Poland,2007,3364.0,99.59,111.87
Portugal,2007,3530.0,117.27,139.48
Republic of Korea,2007,3139.0,91.05,90.43
Republic of Moldova,2007,2754.0,71.71,75.84
Romania,2007,3375.0,108.71,106.75
Russian Federation,2007,3309.0,98.52,93.97
Rwanda,2007,2053.0,52.75,24.17
Saint Kitts and Nevis,2007,2454.0,73.39,80.23
Saint Lucia,2007,2589.0,85.7,82.13
Saint Vincent and the Grenadines,2007,2832.0,84.41,76.78
Samoa,2007,2851.0,77.93,129.26
Sao Tome and Principe,2007,2511.0,58.13,73.91
Saudi Arabia,2007,3046.0,85.04,83.0
Senegal,2007,2342.0,58.24,61.6
Serbia,2007,2714.0,78.44,82.21
Sierra Leone,2007,2194.0,50.14,50.35
Slovakia,2007,2794.0,71.25,101.09
Slovenia,2007,3143.0,98.26,119.6
Solomon Islands,2007,2420.0,54.6,47.54
South Africa,2007,2920.0,81.04,79.38
Spain,2007,3223.0,111.24,147.28
Sri Lanka,2007,2383.0,56.28,45.84
Sudan (former),2007,2344.0,75.15,69.71
Suriname,2007,2670.0,59.87,74.86
Sweden,2007,3089.0,107.05,121.94
Switzerland,2007,3428.0,94.02,155.66
Tajikistan,2007,2064.0,51.14,57.53
Thailand,2007,2766.0,59.37,62.41
Timor-Leste,2007,2046.0,54.41,39.45
Togo,2007,2295.0,52.94,45.48
Trinidad and Tobago,2007,2845.0,72.65,84.06
Tunisia,2007,3252.0,92.59,85.2
Turkmenistan,2007,2901.0,93.91,79.06
Türkiye,2007,3630.0,102.67,113.51
Uganda,2007,2212.0,50.45,43.16
Ukraine,2007,3253.0,88.57,94.87
United Arab Emirates,2007,3186.0,106.22,83.77
United Kingdom of Great Britain and Northern Ireland,2007,3417.0,104.45,140.84
United Republic of Tanzania,2007,2215.0,56.77,45.19
United States of America,2007,3757.0,114.85,163.18
Uruguay,2007,2890.0,84.27,95.53
Uzbekistan,2007,2581.0,73.43,67.19
Vanuatu,2007,2859.0,68.24,100.8
Venezuela (Bolivarian Republic of),2007,2607.0,70.4,76.93
Viet Nam,2007,2548.0,68.83,61.28
Yemen,2007,2156.0,56.82,47.79
Zambia,2007,1781.0,45.41,33.71
Zimbabwe,2007,2109.0,51.84,55.34
