country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Afghanistan,2002,1826.0,53.35,29.95
Albania,2002,2864.0,97.92,81.06
Algeria,2002,2925.0,79.91,65.43
Angola,2002,1915.0,42.98,40.02
Argentina,2002,2977.0,90.42,99.18
Armenia,2002,2259.0,66.3,48.74
Australia,2002,3077.0,104.81,131.17
Austria,2002,3652.0,106.05,154.28
Azerbaijan,2002,2461.0,70.88,41.2
Bahamas,2002,2725.0,92.97,95.51
Bangladesh,2002,2313.0,50.91,23.72
Barbados,2002,2806.0,85.41,86.26
Belarus,2002,2981.0,86.31,102.41
Belgium,2002,3749.0,100.64,165.81
Belize,2002,2778.0,77.59,69.47
Benin,2002,2401.0,59.35,53.6
Bermuda,2002,2583.0,84.15,109.54
Bolivia (Plurinational State of),2002,2102.0,56.63,43.61
Bosnia and Herzegovina,2002,2901.0,82.81,62.53
Botswana,2002,2111.0,66.38,47.48
Brazil,2002,2927.0,81.33,100.8
Brunei Darussalam,2002,2927.0,91.27,82.25
Bulgaria,2002,2779.0,81.87,92.45
Burkina Faso,2002,2411.0,70.88,57.21
Cabo Verde,2002,2324.0,61.76,65.83
Cambodia,2002,2264.0,54.78,31.89
Cameroon,2002,2204.0,56.12,47.56
Canada,2002,3496.0,105.25,142.34
Central African Republic,2002,1996.0,48.05,65.06
Chad,2002,1968.0,62.36,62.72
Chile,2002,2900.0,81.07,84.6
China,2002,2836.0,84.39,77.62
"China, Hong Kong SAR",2002,3125.0,97.11,134.81
"China, Macao SAR",2002,2576.0,77.5,109.77
"China, Taiwan Province of",2002,3002.0,91.11,131.48
"China, mainland",2002,2832.0,84.21,76.38
Colombia,2002,2782.0,63.42,73.16
Congo,2002,2259.0,44.8,57.72
Costa Rica,2002,2765.0,70.13,78.59
Croatia,2002,2820.0,76.18,88.36
Cuba,2002,3154.0,70.19,53.54
Cyprus,2002,2638.0,84.75,106.77
Czechia,2002,3243.0,92.97,115.52
Côte d'Ivoire,2002,2666.0,52.13,55.04
Democratic People's Republic of Korea,2002,2182.0,62.11,37.43
Denmark,2002,3373.0,107.32,130.59
Djibouti,2002,2054.0,49.76,48.03
Dominica,2002,2984.0,89.91,85.51
Dominican Republic,2002,2285.0,49.57,75.56
Ecuador,2002,2238.0,54.95,83.44
Egypt,2002,3434.0,95.68,58.17
El Salvador,2002,2643.0,71.73,61.5
Estonia,2002,3043.0,92.37,99.06
Eswatini,2002,2388.0,65.14,47.74
Ethiopia,2002,1844.0,53.39,19.64
Fiji,2002,2902.0,74.4,94.12
Finland,2002,3152.0,102.13,127.48
France,2002,3656.0,118.87,171.12
French Polynesia,2002,2869.0,97.18,120.09
Gabon,2002,2644.0,72.62,55.19
Gambia,2002,2455.0,58.68,75.49
Georgia,2002,2750.0,79.43,53.82
Germany,2002,3427.0,99.0,139.04
Ghana,2002,2655.0,54.78,44.71
Greece,2002,3639.0,113.87,146.9
Grenada,2002,2307.0,71.21,83.9
Guatemala,2002,2359.0,61.38,51.95
Guinea,2002,2357.0,51.4,52.0
Guinea-Bissau,2002,2272.0,44.0,53.78
Guyana,2002,2730.0,76.9,57.98
Haiti,2002,1902.0,41.44,40.61
Honduras,2002,2474.0,61.86,70.5
Hungary,2002,3075.0,89.11,135.95
Iceland,2002,3214.0,127.84,137.89
India,2002,2285.0,54.34,45.03
Indonesia,2002,2451.0,53.28,45.64
Iran (Islamic Republic of),2002,3026.0,81.44,63.72
Iraq,2002,2272.0,55.37,49.13
Ireland,2002,3583.0,116.64,133.88
Israel,2002,3698.0,126.43,140.95
Italy,2002,3661.0,113.12,155.36
Jamaica,2002,2795.0,73.54,84.39
Japan,2002,2853.0,94.39,88.55
Jordan,2002,2938.0,73.87,94.83
Kazakhstan,2002,2935.0,88.67,84.72
Kenya,2002,2023.0,57.85,45.78
Kiribati,2002,2855.0,70.91,99.84
Kuwait,2002,3445.0,97.15,117.78
Kyrgyzstan,2002,2489.0,84.23,52.21
Lao People's Democratic Republic,2002,2137.0,59.46,27.67
Latvia,2002,3005.0,81.26,109.41
Lebanon,2002,3270.0,91.32,110.92
Lesotho,2002,2516.0,70.5,34.97
Liberia,2002,2066.0,33.93,51.64
Lithuania,2002,3276.0,108.2,89.97
Luxembourg,2002,3484.0,106.31,150.96
Madagascar,2002,1947.0,45.01,25.51
Malawi,2002,2173.0,56.03,32.02
Malaysia,2002,2774.0,76.12,86.84
Maldives,2002,2500.0,103.5,61.73
Mali,2002,2498.0,68.83,57.05
Malta,2002,3343.0,110.33,104.15
Mauritania,2002,2638.0,79.68,69.14
Mauritius,2002,2953.0,81.96,88.25
Mexico,2002,3103.0,87.9,87.15
Mongolia,2002,2228.0,74.51,74.93
Morocco,2002,3154.0,87.12,59.34
Mozambique,2002,2041.0,38.82,38.35
Myanmar,2002,2002.0,53.64,41.01
Namibia,2002,2215.0,62.88,47.12
Nepal,2002,2279.0,57.62,39.17
Netherlands (Kingdom of the),2002,3249.0,102.0,143.95
Netherlands Antilles (former),2002,3074.0,94.65,84.03
New Caledonia,2002,2775.0,81.2,117.24
New Zealand,2002,3121.0,90.71,115.1
Nicaragua,2002,2291.0,57.46,48.46
Niger,2002,2309.0,67.64,49.13
Nigeria,2002,2605.0,58.94,63.22
North Macedonia,2002,2722.0,75.04,88.74
Norway,2002,3459.0,105.61,145.74
Oman,2002,2626.0,77.33,67.37
Pakistan,2002,2255.0,58.21,65.66
Panama,2002,2346.0,66.82,63.61
Paraguay,2002,2679.0,81.37,94.8
Peru,2002,2337.0,62.97,44.93
Philippines,2002,2393.0,54.92,47.01
Poland,2002,3429.0,100.59,116.27
Portugal,2002,3534.0,112.3,134.87
Republic of Korea,2002,3081.0,88.86,78.08
Republic of Moldova,2002,2569.0,71.0,45.23
Romania,2002,3319.0,104.06,98.15
Russian Federation,2002,3025.0,88.71,81.99
Rwanda,2002,2094.0,47.91,18.71
Saint Kitts and Nevis,2002,2514.0,77.91,83.67
Saint Lucia,2002,2677.0,89.67,77.43
Saint Vincent and the Grenadines,2002,2658.0,76.75,71.65
Samoa,2002,2817.0,77.3,126.95
Sao Tome and Principe,2002,2460.0,52.18,70.22
Saudi Arabia,2002,3021.0,81.79,85.59
Senegal,2002,2144.0,52.04,64.76
