country,year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
Jordan,2005,3119.0,79.03,93.11
Kazakhstan,2005,3033.0,89.99,106.0
Kenya,2005,2161.0,61.01,48.77
Kiribati,2005,2935.0,75.04,101.23
Kuwait,2005,3576.0,117.12,122.32
Kyrgyzstan,2005,2753.0,87.42,57.15
Lao People's Democratic Republic,2005,2269.0,61.48,32.3
Latvia,2005,3141.0,85.76,118.66
Lebanon,2005,3122.0,84.92,105.32
Lesotho,2005,2567.0,71.8,34.17
Liberia,2005,2160.0,36.17,58.62
Lithuania,2005,3463.0,120.0,100.81
Luxembourg,2005,3502.0,110.05,151.94
Madagascar,2005,2060.0,48.03,26.84
Malawi,2005,2191.0,56.51,31.12
Malaysia,2005,2792.0,78.76,85.1
Maldives,2005,2459.0,99.21,58.82
Mali,2005,2583.0,73.45,57.95
Malta,2005,3369.0,110.15,105.93
Mauritania,2005,2629.0,79.03,71.1
Mauritius,2005,3009.0,83.97,87.02
Mexico,2005,3065.0,87.06,90.91
Mongolia,2005,2253.0,72.9,78.1
Morocco,2005,3206.0,88.73,61.05
Mozambique,2005,2038.0,40.12,38.92
Myanmar,2005,2137.0,61.59,50.1
Namibia,2005,2243.0,63.78,51.95
Nepal,2005,2406.0,62.09,41.83
Netherlands (Kingdom of the),2005,3231.0,105.05,140.09
Netherlands Antilles (former),2005,3087.0,93.93,83.54
New Caledonia,2005,2748.0,81.42,113.6
New Zealand,2005,3183.0,92.19,118.91
Nicaragua,2005,2400.0,60.27,55.9
Niger,2005,2444.0,74.98,53.63
Nigeria,2005,2705.0,62.16,66.72
North Macedonia,2005,2780.0,72.41,97.65
Norway,2005,3520.0,105.39,156.63
Oman,2005,2718.0,74.34,71.61
Pakistan,2005,2359.0,59.82,69.35
Panama,2005,2334.0,67.78,60.57
Paraguay,2005,2595.0,69.48,89.01
Peru,2005,2408.0,66.12,39.24
Philippines,2005,2472.0,56.98,45.67
Poland,2005,3370.0,98.71,113.32
Portugal,2005,3531.0,113.05,136.01
Republic of Korea,2005,3102.0,87.62,85.18
Republic of Moldova,2005,2625.0,75.78,60.72
Romania,2005,3396.0,108.59,103.39
Russian Federation,2005,3204.0,94.2,88.78
Rwanda,2005,2037.0,48.47,21.53
Saint Kitts and Nevis,2005,2406.0,73.15,80.87
Saint Lucia,2005,2653.0,89.52,83.35
Saint Vincent and the Grenadines,2005,2781.0,80.89,76.61
Samoa,2005,2894.0,78.5,135.32
Sao Tome and Principe,2005,2546.0,57.6,72.1
Saudi Arabia,2005,2991.0,83.72,83.01
Senegal,2005,2237.0,57.04,63.64
Serbia and Montenegro,2005,2702.0,75.81,121.45
Sierra Leone,2005,2082.0,50.54,52.04
Slovakia,2005,2841.0,74.12,101.3
Slovenia,2005,3071.0,98.09,117.61
Solomon Islands,2005,2427.0,53.5,46.39
South Africa,2005,2952.0,78.93,80.29
Spain,2005,3220.0,108.7,145.95
Sri Lanka,2005,2350.0,52.74,43.35
Sudan (former),2005,2296.0,74.01,68.52
Suriname,2005,2614.0,57.37,73.19
Sweden,2005,3122.0,108.02,124.25
Switzerland,2005,3386.0,91.92,153.75
Tajikistan,2005,2057.0,50.58,59.27
Thailand,2005,2720.0,60.53,58.24
Timor-Leste,2005,2031.0,52.37,39.5
Togo,2005,2238.0,52.51,48.09
Trinidad and Tobago,2005,2756.0,71.62,79.33
Tunisia,2005,3220.0,91.17,82.97
Turkmenistan,2005,2831.0,89.44,71.62
Türkiye,2005,3611.0,103.29,105.04
Uganda,2005,2327.0,53.79,43.82
Ukraine,2005,3210.0,89.02,88.88
United Arab Emirates,2005,3205.0,101.7,83.44
United Kingdom of Great Britain and Northern Ireland,2005,3438.0,103.57,139.44
United Republic of Tanzania,2005,2134.0,54.42,43.92
United States of America,2005,3828.0,115.09,164.99
Uruguay,2005,2809.0,79.48,88.97
Uzbekistan,2005,2471.0,73.94,66.14
Vanuatu,2005,2780.0,64.69,93.79
Venezuela (Bolivarian Republic of),2005,2490.0,63.49,69.46
Viet Nam,2005,2468.0,65.05,53.66
Yemen,2005,2093.0,56.05,47.88
Zambia,2005,1873.0,51.05,37.19
Zimbabwe,2005,2025.0,49.58,54.34
