Country,Country Code,Year,Value
Afghanistan,AFG,2000,0.351
Albania,ALB,2000,0.682
Algeria,DZA,2000,0.651
Andorra,AND,2000,0.825
Angola,AGO,2000,0.391
Argentina,ARG,2000,0.789
Armenia,ARM,2000,0.667
Australia,AUS,2000,0.897
Austria,AUT,2000,0.879
Azerbaijan,AZE,2000,0.652
Bahamas,BHS,2000,0.787
Bahrain,BHR,2000,0.775
Bangladesh,BGD,2000,0.477
Barbados,BRB,2000,0.762
Belarus,BLR,2000,0.724
Belgium,BEL,2000,0.894
Belize,BLZ,2000,0.671
Benin,BEN,2000,0.415
Bolivia (Plurinational State of),BOL,2000,0.63
Bosnia and Herzegovina,BIH,2000,0.674
Botswana,BWA,2000,0.594
Brazil,BRA,2000,0.69
Brunei Darussalam,BRN,2000,0.792
Bulgaria,BGR,2000,0.733
Burundi,BDI,2000,0.308
Cabo Verde,CPV,2000,0.585
Cambodia,KHM,2000,0.438
Cameroon,CMR,2000,0.439
Canada,CAN,2000,0.894
Central African Republic,CAF,2000,0.333
Chad,TCD,2000,0.303
Chile,CHL,2000,0.771
China,CHN,2000,0.598
Colombia,COL,2000,0.679
Comoros,COM,2000,0.461
Congo,COG,2000,0.545
Congo (Democratic Republic of the),COD,2000,0.391
Costa Rica,CRI,2000,0.72
Croatia,HRV,2000,0.769
Cuba,CUB,2000,0.697
Cyprus,CYP,2000,0.808
Czechia,CZE,2000,0.817
CÙte d'Ivoire,CIV,2000,0.419
Denmark,DNK,2000,0.896
Djibouti,DJI,2000,0.337
Dominica,DMA,2000,0.721
Dominican Republic,DOM,2000,0.658
Ecuador,ECU,2000,0.683
Egypt,EGY,2000,0.639
El Salvador,SLV,2000,0.607
Equatorial Guinea,GNQ,2000,0.508
Estonia,EST,2000,0.793
Eswatini (Kingdom of),SWZ,2000,0.493
Ethiopia,ETH,2000,0.293
Fiji,FJI,2000,0.668
Finland,FIN,2000,0.898
France,FRA,2000,0.852
Gabon,GAB,2000,0.652
Gambia,GMB,2000,0.403
Georgia,GEO,2000,0.705
Germany,DEU,2000,0.897
Ghana,GHA,2000,0.487
Greece,GRC,2000,0.828
Guatemala,GTM,2000,0.563
Guinea,GIN,2000,0.359
Guyana,GUY,2000,0.567
Haiti,HTI,2000,0.497
Honduras,HND,2000,0.558
Hungary,HUN,2000,0.781
Iceland,ISL,2000,0.902
India,IND,2000,0.501
Indonesia,IDN,2000,0.6
Iran (Islamic Republic of),IRN,2000,0.71
Iraq,IRQ,2000,0.592
Ireland,IRL,2000,0.869
Israel,ISR,2000,0.839
Italy,ITA,2000,0.849
Jamaica,JAM,2000,0.659
Japan,JPN,2000,0.889
Jordan,JOR,2000,0.672
Kazakhstan,KAZ,2000,0.692
Kenya,KEN,2000,0.5
Korea (Republic of),KOR,2000,0.83
Kuwait,KWT,2000,0.778
Kyrgyzstan,KGZ,2000,0.627
Lao People's Democratic Republic,LAO,2000,0.473
Latvia,LVA,2000,0.764
Lesotho,LSO,2000,0.462
Liberia,LBR,2000,0.443
Libya,LBY,2000,0.727
Liechtenstein,LIE,2000,0.882
Lithuania,LTU,2000,0.778
Luxembourg,LUX,2000,0.861
Madagascar,MDG,2000,0.443
Malawi,MWI,2000,0.394
Malaysia,MYS,2000,0.733
Maldives,MDV,2000,0.639
Mali,MLI,2000,0.32
Malta,MLT,2000,0.79
Mauritania,MRT,2000,0.468
Mauritius,MUS,2000,0.683
Mexico,MEX,2000,0.712
Micronesia (Federated States of),FSM,2000,0.596
Mongolia,MNG,2000,0.611
Morocco,MAR,2000,0.528
Mozambique,MOZ,2000,0.311
Myanmar,MMR,2000,0.415
Namibia,NAM,2000,0.561
Nepal,NPL,2000,0.471
Netherlands,NLD,2000,0.9
New Zealand,NZL,2000,0.896
Nicaragua,NIC,2000,0.593
Niger,NER,2000,0.266
Nigeria,NGA,2000,0.435
North Macedonia,MKD,2000,0.686
Norway,NOR,2000,0.924
Oman,OMN,2000,0.707
Pakistan,PAK,2000,0.436
Palau,PLW,2000,0.736
Panama,PAN,2000,0.718
Papua New Guinea,PNG,2000,0.456
Paraguay,PRY,2000,0.664
Peru,PER,2000,0.682
Philippines,PHL,2000,0.632
Poland,POL,2000,0.801
Portugal,PRT,2000,0.797
Qatar,QAT,2000,0.795
Romania,ROU,2000,0.73
Russian Federation,RUS,2000,0.75
Rwanda,RWA,2000,0.34
Saint Lucia,LCA,2000,0.71
Saint Vincent and the Grenadines,VCT,2000,0.7
Samoa,WSM,2000,0.676
San Marino,SMR,2000,0.881
Saudi Arabia,SAU,2000,0.737
Senegal,SEN,2000,0.398
Serbia,SRB,2000,0.701
Sierra Leone,SLE,2000,0.318
Singapore,SGP,2000,0.882
Slovakia,SVK,2000,0.774
Slovenia,SVN,2000,0.829
Solomon Islands,SLB,2000,0.547
South Africa,ZAF,2000,0.618
Spain,ESP,2000,0.833
Sri Lanka,LKA,2000,0.702
Sweden,SWE,2000,0.912
Switzerland,CHE,2000,0.892
Syrian Arab Republic,SYR,2000,0.594
Tajikistan,TJK,2000,0.554
Tanzania (United Republic of),TZA,2000,0.414
Thailand,THA,2000,0.657
Timor-Leste,TLS,2000,0.507
Togo,TGO,2000,0.448
Tonga,TON,2000,0.688
Trinidad and Tobago,TTO,2000,0.714
Tunisia,TUN,2000,0.654
Tuvalu,TUV,2000,0.61
T¸rkiye,TUR,2000,0.669
Uganda,UGA,2000,0.407
Ukraine,UKR,2000,0.716
United Arab Emirates,ARE,2000,0.79
United Kingdom,GBR,2000,0.87
United States,USA,2000,0.895
Uruguay,URY,2000,0.764
Uzbekistan,UZB,2000,0.603
Venezuela (Bolivarian Republic of),VEN,2000,0.703
Viet Nam,VNM,2000,0.604
Yemen,YEM,2000,0.439
Zambia,ZMB,2000,0.429
Zimbabwe,ZWE,2000,0.458
