Country,Country Code,Year,Value
Afghanistan,AFG,2016,0.495
Albania,ALB,2016,0.797
Algeria,DZA,2016,0.743
Andorra,AND,2016,0.872
Angola,AGO,2016,0.609
Antigua and Barbuda,ATG,2016,0.842
Argentina,ARG,2016,0.857
Armenia,ARM,2016,0.783
Australia,AUS,2016,0.939
Austria,AUT,2016,0.921
Azerbaijan,AZE,2016,0.772
Bahamas,BHS,2016,0.808
Bahrain,BHR,2016,0.871
Bangladesh,BGD,2016,0.632
Barbados,BRB,2016,0.803
Belarus,BLR,2016,0.825
Belgium,BEL,2016,0.936
Belize,BLZ,2016,0.727
Benin,BEN,2016,0.51
Bhutan,BTN,2016,0.647
Bolivia,BOL,2016,0.714
Bosnia and Herzegovina,BIH,2016,0.776
Botswana,BWA,2016,0.696
Brazil,BRA,2016,0.765
Brunei,BRN,2016,0.838
Bulgaria,BGR,2016,0.827
Burkina Faso,BFA,2016,0.427
Burundi,BDI,2016,0.436
Cabo Verde,CPV,2016,0.661
Cambodia,KHM,2016,0.57
Cameroon,CMR,2016,0.579
Canada,CAN,2016,0.933
Central African Republic,CAF,2016,0.376
Chad,TCD,2016,0.396
Chile,CHL,2016,0.859
China,CHN,2016,0.758
Colombia,COL,2016,0.772
Comoros,COM,2016,0.571
Congo,COG,2016,0.64
Costa Rica,CRI,2016,0.805
Croatia,HRV,2016,0.856
Cuba,CUB,2016,0.767
Cyprus,CYP,2016,0.888
Czechia,CZE,2016,0.902
Côte d'Ivoire,CIV,2016,0.53
Democratic Republic of the Congo,COD,2016,0.487
Denmark,DNK,2016,0.951
Djibouti,DJI,2016,0.477
Dominica,DMA,2016,0.751
Dominican Republic,DOM,2016,0.766
Ecuador,ECU,2016,0.761
Egypt,EGY,2016,0.713
El Salvador,SLV,2016,0.666
Equatorial Guinea,GNQ,2016,0.659
Eritrea,ERI,2016,0.485
Estonia,EST,2016,0.89
Eswatini,SWZ,2016,0.619
Ethiopia,ETH,2016,0.463
Fiji,FJI,2016,0.719
Finland,FIN,2016,0.94
France,FRA,2016,0.905
Gabon,GAB,2016,0.724
Gambia,GMB,2016,0.487
Georgia,GEO,2016,0.809
Germany,DEU,2016,0.949
Ghana,GHA,2016,0.59
Greece,GRC,2016,0.884
Grenada,GRD,2016,0.784
Guatemala,GTM,2016,0.642
Guinea,GIN,2016,0.482
Guinea-Bissau,GNB,2016,0.486
Guyana,GUY,2016,0.69
Haiti,HTI,2016,0.555
Honduras,HND,2016,0.616
Hungary,HUN,2016,0.851
Iceland,ISL,2016,0.959
India,IND,2016,0.644
Indonesia,IDN,2016,0.705
Iran,IRN,2016,0.791
Iraq,IRQ,2016,0.676
Ireland,IRL,2016,0.936
Israel,ISR,2016,0.905
Italy,ITA,2016,0.894
Jamaica,JAM,2016,0.714
Japan,JPN,2016,0.918
Jordan,JOR,2016,0.745
Kazakhstan,KAZ,2016,0.82
Kenya,KEN,2016,0.594
Kiribati,KIR,2016,0.627
Kuwait,KWT,2016,0.836
Kyrgyzstan,KGZ,2016,0.7
Laos,LAO,2016,0.609
Latvia,LVA,2016,0.864
Lebanon,LBN,2016,0.767
Lesotho,LSO,2016,0.526
Liberia,LBR,2016,0.485
Libya,LBY,2016,0.725
Liechtenstein,LIE,2016,0.926
Lithuania,LTU,2016,0.875
Luxembourg,LUX,2016,0.916
Madagascar,MDG,2016,0.501
Malawi,MWI,2016,0.506
Malaysia,MYS,2016,0.805
Maldives,MDV,2016,0.732
Mali,MLI,2016,0.411
Malta,MLT,2016,0.891
Marshall Islands,MHL,2016,0.696
Mauritania,MRT,2016,0.548
Mauritius,MUS,2016,0.795
Mexico,MEX,2016,0.778
Micronesia,FSM,2016,0.606
Moldova,MDA,2016,0.763
Monaco,MCO,2016,
Mongolia,MNG,2016,0.759
Montenegro,MNE,2016,0.836
Morocco,MAR,2016,0.665
Mozambique,MOZ,2016,0.46
Myanmar,MMR,2016,0.574
Namibia,NAM,2016,0.634
Nauru,NRU,2016,0.67
Nepal,NPL,2016,0.58
Netherlands,NLD,2016,0.941
New Zealand,NZL,2016,0.938
Nicaragua,NIC,2016,0.684
Niger,NER,2016,0.38
Nigeria,NGA,2016,0.532
North Korea,PRK,2016,
North Macedonia,MKD,2016,0.8
Norway,NOR,2016,0.962
Oman,OMN,2016,0.845
Pakistan,PAK,2016,0.535
Palau,PLW,2016,0.804
Palestine,PSE,2016,0.717
Panama,PAN,2016,0.81
Papua New Guinea,PNG,2016,0.55
Paraguay,PRY,2016,0.737
Peru,PER,2016,0.775
Philippines,PHL,2016,0.69
Poland,POL,2016,0.884
Portugal,PRT,2016,0.859
Qatar,QAT,2016,0.861
Romania,ROU,2016,0.823
Russia,RUS,2016,0.835
Rwanda,RWA,2016,0.534
Saint Kitts and Nevis,KNA,2016,0.832
Saint Lucia,LCA,2016,0.76
Saint Vincent and the Grenadines,VCT,2016,0.771
Samoa,WSM,2016,0.712
San Marino,SMR,2016,0.898
Sao Tome and Principe,STP,2016,0.613
Saudi Arabia,SAU,2016,0.86
Senegal,SEN,2016,0.516
Serbia,SRB,2016,0.806
Seychelles,SYC,2016,0.836
Sierra Leone,SLE,2016,0.441
Singapore,SGP,2016,0.934
Slovakia,SVK,2016,0.864
Slovenia,SVN,2016,0.914
Solomon Islands,SLB,2016,0.578
Somalia,SOM,2016,
South Africa,ZAF,2016,0.722
South Korea,KOR,2016,0.918
South Sudan,SSD,2016,0.297
Spain,ESP,2016,0.9
Sri Lanka,LKA,2016,0.772
Sudan,SDN,2016,0.502
Suriname,SUR,2016,0.716
Sweden,SWE,2016,0.947
Switzerland,CHE,2016,0.959
Syria,SYR,2016,0.552
Tajikistan,TJK,2016,0.661
Tanzania,TZA,2016,0.52
Thailand,THA,2016,0.792
Timor-Leste,TLS,2016,0.618
Togo,TGO,2016,0.528
Tonga,TON,2016,0.749
Trinidad and Tobago,TTO,2016,0.806
Tunisia,TUN,2016,0.733
Turkmenistan,TKM,2016,0.729
Tuvalu,TUV,2016,0.664
Türkiye,TUR,2016,0.826
Uganda,UGA,2016,0.553
Ukraine,UKR,2016,0.78
United Arab Emirates,ARE,2016,0.861
United Kingdom,GBR,2016,0.934
United States,USA,2016,0.929
Uruguay,URY,2016,0.821
Uzbekistan,UZB,2016,0.714
Vanuatu,VUT,2016,0.603
Vatican City,VAT,2016,
Venezuela,VEN,2016,0.761
Vietnam,VNM,2016,0.723
Yemen,YEM,2016,0.467
Zambia,ZMB,2016,0.565
Zimbabwe,ZWE,2016,0.57
