Country,Country Code,Year,Value
Afghanistan,AFG,2017,0.496
Albania,ALB,2017,0.798
Algeria,DZA,2017,0.746
Andorra,AND,2017,0.873
Angola,AGO,2017,0.61
Antigua and Barbuda,ATG,2017,0.845
Argentina,ARG,2017,0.861
Armenia,ARM,2017,0.785
Australia,AUS,2017,0.94
Austria,AUT,2017,0.922
Azerbaijan,AZE,2017,0.774
Bahamas,BHS,2017,0.81
Bahrain,BHR,2017,0.874
Bangladesh,BGD,2017,0.633
Barbados,BRB,2017,0.804
Belarus,BLR,2017,0.828
Belgium,BEL,2017,0.94
Belize,BLZ,2017,0.722
Benin,BEN,2017,0.507
Bhutan,BTN,2017,0.656
Bolivia (Plurinational State of),BOL,2017,0.715
Bosnia and Herzegovina,BIH,2017,0.78
Botswana,BWA,2017,0.704
Brazil,BRA,2017,0.77
Brunei Darussalam,BRN,2017,0.837
Bulgaria,BGR,2017,0.829
Burkina Faso,BFA,2017,0.438
Burundi,BDI,2017,0.434
Cabo Verde,CPV,2017,0.663
Cambodia,KHM,2017,0.578
Cameroon,CMR,2017,0.581
Canada,CAN,2017,0.935
Central African Republic,CAF,2017,0.356
Chad,TCD,2017,0.397
Chile,CHL,2017,0.862
China,CHN,2017,0.765
Colombia,COL,2017,0.774
Comoros,COM,2017,0.577
Congo,COG,2017,0.635
Congo (Democratic Republic of the),COD,2017,0.491
Costa Rica,CRI,2017,0.809
Croatia,HRV,2017,0.862
Cuba,CUB,2017,0.767
Cyprus,CYP,2017,0.897
Czechia,CZE,2017,0.904
CÙte d'Ivoire,CIV,2017,0.539
Denmark,DNK,2017,0.951
Djibouti,DJI,2017,0.484
Dominica,DMA,2017,0.735
Dominican Republic,DOM,2017,0.77
Ecuador,ECU,2017,0.764
Egypt,EGY,2017,0.72
El Salvador,SLV,2017,0.665
Equatorial Guinea,GNQ,2017,0.661
Eritrea,ERI,2017,0.48
Estonia,EST,2017,0.894
Eswatini (Kingdom of),SWZ,2017,0.631
Ethiopia,ETH,2017,0.47
Fiji,FJI,2017,0.725
Finland,FIN,2017,0.942
France,FRA,2017,0.908
Gabon,GAB,2017,0.726
Gambia,GMB,2017,0.493
Georgia,GEO,2017,0.816
Germany,DEU,2017,0.951
Ghana,GHA,2017,0.594
Greece,GRC,2017,0.887
Grenada,GRD,2017,0.784
