Country Name,Country Code,Year,GDP per capita(current US$)
Afghanistan,AFG,1968,
Albania,ALB,1968,
Algeria,DZA,1968,
Andorra,AND,1968,
Angola,AGO,1968,
Antigua and Barbuda,ATG,1968,
Argentina,ARG,1968,
Armenia,ARM,1968,
Australia,AUS,1968,
Austria,AUT,1968,1141.952116
Azerbaijan,AZE,1968,
Bahamas,BHS,1968,
Bahrain,BHR,1968,
Bangladesh,BGD,1968,2728.234261
Barbados,BRB,1968,1685.662117
Belarus,BLR,1968,
Belgium,BEL,1968,54.19497827
Belize,BLZ,1968,2251.315759
Benin,BEN,1968,111.2114942
Bhutan,BTN,1968,84.97378484
Bolivia,BOL,1968,114.4149675
Bosnia and Herzegovina,BIH,1968,
Botswana,BWA,1968,
Brazil,BRA,1968,
Brunei,BRN,1968,
Bulgaria,BGR,1968,
Burkina Faso,BFA,1968,392.2825661
Burundi,BDI,1968,
Cabo Verde,CPV,1968,195.4712701
Cambodia,KHM,1968,373.9254326
Cameroon,CMR,1968,505.8890661
Canada,CAN,1968,
Central African Republic,CAF,1968,
Chad,TCD,1968,113.4457167
Chile,CHL,1968,95.63983921
China,CHN,1968,3473.237226
Colombia,COL,1968,
Comoros,COM,1968,3413.493582
Congo,COG,1968,
Costa Rica,CRI,1968,765.8474016
Croatia,HRV,1968,91.64545818
Cuba,CUB,1968,
Cyprus,CYP,1968,170.7826665
Czechia,CZE,1968,
Côte d'Ivoire,CIV,1968,
Democratic Republic of the Congo,COD,1968,301.5265028
Denmark,DNK,1968,
Djibouti,DJI,1968,
Dominica,DMA,1968,444.8052569
Dominican Republic,DOM,1968,
Ecuador,ECU,1968,
Egypt,EGY,1968,
El Salvador,SLV,1968,
Equatorial Guinea,GNQ,1968,
Eritrea,ERI,1968,
Estonia,EST,1968,2025.081595
Eswatini,SWZ,1968,
Ethiopia,ETH,1968,
Fiji,FJI,1968,2776.135445
Finland,FIN,1968,259.5744384
France,FRA,1968,292.4360364
Gabon,GAB,1968,
Gambia,GMB,1968,
Georgia,GEO,1968,
Germany,DEU,1968,
Ghana,GHA,1968,
Greece,GRC,1968,445.2279892
Grenada,GRD,1968,
Guatemala,GTM,1968,
Guinea,GIN,1968,
Guinea-Bissau,GNB,1968,978.2923738
Guyana,GUY,1968,
Haiti,HTI,1968,99.4743651
Honduras,HND,1968,
Hungary,HUN,1968,
Iceland,ISL,1968,1927.293805
India,IND,1968,327.3574165
Indonesia,IDN,1968,2518.158256
Iran,IRN,1968,
Iraq,IRQ,1968,
Ireland,IRL,1968,514.5739838
Israel,ISR,1968,1951.758596
Italy,ITA,1968,
Jamaica,JAM,1968,196.6685718
Japan,JPN,1968,
Jordan,JOR,1968,
Kazakhstan,KAZ,1968,
Kenya,KEN,1968,
Kiribati,KIR,1968,211.7437587
Kuwait,KWT,1968,1138.38219
Kyrgyzstan,KGZ,1968,
Laos,LAO,1968,
Latvia,LVA,1968,314.6668761
Lebanon,LBN,1968,
Lesotho,LSO,1968,339.7864411
Liberia,LBR,1968,
Libya,LBY,1968,
Liechtenstein,LIE,1968,314.4743829
Lithuania,LTU,1968,
Luxembourg,LUX,1968,
Madagascar,MDG,1968,82.40577176
Malawi,MWI,1968,476.4343501
Malaysia,MYS,1968,
Maldives,MDV,1968,
Mali,MLI,1968,
Malta,MLT,1968,
Marshall Islands,MHL,1968,64.65477306
Mauritania,MRT,1968,
Mauritius,MUS,1968,
Mexico,MEX,1968,101.5568025
Micronesia,FSM,1968,
Moldova,MDA,1968,1158.855498
Monaco,MCO,1968,
Mongolia,MNG,1968,318.8325526
Montenegro,MNE,1968,2473.423726
Morocco,MAR,1968,1947.352097
Mozambique,MOZ,1968,1718.496464
Myanmar,MMR,1968,591.0458172
Namibia,NAM,1968,408.8423528
Nauru,NRU,1968,1553.271394
Nepal,NPL,1968,
Netherlands,NLD,1968,128.6546469
New Zealand,NZL,1968,
Nicaragua,NIC,1968,
Niger,NER,1968,
Nigeria,NGA,1968,
North Korea,PRK,1968,
North Macedonia,MKD,1968,3871.945592
Norway,NOR,1968,
Oman,OMN,1968,
Pakistan,PAK,1968,
Palau,PLW,1968,198.6471048
Palestine,PSE,1968,1971.866325
Panama,PAN,1968,
Papua New Guinea,PNG,1968,
Paraguay,PRY,1968,
Peru,PER,1968,
Philippines,PHL,1968,
Poland,POL,1968,153.4876475
Portugal,PRT,1968,
Qatar,QAT,1968,
Romania,ROU,1968,64.80925153
Russia,RUS,1968,
Rwanda,RWA,1968,
Saint Kitts and Nevis,KNA,1968,3202.505949
Saint Lucia,LCA,1968,
Saint Vincent and the Grenadines,VCT,1968,
Samoa,WSM,1968,
San Marino,SMR,1968,227.1208649
Sao Tome and Principe,STP,1968,
Saudi Arabia,SAU,1968,
Senegal,SEN,1968,163.5884853
Serbia,SRB,1968,
Seychelles,SYC,1968,
Sierra Leone,SLE,1968,615.9229121
Singapore,SGP,1968,
Slovakia,SVK,1968,
Slovenia,SVN,1968,
Solomon Islands,SLB,1968,56.51375305
Somalia,SOM,1968,
South Africa,ZAF,1968,21.545341
South Korea,KOR,1968,
South Sudan,SSD,1968,
Spain,ESP,1968,
Sri Lanka,LKA,1968,
Sudan,SDN,1968,
Suriname,SUR,1968,300.9415295
Sweden,SWE,1968,258.7340519
Switzerland,CHE,1968,
Syria,SYR,1968,342.4447634
Tajikistan,TJK,1968,
Tanzania,TZA,1968,
Thailand,THA,1968,
Timor-Leste,TLS,1968,145.6101459
Togo,TGO,1968,97.33720813
Tonga,TON,1968,304.4419653
Trinidad and Tobago,TTO,1968,2364.359419
Tunisia,TUN,1968,2679.713004
Turkmenistan,TKM,1968,64.85924192
Tuvalu,TUV,1968,
Türkiye,TUR,1968,1902.421824
Uganda,UGA,1968,
Ukraine,UKR,1968,300.3823945
United Arab Emirates,ARE,1968,
United Kingdom,GBR,1968,141.5583065
United States,USA,1968,778.4766417
Uruguay,URY,1968,447.9917972
Uzbekistan,UZB,1968,242.2320676
Vanuatu,VUT,1968,
Vatican City,VAT,1968,202.9377534
Venezuela,VEN,1968,
Vietnam,VNM,1968,
Yemen,YEM,1968,
Zambia,ZMB,1968,
Zimbabwe,ZWE,1968,751.9470856
