Country Name,Country Code,Year,GDP per capita(current US$)
Afghanistan,AFG,1977,
Albania,ALB,1977,
Algeria,DZA,1977,
Andorra,AND,1977,
Angola,AGO,1977,
Antigua and Barbuda,ATG,1977,
Argentina,ARG,1977,8167.922862
Armenia,ARM,1977,
Australia,AUS,1977,35020.36044
Austria,AUT,1977,2126.48546
Azerbaijan,AZE,1977,
Bahamas,BHS,1977,
Bahrain,BHR,1977,1213.670217
Bangladesh,BGD,1977,7786.408041
Barbados,BRB,1977,6783.951422
Belarus,BLR,1977,
Belgium,BEL,1977,137.4480444
Belize,BLZ,1977,8426.946959
Benin,BEN,1977,207.0129622
Bhutan,BTN,1977,175.9638645
Bolivia,BOL,1977,117.8877714
Bosnia and Herzegovina,BIH,1977,
Botswana,BWA,1977,6358.420842
Brazil,BRA,1977,
Brunei,BRN,1977,
Bulgaria,BGR,1977,
Burkina Faso,BFA,1977,865.7929015
Burundi,BDI,1977,
Cabo Verde,CPV,1977,599.988229
Cambodia,KHM,1977,1562.29143
Cameroon,CMR,1977,1967.593444
Canada,CAN,1977,
Central African Republic,CAF,1977,249.9353583
Chad,TCD,1977,564.8317482
Chile,CHL,1977,213.785551
China,CHN,1977,8949.109893
Colombia,COL,1977,
Comoros,COM,1977,11643.64674
Congo,COG,1977,
Costa Rica,CRI,1977,1296.868547
Croatia,HRV,1977,185.7286207
Cuba,CUB,1977,
Cyprus,CYP,1977,435.4086563
Czechia,CZE,1977,
Côte d'Ivoire,CIV,1977,
Democratic Republic of the Congo,COD,1977,798.2030216
Denmark,DNK,1977,
Djibouti,DJI,1977,
Dominica,DMA,1977,1393.375138
Dominican Republic,DOM,1977,
Ecuador,ECU,1977,1472.378817
Egypt,EGY,1977,
El Salvador,SLV,1977,
Equatorial Guinea,GNQ,1977,1476.247559
Eritrea,ERI,1977,
Estonia,EST,1977,7711.10232
Eswatini,SWZ,1977,
Ethiopia,ETH,1977,633.5517417
Fiji,FJI,1977,9769.578643
Finland,FIN,1977,862.9760492
France,FRA,1977,1232.494187
Gabon,GAB,1977,
Gambia,GMB,1977,
Georgia,GEO,1977,
Germany,DEU,1977,
Ghana,GHA,1977,
Greece,GRC,1977,1464.940584
Grenada,GRD,1977,
Guatemala,GTM,1977,
Guinea,GIN,1977,
Guinea-Bissau,GNB,1977,3624.999403
Guyana,GUY,1977,
Haiti,HTI,1977,170.4041437
Honduras,HND,1977,
Hungary,HUN,1977,
Iceland,ISL,1977,7069.735651
India,IND,1977,1203.57268
Indonesia,IDN,1977,7458.764241
Iran,IRN,1977,
Iraq,IRQ,1977,
Ireland,IRL,1977,4048.146743
Israel,ISR,1977,4681.439932
Italy,ITA,1977,
Jamaica,JAM,1977,292.2897981
Japan,JPN,1977,
Jordan,JOR,1977,1440.157665
Kazakhstan,KAZ,1977,
Kenya,KEN,1977,402.9065878
Kiribati,KIR,1977,375.7059606
Kuwait,KWT,1977,3832.3211
Kyrgyzstan,KGZ,1977,736.9274992
Laos,LAO,1977,
Latvia,LVA,1977,856.1254953
Lebanon,LBN,1977,
Lesotho,LSO,1977,592.9975984
Liberia,LBR,1977,
Libya,LBY,1977,
Liechtenstein,LIE,1977,559.2506447
Lithuania,LTU,1977,
Luxembourg,LUX,1977,
Madagascar,MDG,1977,178.6969127
Malawi,MWI,1977,1388.395099
Malaysia,MYS,1977,
Maldives,MDV,1977,
Mali,MLI,1977,
Malta,MLT,1977,
Marshall Islands,MHL,1977,330.6702141
Mauritania,MRT,1977,
Mauritius,MUS,1977,
Mexico,MEX,1977,189.5855686
Micronesia,FSM,1977,
Moldova,MDA,1977,3427.073436
Monaco,MCO,1977,
Mongolia,MNG,1977,1608.795451
Montenegro,MNE,1977,10305.31133
Morocco,MAR,1977,5053.17296
Mozambique,MOZ,1977,4614.210049
Myanmar,MMR,1977,1569.421271
Namibia,NAM,1977,1038.522301
Nauru,NRU,1977,6472.787787
Nepal,NPL,1977,
Netherlands,NLD,1977,311.4862529
New Zealand,NZL,1977,
Nicaragua,NIC,1977,126.3571175
Niger,NER,1977,519.9438947
Nigeria,NGA,1977,
North Korea,PRK,1977,
North Macedonia,MKD,1977,11237.79672
Norway,NOR,1977,
Oman,OMN,1977,
Pakistan,PAK,1977,
Palau,PLW,1977,381.0891049
Palestine,PSE,1977,7783.460091
Panama,PAN,1977,
Papua New Guinea,PNG,1977,
Paraguay,PRY,1977,
Peru,PER,1977,
Philippines,PHL,1977,12416.8693
Poland,POL,1977,292.1489925
Portugal,PRT,1977,
Qatar,QAT,1977,
Romania,ROU,1977,149.8604603
Russia,RUS,1977,
Rwanda,RWA,1977,
Saint Kitts and Nevis,KNA,1977,10486.33579
Saint Lucia,LCA,1977,
Saint Vincent and the Grenadines,VCT,1977,
Samoa,WSM,1977,
San Marino,SMR,1977,610.7503662
Sao Tome and Principe,STP,1977,30875.47643
Saudi Arabia,SAU,1977,
Senegal,SEN,1977,286.896321
Serbia,SRB,1977,137.2591898
Seychelles,SYC,1977,
Sierra Leone,SLE,1977,1314.620445
Singapore,SGP,1977,724.2194868
Slovakia,SVK,1977,
Slovenia,SVN,1977,
Solomon Islands,SLB,1977,148.0526946
Somalia,SOM,1977,2037.864191
South Africa,ZAF,1977,27.86008672
South Korea,KOR,1977,
South Sudan,SSD,1977,
Spain,ESP,1977,
Sri Lanka,LKA,1977,
Sudan,SDN,1977,
Suriname,SUR,1977,590.2266984
Sweden,SWE,1977,905.9496387
Switzerland,CHE,1977,
Syria,SYR,1977,1091.708371
Tajikistan,TJK,1977,
Tanzania,TZA,1977,
Thailand,THA,1977,
Timor-Leste,TLS,1977,229.8084176
Togo,TGO,1977,535.9653078
Tonga,TON,1977,744.1853204
Trinidad and Tobago,TTO,1977,9180.299185
Tunisia,TUN,1977,10266.12067
Turkmenistan,TKM,1977,95.34335574
Tuvalu,TUV,1977,5646.335581
Türkiye,TUR,1977,4950.588205
Uganda,UGA,1977,
Ukraine,UKR,1977,3204.86973
United Arab Emirates,ARE,1977,
United Kingdom,GBR,1977,204.6777626
United States,USA,1977,1503.265034
Uruguay,URY,1977,902.860901
Uzbekistan,UZB,1977,502.2342429
Vanuatu,VUT,1977,1781.086148
Vatican City,VAT,1977,558.0150162
Venezuela,VEN,1977,
Vietnam,VNM,1977,
Yemen,YEM,1977,
Zambia,ZMB,1977,
Zimbabwe,ZWE,1977,2267.371003
