Country Name,Country Code,Year,GDP per capita(current US$)
Afghanistan,AFG,1970,
Albania,ALB,1970,
Algeria,DZA,1970,
Andorra,AND,1970,
Angola,AGO,1970,
Antigua and Barbuda,ATG,1970,
Argentina,ARG,1970,3935.411278
Armenia,ARM,1970,
Australia,AUS,1970,2394.068115
Austria,AUT,1970,1322.714542
Azerbaijan,AZE,1970,
Bahamas,BHS,1970,
Bahrain,BHR,1970,
Bangladesh,BGD,1970,3309.763063
Barbados,BRB,1970,2050.705154
Belarus,BLR,1970,
Belgium,BEL,1970,68.75435398
Belize,BLZ,1970,2765.890997
Benin,BEN,1970,108.8487795
Bhutan,BTN,1970,81.70756322
Bolivia,BOL,1970,130.2181608
Bosnia and Herzegovina,BIH,1970,
Botswana,BWA,1970,1741.822454
Brazil,BRA,1970,
Brunei,BRN,1970,
Bulgaria,BGR,1970,
Burkina Faso,BFA,1970,441.7894689
Burundi,BDI,1970,
Cabo Verde,CPV,1970,221.5688783
Cambodia,KHM,1970,443.799485
Cameroon,CMR,1970,666.4750087
Canada,CAN,1970,
Central African Republic,CAF,1970,200.3452298
Chad,TCD,1970,163.0318323
Chile,CHL,1970,90.1578443
China,CHN,1970,4135.821498
Colombia,COL,1970,
Comoros,COM,1970,4044.420682
Congo,COG,1970,
Costa Rica,CRI,1970,940.6483451
Croatia,HRV,1970,113.346243
Cuba,CUB,1970,
Cyprus,CYP,1970,178.488983
Czechia,CZE,1970,
Côte d'Ivoire,CIV,1970,
Democratic Republic of the Congo,COD,1970,345.8791016
Denmark,DNK,1970,
Djibouti,DJI,1970,
Dominica,DMA,1970,535.5396797
Dominican Republic,DOM,1970,
Ecuador,ECU,1970,645.1449178
Egypt,EGY,1970,
El Salvador,SLV,1970,
Equatorial Guinea,GNQ,1970,
Eritrea,ERI,1970,
Estonia,EST,1970,2771.283105
Eswatini,SWZ,1970,
Ethiopia,ETH,1970,
Fiji,FJI,1970,3464.455183
Finland,FIN,1970,337.6681237
