Domain Code,Country,Country Code,Year,Item,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
FBS,Afghanistan,AFG,2011,Eggs,3.77,0.34,0.26
FBS,Afghanistan,AFG,2011,Maize and products,15.81,0.33,0.13
FBS,Afghanistan,AFG,2011,Milk - Excluding Butter,92.06,5.64,4.31
FBS,Afghanistan,AFG,2011,"Pulses, Other and products",21.66,1.62,0.32
FBS,Afghanistan,AFG,2011,Rice and products,163.66,3.33,0.42
FBS,Afghanistan,AFG,2011,Wheat and products,1402.32,42.28,6.39
FBS,Albania,ALB,2011,Eggs,32.62,2.51,2.35
FBS,Albania,ALB,2011,Maize and products,18.06,0.38,0.15
FBS,Albania,ALB,2011,Milk - Excluding Butter,609.46,31.47,36.22
FBS,Albania,ALB,2011,"Pulses, Other and products",2.85,0.22,0.03
FBS,Albania,ALB,2011,Rice and products,61.29,1.28,0.22
FBS,Albania,ALB,2011,Wheat and products,1056.0,32.43,6.7
FBS,Algeria,DZA,2011,Eggs,23.85,2.14,1.65
FBS,Algeria,DZA,2011,Maize and products,105.78,2.11,0.87
FBS,Algeria,DZA,2011,Milk - Excluding Butter,269.68,14.94,14.01
FBS,Algeria,DZA,2011,"Pulses, Other and products",45.81,3.17,0.45
FBS,Algeria,DZA,2011,Rice and products,24.27,0.5,0.07
FBS,Algeria,DZA,2011,Wheat and products,1287.02,40.6,6.12
None,Andorra,AND,2011,Eggs,None,None,None
None,Andorra,AND,2011,Maize and products,None,None,None
None,Andorra,AND,2011,Milk - Excluding Butter,None,None,None
None,Andorra,AND,2011,"Pulses, Other and products",None,None,None
None,Andorra,AND,2011,Rice and products,None,None,None
None,Andorra,AND,2011,Wheat and products,None,None,None
FBS,Angola,AGO,2011,Eggs,5.51,0.47,0.39
FBS,Angola,AGO,2011,Maize and products,320.74,6.63,2.73
FBS,Angola,AGO,2011,Milk - Excluding Butter,14.09,0.71,0.81
FBS,Angola,AGO,2011,"Pulses, Other and products",5.85,0.36,0.08
FBS,Angola,AGO,2011,Rice and products,94.0,1.91,0.26
FBS,Angola,AGO,2011,Wheat and products,226.27,6.92,1.76
FBS,Antigua and Barbuda,ATG,2011,Eggs,10.88,0.96,0.76
FBS,Antigua and Barbuda,ATG,2011,Maize and products,33.44,0.77,0.24
FBS,Antigua and Barbuda,ATG,2011,Milk - Excluding Butter,182.33,9.27,10.92
FBS,Antigua and Barbuda,ATG,2011,"Pulses, Other and products",6.85,0.51,0.04
FBS,Antigua and Barbuda,ATG,2011,Rice and products,138.51,3.21,0.92
FBS,Antigua and Barbuda,ATG,2011,Wheat and products,428.56,12.96,4.22
FBS,Argentina,ARG,2011,Eggs,39.34,3.53,2.72
FBS,Argentina,ARG,2011,Maize and products,84.37,1.74,0.72
FBS,Argentina,ARG,2011,Milk - Excluding Butter,234.67,13.47,15.93
FBS,Argentina,ARG,2011,"Pulses, Other and products",6.39,0.48,0.04
FBS,Argentina,ARG,2011,Rice and products,82.31,1.71,0.28
FBS,Argentina,ARG,2011,Wheat and products,866.99,27.33,4.11
FBS,Armenia,ARM,2011,Eggs,42.94,3.85,2.97
FBS,Armenia,ARM,2011,Maize and products,40.81,0.98,0.4
FBS,Armenia,ARM,2011,Milk - Excluding Butter,348.9,17.81,21.92
FBS,Armenia,ARM,2011,"Pulses, Other and products",8.62,0.64,0.05
FBS,Armenia,ARM,2011,Rice and products,31.37,0.68,0.16
FBS,Armenia,ARM,2011,Wheat and products,991.24,31.09,5.03
FBS,Australia,AUS,2011,Eggs,25.93,2.32,1.79
FBS,Australia,AUS,2011,Maize and products,43.97,0.96,0.36
FBS,Australia,AUS,2011,Milk - Excluding Butter,354.94,21.54,20.32
FBS,Australia,AUS,2011,"Pulses, Other and products",10.28,0.75,0.09
FBS,Australia,AUS,2011,Rice and products,92.11,1.85,0.29
FBS,Australia,AUS,2011,Wheat and products,537.25,17.78,4.36
FBS,Austria,AUT,2011,Eggs,44.82,3.98,3.11
FBS,Austria,AUT,2011,Maize and products,119.36,2.59,0.91
FBS,Austria,AUT,2011,Milk - Excluding Butter,281.55,17.97,18.17
FBS,Austria,AUT,2011,"Pulses, Other and products",6.41,0.41,0.08
FBS,Austria,AUT,2011,Rice and products,35.13,0.71,0.09
FBS,Austria,AUT,2011,Wheat and products,604.1,19.31,3.27
FBS,Azerbaijan,AZE,2011,Eggs,27.0,2.42,1.87
FBS,Azerbaijan,AZE,2011,Maize and products,62.5,1.29,0.53
FBS,Azerbaijan,AZE,2011,Milk - Excluding Butter,242.96,13.22,14.85
FBS,Azerbaijan,AZE,2011,"Pulses, Other and products",0.0,0.0,0.0
FBS,Azerbaijan,AZE,2011,Rice and products,21.44,0.44,0.07
FBS,Azerbaijan,AZE,2011,Wheat and products,1542.29,48.16,8.46
FBS,Bahamas,BHS,2011,Eggs,23.96,2.07,1.68
FBS,Bahamas,BHS,2011,Maize and products,49.78,1.13,0.39
FBS,Bahamas,BHS,2011,Milk - Excluding Butter,143.24,7.16,8.33
FBS,Bahamas,BHS,2011,"Pulses, Other and products",5.22,0.36,0.04
FBS,Bahamas,BHS,2011,Rice and products,244.31,5.2,0.82
FBS,Bahamas,BHS,2011,Wheat and products,282.85,7.31,4.72
None,Bahrain,BHR,2011,Eggs,None,None,None
None,Bahrain,BHR,2011,Maize and products,None,None,None
None,Bahrain,BHR,2011,Milk - Excluding Butter,None,None,None
None,Bahrain,BHR,2011,"Pulses, Other and products",None,None,None
None,Bahrain,BHR,2011,Rice and products,None,None,None
None,Bahrain,BHR,2011,Wheat and products,None,None,None
FBS,Bangladesh,BGD,2011,Eggs,5.68,0.48,0.4
FBS,Bangladesh,BGD,2011,Maize and products,6.23,0.15,0.07
FBS,Bangladesh,BGD,2011,Milk - Excluding Butter,40.74,2.05,2.3
FBS,Bangladesh,BGD,2011,"Pulses, Other and products",28.18,2.01,0.26
FBS,Bangladesh,BGD,2011,Rice and products,1697.69,33.48,4.24
FBS,Bangladesh,BGD,2011,Wheat and products,123.32,3.89,0.59
FBS,Barbados,BRB,2011,Eggs,23.7,2.08,1.65
FBS,Barbados,BRB,2011,Maize and products,144.2,3.14,1.15
FBS,Barbados,BRB,2011,Milk - Excluding Butter,202.47,10.79,11.54
FBS,Barbados,BRB,2011,"Pulses, Other and products",52.21,3.89,0.7
FBS,Barbados,BRB,2011,Rice and products,152.82,3.29,0.78
FBS,Barbados,BRB,2011,Wheat and products,504.44,15.13,4.03
FBS,Belarus,BLR,2011,Eggs,50.26,4.5,3.48
FBS,Belarus,BLR,2011,Maize and products,3.89,0.08,0.03
FBS,Belarus,BLR,2011,Milk - Excluding Butter,217.13,12.95,9.98
FBS,Belarus,BLR,2011,"Pulses, Other and products",0.16,0.01,0.0
FBS,Belarus,BLR,2011,Rice and products,28.49,0.58,0.07
FBS,Belarus,BLR,2011,Wheat and products,427.57,10.8,7.95
FBS,Belgium,BEL,2011,Eggs,51.55,4.58,3.57
FBS,Belgium,BEL,2011,Maize and products,13.14,0.27,0.11
FBS,Belgium,BEL,2011,Milk - Excluding Butter,361.21,21.45,22.46
FBS,Belgium,BEL,2011,"Pulses, Other and products",1.68,0.13,0.01
FBS,Belgium,BEL,2011,Rice and products,85.0,1.72,0.22
FBS,Belgium,BEL,2011,Wheat and products,760.94,23.89,3.93
FBS,Belize,BLZ,2011,Eggs,13.91,1.25,0.96
FBS,Belize,BLZ,2011,Maize and products,288.5,6.09,2.41
FBS,Belize,BLZ,2011,Milk - Excluding Butter,113.36,6.2,5.11
FBS,Belize,BLZ,2011,"Pulses, Other and products",0.4,0.03,0.01
FBS,Belize,BLZ,2011,Rice and products,273.29,5.56,0.7
FBS,Belize,BLZ,2011,Wheat and products,423.79,12.09,4.69
None,Benin,BEN,2011,Eggs,None,None,None
None,Benin,BEN,2011,Maize and products,None,None,None
None,Benin,BEN,2011,Milk - Excluding Butter,None,None,None
None,Benin,BEN,2011,"Pulses, Other and products",None,None,None
None,Benin,BEN,2011,Rice and products,None,None,None
None,Benin,BEN,2011,Wheat and products,None,None,None
None,Bhutan,BTN,2011,Eggs,None,None,None
None,Bhutan,BTN,2011,Maize and products,None,None,None
None,Bhutan,BTN,2011,Milk - Excluding Butter,None,None,None
None,Bhutan,BTN,2011,"Pulses, Other and products",None,None,None
None,Bhutan,BTN,2011,Rice and products,None,None,None
None,Bhutan,BTN,2011,Wheat and products,None,None,None
FBS,Bolivia,BOL,2011,Eggs,17.99,1.62,1.24
FBS,Bolivia,BOL,2011,Maize and products,222.02,4.87,2.1
FBS,Bolivia,BOL,2011,Milk - Excluding Butter,74.12,3.77,4.38
FBS,Bolivia,BOL,2011,"Pulses, Other and products",13.92,1.01,0.12
FBS,Bolivia,BOL,2011,Rice and products,264.82,5.39,0.68
FBS,Bolivia,BOL,2011,Wheat and products,390.05,11.73,2.67
FBS,Bosnia and Herzegovina,BIH,2011,Eggs,11.95,1.07,0.83
FBS,Bosnia and Herzegovina,BIH,2011,Maize and products,241.0,5.01,2.04
FBS,Bosnia and Herzegovina,BIH,2011,Milk - Excluding Butter,312.47,15.35,18.5
FBS,Bosnia and Herzegovina,BIH,2011,"Pulses, Other and products",13.37,0.81,0.21
FBS,Bosnia and Herzegovina,BIH,2011,Rice and products,18.16,0.37,0.05
FBS,Bosnia and Herzegovina,BIH,2011,Wheat and products,999.85,31.87,6.57
FBS,Botswana,BWA,2011,Eggs,6.99,0.63,0.48
FBS,Botswana,BWA,2011,Maize and products,447.47,9.36,3.77
FBS,Botswana,BWA,2011,Milk - Excluding Butter,142.96,7.75,7.41
FBS,Botswana,BWA,2011,"Pulses, Other and products",17.05,1.17,0.24
FBS,Botswana,BWA,2011,Rice and products,77.42,1.57,0.22
FBS,Botswana,BWA,2011,Wheat and products,374.02,11.45,3.06
