Domain Code,Country,Country Code,Year,Item,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
FBSH,Afghanistan,AFG,2007,Eggs,3.59,0.27,0.26
FBSH,Afghanistan,AFG,2007,Maize and products,21.44,0.57,0.3
FBSH,Afghanistan,AFG,2007,Milk - Excluding Butter,102.93,6.09,5.66
FBSH,Afghanistan,AFG,2007,"Pulses, Other and products",14.71,0.98,0.09
FBSH,Afghanistan,AFG,2007,Rice and products,176.12,3.37,0.33
FBSH,Afghanistan,AFG,2007,Wheat and products,1350.7,36.39,4.71
FBSH,Albania,ALB,2007,Eggs,25.5,2.04,1.79
FBSH,Albania,ALB,2007,Maize and products,21.3,0.49,0.07
FBSH,Albania,ALB,2007,Milk - Excluding Butter,482.2,27.27,28.22
FBSH,Albania,ALB,2007,"Pulses, Other and products",1.75,0.12,0.01
FBSH,Albania,ALB,2007,Rice and products,73.59,1.42,0.15
FBSH,Albania,ALB,2007,Wheat and products,1019.96,32.36,6.19
FBSH,Algeria,DZA,2007,Eggs,16.49,1.39,1.13
FBSH,Algeria,DZA,2007,Maize and products,172.02,4.29,1.51
FBSH,Algeria,DZA,2007,Milk - Excluding Butter,196.25,11.47,9.63
FBSH,Algeria,DZA,2007,"Pulses, Other and products",40.87,2.68,0.26
FBSH,Algeria,DZA,2007,Rice and products,21.01,0.4,0.03
FBSH,Algeria,DZA,2007,Wheat and products,1357.99,41.0,5.03
None,Andorra,AND,2007,Eggs,None,None,None
None,Andorra,AND,2007,Maize and products,None,None,None
None,Andorra,AND,2007,Milk - Excluding Butter,None,None,None
None,Andorra,AND,2007,"Pulses, Other and products",None,None,None
None,Andorra,AND,2007,Rice and products,None,None,None
None,Andorra,AND,2007,Wheat and products,None,None,None
FBSH,Angola,AGO,2007,Eggs,3.76,0.31,0.26
FBSH,Angola,AGO,2007,Maize and products,319.25,8.41,3.44
FBSH,Angola,AGO,2007,Milk - Excluding Butter,20.58,1.07,1.16
None,Angola,AGO,2007,"Pulses, Other and products",None,None,None
FBSH,Angola,AGO,2007,Rice and products,68.55,1.31,0.1
FBSH,Angola,AGO,2007,Wheat and products,239.6,7.25,0.91
FBSH,Antigua and Barbuda,ATG,2007,Eggs,23.87,1.76,1.63
FBSH,Antigua and Barbuda,ATG,2007,Maize and products,40.48,0.88,0.13
FBSH,Antigua and Barbuda,ATG,2007,Milk - Excluding Butter,260.63,12.79,12.75
FBSH,Antigua and Barbuda,ATG,2007,"Pulses, Other and products",2.61,0.2,0.0
FBSH,Antigua and Barbuda,ATG,2007,Rice and products,118.04,2.41,0.42
FBSH,Antigua and Barbuda,ATG,2007,Wheat and products,465.56,12.79,3.2
FBSH,Argentina,ARG,2007,Eggs,33.96,2.59,2.25
FBSH,Argentina,ARG,2007,Maize and products,81.93,1.86,0.25
FBSH,Argentina,ARG,2007,Milk - Excluding Butter,274.45,15.55,16.59
FBSH,Argentina,ARG,2007,"Pulses, Other and products",3.04,0.22,0.02
FBSH,Argentina,ARG,2007,Rice and products,68.84,1.38,0.15
FBSH,Argentina,ARG,2007,Wheat and products,873.2,23.27,2.4
FBSH,Armenia,ARM,2007,Eggs,34.6,2.66,2.44
FBSH,Armenia,ARM,2007,Maize and products,0.02,0.0,None
FBSH,Armenia,ARM,2007,Milk - Excluding Butter,287.88,16.22,17.25
FBSH,Armenia,ARM,2007,"Pulses, Other and products",0.0,0.0,None
FBSH,Armenia,ARM,2007,Rice and products,57.39,1.19,0.27
FBSH,Armenia,ARM,2007,Wheat and products,1073.27,32.06,3.82
FBSH,Australia,AUS,2007,Eggs,23.52,1.81,1.66
FBSH,Australia,AUS,2007,Maize and products,42.72,0.94,0.12
FBSH,Australia,AUS,2007,Milk - Excluding Butter,318.4,18.67,19.03
FBSH,Australia,AUS,2007,"Pulses, Other and products",3.91,0.23,0.05
FBSH,Australia,AUS,2007,Rice and products,90.17,1.72,0.16
FBSH,Australia,AUS,2007,Wheat and products,544.08,19.42,2.24
FBSH,Austria,AUT,2007,Eggs,53.44,4.31,3.75
FBSH,Austria,AUT,2007,Maize and products,90.33,2.14,0.29
FBSH,Austria,AUT,2007,Milk - Excluding Butter,250.26,19.75,14.76
FBSH,Austria,AUT,2007,"Pulses, Other and products",1.28,0.09,0.01
FBSH,Austria,AUT,2007,Rice and products,34.45,0.65,0.06
FBSH,Austria,AUT,2007,Wheat and products,702.45,22.5,4.38
FBSH,Azerbaijan,AZE,2007,Eggs,21.51,1.66,1.52
FBSH,Azerbaijan,AZE,2007,Maize and products,70.84,1.64,0.23
FBSH,Azerbaijan,AZE,2007,Milk - Excluding Butter,170.63,10.82,9.82
FBSH,Azerbaijan,AZE,2007,"Pulses, Other and products",0.0,0.0,None
FBSH,Azerbaijan,AZE,2007,Rice and products,18.39,0.35,0.04
FBSH,Azerbaijan,AZE,2007,Wheat and products,1756.73,52.39,6.27
FBSH,Bahamas,BHS,2007,Eggs,23.95,1.82,1.63
FBSH,Bahamas,BHS,2007,Maize and products,45.57,1.03,0.14
FBSH,Bahamas,BHS,2007,Milk - Excluding Butter,163.04,8.75,9.28
FBSH,Bahamas,BHS,2007,"Pulses, Other and products",5.2,0.32,0.02
FBSH,Bahamas,BHS,2007,Rice and products,240.62,4.8,0.51
FBSH,Bahamas,BHS,2007,Wheat and products,318.13,7.94,3.98
None,Bahrain,BHR,2007,Eggs,None,None,None
None,Bahrain,BHR,2007,Maize and products,None,None,None
None,Bahrain,BHR,2007,Milk - Excluding Butter,None,None,None
None,Bahrain,BHR,2007,"Pulses, Other and products",None,None,None
None,Bahrain,BHR,2007,Rice and products,None,None,None
None,Bahrain,BHR,2007,Wheat and products,None,None,None
FBSH,Bangladesh,BGD,2007,Eggs,5.78,0.43,0.42
