Domain Code,Country,Country Code,Year,Item,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
FBSH,Afghanistan,AFG,2008,Eggs,4.09,0.31,0.29
FBSH,Afghanistan,AFG,2008,Maize and products,21.45,0.57,0.3
FBSH,Afghanistan,AFG,2008,Milk - Excluding Butter,98.16,5.82,5.39
FBSH,Afghanistan,AFG,2008,"Pulses, Other and products",19.16,1.28,0.11
FBSH,Afghanistan,AFG,2008,Rice and products,184.96,3.54,0.35
FBSH,Afghanistan,AFG,2008,Wheat and products,1344.31,36.23,4.59
FBSH,Albania,ALB,2008,Eggs,26.75,2.14,1.88
FBSH,Albania,ALB,2008,Maize and products,20.1,0.47,0.07
FBSH,Albania,ALB,2008,Milk - Excluding Butter,503.89,27.99,29.65
FBSH,Albania,ALB,2008,"Pulses, Other and products",2.25,0.15,0.01
FBSH,Albania,ALB,2008,Rice and products,56.31,1.1,0.13
FBSH,Albania,ALB,2008,Wheat and products,1044.85,33.27,6.08
FBSH,Algeria,DZA,2008,Eggs,15.13,1.28,1.03
FBSH,Algeria,DZA,2008,Maize and products,151.83,3.77,1.32
FBSH,Algeria,DZA,2008,Milk - Excluding Butter,192.89,11.45,9.23
FBSH,Algeria,DZA,2008,"Pulses, Other and products",34.07,2.25,0.21
FBSH,Algeria,DZA,2008,Rice and products,26.76,0.52,0.05
FBSH,Algeria,DZA,2008,Wheat and products,1408.94,42.54,5.18
None,Andorra,AND,2008,Eggs,None,None,None
None,Andorra,AND,2008,Maize and products,None,None,None
None,Andorra,AND,2008,Milk - Excluding Butter,None,None,None
None,Andorra,AND,2008,"Pulses, Other and products",None,None,None
None,Andorra,AND,2008,Rice and products,None,None,None
None,Andorra,AND,2008,Wheat and products,None,None,None
FBSH,Angola,AGO,2008,Eggs,5.54,0.44,0.39
FBSH,Angola,AGO,2008,Maize and products,336.91,8.88,3.63
FBSH,Angola,AGO,2008,Milk - Excluding Butter,19.76,1.03,1.11
None,Angola,AGO,2008,"Pulses, Other and products",None,None,None
FBSH,Angola,AGO,2008,Rice and products,71.16,1.36,0.1
FBSH,Angola,AGO,2008,Wheat and products,247.13,7.46,0.97
FBSH,Antigua and Barbuda,ATG,2008,Eggs,26.14,1.93,1.77
FBSH,Antigua and Barbuda,ATG,2008,Maize and products,24.92,0.55,0.1
FBSH,Antigua and Barbuda,ATG,2008,Milk - Excluding Butter,244.54,12.51,12.05
FBSH,Antigua and Barbuda,ATG,2008,"Pulses, Other and products",8.83,0.61,0.03
FBSH,Antigua and Barbuda,ATG,2008,Rice and products,118.45,2.39,0.29
FBSH,Antigua and Barbuda,ATG,2008,Wheat and products,474.07,12.83,3.51
FBSH,Argentina,ARG,2008,Eggs,35.55,2.71,2.35
FBSH,Argentina,ARG,2008,Maize and products,80.81,1.84,0.25
FBSH,Argentina,ARG,2008,Milk - Excluding Butter,266.83,15.42,17.39
FBSH,Argentina,ARG,2008,"Pulses, Other and products",3.86,0.27,0.03
FBSH,Argentina,ARG,2008,Rice and products,82.31,1.66,0.22
FBSH,Argentina,ARG,2008,Wheat and products,876.21,23.35,2.41
FBSH,Armenia,ARM,2008,Eggs,38.03,2.92,2.68
FBSH,Armenia,ARM,2008,Maize and products,0.05,0.0,None
FBSH,Armenia,ARM,2008,Milk - Excluding Butter,268.51,15.25,16.31
FBSH,Armenia,ARM,2008,"Pulses, Other and products",0.0,0.0,None
FBSH,Armenia,ARM,2008,Rice and products,48.23,0.99,0.22
FBSH,Armenia,ARM,2008,Wheat and products,1123.02,33.48,4.13
FBSH,Australia,AUS,2008,Eggs,22.7,1.75,1.6
FBSH,Australia,AUS,2008,Maize and products,41.53,0.91,0.12
FBSH,Australia,AUS,2008,Milk - Excluding Butter,320.06,18.84,19.87
FBSH,Australia,AUS,2008,"Pulses, Other and products",3.55,0.21,0.04
FBSH,Australia,AUS,2008,Rice and products,104.24,2.0,0.18
FBSH,Australia,AUS,2008,Wheat and products,581.74,21.36,2.35
FBSH,Austria,AUT,2008,Eggs,53.64,4.32,3.77
FBSH,Austria,AUT,2008,Maize and products,86.41,2.04,0.28
FBSH,Austria,AUT,2008,Milk - Excluding Butter,258.43,20.31,15.22
FBSH,Austria,AUT,2008,"Pulses, Other and products",1.88,0.13,0.01
FBSH,Austria,AUT,2008,Rice and products,37.75,0.72,0.07
FBSH,Austria,AUT,2008,Wheat and products,680.56,22.03,3.36
FBSH,Azerbaijan,AZE,2008,Eggs,27.39,2.11,1.93
FBSH,Azerbaijan,AZE,2008,Maize and products,84.2,1.95,0.28
FBSH,Azerbaijan,AZE,2008,Milk - Excluding Butter,176.7,11.21,10.38
FBSH,Azerbaijan,AZE,2008,"Pulses, Other and products",0.0,0.0,None
FBSH,Azerbaijan,AZE,2008,Rice and products,31.41,0.61,0.1
FBSH,Azerbaijan,AZE,2008,Wheat and products,1762.81,52.56,6.32
FBSH,Bahamas,BHS,2008,Eggs,23.85,1.81,1.63
FBSH,Bahamas,BHS,2008,Maize and products,40.94,0.93,0.13
FBSH,Bahamas,BHS,2008,Milk - Excluding Butter,153.61,8.23,8.49
FBSH,Bahamas,BHS,2008,"Pulses, Other and products",6.05,0.38,0.03
FBSH,Bahamas,BHS,2008,Rice and products,205.57,4.08,0.38
FBSH,Bahamas,BHS,2008,Wheat and products,307.65,7.75,3.95
None,Bahrain,BHR,2008,Eggs,None,None,None
None,Bahrain,BHR,2008,Maize and products,None,None,None
None,Bahrain,BHR,2008,Milk - Excluding Butter,None,None,None
None,Bahrain,BHR,2008,"Pulses, Other and products",None,None,None
None,Bahrain,BHR,2008,Rice and products,None,None,None
None,Bahrain,BHR,2008,Wheat and products,None,None,None
FBSH,Bangladesh,BGD,2008,Eggs,6.03,0.45,0.44
FBSH,Bangladesh,BGD,2008,Maize and products,5.22,0.14,0.06
FBSH,Bangladesh,BGD,2008,Milk - Excluding Butter,30.81,1.64,1.75
FBSH,Bangladesh,BGD,2008,"Pulses, Other and products",16.2,0.95,0.12
FBSH,Bangladesh,BGD,2008,Rice and products,1736.19,32.61,3.84
FBSH,Bangladesh,BGD,2008,Wheat and products,136.41,3.98,0.64
FBSH,Barbados,BRB,2008,Eggs,18.87,1.44,1.25
FBSH,Barbados,BRB,2008,Maize and products,116.33,2.47,0.37
FBSH,Barbados,BRB,2008,Milk - Excluding Butter,171.58,9.35,9.82
FBSH,Barbados,BRB,2008,"Pulses, Other and products",39.37,2.57,0.24
FBSH,Barbados,BRB,2008,Rice and products,146.27,3.0,0.52
FBSH,Barbados,BRB,2008,Wheat and products,507.09,13.25,2.36
FBSH,Belarus,BLR,2008,Eggs,59.74,4.59,4.22
FBSH,Belarus,BLR,2008,Maize and products,3.5,0.08,0.01
FBSH,Belarus,BLR,2008,Milk - Excluding Butter,167.86,11.59,6.87
FBSH,Belarus,BLR,2008,"Pulses, Other and products",0.14,0.01,0.0
FBSH,Belarus,BLR,2008,Rice and products,34.11,0.64,0.07
FBSH,Belarus,BLR,2008,Wheat and products,486.14,12.83,8.9
FBSH,Belgium,BEL,2008,Eggs,46.5,3.58,3.28
FBSH,Belgium,BEL,2008,Maize and products,13.85,0.32,0.05
FBSH,Belgium,BEL,2008,Milk - Excluding Butter,406.2,25.64,24.48
FBSH,Belgium,BEL,2008,"Pulses, Other and products",2.68,0.19,0.01
FBSH,Belgium,BEL,2008,Rice and products,82.54,1.48,0.18
FBSH,Belgium,BEL,2008,Wheat and products,754.31,22.52,2.43
FBSH,Belize,BLZ,2008,Eggs,18.01,1.37,1.18
FBSH,Belize,BLZ,2008,Maize and products,209.09,4.72,0.66
FBSH,Belize,BLZ,2008,Milk - Excluding Butter,120.79,6.1,5.06
FBSH,Belize,BLZ,2008,"Pulses, Other and products",1.14,0.07,0.01
