Domain Code,Country,Country Code,Year,Item,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
FBSH,Afghanistan,AFG,2004,Eggs,2.47,0.19,0.18
FBSH,Afghanistan,AFG,2004,Maize and products,81.28,2.15,1.14
FBSH,Afghanistan,AFG,2004,Milk - Excluding Butter,114.6,6.72,6.28
FBSH,Afghanistan,AFG,2004,"Pulses, Other and products",6.82,0.46,0.04
FBSH,Afghanistan,AFG,2004,Rice and products,178.14,3.41,0.34
FBSH,Afghanistan,AFG,2004,Wheat and products,1156.28,31.13,4.17
FBSH,Albania,ALB,2004,Eggs,26.78,2.14,1.89
FBSH,Albania,ALB,2004,Maize and products,19.32,0.45,0.06
FBSH,Albania,ALB,2004,Milk - Excluding Butter,513.18,27.93,30.74
FBSH,Albania,ALB,2004,"Pulses, Other and products",1.63,0.11,0.01
FBSH,Albania,ALB,2004,Rice and products,63.08,1.24,0.15
FBSH,Albania,ALB,2004,Wheat and products,1059.72,33.81,5.86
FBSH,Algeria,DZA,2004,Eggs,15.99,1.35,1.09
FBSH,Algeria,DZA,2004,Maize and products,76.88,1.91,0.67
FBSH,Algeria,DZA,2004,Milk - Excluding Butter,189.73,11.21,9.26
FBSH,Algeria,DZA,2004,"Pulses, Other and products",33.66,2.17,0.23
FBSH,Algeria,DZA,2004,Rice and products,19.58,0.38,0.03
FBSH,Algeria,DZA,2004,Wheat and products,1461.57,44.14,5.35
None,Andorra,AND,2004,Eggs,None,None,None
None,Andorra,AND,2004,Maize and products,None,None,None
None,Andorra,AND,2004,Milk - Excluding Butter,None,None,None
None,Andorra,AND,2004,"Pulses, Other and products",None,None,None
None,Andorra,AND,2004,Rice and products,None,None,None
None,Andorra,AND,2004,Wheat and products,None,None,None
FBSH,Angola,AGO,2004,Eggs,3.4,0.28,0.23
FBSH,Angola,AGO,2004,Maize and products,331.13,8.72,3.56
FBSH,Angola,AGO,2004,Milk - Excluding Butter,25.13,1.29,1.4
None,Angola,AGO,2004,"Pulses, Other and products",None,None,None
FBSH,Angola,AGO,2004,Rice and products,72.76,1.39,0.11
FBSH,Angola,AGO,2004,Wheat and products,208.54,6.33,0.75
FBSH,Antigua and Barbuda,ATG,2004,Eggs,11.59,0.87,0.77
FBSH,Antigua and Barbuda,ATG,2004,Maize and products,31.54,0.7,0.1
FBSH,Antigua and Barbuda,ATG,2004,Milk - Excluding Butter,204.21,9.82,9.62
FBSH,Antigua and Barbuda,ATG,2004,"Pulses, Other and products",5.01,0.33,0.03
FBSH,Antigua and Barbuda,ATG,2004,Rice and products,100.37,1.97,0.17
FBSH,Antigua and Barbuda,ATG,2004,Wheat and products,435.25,12.33,3.27
FBSH,Argentina,ARG,2004,Eggs,28.33,2.16,1.87
FBSH,Argentina,ARG,2004,Maize and products,86.14,1.96,0.27
FBSH,Argentina,ARG,2004,Milk - Excluding Butter,180.96,10.7,11.83
