Domain Code,Country,Country Code,Year,Item,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
FBSH,Afghanistan,AFG,2000,Eggs,2.29,0.17,0.16
FBSH,Afghanistan,AFG,2000,Maize and products,27.17,0.72,0.38
FBSH,Afghanistan,AFG,2000,Milk - Excluding Butter,122.69,7.3,6.77
FBSH,Afghanistan,AFG,2000,"Pulses, Other and products",10.03,0.67,0.06
FBSH,Afghanistan,AFG,2000,Rice and products,184.33,3.53,0.35
FBSH,Afghanistan,AFG,2000,Wheat and products,1079.07,29.1,3.58
FBSH,Albania,ALB,2000,Eggs,24.74,1.96,1.75
FBSH,Albania,ALB,2000,Maize and products,36.82,0.85,0.12
FBSH,Albania,ALB,2000,Milk - Excluding Butter,444.78,24.06,26.56
FBSH,Albania,ALB,2000,"Pulses, Other and products",1.57,0.1,0.01
FBSH,Albania,ALB,2000,Rice and products,53.46,1.09,0.21
FBSH,Albania,ALB,2000,Wheat and products,1235.86,39.18,5.9
FBSH,Algeria,DZA,2000,Eggs,8.97,0.76,0.61
FBSH,Algeria,DZA,2000,Maize and products,145.56,3.69,1.3
FBSH,Algeria,DZA,2000,Milk - Excluding Butter,160.73,9.74,7.59
FBSH,Algeria,DZA,2000,"Pulses, Other and products",36.97,2.45,0.22
FBSH,Algeria,DZA,2000,Rice and products,17.27,0.34,0.03
FBSH,Algeria,DZA,2000,Wheat and products,1383.75,41.81,4.97
None,Andorra,AND,2000,Eggs,None,None,None
None,Andorra,AND,2000,Maize and products,None,None,None
None,Andorra,AND,2000,Milk - Excluding Butter,None,None,None
None,Andorra,AND,2000,"Pulses, Other and products",None,None,None
None,Andorra,AND,2000,Rice and products,None,None,None
None,Andorra,AND,2000,Wheat and products,None,None,None
FBSH,Angola,AGO,2000,Eggs,2.2,0.19,0.15
FBSH,Angola,AGO,2000,Maize and products,336.28,8.86,3.62
FBSH,Angola,AGO,2000,Milk - Excluding Butter,24.96,1.27,1.34
None,Angola,AGO,2000,"Pulses, Other and products",None,None,None
FBSH,Angola,AGO,2000,Rice and products,48.02,0.93,0.07
FBSH,Angola,AGO,2000,Wheat and products,182.93,5.56,0.65
FBSH,Antigua and Barbuda,ATG,2000,Eggs,8.96,0.67,0.6
FBSH,Antigua and Barbuda,ATG,2000,Maize and products,26.77,0.6,0.11
FBSH,Antigua and Barbuda,ATG,2000,Milk - Excluding Butter,250.05,12.12,11.45
FBSH,Antigua and Barbuda,ATG,2000,"Pulses, Other and products",16.05,1.09,0.07
FBSH,Antigua and Barbuda,ATG,2000,Rice and products,93.96,1.86,0.14
FBSH,Antigua and Barbuda,ATG,2000,Wheat and products,451.11,12.72,3.97
FBSH,Argentina,ARG,2000,Eggs,27.39,2.09,1.81
FBSH,Argentina,ARG,2000,Maize and products,88.81,2.01,0.28
FBSH,Argentina,ARG,2000,Milk - Excluding Butter,316.49,18.27,20.07
FBSH,Argentina,ARG,2000,"Pulses, Other and products",6.33,0.44,0.04
FBSH,Argentina,ARG,2000,Rice and products,56.06,1.14,0.17
FBSH,Argentina,ARG,2000,Wheat and products,867.65,23.12,2.39
FBSH,Armenia,ARM,2000,Eggs,19.23,1.48,1.36
FBSH,Armenia,ARM,2000,Maize and products,0.0,0.0,None
FBSH,Armenia,ARM,2000,Milk - Excluding Butter,155.71,8.65,8.93
FBSH,Armenia,ARM,2000,"Pulses, Other and products",0.0,0.0,None
FBSH,Armenia,ARM,2000,Rice and products,35.85,0.75,0.17
FBSH,Armenia,ARM,2000,Wheat and products,1217.52,36.42,3.86
FBSH,Australia,AUS,2000,Eggs,22.43,1.73,1.58
FBSH,Australia,AUS,2000,Maize and products,35.55,0.79,0.11
FBSH,Australia,AUS,2000,Milk - Excluding Butter,301.26,18.07,17.65
FBSH,Australia,AUS,2000,"Pulses, Other and products",5.36,0.3,0.07
FBSH,Australia,AUS,2000,Rice and products,80.02,1.54,0.14
