Domain Code,Country,Country Code,Year,Item,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
FBS,Afghanistan,AFG,2020,Eggs,10.52,0.91,0.74
FBS,Afghanistan,AFG,2020,Maize and products,21.9,0.45,0.19
FBS,Afghanistan,AFG,2020,Milk - Excluding Butter,87.86,5.27,4.02
FBS,Afghanistan,AFG,2020,"Pulses, Other and products",18.09,1.32,0.27
FBS,Afghanistan,AFG,2020,Rice and products,160.06,3.25,0.41
FBS,Afghanistan,AFG,2020,Wheat and products,1348.16,40.68,6.04
FBS,Albania,ALB,2020,Eggs,61.92,4.75,4.46
FBS,Albania,ALB,2020,Maize and products,17.6,0.38,0.15
FBS,Albania,ALB,2020,Milk - Excluding Butter,631.06,33.83,38.97
FBS,Albania,ALB,2020,"Pulses, Other and products",3.23,0.24,0.03
FBS,Albania,ALB,2020,Rice and products,48.03,0.98,0.13
FBS,Albania,ALB,2020,Wheat and products,957.44,29.56,5.98
FBS,Algeria,DZA,2020,Eggs,22.03,1.98,1.52
FBS,Algeria,DZA,2020,Maize and products,138.43,2.75,1.13
FBS,Algeria,DZA,2020,Milk - Excluding Butter,260.24,14.98,13.2
FBS,Algeria,DZA,2020,"Pulses, Other and products",41.22,2.86,0.41
FBS,Algeria,DZA,2020,Rice and products,26.32,0.54,0.07
FBS,Algeria,DZA,2020,Wheat and products,1341.67,42.37,6.25
None,Andorra,AND,2020,Eggs,None,None,None
None,Andorra,AND,2020,Maize and products,None,None,None
None,Andorra,AND,2020,Milk - Excluding Butter,None,None,None
None,Andorra,AND,2020,"Pulses, Other and products",None,None,None
None,Andorra,AND,2020,Rice and products,None,None,None
None,Andorra,AND,2020,Wheat and products,None,None,None
FBS,Angola,AGO,2020,Eggs,0.26,0.02,0.02
FBS,Angola,AGO,2020,Maize and products,382.22,7.9,3.25
FBS,Angola,AGO,2020,Milk - Excluding Butter,17.74,0.89,0.95
FBS,Angola,AGO,2020,"Pulses, Other and products",6.85,0.42,0.09
FBS,Angola,AGO,2020,Rice and products,141.11,2.9,0.46
FBS,Angola,AGO,2020,Wheat and products,190.12,5.92,1.19
FBS,Antigua and Barbuda,ATG,2020,Eggs,21.53,1.93,1.49
FBS,Antigua and Barbuda,ATG,2020,Maize and products,25.48,0.57,0.2
FBS,Antigua and Barbuda,ATG,2020,Milk - Excluding Butter,172.55,8.4,10.05
FBS,Antigua and Barbuda,ATG,2020,"Pulses, Other and products",13.48,0.99,0.07
FBS,Antigua and Barbuda,ATG,2020,Rice and products,108.69,2.4,0.68
FBS,Antigua and Barbuda,ATG,2020,Wheat and products,517.7,15.01,4.99
FBS,Argentina,ARG,2020,Eggs,58.47,5.27,4.04
FBS,Argentina,ARG,2020,Maize and products,89.68,1.85,0.76
FBS,Argentina,ARG,2020,Milk - Excluding Butter,253.99,13.89,15.93
FBS,Argentina,ARG,2020,"Pulses, Other and products",16.3,1.13,0.16
FBS,Argentina,ARG,2020,Rice and products,102.94,2.16,0.4
FBS,Argentina,ARG,2020,Wheat and products,777.36,25.51,7.18
FBS,Armenia,ARM,2020,Eggs,48.31,4.34,3.34
FBS,Armenia,ARM,2020,Maize and products,42.67,1.02,0.41
FBS,Armenia,ARM,2020,Milk - Excluding Butter,376.85,19.6,22.96
FBS,Armenia,ARM,2020,"Pulses, Other and products",13.17,0.97,0.09
FBS,Armenia,ARM,2020,Rice and products,36.65,0.75,0.1
FBS,Armenia,ARM,2020,Wheat and products,984.67,30.62,5.41
FBS,Australia,AUS,2020,Eggs,26.86,2.41,1.86
FBS,Australia,AUS,2020,Maize and products,31.41,0.67,0.26
FBS,Australia,AUS,2020,Milk - Excluding Butter,393.41,21.88,24.36
FBS,Australia,AUS,2020,"Pulses, Other and products",5.3,0.33,0.07
FBS,Australia,AUS,2020,Rice and products,80.28,1.61,0.23
FBS,Australia,AUS,2020,Wheat and products,577.93,18.44,5.41
FBS,Austria,AUT,2020,Eggs,49.06,4.39,3.4
FBS,Austria,AUT,2020,Maize and products,110.92,2.38,0.88
FBS,Austria,AUT,2020,Milk - Excluding Butter,386.53,24.14,21.25
FBS,Austria,AUT,2020,"Pulses, Other and products",12.68,0.81,0.15
FBS,Austria,AUT,2020,Rice and products,42.26,0.84,0.12
FBS,Austria,AUT,2020,Wheat and products,608.04,19.74,3.38
FBS,Azerbaijan,AZE,2020,Eggs,33.54,3.01,2.32
FBS,Azerbaijan,AZE,2020,Maize and products,87.32,1.81,0.74
FBS,Azerbaijan,AZE,2020,Milk - Excluding Butter,281.46,15.13,17.21
FBS,Azerbaijan,AZE,2020,"Pulses, Other and products",0.12,0.01,0.0
FBS,Azerbaijan,AZE,2020,Rice and products,58.78,1.2,0.16
FBS,Azerbaijan,AZE,2020,Wheat and products,1436.7,44.96,7.63
FBS,Bahamas,BHS,2020,Eggs,31.56,2.72,2.21
FBS,Bahamas,BHS,2020,Maize and products,111.51,2.47,0.9
FBS,Bahamas,BHS,2020,Milk - Excluding Butter,178.42,9.93,11.22
FBS,Bahamas,BHS,2020,"Pulses, Other and products",2.62,0.19,0.01
FBS,Bahamas,BHS,2020,Rice and products,196.65,4.08,0.6
FBS,Bahamas,BHS,2020,Wheat and products,327.32,8.72,4.75
FBS,Bahrain,BHR,2020,Eggs,38.26,3.43,2.65
FBS,Bahrain,BHR,2020,Maize and products,56.89,1.18,0.48
FBS,Bahrain,BHR,2020,Milk - Excluding Butter,247.46,15.48,12.99
FBS,Bahrain,BHR,2020,"Pulses, Other and products",41.91,2.89,0.47
FBS,Bahrain,BHR,2020,Rice and products,462.12,9.4,1.2
FBS,Bahrain,BHR,2020,Wheat and products,548.37,17.29,3.32
FBS,Bangladesh,BGD,2020,Eggs,14.75,1.25,1.04
FBS,Bangladesh,BGD,2020,Maize and products,7.1,0.18,0.09
FBS,Bangladesh,BGD,2020,Milk - Excluding Butter,38.34,1.97,2.12
FBS,Bangladesh,BGD,2020,"Pulses, Other and products",53.0,3.89,0.42
FBS,Bangladesh,BGD,2020,Rice and products,1732.31,34.17,4.33
FBS,Bangladesh,BGD,2020,Wheat and products,150.8,4.76,0.7
FBS,Barbados,BRB,2020,Eggs,41.31,3.68,2.86
FBS,Barbados,BRB,2020,Maize and products,163.43,3.56,1.32
FBS,Barbados,BRB,2020,Milk - Excluding Butter,182.55,9.36,10.88
FBS,Barbados,BRB,2020,"Pulses, Other and products",45.76,3.39,0.59
FBS,Barbados,BRB,2020,Rice and products,161.65,3.52,0.91
FBS,Barbados,BRB,2020,Wheat and products,552.26,16.34,5.01
FBS,Belarus,BLR,2020,Eggs,50.34,4.51,3.48
FBS,Belarus,BLR,2020,Maize and products,6.81,0.15,0.06
FBS,Belarus,BLR,2020,Milk - Excluding Butter,318.66,21.1,11.57
FBS,Belarus,BLR,2020,"Pulses, Other and products",0.21,0.02,0.0
FBS,Belarus,BLR,2020,Rice and products,28.67,0.58,0.07
FBS,Belarus,BLR,2020,Wheat and products,576.74,14.94,9.96
FBS,Belgium,BEL,2020,Eggs,50.99,4.44,3.55
FBS,Belgium,BEL,2020,Maize and products,8.35,0.17,0.07
FBS,Belgium,BEL,2020,Milk - Excluding Butter,494.11,29.29,28.0
FBS,Belgium,BEL,2020,"Pulses, Other and products",17.25,1.29,0.22
FBS,Belgium,BEL,2020,Rice and products,100.02,2.03,0.26
FBS,Belgium,BEL,2020,Wheat and products,610.95,19.0,3.16
FBS,Belize,BLZ,2020,Eggs,17.55,1.57,1.21
FBS,Belize,BLZ,2020,Maize and products,390.31,8.31,3.25
FBS,Belize,BLZ,2020,Milk - Excluding Butter,113.59,6.19,4.67
FBS,Belize,BLZ,2020,"Pulses, Other and products",0.23,0.02,0.0
FBS,Belize,BLZ,2020,Rice and products,212.44,4.32,0.55
FBS,Belize,BLZ,2020,Wheat and products,373.29,10.98,3.86
None,Benin,BEN,2020,Eggs,None,None,None
None,Benin,BEN,2020,Maize and products,None,None,None
None,Benin,BEN,2020,Milk - Excluding Butter,None,None,None
None,Benin,BEN,2020,"Pulses, Other and products",None,None,None
None,Benin,BEN,2020,Rice and products,None,None,None
