Domain Code,Country,Country Code,Year,Item,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
FBSH,Afghanistan,AFG,2005,Eggs,2.78,0.21,0.2
FBSH,Afghanistan,AFG,2005,Maize and products,22.89,0.61,0.32
FBSH,Afghanistan,AFG,2005,Milk - Excluding Butter,107.01,6.28,5.89
FBSH,Afghanistan,AFG,2005,"Pulses, Other and products",13.55,0.91,0.08
FBSH,Afghanistan,AFG,2005,Rice and products,182.76,3.5,0.34
FBSH,Afghanistan,AFG,2005,Wheat and products,1198.47,32.23,4.57
FBSH,Albania,ALB,2005,Eggs,26.89,2.15,1.89
FBSH,Albania,ALB,2005,Maize and products,19.93,0.46,0.07
FBSH,Albania,ALB,2005,Milk - Excluding Butter,520.81,28.52,30.98
FBSH,Albania,ALB,2005,"Pulses, Other and products",2.01,0.13,0.01
FBSH,Albania,ALB,2005,Rice and products,70.96,1.42,0.2
FBSH,Albania,ALB,2005,Wheat and products,1109.6,35.42,6.12
FBSH,Algeria,DZA,2005,Eggs,15.18,1.28,1.04
FBSH,Algeria,DZA,2005,Maize and products,77.63,1.92,0.67
FBSH,Algeria,DZA,2005,Milk - Excluding Butter,191.47,11.15,9.47
FBSH,Algeria,DZA,2005,"Pulses, Other and products",44.17,2.95,0.26
FBSH,Algeria,DZA,2005,Rice and products,15.28,0.3,0.03
FBSH,Algeria,DZA,2005,Wheat and products,1457.81,44.03,5.3
None,Andorra,AND,2005,Eggs,None,None,None
None,Andorra,AND,2005,Maize and products,None,None,None
None,Andorra,AND,2005,Milk - Excluding Butter,None,None,None
None,Andorra,AND,2005,"Pulses, Other and products",None,None,None
None,Andorra,AND,2005,Rice and products,None,None,None
None,Andorra,AND,2005,Wheat and products,None,None,None
FBSH,Angola,AGO,2005,Eggs,4.04,0.33,0.28
FBSH,Angola,AGO,2005,Maize and products,322.36,8.49,3.47
FBSH,Angola,AGO,2005,Milk - Excluding Butter,25.61,1.3,1.43
None,Angola,AGO,2005,"Pulses, Other and products",None,None,None
FBSH,Angola,AGO,2005,Rice and products,68.8,1.32,0.1
FBSH,Angola,AGO,2005,Wheat and products,220.28,6.68,0.8
FBSH,Antigua and Barbuda,ATG,2005,Eggs,16.83,1.25,1.19
FBSH,Antigua and Barbuda,ATG,2005,Maize and products,34.03,0.73,0.1
FBSH,Antigua and Barbuda,ATG,2005,Milk - Excluding Butter,238.32,11.82,11.16
FBSH,Antigua and Barbuda,ATG,2005,"Pulses, Other and products",8.09,0.5,0.03
FBSH,Antigua and Barbuda,ATG,2005,Rice and products,124.77,2.31,0.3
FBSH,Antigua and Barbuda,ATG,2005,Wheat and products,457.14,12.38,3.63
FBSH,Argentina,ARG,2005,Eggs,30.49,2.32,2.02
FBSH,Argentina,ARG,2005,Maize and products,83.6,1.9,0.26
FBSH,Argentina,ARG,2005,Milk - Excluding Butter,261.6,14.85,15.9
FBSH,Argentina,ARG,2005,"Pulses, Other and products",5.95,0.42,0.04
FBSH,Argentina,ARG,2005,Rice and products,62.22,1.24,0.13
FBSH,Argentina,ARG,2005,Wheat and products,873.07,23.26,2.4
FBSH,Armenia,ARM,2005,Eggs,33.18,2.55,2.34
FBSH,Armenia,ARM,2005,Maize and products,0.02,0.0,None
FBSH,Armenia,ARM,2005,Milk - Excluding Butter,250.43,14.07,14.85
FBSH,Armenia,ARM,2005,"Pulses, Other and products",0.0,0.0,None
FBSH,Armenia,ARM,2005,Rice and products,53.35,1.12,0.27
FBSH,Armenia,ARM,2005,Wheat and products,1118.67,33.42,3.71
FBSH,Australia,AUS,2005,Eggs,19.79,1.52,1.4
FBSH,Australia,AUS,2005,Maize and products,40.26,0.89,0.12
FBSH,Australia,AUS,2005,Milk - Excluding Butter,295.55,17.69,18.07
FBSH,Australia,AUS,2005,"Pulses, Other and products",2.1,0.12,0.03
FBSH,Australia,AUS,2005,Rice and products,90.92,1.74,0.16
FBSH,Australia,AUS,2005,Wheat and products,517.36,19.93,2.16
FBSH,Austria,AUT,2005,Eggs,51.29,4.14,3.6
FBSH,Austria,AUT,2005,Maize and products,89.51,2.12,0.29
FBSH,Austria,AUT,2005,Milk - Excluding Butter,245.39,19.86,14.5
FBSH,Austria,AUT,2005,"Pulses, Other and products",1.02,0.07,0.0
FBSH,Austria,AUT,2005,Rice and products,29.95,0.57,0.06
FBSH,Austria,AUT,2005,Wheat and products,712.26,22.35,5.28
FBSH,Azerbaijan,AZE,2005,Eggs,20.91,1.61,1.47
FBSH,Azerbaijan,AZE,2005,Maize and products,82.9,1.92,0.27
FBSH,Azerbaijan,AZE,2005,Milk - Excluding Butter,161.26,10.33,9.28
FBSH,Azerbaijan,AZE,2005,"Pulses, Other and products",0.0,0.0,None
FBSH,Azerbaijan,AZE,2005,Rice and products,23.41,0.44,0.05
FBSH,Azerbaijan,AZE,2005,Wheat and products,1585.79,47.36,5.41
FBSH,Bahamas,BHS,2005,Eggs,15.26,1.15,1.04
FBSH,Bahamas,BHS,2005,Maize and products,41.5,0.94,0.12
FBSH,Bahamas,BHS,2005,Milk - Excluding Butter,157.7,8.6,8.11
FBSH,Bahamas,BHS,2005,"Pulses, Other and products",5.27,0.33,0.03
FBSH,Bahamas,BHS,2005,Rice and products,247.46,4.9,0.43
FBSH,Bahamas,BHS,2005,Wheat and products,288.3,7.09,3.74
None,Bahrain,BHR,2005,Eggs,None,None,None
None,Bahrain,BHR,2005,Maize and products,None,None,None
None,Bahrain,BHR,2005,Milk - Excluding Butter,None,None,None
None,Bahrain,BHR,2005,"Pulses, Other and products",None,None,None
None,Bahrain,BHR,2005,Rice and products,None,None,None
None,Bahrain,BHR,2005,Wheat and products,None,None,None
FBSH,Bangladesh,BGD,2005,Eggs,6.25,0.46,0.46
FBSH,Bangladesh,BGD,2005,Maize and products,1.61,0.04,0.02
FBSH,Bangladesh,BGD,2005,Milk - Excluding Butter,29.25,1.64,1.56
FBSH,Bangladesh,BGD,2005,"Pulses, Other and products",26.36,1.58,0.15
FBSH,Bangladesh,BGD,2005,Rice and products,1688.12,31.72,3.74
FBSH,Bangladesh,BGD,2005,Wheat and products,174.33,5.09,0.81
FBSH,Barbados,BRB,2005,Eggs,13.72,1.04,0.9
FBSH,Barbados,BRB,2005,Maize and products,116.14,2.51,0.38
FBSH,Barbados,BRB,2005,Milk - Excluding Butter,176.17,9.75,9.65
FBSH,Barbados,BRB,2005,"Pulses, Other and products",35.35,2.32,0.21
FBSH,Barbados,BRB,2005,Rice and products,159.18,3.28,0.63
FBSH,Barbados,BRB,2005,Wheat and products,522.76,13.99,1.85
FBSH,Belarus,BLR,2005,Eggs,56.04,4.31,3.95
FBSH,Belarus,BLR,2005,Maize and products,3.32,0.08,0.01
FBSH,Belarus,BLR,2005,Milk - Excluding Butter,237.6,15.47,10.3
FBSH,Belarus,BLR,2005,"Pulses, Other and products",0.08,0.01,0.0
FBSH,Belarus,BLR,2005,Rice and products,26.29,0.49,0.05
FBSH,Belarus,BLR,2005,Wheat and products,529.69,14.25,8.54
FBSH,Belgium,BEL,2005,Eggs,43.24,3.33,3.05
FBSH,Belgium,BEL,2005,Maize and products,14.2,0.33,0.05
FBSH,Belgium,BEL,2005,Milk - Excluding Butter,374.37,23.58,21.86
FBSH,Belgium,BEL,2005,"Pulses, Other and products",2.94,0.2,0.02
FBSH,Belgium,BEL,2005,Rice and products,85.11,1.53,0.19
FBSH,Belgium,BEL,2005,Wheat and products,736.38,21.99,2.29
FBSH,Belize,BLZ,2005,Eggs,12.02,0.92,0.8
FBSH,Belize,BLZ,2005,Maize and products,204.15,4.61,0.63
FBSH,Belize,BLZ,2005,Milk - Excluding Butter,165.55,8.37,7.45
FBSH,Belize,BLZ,2005,"Pulses, Other and products",1.44,0.09,0.01
FBSH,Belize,BLZ,2005,Rice and products,287.49,5.68,0.47
FBSH,Belize,BLZ,2005,Wheat and products,573.67,15.87,3.73
FBSH,Benin,BEN,2005,Eggs,2.31,0.2,0.16
FBSH,Benin,BEN,2005,Maize and products,469.55,12.37,5.05
FBSH,Benin,BEN,2005,Milk - Excluding Butter,18.15,0.79,0.81
FBSH,Benin,BEN,2005,"Pulses, Other and products",14.79,0.76,0.25
FBSH,Benin,BEN,2005,Rice and products,421.57,8.13,0.58
FBSH,Benin,BEN,2005,Wheat and products,24.73,0.68,0.17
None,Bhutan,BTN,2005,Eggs,None,None,None
None,Bhutan,BTN,2005,Maize and products,None,None,None
None,Bhutan,BTN,2005,Milk - Excluding Butter,None,None,None
None,Bhutan,BTN,2005,"Pulses, Other and products",None,None,None
None,Bhutan,BTN,2005,Rice and products,None,None,None
None,Bhutan,BTN,2005,Wheat and products,None,None,None
FBSH,Bolivia,BOL,2005,Eggs,15.87,1.21,1.05
FBSH,Bolivia,BOL,2005,Maize and products,279.07,6.07,0.92
FBSH,Bolivia,BOL,2005,Milk - Excluding Butter,59.83,3.61,2.75
FBSH,Bolivia,BOL,2005,"Pulses, Other and products",13.87,0.96,0.1
FBSH,Bolivia,BOL,2005,Rice and products,280.55,5.55,0.46
FBSH,Bolivia,BOL,2005,Wheat and products,351.64,10.05,1.05
FBSH,Bosnia and Herzegovina,BIH,2005,Eggs,18.81,1.45,1.33
FBSH,Bosnia and Herzegovina,BIH,2005,Maize and products,745.97,17.26,2.47
FBSH,Bosnia and Herzegovina,BIH,2005,Milk - Excluding Butter,290.85,16.14,16.36
FBSH,Bosnia and Herzegovina,BIH,2005,"Pulses, Other and products",9.91,0.56,0.12
FBSH,Bosnia and Herzegovina,BIH,2005,Rice and products,18.1,0.34,0.04
FBSH,Bosnia and Herzegovina,BIH,2005,Wheat and products,657.96,19.17,3.6
FBSH,Botswana,BWA,2005,Eggs,6.97,0.59,0.48
FBSH,Botswana,BWA,2005,Maize and products,331.76,8.74,3.57
FBSH,Botswana,BWA,2005,Milk - Excluding Butter,147.89,8.82,7.14
FBSH,Botswana,BWA,2005,"Pulses, Other and products",65.47,4.24,0.39
FBSH,Botswana,BWA,2005,Rice and products,113.31,2.1,0.22
FBSH,Botswana,BWA,2005,Wheat and products,276.04,7.8,2.32
FBSH,Brazil,BRA,2005,Eggs,26.27,1.99,1.75
FBSH,Brazil,BRA,2005,Maize and products,192.09,4.25,0.77
FBSH,Brazil,BRA,2005,Milk - Excluding Butter,205.04,10.67,10.9
FBSH,Brazil,BRA,2005,"Pulses, Other and products",1.26,0.08,0.01
FBSH,Brazil,BRA,2005,Rice and products,398.84,7.87,0.66
FBSH,Brazil,BRA,2005,Wheat and products,389.24,10.19,1.49
FBSH,Brunei,BRN,2005,Eggs,63.58,5.03,4.48
FBSH,Brunei,BRN,2005,Maize and products,106.17,2.64,1.03
FBSH,Brunei,BRN,2005,Milk - Excluding Butter,167.53,8.97,6.51
FBSH,Brunei,BRN,2005,"Pulses, Other and products",10.42,0.63,0.07
FBSH,Brunei,BRN,2005,Rice and products,742.85,13.45,1.81
FBSH,Brunei,BRN,2005,Wheat and products,424.06,10.33,2.28
FBSH,Bulgaria,BGR,2005,Eggs,47.17,3.81,3.31
FBSH,Bulgaria,BGR,2005,Maize and products,125.79,2.91,0.42
FBSH,Bulgaria,BGR,2005,Milk - Excluding Butter,242.59,13.2,15.43
FBSH,Bulgaria,BGR,2005,"Pulses, Other and products",4.25,0.29,0.02
FBSH,Bulgaria,BGR,2005,Rice and products,44.59,0.93,0.21
FBSH,Bulgaria,BGR,2005,Wheat and products,837.04,26.47,3.0
FBSH,Burkina Faso,BFA,2005,Eggs,8.25,0.7,0.56
FBSH,Burkina Faso,BFA,2005,Maize and products,413.89,10.9,4.46
FBSH,Burkina Faso,BFA,2005,Milk - Excluding Butter,42.76,2.18,2.44
FBSH,Burkina Faso,BFA,2005,"Pulses, Other and products",118.93,7.73,0.64
FBSH,Burkina Faso,BFA,2005,Rice and products,135.66,2.58,0.2
FBSH,Burkina Faso,BFA,2005,Wheat and products,68.75,1.86,0.29
None,Burundi,BDI,2005,Eggs,None,None,None
None,Burundi,BDI,2005,Maize and products,None,None,None
None,Burundi,BDI,2005,Milk - Excluding Butter,None,None,None
None,Burundi,BDI,2005,"Pulses, Other and products",None,None,None
None,Burundi,BDI,2005,Rice and products,None,None,None
None,Burundi,BDI,2005,Wheat and products,None,None,None
FBSH,Cabo Verde,CPV,2005,Eggs,11.94,1.01,0.81
FBSH,Cabo Verde,CPV,2005,Maize and products,313.79,8.26,3.38
FBSH,Cabo Verde,CPV,2005,Milk - Excluding Butter,170.34,8.77,9.22
FBSH,Cabo Verde,CPV,2005,"Pulses, Other and products",63.69,4.1,0.39
FBSH,Cabo Verde,CPV,2005,Rice and products,522.52,10.03,0.75
FBSH,Cabo Verde,CPV,2005,Wheat and products,322.45,8.68,1.91
FBSH,Cambodia,KHM,2005,Eggs,4.62,0.35,0.33
FBSH,Cambodia,KHM,2005,Maize and products,101.85,2.53,0.96
FBSH,Cambodia,KHM,2005,Milk - Excluding Butter,8.8,0.43,0.43
FBSH,Cambodia,KHM,2005,"Pulses, Other and products",0.02,0.0,0.0
FBSH,Cambodia,KHM,2005,Rice and products,1500.0,30.58,4.96
FBSH,Cambodia,KHM,2005,Wheat and products,25.24,0.58,0.36
FBSH,Cameroon,CMR,2005,Eggs,1.5,0.13,0.1
FBSH,Cameroon,CMR,2005,Maize and products,292.09,7.7,3.14
FBSH,Cameroon,CMR,2005,Milk - Excluding Butter,27.14,1.4,1.52
FBSH,Cameroon,CMR,2005,"Pulses, Other and products",55.39,3.58,0.42
FBSH,Cameroon,CMR,2005,Rice and products,199.44,3.5,0.18
FBSH,Cameroon,CMR,2005,Wheat and products,126.26,3.57,0.49
FBSH,Canada,CAN,2005,Eggs,42.98,3.31,3.03
FBSH,Canada,CAN,2005,Maize and products,117.5,2.55,0.39
FBSH,Canada,CAN,2005,Milk - Excluding Butter,212.48,13.8,12.91
FBSH,Canada,CAN,2005,"Pulses, Other and products",44.49,3.08,0.25
FBSH,Canada,CAN,2005,Rice and products,89.14,1.67,0.14
FBSH,Canada,CAN,2005,Wheat and products,637.56,20.55,2.49
FBSH,Central African Republic,CAF,2005,Eggs,1.57,0.13,0.11
FBSH,Central African Republic,CAF,2005,Maize and products,249.83,6.58,2.69
FBSH,Central African Republic,CAF,2005,Milk - Excluding Butter,29.99,1.48,1.66
FBSH,Central African Republic,CAF,2005,"Pulses, Other and products",54.82,3.55,0.32
FBSH,Central African Republic,CAF,2005,Rice and products,60.01,1.15,0.09
FBSH,Central African Republic,CAF,2005,Wheat and products,62.33,1.76,0.19
FBSH,Chad,TCD,2005,Eggs,0.99,0.08,0.07
FBSH,Chad,TCD,2005,Maize and products,100.39,2.64,1.08
FBSH,Chad,TCD,2005,Milk - Excluding Butter,42.06,1.98,2.4
FBSH,Chad,TCD,2005,"Pulses, Other and products",34.08,1.77,0.57
FBSH,Chad,TCD,2005,Rice and products,75.47,1.46,0.1
FBSH,Chad,TCD,2005,Wheat and products,47.79,1.42,0.17
FBSH,Chile,CHL,2005,Eggs,23.39,1.78,1.55
FBSH,Chile,CHL,2005,Maize and products,190.48,4.96,2.27
FBSH,Chile,CHL,2005,Milk - Excluding Butter,142.23,8.84,7.67
FBSH,Chile,CHL,2005,"Pulses, Other and products",17.29,1.39,0.28
FBSH,Chile,CHL,2005,Rice and products,80.72,1.6,0.13
FBSH,Chile,CHL,2005,Wheat and products,933.47,25.23,2.99
FBSH,China,CHN,2005,Eggs,67.36,5.23,4.78
FBSH,China,CHN,2005,Maize and products,55.75,1.21,0.18
FBSH,China,CHN,2005,Milk - Excluding Butter,42.27,2.21,2.4
