Domain Code,Country,Country Code,Year,Item,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
FBS,Afghanistan,AFG,2010,Eggs,3.12,0.28,0.22
FBS,Afghanistan,AFG,2010,Maize and products,15.61,0.32,0.13
FBS,Afghanistan,AFG,2010,Milk - Excluding Butter,94.28,5.76,4.41
FBS,Afghanistan,AFG,2010,"Pulses, Other and products",21.38,1.6,0.31
FBS,Afghanistan,AFG,2010,Rice and products,156.37,3.18,0.4
FBS,Afghanistan,AFG,2010,Wheat and products,1464.44,44.09,6.89
FBS,Albania,ALB,2010,Eggs,31.06,2.38,2.24
FBS,Albania,ALB,2010,Maize and products,15.34,0.33,0.13
FBS,Albania,ALB,2010,Milk - Excluding Butter,588.45,30.25,34.93
FBS,Albania,ALB,2010,"Pulses, Other and products",2.55,0.19,0.03
FBS,Albania,ALB,2010,Rice and products,74.02,1.53,0.25
FBS,Albania,ALB,2010,Wheat and products,1033.31,32.0,6.4
FBS,Algeria,DZA,2010,Eggs,22.64,2.03,1.57
FBS,Algeria,DZA,2010,Maize and products,91.74,1.78,0.73
FBS,Algeria,DZA,2010,Milk - Excluding Butter,250.89,14.0,12.98
FBS,Algeria,DZA,2010,"Pulses, Other and products",47.38,3.31,0.45
FBS,Algeria,DZA,2010,Rice and products,25.62,0.53,0.08
FBS,Algeria,DZA,2010,Wheat and products,1314.96,41.48,6.26
None,Andorra,AND,2010,Eggs,None,None,None
None,Andorra,AND,2010,Maize and products,None,None,None
None,Andorra,AND,2010,Milk - Excluding Butter,None,None,None
None,Andorra,AND,2010,"Pulses, Other and products",None,None,None
None,Andorra,AND,2010,Rice and products,None,None,None
None,Andorra,AND,2010,Wheat and products,None,None,None
FBS,Angola,AGO,2010,Eggs,5.27,0.44,0.38
FBS,Angola,AGO,2010,Maize and products,320.56,6.63,2.72
FBS,Angola,AGO,2010,Milk - Excluding Butter,14.98,0.75,0.88
FBS,Angola,AGO,2010,"Pulses, Other and products",6.84,0.42,0.09
FBS,Angola,AGO,2010,Rice and products,99.91,2.03,0.28
FBS,Angola,AGO,2010,Wheat and products,193.24,5.98,1.35
FBS,Antigua and Barbuda,ATG,2010,Eggs,16.3,1.37,1.16
FBS,Antigua and Barbuda,ATG,2010,Maize and products,34.28,0.8,0.26
FBS,Antigua and Barbuda,ATG,2010,Milk - Excluding Butter,171.28,8.89,10.48
