Domain Code,Country,Country Code,Year,Item,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
FBSH,Afghanistan,AFG,2009,Eggs,3.87,0.29,0.28
FBSH,Afghanistan,AFG,2009,Maize and products,21.59,0.57,0.3
FBSH,Afghanistan,AFG,2009,Milk - Excluding Butter,97.52,5.81,5.31
FBSH,Afghanistan,AFG,2009,"Pulses, Other and products",27.85,1.86,0.17
FBSH,Afghanistan,AFG,2009,Rice and products,152.79,2.92,0.29
FBSH,Afghanistan,AFG,2009,Wheat and products,1399.85,37.75,4.68
FBSH,Albania,ALB,2009,Eggs,28.88,2.3,2.03
FBSH,Albania,ALB,2009,Maize and products,20.82,0.48,0.07
FBSH,Albania,ALB,2009,Milk - Excluding Butter,502.79,27.97,29.6
FBSH,Albania,ALB,2009,"Pulses, Other and products",2.64,0.17,0.02
FBSH,Albania,ALB,2009,Rice and products,64.78,1.26,0.13
FBSH,Albania,ALB,2009,Wheat and products,1001.38,31.86,5.86
FBSH,Algeria,DZA,2009,Eggs,15.7,1.33,1.07
FBSH,Algeria,DZA,2009,Maize and products,106.56,2.63,0.92
FBSH,Algeria,DZA,2009,Milk - Excluding Butter,216.95,12.56,10.79
FBSH,Algeria,DZA,2009,"Pulses, Other and products",39.38,2.58,0.25
FBSH,Algeria,DZA,2009,Rice and products,20.37,0.4,0.04
FBSH,Algeria,DZA,2009,Wheat and products,1451.89,43.84,5.32
None,Andorra,AND,2009,Eggs,None,None,None
None,Andorra,AND,2009,Maize and products,None,None,None
None,Andorra,AND,2009,Milk - Excluding Butter,None,None,None
None,Andorra,AND,2009,"Pulses, Other and products",None,None,None
None,Andorra,AND,2009,Rice and products,None,None,None
None,Andorra,AND,2009,Wheat and products,None,None,None
FBSH,Angola,AGO,2009,Eggs,4.68,0.37,0.33
FBSH,Angola,AGO,2009,Maize and products,335.3,8.83,3.61
FBSH,Angola,AGO,2009,Milk - Excluding Butter,16.71,0.87,0.95
None,Angola,AGO,2009,"Pulses, Other and products",None,None,None
FBSH,Angola,AGO,2009,Rice and products,73.08,1.4,0.11
FBSH,Angola,AGO,2009,Wheat and products,244.23,7.37,0.96
FBSH,Antigua and Barbuda,ATG,2009,Eggs,25.93,1.91,1.75
FBSH,Antigua and Barbuda,ATG,2009,Maize and products,24.05,0.51,0.06
FBSH,Antigua and Barbuda,ATG,2009,Milk - Excluding Butter,245.4,12.65,12.49
FBSH,Antigua and Barbuda,ATG,2009,"Pulses, Other and products",8.6,0.61,0.03
FBSH,Antigua and Barbuda,ATG,2009,Rice and products,121.82,2.52,0.51
FBSH,Antigua and Barbuda,ATG,2009,Wheat and products,472.12,12.9,3.66
FBSH,Argentina,ARG,2009,Eggs,38.68,2.95,2.56
FBSH,Argentina,ARG,2009,Maize and products,83.72,1.91,0.26
FBSH,Argentina,ARG,2009,Milk - Excluding Butter,248.84,14.51,16.45
FBSH,Argentina,ARG,2009,"Pulses, Other and products",2.98,0.21,0.02
FBSH,Argentina,ARG,2009,Rice and products,79.99,1.6,0.2
FBSH,Argentina,ARG,2009,Wheat and products,873.73,23.28,2.4
FBSH,Armenia,ARM,2009,Eggs,41.51,3.19,2.93
FBSH,Armenia,ARM,2009,Maize and products,0.14,0.0,None
FBSH,Armenia,ARM,2009,Milk - Excluding Butter,296.23,16.76,17.83
FBSH,Armenia,ARM,2009,"Pulses, Other and products",0.0,0.0,None
FBSH,Armenia,ARM,2009,Rice and products,48.33,0.99,0.21
FBSH,Armenia,ARM,2009,Wheat and products,1026.49,30.6,3.6
FBSH,Australia,AUS,2009,Eggs,21.85,1.68,1.54
FBSH,Australia,AUS,2009,Maize and products,41.13,0.91,0.12
FBSH,Australia,AUS,2009,Milk - Excluding Butter,302.32,18.1,18.13
FBSH,Australia,AUS,2009,"Pulses, Other and products",6.13,0.39,0.05
FBSH,Australia,AUS,2009,Rice and products,103.91,2.0,0.18
FBSH,Australia,AUS,2009,Wheat and products,601.27,20.2,2.45
FBSH,Austria,AUT,2009,Eggs,52.37,4.22,3.68
FBSH,Austria,AUT,2009,Maize and products,110.43,2.7,0.36
FBSH,Austria,AUT,2009,Milk - Excluding Butter,250.98,20.28,14.54
FBSH,Austria,AUT,2009,"Pulses, Other and products",1.87,0.12,0.01
FBSH,Austria,AUT,2009,Rice and products,34.6,0.66,0.06
FBSH,Austria,AUT,2009,Wheat and products,639.44,20.76,3.2
FBSH,Azerbaijan,AZE,2009,Eggs,28.85,2.22,2.03
FBSH,Azerbaijan,AZE,2009,Maize and products,84.74,1.96,0.28
FBSH,Azerbaijan,AZE,2009,Milk - Excluding Butter,190.92,11.99,11.2
FBSH,Azerbaijan,AZE,2009,"Pulses, Other and products",0.0,0.0,None
FBSH,Azerbaijan,AZE,2009,Rice and products,25.89,0.5,0.07
FBSH,Azerbaijan,AZE,2009,Wheat and products,1682.39,50.08,6.37
FBSH,Bahamas,BHS,2009,Eggs,22.95,1.73,1.56
FBSH,Bahamas,BHS,2009,Maize and products,35.01,0.79,0.11
FBSH,Bahamas,BHS,2009,Milk - Excluding Butter,179.35,9.64,10.6
FBSH,Bahamas,BHS,2009,"Pulses, Other and products",5.46,0.34,0.02
FBSH,Bahamas,BHS,2009,Rice and products,212.55,4.22,0.41
FBSH,Bahamas,BHS,2009,Wheat and products,307.97,7.63,4.43
None,Bahrain,BHR,2009,Eggs,None,None,None
None,Bahrain,BHR,2009,Maize and products,None,None,None
None,Bahrain,BHR,2009,Milk - Excluding Butter,None,None,None
None,Bahrain,BHR,2009,"Pulses, Other and products",None,None,None
None,Bahrain,BHR,2009,Rice and products,None,None,None
None,Bahrain,BHR,2009,Wheat and products,None,None,None
FBSH,Bangladesh,BGD,2009,Eggs,4.87,0.36,0.36
FBSH,Bangladesh,BGD,2009,Maize and products,9.93,0.26,0.12
FBSH,Bangladesh,BGD,2009,Milk - Excluding Butter,33.92,1.85,1.88
FBSH,Bangladesh,BGD,2009,"Pulses, Other and products",28.57,1.66,0.21
FBSH,Bangladesh,BGD,2009,Rice and products,1724.81,32.4,3.81
FBSH,Bangladesh,BGD,2009,Wheat and products,139.92,4.08,0.65
FBSH,Barbados,BRB,2009,Eggs,21.83,1.67,1.44
FBSH,Barbados,BRB,2009,Maize and products,114.9,2.45,0.37
FBSH,Barbados,BRB,2009,Milk - Excluding Butter,172.48,9.37,9.77
FBSH,Barbados,BRB,2009,"Pulses, Other and products",36.0,2.35,0.22
FBSH,Barbados,BRB,2009,Rice and products,159.92,3.27,0.57
FBSH,Barbados,BRB,2009,Wheat and products,511.33,13.39,2.11
FBSH,Belarus,BLR,2009,Eggs,60.33,4.64,4.26
FBSH,Belarus,BLR,2009,Maize and products,3.63,0.08,0.01
