Domain Code,Country,Country Code,Year,Item,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
FBS,Afghanistan,AFG,2022,Eggs,2.51,0.22,0.17
FBS,Afghanistan,AFG,2022,Maize and products,46.25,0.96,0.39
FBS,Afghanistan,AFG,2022,Milk - Excluding Butter,85.92,5.13,3.96
FBS,Afghanistan,AFG,2022,"Pulses, Other and products",1.77,0.12,0.02
FBS,Afghanistan,AFG,2022,Rice and products,206.31,4.18,0.54
FBS,Afghanistan,AFG,2022,Wheat and products,1340.03,40.44,6.0
FBS,Albania,ALB,2022,Eggs,59.47,4.56,4.29
FBS,Albania,ALB,2022,Maize and products,27.37,0.66,0.25
FBS,Albania,ALB,2022,Milk - Excluding Butter,603.36,32.09,37.36
FBS,Albania,ALB,2022,"Pulses, Other and products",4.25,0.32,0.04
FBS,Albania,ALB,2022,Rice and products,57.82,1.18,0.15
FBS,Albania,ALB,2022,Wheat and products,692.52,21.45,5.86
FBS,Algeria,DZA,2022,Eggs,21.56,1.93,1.49
FBS,Algeria,DZA,2022,Maize and products,124.31,2.97,1.21
FBS,Algeria,DZA,2022,Milk - Excluding Butter,252.96,14.79,12.49
FBS,Algeria,DZA,2022,"Pulses, Other and products",43.39,2.99,0.44
FBS,Algeria,DZA,2022,Rice and products,37.3,0.76,0.1
FBS,Algeria,DZA,2022,Wheat and products,1363.38,44.0,6.86
None,Andorra,AND,2022,Eggs,None,None,None
None,Andorra,AND,2022,Maize and products,None,None,None
None,Andorra,AND,2022,Milk - Excluding Butter,None,None,None
None,Andorra,AND,2022,"Pulses, Other and products",None,None,None
None,Andorra,AND,2022,Rice and products,None,None,None
None,Andorra,AND,2022,Wheat and products,None,None,None
FBS,Angola,AGO,2022,Eggs,6.29,0.56,0.44
FBS,Angola,AGO,2022,Maize and products,408.64,8.45,3.47
FBS,Angola,AGO,2022,Milk - Excluding Butter,17.05,0.88,0.9
FBS,Angola,AGO,2022,"Pulses, Other and products",6.9,0.42,0.09
FBS,Angola,AGO,2022,Rice and products,111.34,2.26,0.3
FBS,Angola,AGO,2022,Wheat and products,140.72,4.31,0.97
FBS,Antigua and Barbuda,ATG,2022,Eggs,37.32,3.33,2.59
FBS,Antigua and Barbuda,ATG,2022,Maize and products,23.5,0.58,0.2
FBS,Antigua and Barbuda,ATG,2022,Milk - Excluding Butter,159.76,7.93,9.26
FBS,Antigua and Barbuda,ATG,2022,"Pulses, Other and products",11.12,0.82,0.08
FBS,Antigua and Barbuda,ATG,2022,Rice and products,159.51,3.81,1.08
FBS,Antigua and Barbuda,ATG,2022,Wheat and products,432.0,12.6,4.38
FBS,Argentina,ARG,2022,Eggs,64.5,5.81,4.45
FBS,Argentina,ARG,2022,Maize and products,93.27,1.93,0.79
FBS,Argentina,ARG,2022,Milk - Excluding Butter,246.48,13.56,15.49
FBS,Argentina,ARG,2022,"Pulses, Other and products",19.64,1.4,0.16
FBS,Argentina,ARG,2022,Rice and products,72.23,1.48,0.21
FBS,Argentina,ARG,2022,Wheat and products,865.45,28.49,8.25
FBS,Armenia,ARM,2022,Eggs,48.45,4.35,3.35
FBS,Armenia,ARM,2022,Maize and products,45.35,1.1,0.45
FBS,Armenia,ARM,2022,Milk - Excluding Butter,374.92,19.3,23.03
FBS,Armenia,ARM,2022,"Pulses, Other and products",9.97,0.73,0.06
FBS,Armenia,ARM,2022,Rice and products,38.55,0.78,0.1
FBS,Armenia,ARM,2022,Wheat and products,910.01,28.27,5.15
FBS,Australia,AUS,2022,Eggs,24.81,2.22,1.72
FBS,Australia,AUS,2022,Maize and products,41.46,0.88,0.34
FBS,Australia,AUS,2022,Milk - Excluding Butter,332.34,18.67,21.87
FBS,Australia,AUS,2022,"Pulses, Other and products",38.21,2.32,0.59
FBS,Australia,AUS,2022,Rice and products,83.62,1.68,0.25
FBS,Australia,AUS,2022,Wheat and products,579.54,18.62,5.55
FBS,Austria,AUT,2022,Eggs,52.13,4.58,3.63
FBS,Austria,AUT,2022,Maize and products,99.54,2.13,0.79
FBS,Austria,AUT,2022,Milk - Excluding Butter,361.53,23.2,22.18
FBS,Austria,AUT,2022,"Pulses, Other and products",12.4,0.79,0.15
FBS,Austria,AUT,2022,Rice and products,36.96,0.73,0.11
FBS,Austria,AUT,2022,Wheat and products,664.61,21.73,3.55
FBS,Azerbaijan,AZE,2022,Eggs,34.63,3.11,2.4
FBS,Azerbaijan,AZE,2022,Maize and products,77.75,1.61,0.66
FBS,Azerbaijan,AZE,2022,Milk - Excluding Butter,285.04,15.35,17.53
FBS,Azerbaijan,AZE,2022,"Pulses, Other and products",6.73,0.51,0.03
FBS,Azerbaijan,AZE,2022,Rice and products,54.64,1.11,0.14
FBS,Azerbaijan,AZE,2022,Wheat and products,1265.49,39.44,7.14
FBS,Bahamas,BHS,2022,Eggs,43.96,3.85,3.07
FBS,Bahamas,BHS,2022,Maize and products,84.74,1.9,0.68
FBS,Bahamas,BHS,2022,Milk - Excluding Butter,191.04,10.45,12.05
FBS,Bahamas,BHS,2022,"Pulses, Other and products",1.73,0.12,0.01
FBS,Bahamas,BHS,2022,Rice and products,72.67,1.61,0.34
FBS,Bahamas,BHS,2022,Wheat and products,298.67,7.1,6.49
FBS,Bahrain,BHR,2022,Eggs,41.33,3.7,2.86
FBS,Bahrain,BHR,2022,Maize and products,68.79,1.42,0.58
FBS,Bahrain,BHR,2022,Milk - Excluding Butter,202.95,13.04,10.47
FBS,Bahrain,BHR,2022,"Pulses, Other and products",66.26,4.61,0.68
FBS,Bahrain,BHR,2022,Rice and products,412.23,8.39,1.06
FBS,Bahrain,BHR,2022,Wheat and products,547.68,16.98,3.42
FBS,Bangladesh,BGD,2022,Eggs,13.46,1.14,0.95
FBS,Bangladesh,BGD,2022,Maize and products,8.61,0.22,0.1
FBS,Bangladesh,BGD,2022,Milk - Excluding Butter,137.46,6.53,8.02
FBS,Bangladesh,BGD,2022,"Pulses, Other and products",67.66,4.95,0.62
FBS,Bangladesh,BGD,2022,Rice and products,1651.75,32.61,4.17
FBS,Bangladesh,BGD,2022,Wheat and products,130.94,4.1,0.69
FBS,Barbados,BRB,2022,Eggs,34.0,3.05,2.35
FBS,Barbados,BRB,2022,Maize and products,130.29,2.82,1.03
FBS,Barbados,BRB,2022,Milk - Excluding Butter,184.17,10.12,11.1
FBS,Barbados,BRB,2022,"Pulses, Other and products",40.96,3.02,0.52
FBS,Barbados,BRB,2022,Rice and products,165.03,3.57,0.88
FBS,Barbados,BRB,2022,Wheat and products,533.29,16.04,4.31
FBS,Belarus,BLR,2022,Eggs,48.01,4.26,3.33
FBS,Belarus,BLR,2022,Maize and products,1.39,0.05,0.02
FBS,Belarus,BLR,2022,Milk - Excluding Butter,310.6,20.13,12.51
FBS,Belarus,BLR,2022,"Pulses, Other and products",0.29,0.02,0.0
FBS,Belarus,BLR,2022,Rice and products,28.08,0.57,0.07
FBS,Belarus,BLR,2022,Wheat and products,589.23,15.29,10.16
FBS,Belgium,BEL,2022,Eggs,70.13,6.19,4.86
FBS,Belgium,BEL,2022,Maize and products,8.35,0.17,0.07
FBS,Belgium,BEL,2022,Milk - Excluding Butter,486.15,30.07,27.42
FBS,Belgium,BEL,2022,"Pulses, Other and products",36.63,2.74,0.5
FBS,Belgium,BEL,2022,Rice and products,82.85,1.68,0.21
FBS,Belgium,BEL,2022,Wheat and products,585.37,18.16,3.11
FBS,Belize,BLZ,2022,Eggs,16.21,1.45,1.12
FBS,Belize,BLZ,2022,Maize and products,408.13,8.64,3.41
FBS,Belize,BLZ,2022,Milk - Excluding Butter,121.85,6.96,6.07
FBS,Belize,BLZ,2022,"Pulses, Other and products",1.23,0.09,0.02
FBS,Belize,BLZ,2022,Rice and products,214.66,4.37,0.56
FBS,Belize,BLZ,2022,Wheat and products,388.89,11.37,4.16
None,Benin,BEN,2022,Eggs,None,None,None
None,Benin,BEN,2022,Maize and products,None,None,None
None,Benin,BEN,2022,Milk - Excluding Butter,None,None,None
None,Benin,BEN,2022,"Pulses, Other and products",None,None,None
None,Benin,BEN,2022,Rice and products,None,None,None
None,Benin,BEN,2022,Wheat and products,None,None,None
FBS,Bhutan,BTN,2022,Eggs,18.11,1.62,1.25
FBS,Bhutan,BTN,2022,Maize and products,491.36,12.08,5.57
FBS,Bhutan,BTN,2022,Milk - Excluding Butter,86.22,4.93,5.12
FBS,Bhutan,BTN,2022,"Pulses, Other and products",46.99,3.48,0.38
FBS,Bhutan,BTN,2022,Rice and products,1182.08,24.05,3.05
FBS,Bhutan,BTN,2022,Wheat and products,249.53,6.79,3.21
FBS,Bolivia,BOL,2022,Eggs,23.39,2.1,1.62
FBS,Bolivia,BOL,2022,Maize and products,253.01,5.32,2.21
FBS,Bolivia,BOL,2022,Milk - Excluding Butter,73.87,3.81,4.27
FBS,Bolivia,BOL,2022,"Pulses, Other and products",15.24,1.08,0.14
FBS,Bolivia,BOL,2022,Rice and products,321.92,6.55,0.83
FBS,Bolivia,BOL,2022,Wheat and products,379.35,11.52,2.48
FBS,Bosnia and Herzegovina,BIH,2022,Eggs,19.87,1.78,1.38
FBS,Bosnia and Herzegovina,BIH,2022,Maize and products,125.96,2.66,1.05
FBS,Bosnia and Herzegovina,BIH,2022,Milk - Excluding Butter,305.41,15.47,18.86
FBS,Bosnia and Herzegovina,BIH,2022,"Pulses, Other and products",16.14,0.99,0.25
FBS,Bosnia and Herzegovina,BIH,2022,Rice and products,22.92,0.47,0.06
FBS,Bosnia and Herzegovina,BIH,2022,Wheat and products,1017.72,32.53,6.68
FBS,Botswana,BWA,2022,Eggs,5.34,0.47,0.37
FBS,Botswana,BWA,2022,Maize and products,612.56,12.88,5.14
FBS,Botswana,BWA,2022,Milk - Excluding Butter,62.1,3.33,2.97
FBS,Botswana,BWA,2022,"Pulses, Other and products",45.53,3.2,0.65
FBS,Botswana,BWA,2022,Rice and products,153.45,3.11,0.4
FBS,Botswana,BWA,2022,Wheat and products,398.02,12.13,3.62
FBS,Brazil,BRA,2022,Eggs,44.36,3.91,3.08
FBS,Brazil,BRA,2022,Maize and products,241.13,5.09,2.13
FBS,Brazil,BRA,2022,Milk - Excluding Butter,288.55,14.03,16.02
FBS,Brazil,BRA,2022,"Pulses, Other and products",1.43,0.1,0.01
FBS,Brazil,BRA,2022,Rice and products,271.42,5.52,0.7
FBS,Brazil,BRA,2022,Wheat and products,372.87,11.78,1.73
None,Brunei,BRN,2022,Eggs,None,None,None
None,Brunei,BRN,2022,Maize and products,None,None,None
None,Brunei,BRN,2022,Milk - Excluding Butter,None,None,None
None,Brunei,BRN,2022,"Pulses, Other and products",None,None,None
None,Brunei,BRN,2022,Rice and products,None,None,None
None,Brunei,BRN,2022,Wheat and products,None,None,None
FBS,Bulgaria,BGR,2022,Eggs,17.56,1.58,1.21
FBS,Bulgaria,BGR,2022,Maize and products,258.43,5.34,2.2
FBS,Bulgaria,BGR,2022,Milk - Excluding Butter,299.07,19.36,18.2
FBS,Bulgaria,BGR,2022,"Pulses, Other and products",2.36,0.18,0.01
FBS,Bulgaria,BGR,2022,Rice and products,31.59,0.7,0.21
FBS,Bulgaria,BGR,2022,Wheat and products,481.33,14.91,2.91
FBS,Burkina Faso,BFA,2022,Eggs,3.68,0.33,0.25
FBS,Burkina Faso,BFA,2022,Maize and products,514.15,10.63,4.37
FBS,Burkina Faso,BFA,2022,Milk - Excluding Butter,43.1,2.15,2.33
FBS,Burkina Faso,BFA,2022,"Pulses, Other and products",308.2,21.17,2.12
FBS,Burkina Faso,BFA,2022,Rice and products,303.52,6.32,1.15
FBS,Burkina Faso,BFA,2022,Wheat and products,93.69,2.97,0.55
None,Burundi,BDI,2022,Eggs,None,None,None
None,Burundi,BDI,2022,Maize and products,None,None,None
None,Burundi,BDI,2022,Milk - Excluding Butter,None,None,None
None,Burundi,BDI,2022,"Pulses, Other and products",None,None,None
None,Burundi,BDI,2022,Rice and products,None,None,None
None,Burundi,BDI,2022,Wheat and products,None,None,None
FBS,Cabo Verde,CPV,2022,Eggs,18.72,1.65,1.3
FBS,Cabo Verde,CPV,2022,Maize and products,445.61,9.23,3.78
FBS,Cabo Verde,CPV,2022,Milk - Excluding Butter,171.79,9.55,8.97
FBS,Cabo Verde,CPV,2022,"Pulses, Other and products",75.29,5.6,0.96
FBS,Cabo Verde,CPV,2022,Rice and products,541.34,11.01,1.4
FBS,Cabo Verde,CPV,2022,Wheat and products,337.56,10.63,2.86
FBS,Cambodia,KHM,2022,Eggs,3.92,0.34,0.27
FBS,Cambodia,KHM,2022,Maize and products,2.96,0.05,0.02
FBS,Cambodia,KHM,2022,Milk - Excluding Butter,10.75,0.62,0.38
FBS,Cambodia,KHM,2022,"Pulses, Other and products",0.03,0.0,0.0
FBS,Cambodia,KHM,2022,Rice and products,1383.83,28.15,3.57
