Domain Code,Country,Country Code,Year,Item,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
FBSH,Afghanistan,AFG,2006,Eggs,2.64,0.2,0.19
FBSH,Afghanistan,AFG,2006,Maize and products,27.16,0.72,0.38
FBSH,Afghanistan,AFG,2006,Milk - Excluding Butter,98.84,5.79,5.43
FBSH,Afghanistan,AFG,2006,"Pulses, Other and products",13.77,0.92,0.08
FBSH,Afghanistan,AFG,2006,Rice and products,217.45,4.16,0.41
FBSH,Afghanistan,AFG,2006,Wheat and products,1235.0,33.28,4.34
FBSH,Albania,ALB,2006,Eggs,27.11,2.17,1.91
FBSH,Albania,ALB,2006,Maize and products,20.92,0.48,0.07
FBSH,Albania,ALB,2006,Milk - Excluding Butter,529.1,29.12,31.28
FBSH,Albania,ALB,2006,"Pulses, Other and products",1.79,0.12,0.01
FBSH,Albania,ALB,2006,Rice and products,82.09,1.59,0.15
FBSH,Albania,ALB,2006,Wheat and products,1008.25,32.06,5.94
FBSH,Algeria,DZA,2006,Eggs,15.27,1.29,1.04
FBSH,Algeria,DZA,2006,Maize and products,153.6,3.87,1.36
FBSH,Algeria,DZA,2006,Milk - Excluding Butter,202.12,11.47,10.33
FBSH,Algeria,DZA,2006,"Pulses, Other and products",36.75,2.38,0.24
FBSH,Algeria,DZA,2006,Rice and products,19.37,0.38,0.03
FBSH,Algeria,DZA,2006,Wheat and products,1378.5,41.63,5.05
None,Andorra,AND,2006,Eggs,None,None,None
None,Andorra,AND,2006,Maize and products,None,None,None
None,Andorra,AND,2006,Milk - Excluding Butter,None,None,None
None,Andorra,AND,2006,"Pulses, Other and products",None,None,None
None,Andorra,AND,2006,Rice and products,None,None,None
None,Andorra,AND,2006,Wheat and products,None,None,None
FBSH,Angola,AGO,2006,Eggs,4.46,0.37,0.31
FBSH,Angola,AGO,2006,Maize and products,322.14,8.49,3.47
FBSH,Angola,AGO,2006,Milk - Excluding Butter,20.49,1.06,1.15
None,Angola,AGO,2006,"Pulses, Other and products",None,None,None
FBSH,Angola,AGO,2006,Rice and products,68.43,1.31,0.1
FBSH,Angola,AGO,2006,Wheat and products,233.82,7.08,0.89
FBSH,Antigua and Barbuda,ATG,2006,Eggs,18.45,1.35,1.25
FBSH,Antigua and Barbuda,ATG,2006,Maize and products,32.84,0.73,0.1
FBSH,Antigua and Barbuda,ATG,2006,Milk - Excluding Butter,236.18,11.16,11.42
FBSH,Antigua and Barbuda,ATG,2006,"Pulses, Other and products",5.25,0.33,0.03
FBSH,Antigua and Barbuda,ATG,2006,Rice and products,120.32,2.41,0.36
FBSH,Antigua and Barbuda,ATG,2006,Wheat and products,471.13,12.81,3.66
