Domain Code,Country,Country Code,Year,Item,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
FBSH,Antigua and Barbuda,ATG,2002,Wheat and products,408.66,11.44,3.49
FBSH,Argentina,ARG,2002,Eggs,20.67,1.57,1.37
FBSH,Argentina,ARG,2002,Maize and products,86.7,1.96,0.27
FBSH,Argentina,ARG,2002,Milk - Excluding Butter,228.69,13.16,14.68
FBSH,Argentina,ARG,2002,"Pulses, Other and products",4.93,0.35,0.03
FBSH,Argentina,ARG,2002,Rice and products,58.88,1.19,0.16
FBSH,Argentina,ARG,2002,Wheat and products,853.68,22.75,2.35
FBSH,Armenia,ARM,2002,Eggs,21.93,1.69,1.55
FBSH,Armenia,ARM,2002,Maize and products,0.01,0.0,None
FBSH,Armenia,ARM,2002,Milk - Excluding Butter,207.28,11.38,11.7
FBSH,Armenia,ARM,2002,"Pulses, Other and products",0.21,0.01,None
FBSH,Armenia,ARM,2002,Rice and products,50.32,1.06,0.25
FBSH,Armenia,ARM,2002,Wheat and products,1095.24,32.76,3.48
FBSH,Australia,AUS,2002,Eggs,21.06,1.62,1.48
FBSH,Australia,AUS,2002,Maize and products,39.82,0.88,0.12
FBSH,Australia,AUS,2002,Milk - Excluding Butter,307.59,18.56,19.06
FBSH,Australia,AUS,2002,"Pulses, Other and products",5.9,0.34,0.07
FBSH,Australia,AUS,2002,Rice and products,89.84,1.72,0.16
FBSH,Australia,AUS,2002,Wheat and products,573.67,21.76,2.35
FBSH,Austria,AUT,2002,Eggs,50.08,4.04,3.52
FBSH,Austria,AUT,2002,Maize and products,123.32,2.9,0.4
FBSH,Austria,AUT,2002,Milk - Excluding Butter,359.77,25.29,21.3
FBSH,Austria,AUT,2002,"Pulses, Other and products",0.82,0.05,0.01
FBSH,Austria,AUT,2002,Rice and products,37.92,0.72,0.07
FBSH,Austria,AUT,2002,Wheat and products,648.95,21.0,2.94
FBSH,Azerbaijan,AZE,2002,Eggs,14.7,1.13,1.04
FBSH,Azerbaijan,AZE,2002,Maize and products,57.82,1.34,0.19
FBSH,Azerbaijan,AZE,2002,Milk - Excluding Butter,135.43,9.01,7.89
FBSH,Azerbaijan,AZE,2002,"Pulses, Other and products",0.0,0.0,None
FBSH,Azerbaijan,AZE,2002,Rice and products,34.52,0.65,0.07
FBSH,Azerbaijan,AZE,2002,Wheat and products,1421.24,42.47,4.7
FBSH,Bahamas,BHS,2002,Eggs,10.66,0.81,0.72
FBSH,Bahamas,BHS,2002,Maize and products,45.82,1.04,0.14
FBSH,Bahamas,BHS,2002,Milk - Excluding Butter,168.13,9.08,9.62
FBSH,Bahamas,BHS,2002,"Pulses, Other and products",7.95,0.51,0.04
FBSH,Bahamas,BHS,2002,Rice and products,232.64,4.65,0.51
FBSH,Bahamas,BHS,2002,Wheat and products,368.59,9.64,3.68
None,Bahrain,BHR,2002,Eggs,None,None,None
None,Bahrain,BHR,2002,Maize and products,None,None,None
None,Bahrain,BHR,2002,Milk - Excluding Butter,None,None,None
None,Bahrain,BHR,2002,"Pulses, Other and products",None,None,None
None,Bahrain,BHR,2002,Rice and products,None,None,None
None,Bahrain,BHR,2002,Wheat and products,None,None,None
FBSH,Bangladesh,BGD,2002,Eggs,5.13,0.38,0.38
FBSH,Bangladesh,BGD,2002,Maize and products,1.22,0.03,0.01
FBSH,Bangladesh,BGD,2002,Milk - Excluding Butter,26.29,1.44,1.43
FBSH,Bangladesh,BGD,2002,"Pulses, Other and products",25.64,1.55,0.15
FBSH,Bangladesh,BGD,2002,Rice and products,1722.96,32.37,3.81
FBSH,Bangladesh,BGD,2002,Wheat and products,191.47,5.59,0.89
FBSH,Barbados,BRB,2002,Eggs,15.94,1.21,1.06
FBSH,Barbados,BRB,2002,Maize and products,116.34,2.52,0.39
FBSH,Barbados,BRB,2002,Milk - Excluding Butter,154.98,8.72,8.84
FBSH,Barbados,BRB,2002,"Pulses, Other and products",32.41,2.13,0.19
FBSH,Barbados,BRB,2002,Rice and products,177.6,3.66,0.72
FBSH,Barbados,BRB,2002,Wheat and products,529.69,14.15,1.87
FBSH,Belarus,BLR,2002,Eggs,48.89,3.76,3.45
FBSH,Belarus,BLR,2002,Maize and products,2.82,0.07,0.01
FBSH,Belarus,BLR,2002,Milk - Excluding Butter,270.11,16.96,12.12
FBSH,Belarus,BLR,2002,"Pulses, Other and products",0.05,0.0,0.0
FBSH,Belarus,BLR,2002,Rice and products,25.8,0.48,0.05
FBSH,Belarus,BLR,2002,Wheat and products,574.21,15.73,8.08
FBSH,Belgium,BEL,2002,Eggs,46.08,3.55,3.25
FBSH,Belgium,BEL,2002,Maize and products,14.43,0.33,0.05
FBSH,Belgium,BEL,2002,Milk - Excluding Butter,393.7,24.22,22.64
FBSH,Belgium,BEL,2002,"Pulses, Other and products",1.8,0.12,0.01
FBSH,Belgium,BEL,2002,Rice and products,48.55,0.88,0.1
FBSH,Belgium,BEL,2002,Wheat and products,740.72,22.13,2.28
FBSH,Belize,BLZ,2002,Eggs,16.8,1.28,1.11
FBSH,Belize,BLZ,2002,Maize and products,207.14,4.67,0.66
FBSH,Belize,BLZ,2002,Milk - Excluding Butter,166.78,8.41,7.82
FBSH,Belize,BLZ,2002,"Pulses, Other and products",3.46,0.22,0.02
FBSH,Belize,BLZ,2002,Rice and products,256.7,5.08,0.42
FBSH,Belize,BLZ,2002,Wheat and products,522.55,14.66,2.51
FBSH,Benin,BEN,2002,Eggs,2.48,0.21,0.17
FBSH,Benin,BEN,2002,Maize and products,486.92,12.83,5.24
FBSH,Benin,BEN,2002,Milk - Excluding Butter,21.64,0.97,0.92
FBSH,Benin,BEN,2002,"Pulses, Other and products",15.48,0.8,0.26
FBSH,Benin,BEN,2002,Rice and products,174.94,3.37,0.24
FBSH,Benin,BEN,2002,Wheat and products,59.33,1.67,0.24
None,Bhutan,BTN,2002,Eggs,None,None,None
None,Bhutan,BTN,2002,Maize and products,None,None,None
None,Bhutan,BTN,2002,Milk - Excluding Butter,None,None,None
None,Bhutan,BTN,2002,"Pulses, Other and products",None,None,None
None,Bhutan,BTN,2002,Rice and products,None,None,None
None,Bhutan,BTN,2002,Wheat and products,None,None,None
FBSH,Bolivia,BOL,2002,Eggs,12.09,0.92,0.8
FBSH,Bolivia,BOL,2002,Maize and products,272.86,5.94,0.9
FBSH,Bolivia,BOL,2002,Milk - Excluding Butter,59.75,3.53,2.78
FBSH,Bolivia,BOL,2002,"Pulses, Other and products",12.93,0.91,0.08
FBSH,Bolivia,BOL,2002,Rice and products,224.58,4.44,0.37
FBSH,Bolivia,BOL,2002,Wheat and products,404.19,11.64,1.15
FBSH,Bosnia and Herzegovina,BIH,2002,Eggs,17.63,1.36,1.24
FBSH,Bosnia and Herzegovina,BIH,2002,Maize and products,806.02,18.65,2.66
FBSH,Bosnia and Herzegovina,BIH,2002,Milk - Excluding Butter,251.23,13.93,14.51
FBSH,Bosnia and Herzegovina,BIH,2002,"Pulses, Other and products",9.44,0.53,0.12
FBSH,Bosnia and Herzegovina,BIH,2002,Rice and products,10.23,0.19,0.02
FBSH,Bosnia and Herzegovina,BIH,2002,Wheat and products,707.57,21.06,2.6
FBSH,Botswana,BWA,2002,Eggs,8.85,0.74,0.61
FBSH,Botswana,BWA,2002,Maize and products,299.3,7.89,3.22
FBSH,Botswana,BWA,2002,Milk - Excluding Butter,178.68,12.17,7.98
FBSH,Botswana,BWA,2002,"Pulses, Other and products",92.35,5.98,0.54
FBSH,Botswana,BWA,2002,Rice and products,73.11,1.36,0.14
FBSH,Botswana,BWA,2002,Wheat and products,279.99,7.99,2.02
FBSH,Brazil,BRA,2002,Eggs,26.02,1.97,1.74
FBSH,Brazil,BRA,2002,Maize and products,177.8,3.94,0.73
FBSH,Brazil,BRA,2002,Milk - Excluding Butter,195.2,10.22,10.34
FBSH,Brazil,BRA,2002,"Pulses, Other and products",0.96,0.06,0.01
FBSH,Brazil,BRA,2002,Rice and products,349.29,6.89,0.58
FBSH,Brazil,BRA,2002,Wheat and products,353.88,9.36,1.15
FBSH,Brunei,BRN,2002,Eggs,84.47,6.67,5.95
FBSH,Brunei,BRN,2002,Maize and products,131.45,3.27,1.24
FBSH,Brunei,BRN,2002,Milk - Excluding Butter,125.29,7.28,5.59
FBSH,Brunei,BRN,2002,"Pulses, Other and products",13.09,0.85,0.07
FBSH,Brunei,BRN,2002,Rice and products,712.91,12.91,1.73
FBSH,Brunei,BRN,2002,Wheat and products,461.84,10.85,2.45
FBSH,Bulgaria,BGR,2002,Eggs,42.04,3.39,2.96
FBSH,Bulgaria,BGR,2002,Maize and products,98.53,2.28,0.33
FBSH,Bulgaria,BGR,2002,Milk - Excluding Butter,238.99,12.85,15.39
FBSH,Bulgaria,BGR,2002,"Pulses, Other and products",5.01,0.33,0.03
FBSH,Bulgaria,BGR,2002,Rice and products,38.3,0.8,0.19
FBSH,Bulgaria,BGR,2002,Wheat and products,954.07,30.2,3.39
FBSH,Burkina Faso,BFA,2002,Eggs,8.29,0.7,0.57
FBSH,Burkina Faso,BFA,2002,Maize and products,325.56,8.58,3.5
FBSH,Burkina Faso,BFA,2002,Milk - Excluding Butter,38.09,1.95,2.16
FBSH,Burkina Faso,BFA,2002,"Pulses, Other and products",106.1,6.8,0.65
FBSH,Burkina Faso,BFA,2002,Rice and products,215.47,4.07,0.35
FBSH,Burkina Faso,BFA,2002,Wheat and products,34.09,0.91,0.16
None,Burundi,BDI,2002,Eggs,None,None,None
None,Burundi,BDI,2002,Maize and products,None,None,None
None,Burundi,BDI,2002,Milk - Excluding Butter,None,None,None
None,Burundi,BDI,2002,"Pulses, Other and products",None,None,None
None,Burundi,BDI,2002,Rice and products,None,None,None
None,Burundi,BDI,2002,Wheat and products,None,None,None
FBSH,Cabo Verde,CPV,2002,Eggs,12.82,1.09,0.88
FBSH,Cabo Verde,CPV,2002,Maize and products,371.39,9.78,4.0
FBSH,Cabo Verde,CPV,2002,Milk - Excluding Butter,157.77,8.39,8.7
FBSH,Cabo Verde,CPV,2002,"Pulses, Other and products",45.87,2.95,0.29
FBSH,Cabo Verde,CPV,2002,Rice and products,390.27,7.51,0.54
FBSH,Cabo Verde,CPV,2002,Wheat and products,306.1,8.4,1.53
FBSH,Cambodia,KHM,2002,Eggs,4.71,0.35,0.34
FBSH,Cambodia,KHM,2002,Maize and products,83.64,2.08,0.79
FBSH,Cambodia,KHM,2002,Milk - Excluding Butter,5.16,0.27,0.18
FBSH,Cambodia,KHM,2002,"Pulses, Other and products",0.0,0.0,0.0
FBSH,Cambodia,KHM,2002,Rice and products,1543.91,31.47,5.1
FBSH,Cambodia,KHM,2002,Wheat and products,15.68,0.36,0.28
FBSH,Cameroon,CMR,2002,Eggs,1.93,0.16,0.13
FBSH,Cameroon,CMR,2002,Maize and products,272.55,7.18,2.93
FBSH,Cameroon,CMR,2002,Milk - Excluding Butter,26.65,1.32,1.42
FBSH,Cameroon,CMR,2002,"Pulses, Other and products",52.42,3.48,0.34
FBSH,Cameroon,CMR,2002,Rice and products,173.05,3.02,0.15
FBSH,Cameroon,CMR,2002,Wheat and products,133.73,3.82,0.42
FBSH,Canada,CAN,2002,Eggs,43.09,3.32,3.04
FBSH,Canada,CAN,2002,Maize and products,121.14,2.63,0.4
FBSH,Canada,CAN,2002,Milk - Excluding Butter,234.98,14.59,14.17
FBSH,Canada,CAN,2002,"Pulses, Other and products",47.11,3.18,0.3
FBSH,Canada,CAN,2002,Rice and products,68.29,1.29,0.12
FBSH,Canada,CAN,2002,Wheat and products,645.15,20.78,2.51
FBSH,Central African Republic,CAF,2002,Eggs,1.6,0.14,0.11
FBSH,Central African Republic,CAF,2002,Maize and products,220.48,5.81,2.37
FBSH,Central African Republic,CAF,2002,Milk - Excluding Butter,30.22,1.47,1.65
FBSH,Central African Republic,CAF,2002,"Pulses, Other and products",64.62,4.18,0.38
FBSH,Central African Republic,CAF,2002,Rice and products,54.12,1.04,0.08
FBSH,Central African Republic,CAF,2002,Wheat and products,58.48,1.65,0.18
FBSH,Chad,TCD,2002,Eggs,1.12,0.09,0.08
FBSH,Chad,TCD,2002,Maize and products,71.36,1.88,0.77
FBSH,Chad,TCD,2002,Milk - Excluding Butter,44.24,2.07,2.53
FBSH,Chad,TCD,2002,"Pulses, Other and products",30.64,1.57,0.52
FBSH,Chad,TCD,2002,Rice and products,90.71,1.75,0.13
FBSH,Chad,TCD,2002,Wheat and products,49.8,1.5,0.18
FBSH,Chile,CHL,2002,Eggs,21.82,1.66,1.44
FBSH,Chile,CHL,2002,Maize and products,116.74,3.04,1.39
FBSH,Chile,CHL,2002,Milk - Excluding Butter,153.77,9.4,8.23
FBSH,Chile,CHL,2002,"Pulses, Other and products",14.59,1.06,0.17
FBSH,Chile,CHL,2002,Rice and products,68.63,1.36,0.11
FBSH,Chile,CHL,2002,Wheat and products,948.64,25.64,3.06
FBSH,China,CHN,2002,Eggs,63.88,4.96,4.53
FBSH,China,CHN,2002,Maize and products,53.88,1.17,0.18
FBSH,China,CHN,2002,Milk - Excluding Butter,24.75,1.32,1.42
FBSH,China,CHN,2002,"Pulses, Other and products",6.38,0.43,0.04
FBSH,China,CHN,2002,Rice and products,798.61,14.7,3.05
FBSH,China,CHN,2002,Wheat and products,619.99,20.15,3.42
FBSH,Colombia,COL,2002,Eggs,28.43,2.17,1.88
FBSH,Colombia,COL,2002,Maize and products,318.98,7.3,1.21
FBSH,Colombia,COL,2002,Milk - Excluding Butter,211.69,12.59,10.55
FBSH,Colombia,COL,2002,"Pulses, Other and products",16.75,1.12,0.1
FBSH,Colombia,COL,2002,Rice and products,298.56,5.9,0.49
FBSH,Colombia,COL,2002,Wheat and products,222.12,5.92,0.62
None,Comoros,COM,2002,Eggs,None,None,None
None,Comoros,COM,2002,Maize and products,None,None,None
None,Comoros,COM,2002,Milk - Excluding Butter,None,None,None
None,Comoros,COM,2002,"Pulses, Other and products",None,None,None
None,Comoros,COM,2002,Rice and products,None,None,None
None,Comoros,COM,2002,Wheat and products,None,None,None
FBSH,Congo,COG,2002,Eggs,2.83,0.24,0.19
FBSH,Congo,COG,2002,Maize and products,57.61,1.52,0.62
FBSH,Congo,COG,2002,Milk - Excluding Butter,31.23,1.37,1.4
FBSH,Congo,COG,2002,"Pulses, Other and products",2.84,0.18,0.02
FBSH,Congo,COG,2002,Rice and products,138.27,2.75,0.27
FBSH,Congo,COG,2002,Wheat and products,366.3,10.77,1.81
FBSH,Costa Rica,CRI,2002,Eggs,36.26,2.76,2.4
FBSH,Costa Rica,CRI,2002,Maize and products,35.07,0.91,0.42
FBSH,Costa Rica,CRI,2002,Milk - Excluding Butter,291.13,16.31,14.88
FBSH,Costa Rica,CRI,2002,"Pulses, Other and products",3.56,0.22,0.04
FBSH,Costa Rica,CRI,2002,Rice and products,490.01,9.7,0.83
FBSH,Costa Rica,CRI,2002,Wheat and products,319.22,8.34,1.0
FBSH,Croatia,HRV,2002,Eggs,37.26,2.87,2.63
FBSH,Croatia,HRV,2002,Maize and products,100.25,2.32,0.33
FBSH,Croatia,HRV,2002,Milk - Excluding Butter,270.55,15.89,16.0
FBSH,Croatia,HRV,2002,"Pulses, Other and products",1.19,0.08,0.01
FBSH,Croatia,HRV,2002,Rice and products,21.18,0.39,0.04
FBSH,Croatia,HRV,2002,Wheat and products,759.87,22.4,3.24
FBSH,Cuba,CUB,2002,Eggs,23.2,1.77,1.54
FBSH,Cuba,CUB,2002,Maize and products,171.27,4.46,2.04
FBSH,Cuba,CUB,2002,Milk - Excluding Butter,117.24,6.4,5.18
FBSH,Cuba,CUB,2002,"Pulses, Other and products",46.73,3.02,0.28
FBSH,Cuba,CUB,2002,Rice and products,758.46,14.56,1.36
FBSH,Cuba,CUB,2002,Wheat and products,424.97,11.29,1.39
FBSH,Cyprus,CYP,2002,Eggs,41.82,3.15,3.0
FBSH,Cyprus,CYP,2002,Maize and products,13.12,0.3,0.04
FBSH,Cyprus,CYP,2002,Milk - Excluding Butter,281.43,14.04,17.76
FBSH,Cyprus,CYP,2002,"Pulses, Other and products",18.26,1.22,0.1
FBSH,Cyprus,CYP,2002,Rice and products,44.82,0.86,0.09
FBSH,Cyprus,CYP,2002,Wheat and products,567.48,16.44,4.29
FBSH,Czechia,CZE,2002,Eggs,57.01,4.39,4.02
FBSH,Czechia,CZE,2002,Maize and products,0.0,0.0,0.0
FBSH,Czechia,CZE,2002,Milk - Excluding Butter,262.3,20.48,12.36
FBSH,Czechia,CZE,2002,"Pulses, Other and products",8.49,0.59,0.05
FBSH,Czechia,CZE,2002,Rice and products,45.83,0.86,0.1
FBSH,Czechia,CZE,2002,Wheat and products,753.79,22.22,2.97
FBSH,Côte d'Ivoire,CIV,2002,Eggs,6.41,0.54,0.44
FBSH,Côte d'Ivoire,CIV,2002,Maize and products,192.79,5.08,2.08
FBSH,Côte d'Ivoire,CIV,2002,Milk - Excluding Butter,12.61,0.62,0.56
FBSH,Côte d'Ivoire,CIV,2002,"Pulses, Other and products",4.42,0.29,0.03
FBSH,Côte d'Ivoire,CIV,2002,Rice and products,477.14,9.75,1.17
FBSH,Côte d'Ivoire,CIV,2002,Wheat and products,144.36,4.26,0.79
None,Democratic Republic of the Congo,COD,2002,Eggs,None,None,None
None,Democratic Republic of the Congo,COD,2002,Maize and products,None,None,None
None,Democratic Republic of the Congo,COD,2002,Milk - Excluding Butter,None,None,None
None,Democratic Republic of the Congo,COD,2002,"Pulses, Other and products",None,None,None
None,Democratic Republic of the Congo,COD,2002,Rice and products,None,None,None
None,Democratic Republic of the Congo,COD,2002,Wheat and products,None,None,None
FBSH,Denmark,DNK,2002,Eggs,66.14,5.32,4.65
FBSH,Denmark,DNK,2002,Maize and products,18.52,0.43,0.06
FBSH,Denmark,DNK,2002,Milk - Excluding Butter,276.4,19.19,17.78
FBSH,Denmark,DNK,2002,"Pulses, Other and products",1.29,0.08,0.01
FBSH,Denmark,DNK,2002,Rice and products,35.75,0.69,0.06
FBSH,Denmark,DNK,2002,Wheat and products,606.35,19.64,2.37
FBSH,Djibouti,DJI,2002,Eggs,2.24,0.17,0.16
FBSH,Djibouti,DJI,2002,Maize and products,13.05,0.3,0.04
FBSH,Djibouti,DJI,2002,Milk - Excluding Butter,133.86,7.08,7.39
FBSH,Djibouti,DJI,2002,"Pulses, Other and products",13.44,0.92,0.08
FBSH,Djibouti,DJI,2002,Rice and products,411.25,7.65,0.8
FBSH,Djibouti,DJI,2002,Wheat and products,656.23,19.59,2.25
FBSH,Dominica,DMA,2002,Eggs,9.12,0.7,0.59
FBSH,Dominica,DMA,2002,Maize and products,50.1,1.1,0.16
FBSH,Dominica,DMA,2002,Milk - Excluding Butter,289.67,14.91,14.32
FBSH,Dominica,DMA,2002,"Pulses, Other and products",30.65,2.07,0.16
FBSH,Dominica,DMA,2002,Rice and products,84.15,1.76,0.39
FBSH,Dominica,DMA,2002,Wheat and products,554.32,15.69,1.64
FBSH,Dominican Republic,DOM,2002,Eggs,24.5,1.87,1.62
FBSH,Dominican Republic,DOM,2002,Maize and products,65.24,1.7,0.78
FBSH,Dominican Republic,DOM,2002,Milk - Excluding Butter,110.4,6.22,5.49
FBSH,Dominican Republic,DOM,2002,"Pulses, Other and products",34.01,2.05,0.17
FBSH,Dominican Republic,DOM,2002,Rice and products,407.38,8.06,0.67
FBSH,Dominican Republic,DOM,2002,Wheat and products,162.87,5.01,1.32
FBSH,Ecuador,ECU,2002,Eggs,15.19,1.16,1.01
FBSH,Ecuador,ECU,2002,Maize and products,37.66,0.98,0.45
FBSH,Ecuador,ECU,2002,Milk - Excluding Butter,197.95,10.68,11.79
FBSH,Ecuador,ECU,2002,"Pulses, Other and products",16.23,1.15,0.09
FBSH,Ecuador,ECU,2002,Rice and products,437.84,8.66,0.72
FBSH,Ecuador,ECU,2002,Wheat and products,263.78,6.96,1.04
FBSH,Egypt,EGY,2002,Eggs,13.99,1.05,1.0
FBSH,Egypt,EGY,2002,Maize and products,581.25,15.33,8.15
FBSH,Egypt,EGY,2002,Milk - Excluding Butter,78.29,4.72,5.27
FBSH,Egypt,EGY,2002,"Pulses, Other and products",85.2,6.48,0.35
FBSH,Egypt,EGY,2002,Rice and products,471.66,9.06,0.95
FBSH,Egypt,EGY,2002,Wheat and products,1100.8,33.39,5.88
FBSH,El Salvador,SLV,2002,Eggs,34.07,2.6,2.25
FBSH,El Salvador,SLV,2002,Maize and products,736.02,19.17,8.77
FBSH,El Salvador,SLV,2002,Milk - Excluding Butter,164.25,9.19,9.03
FBSH,El Salvador,SLV,2002,"Pulses, Other and products",0.25,0.01,0.0
FBSH,El Salvador,SLV,2002,Rice and products,110.06,2.18,0.18
FBSH,El Salvador,SLV,2002,Wheat and products,276.4,7.33,0.8
None,Equatorial Guinea,GNQ,2002,Eggs,None,None,None
None,Equatorial Guinea,GNQ,2002,Maize and products,None,None,None
None,Equatorial Guinea,GNQ,2002,Milk - Excluding Butter,None,None,None
None,Equatorial Guinea,GNQ,2002,"Pulses, Other and products",None,None,None
None,Equatorial Guinea,GNQ,2002,Rice and products,None,None,None
None,Equatorial Guinea,GNQ,2002,Wheat and products,None,None,None
None,Eritrea,ERI,2002,Eggs,None,None,None
None,Eritrea,ERI,2002,Maize and products,None,None,None
None,Eritrea,ERI,2002,Milk - Excluding Butter,None,None,None
None,Eritrea,ERI,2002,"Pulses, Other and products",None,None,None
None,Eritrea,ERI,2002,Rice and products,None,None,None
None,Eritrea,ERI,2002,Wheat and products,None,None,None
FBSH,Estonia,EST,2002,Eggs,43.05,3.31,3.04
FBSH,Estonia,EST,2002,Maize and products,26.94,0.62,0.09
FBSH,Estonia,EST,2002,Milk - Excluding Butter,426.46,25.2,25.73
FBSH,Estonia,EST,2002,"Pulses, Other and products",0.17,0.01,0.0
FBSH,Estonia,EST,2002,Rice and products,26.68,0.5,0.05
FBSH,Estonia,EST,2002,Wheat and products,463.44,13.27,3.61
FBSH,Eswatini,SWZ,2002,Eggs,9.59,0.77,0.67
FBSH,Eswatini,SWZ,2002,Maize and products,678.56,17.88,7.31
FBSH,Eswatini,SWZ,2002,Milk - Excluding Butter,117.44,5.87,5.68
FBSH,Eswatini,SWZ,2002,"Pulses, Other and products",14.72,0.97,0.08
FBSH,Eswatini,SWZ,2002,Rice and products,142.06,2.73,0.2
FBSH,Eswatini,SWZ,2002,Wheat and products,328.94,9.5,1.87
FBSH,Ethiopia,ETH,2002,Eggs,1.81,0.14,0.13
FBSH,Ethiopia,ETH,2002,Maize and products,376.94,8.72,1.25
FBSH,Ethiopia,ETH,2002,Milk - Excluding Butter,58.77,3.38,3.03
FBSH,Ethiopia,ETH,2002,"Pulses, Other and products",88.0,6.1,0.62
FBSH,Ethiopia,ETH,2002,Rice and products,2.69,0.05,0.01
FBSH,Ethiopia,ETH,2002,Wheat and products,302.01,9.03,0.92
FBSH,Fiji,FJI,2002,Eggs,21.16,1.65,1.49
FBSH,Fiji,FJI,2002,Maize and products,5.94,0.12,0.02
FBSH,Fiji,FJI,2002,Milk - Excluding Butter,53.33,2.84,2.81
FBSH,Fiji,FJI,2002,"Pulses, Other and products",12.16,0.78,0.08
FBSH,Fiji,FJI,2002,Rice and products,496.83,9.58,1.84
FBSH,Fiji,FJI,2002,Wheat and products,711.11,19.67,2.27
FBSH,Finland,FIN,2002,Eggs,34.38,2.78,2.41
FBSH,Finland,FIN,2002,Maize and products,0.0,None,0.0
FBSH,Finland,FIN,2002,Milk - Excluding Butter,434.15,27.34,25.47
FBSH,Finland,FIN,2002,"Pulses, Other and products",0.21,0.01,0.0
FBSH,Finland,FIN,2002,Rice and products,50.1,0.94,0.09
FBSH,Finland,FIN,2002,Wheat and products,618.0,20.11,3.06
FBSH,France,FRA,2002,Eggs,59.58,4.82,4.18
FBSH,France,FRA,2002,Maize and products,87.78,2.03,0.29
FBSH,France,FRA,2002,Milk - Excluding Butter,393.49,26.14,25.57
FBSH,France,FRA,2002,"Pulses, Other and products",5.05,0.35,0.02
FBSH,France,FRA,2002,Rice and products,54.84,1.07,0.12
FBSH,France,FRA,2002,Wheat and products,730.98,23.44,3.81
FBSH,Gabon,GAB,2002,Eggs,5.34,0.45,0.36
FBSH,Gabon,GAB,2002,Maize and products,110.97,2.92,1.19
FBSH,Gabon,GAB,2002,Milk - Excluding Butter,60.97,2.52,2.58
FBSH,Gabon,GAB,2002,"Pulses, Other and products",2.13,0.14,0.01
FBSH,Gabon,GAB,2002,Rice and products,372.67,7.19,0.51
FBSH,Gabon,GAB,2002,Wheat and products,369.45,11.05,1.74
FBSH,Gambia,GMB,2002,Eggs,4.26,0.35,0.3
FBSH,Gambia,GMB,2002,Maize and products,72.05,1.9,0.78
FBSH,Gambia,GMB,2002,Milk - Excluding Butter,41.39,2.15,2.1
FBSH,Gambia,GMB,2002,"Pulses, Other and products",47.18,2.85,0.43
FBSH,Gambia,GMB,2002,Rice and products,430.65,8.18,0.78
FBSH,Gambia,GMB,2002,Wheat and products,236.52,7.04,1.26
FBSH,Georgia,GEO,2002,Eggs,21.89,1.68,1.54
FBSH,Georgia,GEO,2002,Maize and products,387.31,8.96,1.28
