Domain Code,Country,Country Code,Year,Item,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
FBS,Fiji,FJI,2019,Wheat and products,445.28,13.63,2.42
FBS,Finland,FIN,2019,Eggs,38.79,3.41,2.7
FBS,Finland,FIN,2019,Maize and products,1.1,0.03,0.01
FBS,Finland,FIN,2019,Milk - Excluding Butter,549.75,34.59,32.69
FBS,Finland,FIN,2019,"Pulses, Other and products",0.69,0.05,0.01
FBS,Finland,FIN,2019,Rice and products,48.75,0.99,0.13
FBS,Finland,FIN,2019,Wheat and products,630.35,18.28,8.91
FBS,France,FRA,2019,Eggs,46.77,4.15,3.25
FBS,France,FRA,2019,Maize and products,86.57,1.83,0.71
FBS,France,FRA,2019,Milk - Excluding Butter,392.05,27.05,24.05
FBS,France,FRA,2019,"Pulses, Other and products",6.23,0.43,0.05
FBS,France,FRA,2019,Rice and products,67.21,1.39,0.24
FBS,France,FRA,2019,Wheat and products,718.41,22.56,3.8
FBS,Gabon,GAB,2019,Eggs,3.0,0.27,0.21
FBS,Gabon,GAB,2019,Maize and products,138.77,2.87,1.18
FBS,Gabon,GAB,2019,Milk - Excluding Butter,44.03,2.37,2.19
FBS,Gabon,GAB,2019,"Pulses, Other and products",1.76,0.13,0.03
FBS,Gabon,GAB,2019,Rice and products,384.43,7.82,0.99
FBS,Gabon,GAB,2019,Wheat and products,375.11,11.56,2.39
FBS,Gambia,GMB,2019,Eggs,8.78,0.83,0.59
FBS,Gambia,GMB,2019,Maize and products,65.84,1.36,0.56
FBS,Gambia,GMB,2019,Milk - Excluding Butter,101.29,5.47,4.24
FBS,Gambia,GMB,2019,"Pulses, Other and products",6.99,0.52,0.1
FBS,Gambia,GMB,2019,Rice and products,814.84,16.42,2.11
FBS,Gambia,GMB,2019,Wheat and products,270.87,8.38,1.76
FBS,Georgia,GEO,2019,Eggs,38.1,3.41,2.64
FBS,Georgia,GEO,2019,Maize and products,163.37,3.39,1.39
FBS,Georgia,GEO,2019,Milk - Excluding Butter,313.47,14.81,18.38
FBS,Georgia,GEO,2019,"Pulses, Other and products",1.74,0.13,0.01
FBS,Georgia,GEO,2019,Rice and products,27.84,0.57,0.08
FBS,Georgia,GEO,2019,Wheat and products,1010.13,31.04,6.32
FBS,Germany,DEU,2019,Eggs,55.95,4.93,3.89
FBS,Germany,DEU,2019,Maize and products,62.95,1.3,0.53
FBS,Germany,DEU,2019,Milk - Excluding Butter,478.47,30.95,27.97
FBS,Germany,DEU,2019,"Pulses, Other and products",2.61,0.19,0.02
FBS,Germany,DEU,2019,Rice and products,41.83,0.85,0.13
FBS,Germany,DEU,2019,Wheat and products,562.04,17.82,2.67
