Domain Code,Country,Country Code,Year,Item,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day)
FBSH,Afghanistan,AFG,2001,Eggs,1.9,0.14,0.14
FBSH,Afghanistan,AFG,2001,Maize and products,36.63,0.97,0.51
FBSH,Afghanistan,AFG,2001,Milk - Excluding Butter,79.52,4.84,4.39
FBSH,Afghanistan,AFG,2001,"Pulses, Other and products",17.33,1.16,0.1
FBSH,Afghanistan,AFG,2001,Rice and products,196.78,3.77,0.37
FBSH,Afghanistan,AFG,2001,Wheat and products,1068.27,28.81,3.55
FBSH,Albania,ALB,2001,Eggs,22.9,1.83,1.61
FBSH,Albania,ALB,2001,Maize and products,22.83,0.53,0.08
FBSH,Albania,ALB,2001,Milk - Excluding Butter,461.12,24.99,27.42
FBSH,Albania,ALB,2001,"Pulses, Other and products",1.51,0.1,0.01
FBSH,Albania,ALB,2001,Rice and products,53.34,1.07,0.17
FBSH,Albania,ALB,2001,Wheat and products,1240.95,39.41,6.06
FBSH,Algeria,DZA,2001,Eggs,9.51,0.8,0.65
FBSH,Algeria,DZA,2001,Maize and products,118.45,3.0,1.05
FBSH,Algeria,DZA,2001,Milk - Excluding Butter,177.88,10.68,8.42
FBSH,Algeria,DZA,2001,"Pulses, Other and products",36.6,2.34,0.26
FBSH,Algeria,DZA,2001,Rice and products,7.69,0.15,0.01
FBSH,Algeria,DZA,2001,Wheat and products,1415.83,42.79,5.06
None,Andorra,AND,2001,Eggs,None,None,None
None,Andorra,AND,2001,Maize and products,None,None,None
None,Andorra,AND,2001,Milk - Excluding Butter,None,None,None
None,Andorra,AND,2001,"Pulses, Other and products",None,None,None
None,Andorra,AND,2001,Rice and products,None,None,None
None,Andorra,AND,2001,Wheat and products,None,None,None
FBSH,Angola,AGO,2001,Eggs,3.06,0.26,0.21
FBSH,Angola,AGO,2001,Maize and products,330.82,8.72,3.56
FBSH,Angola,AGO,2001,Milk - Excluding Butter,25.73,1.34,1.4
None,Angola,AGO,2001,"Pulses, Other and products",None,None,None
FBSH,Angola,AGO,2001,Rice and products,52.08,1.0,0.07
FBSH,Angola,AGO,2001,Wheat and products,168.32,5.11,0.6
FBSH,Antigua and Barbuda,ATG,2001,Eggs,12.66,0.97,0.83
FBSH,Antigua and Barbuda,ATG,2001,Maize and products,31.49,0.69,0.1
FBSH,Antigua and Barbuda,ATG,2001,Milk - Excluding Butter,252.37,12.21,11.55
FBSH,Antigua and Barbuda,ATG,2001,"Pulses, Other and products",2.91,0.21,0.0
FBSH,Antigua and Barbuda,ATG,2001,Rice and products,92.77,1.84,0.14
FBSH,Antigua and Barbuda,ATG,2001,Wheat and products,406.31,11.55,2.81
FBSH,Argentina,ARG,2001,Eggs,24.9,1.9,1.65
FBSH,Argentina,ARG,2001,Maize and products,87.92,1.99,0.27
FBSH,Argentina,ARG,2001,Milk - Excluding Butter,285.82,16.53,18.05
FBSH,Argentina,ARG,2001,"Pulses, Other and products",5.79,0.4,0.04
FBSH,Argentina,ARG,2001,Rice and products,64.65,1.31,0.19
FBSH,Argentina,ARG,2001,Wheat and products,834.86,22.24,2.3
FBSH,Armenia,ARM,2001,Eggs,20.36,1.57,1.44
FBSH,Armenia,ARM,2001,Maize and products,0.0,0.0,None
FBSH,Armenia,ARM,2001,Milk - Excluding Butter,161.13,8.93,9.21
FBSH,Armenia,ARM,2001,"Pulses, Other and products",0.0,0.0,None
FBSH,Armenia,ARM,2001,Rice and products,34.9,0.73,0.17
FBSH,Armenia,ARM,2001,Wheat and products,1172.77,35.08,3.71
FBSH,Australia,AUS,2001,Eggs,21.76,1.67,1.53
FBSH,Australia,AUS,2001,Maize and products,31.34,0.7,0.09
FBSH,Australia,AUS,2001,Milk - Excluding Butter,295.29,17.81,17.9
FBSH,Australia,AUS,2001,"Pulses, Other and products",5.78,0.33,0.07
FBSH,Australia,AUS,2001,Rice and products,85.82,1.64,0.15
FBSH,Australia,AUS,2001,Wheat and products,532.24,19.04,2.17
FBSH,Austria,AUT,2001,Eggs,49.06,3.94,3.45
FBSH,Austria,AUT,2001,Maize and products,141.9,3.41,0.46
FBSH,Austria,AUT,2001,Milk - Excluding Butter,362.69,25.37,21.45
FBSH,Austria,AUT,2001,"Pulses, Other and products",1.88,0.13,0.01
FBSH,Austria,AUT,2001,Rice and products,34.93,0.67,0.06
FBSH,Austria,AUT,2001,Wheat and products,640.49,20.47,3.99
FBSH,Azerbaijan,AZE,2001,Eggs,15.18,1.17,1.07
FBSH,Azerbaijan,AZE,2001,Maize and products,51.54,1.19,0.17
FBSH,Azerbaijan,AZE,2001,Milk - Excluding Butter,132.41,8.85,7.75
FBSH,Azerbaijan,AZE,2001,"Pulses, Other and products",0.0,0.0,None
FBSH,Azerbaijan,AZE,2001,Rice and products,27.75,0.52,0.06
FBSH,Azerbaijan,AZE,2001,Wheat and products,1406.49,42.04,4.65
FBSH,Bahamas,BHS,2001,Eggs,16.7,1.23,1.17
FBSH,Bahamas,BHS,2001,Maize and products,41.13,0.93,0.13
FBSH,Bahamas,BHS,2001,Milk - Excluding Butter,177.06,9.19,10.09
FBSH,Bahamas,BHS,2001,"Pulses, Other and products",8.08,0.5,0.05
FBSH,Bahamas,BHS,2001,Rice and products,227.51,4.57,0.52
FBSH,Bahamas,BHS,2001,Wheat and products,363.62,9.55,3.68
None,Bahrain,BHR,2001,Eggs,None,None,None
None,Bahrain,BHR,2001,Maize and products,None,None,None
None,Bahrain,BHR,2001,Milk - Excluding Butter,None,None,None
None,Bahrain,BHR,2001,"Pulses, Other and products",None,None,None
None,Bahrain,BHR,2001,Rice and products,None,None,None
None,Bahrain,BHR,2001,Wheat and products,None,None,None
FBSH,Bangladesh,BGD,2001,Eggs,4.89,0.36,0.36
FBSH,Bangladesh,BGD,2001,Maize and products,1.37,0.04,0.02
FBSH,Bangladesh,BGD,2001,Milk - Excluding Butter,24.51,1.31,1.37
FBSH,Bangladesh,BGD,2001,"Pulses, Other and products",24.99,1.52,0.13
FBSH,Bangladesh,BGD,2001,Rice and products,1722.53,32.36,3.81
FBSH,Bangladesh,BGD,2001,Wheat and products,162.86,4.75,0.76
FBSH,Barbados,BRB,2001,Eggs,15.31,1.17,1.01
FBSH,Barbados,BRB,2001,Maize and products,114.24,2.45,0.38
FBSH,Barbados,BRB,2001,Milk - Excluding Butter,154.29,8.61,8.84
FBSH,Barbados,BRB,2001,"Pulses, Other and products",31.67,2.09,0.19
FBSH,Barbados,BRB,2001,Rice and products,183.29,3.77,0.72
FBSH,Barbados,BRB,2001,Wheat and products,527.21,14.14,1.81
FBSH,Belarus,BLR,2001,Eggs,48.13,3.7,3.4
FBSH,Belarus,BLR,2001,Maize and products,1.33,0.03,0.0
FBSH,Belarus,BLR,2001,Milk - Excluding Butter,276.73,17.22,13.38
FBSH,Belarus,BLR,2001,"Pulses, Other and products",0.12,0.01,0.0
FBSH,Belarus,BLR,2001,Rice and products,22.94,0.43,0.05
FBSH,Belarus,BLR,2001,Wheat and products,603.76,16.68,7.89
FBSH,Belgium,BEL,2001,Eggs,50.0,3.85,3.52
FBSH,Belgium,BEL,2001,Maize and products,14.48,0.34,0.05
FBSH,Belgium,BEL,2001,Milk - Excluding Butter,391.94,24.15,22.13
FBSH,Belgium,BEL,2001,"Pulses, Other and products",2.59,0.18,0.01
FBSH,Belgium,BEL,2001,Rice and products,36.21,0.66,0.08
FBSH,Belgium,BEL,2001,Wheat and products,740.45,22.15,2.28
FBSH,Belize,BLZ,2001,Eggs,19.48,1.49,1.29
FBSH,Belize,BLZ,2001,Maize and products,191.99,4.34,0.59
FBSH,Belize,BLZ,2001,Milk - Excluding Butter,190.35,8.6,8.21
FBSH,Belize,BLZ,2001,"Pulses, Other and products",3.62,0.23,0.02
FBSH,Belize,BLZ,2001,Rice and products,278.64,5.51,0.46
FBSH,Belize,BLZ,2001,Wheat and products,509.81,14.27,2.39
FBSH,Benin,BEN,2001,Eggs,2.47,0.21,0.17
