Country Name,Country Code,Year,Food production index (2014-2016 = 100)
Afghanistan,AFG,2021,114.32
Albania,ALB,2021,104.92
Algeria,DZA,2021,104.83
Andorra,AND,2021,
Angola,AGO,2021,117.5
Antigua and Barbuda,ATG,2021,80.94
Argentina,ARG,2021,108.4
Armenia,ARM,2021,84.82
Australia,AUS,2021,107.15
Austria,AUT,2021,100.48
Azerbaijan,AZE,2021,126.99
Bahamas,BHS,2021,98.72
Bahrain,BHR,2021,124.25
Bangladesh,BGD,2021,121.59
Barbados,BRB,2021,89.53
Belarus,BLR,2021,101.55
Belgium,BEL,2021,102.85
Belize,BLZ,2021,101.58
Benin,BEN,2021,121.75
Bhutan,BTN,2021,100.29
Bolivia,BOL,2021,116.96
Bosnia and Herzegovina,BIH,2021,95.71
Botswana,BWA,2021,98.28
Brazil,BRA,2021,112.13
Brunei,BRN,2021,116.45
Bulgaria,BGR,2021,109.51
Burkina Faso,BFA,2021,109.25
Burundi,BDI,2021,119.32
CÃ´te d'Ivoire,CIV,2021,119.97
Cabo Verde,CPV,2021,75.92
Cambodia,KHM,2021,124.71
Cameroon,CMR,2021,104.44
Canada,CAN,2021,95.47
Central African Republic,CAF,2021,144.9
Chad,TCD,2021,122.86
Chile,CHL,2021,106.73
China,CHN,2021,109.89
Colombia,COL,2021,108.96
Comoros,COM,2021,106.13
Congo,COG,2021,105.06
Costa Rica,CRI,2021,101.32
Croatia,HRV,2021,97.37
Cuba,CUB,2021,69.06
Cyprus,CYP,2021,111.12
Czechia,CZE,2021,97.45
Democratic Republic of the Congo,COD,2021,118
Denmark,DNK,2021,102.97
Djibouti,DJI,2021,135.35
Dominica,DMA,2021,100.87
Dominican Republic,DOM,2021,114.96
Ecuador,ECU,2021,101.69
Egypt,EGY,2021,109.2
El Salvador,SLV,2021,102.41
Equatorial Guinea,GNQ,2021,102.85
Eritrea,ERI,2021,105.5
Estonia,EST,2021,98.2
Eswatini,SWZ,2021,104.57
Ethiopia,ETH,2021,113.71
Fiji,FJI,2021,115.07
Finland,FIN,2021,92.45
France,FRA,2021,96.72
Gabon,GAB,2021,104.82
Gambia,GMB,2021,65.74
Georgia,GEO,2021,117.43
Germany,DEU,2021,94.49
Ghana,GHA,2021,130.54
Greece,GRC,2021,100.47
Grenada,GRD,2021,94.7
Guatemala,GTM,2021,107.03
Guinea,GIN,2021,138.17
Guinea-Bissau,GNB,2021,120.96
Guyana,GUY,2021,102.85
Haiti,HTI,2021,79.41
Honduras,HND,2021,108.7
Hungary,HUN,2021,92.11
Iceland,ISL,2021,103.8
India,IND,2021,126.11
Indonesia,IDN,2021,111.75
Iran,IRN,2021,89.6
Iraq,IRQ,2021,127.65
Ireland,IRL,2021,119.25
Israel,ISR,2021,101.44
Italy,ITA,2021,99.4
Jamaica,JAM,2021,105.65
Japan,JPN,2021,100.37
Jordan,JOR,2021,109.96
Kazakhstan,KAZ,2021,115.29
Kenya,KEN,2021,123.29
Kiribati,KIR,2021,94.6
Kuwait,KWT,2021,111.4
Kyrgyzstan,KGZ,2021,105.51
Laos,LAO,2021,107.39
Latvia,LVA,2021,101.36
Lebanon,LBN,2021,102.46
Lesotho,LSO,2021,102.16
Liberia,LBR,2021,100.2
Libya,LBY,2021,105.3
Liechtenstein,LIE,2021,
Lithuania,LTU,2021,96.14
Luxembourg,LUX,2021,112.69
Madagascar,MDG,2021,103.9
Malawi,MWI,2021,142.95
Malaysia,MYS,2021,102.8
Maldives,MDV,2021,94.83
Mali,MLI,2021,126.5
Malta,MLT,2021,75.6
Marshall Islands,MHL,2021,90.04
Mauritania,MRT,2021,114.44
Mauritius,MUS,2021,83.6
Mexico,MEX,2021,114.11
Micronesia,FSM,2021,119.16
Moldova,MDA,2021,123.11
Monaco,MCO,2021,
Mongolia,MNG,2021,126.98
Montenegro,MNE,2021,101.3
Morocco,MAR,2021,116.58
Mozambique,MOZ,2021,153.68
Myanmar,MMR,2021,80.46
Namibia,NAM,2021,96.06
Nauru,NRU,2021,99.57
Nepal,NPL,2021,119.69
Netherlands,NLD,2021,103.93
New Zealand,NZL,2021,103.26
Nicaragua,NIC,2021,128.13
Niger,NER,2021,107.34
Nigeria,NGA,2021,117.33
North Korea,PRK,2021,93.54
North Macedonia,MKD,2021,95.04
Norway,NOR,2021,102.22
Oman,OMN,2021,138.9
Pakistan,PAK,2021,121.38
Palau,PLW,2021,
Palestine,PSE,2021,117.39
Panama,PAN,2021,111.52
Papua New Guinea,PNG,2021,100.07
Paraguay,PRY,2021,110.12
Peru,PER,2021,123.55
Philippines,PHL,2021,100.25
Poland,POL,2021,110.69
Portugal,PRT,2021,128.07
Qatar,QAT,2021,169.63
Romania,ROU,2021,106.69
Russia,RUS,2021,111.63
Rwanda,RWA,2021,117.85
Saint Kitts and Nevis,KNA,2021,105.93
Saint Lucia,LCA,2021,78.34
Saint Vincent and the Grenadines,VCT,2021,101
Samoa,WSM,2021,84.84
San Marino,SMR,2021,
Sao Tome and Principe,STP,2021,106.4
Saudi Arabia,SAU,2021,167.23
Senegal,SEN,2021,179.91
Serbia,SRB,2021,104.24
Seychelles,SYC,2021,151.24
Sierra Leone,SLE,2021,130.56
Singapore,SGP,2021,133.72
Slovakia,SVK,2021,97.37
Slovenia,SVN,2021,97.8
Solomon Islands,SLB,2021,101.58
Somalia,SOM,2021,99.82
South Africa,ZAF,2021,114.24
South Korea,KOR,2021,102
South Sudan,SSD,2021,114.19
Spain,ESP,2021,116.79
Sri Lanka,LKA,2021,119.22
Sudan,SDN,2021,110.7
Suriname,SUR,2021,87.81
Sweden,SWE,2021,96.45
Switzerland,CHE,2021,94.38
Syria,SYR,2021,100.59
TÃ¼rkiye,TUR,2021,120.12
Tajikistan,TJK,2021,149.45
Tanzania,TZA,2021,112.95
Thailand,THA,2021,100.1
Timor-Leste,TLS,2021,89.77
Togo,TGO,2021,121.99
Tonga,TON,2021,97.52
Trinidad and Tobago,TTO,2021,88.07
Tunisia,TUN,2021,103.49
Turkmenistan,TKM,2021,112.29
Tuvalu,TUV,2021,113.48
Uganda,UGA,2021,151.83
Ukraine,UKR,2021,113.92
United Arab Emirates,ARE,2021,126.83
United Kingdom,GBR,2021,100.53
United States,USA,2021,104.57
Uruguay,URY,2021,100.47
Uzbekistan,UZB,2021,109.7
Vanuatu,VUT,2021,84.08
Vatican City,VAT,2021,
Venezuela,VEN,2021,88.64
Vietnam,VNM,2021,112.81
Yemen,YEM,2021,120.77
Zambia,ZMB,2021,127.49
Zimbabwe,ZWE,2021,120.52
