Country Name,Country Code,Year,Food production index (2014-2016 = 100)
Afghanistan,AFG,2003,76.77
Albania,ALB,2003,69.05
Algeria,DZA,2003,53.44
Andorra,AND,2003,
Angola,AGO,2003,45.12
Antigua and Barbuda,ATG,2003,150.32
Argentina,ARG,2003,71.49
Armenia,ARM,2003,53.7
Australia,AUS,2003,73.45
Austria,AUT,2003,94.33
Azerbaijan,AZE,2003,66.81
Bahamas,BHS,2003,71.61
Bahrain,BHR,2003,31.73
Bangladesh,BGD,2003,62.25
Barbados,BRB,2003,112.28
Belarus,BLR,2003,75.21
Belgium,BEL,2003,95.41
Belize,BLZ,2003,89.79
Benin,BEN,2003,62.51
Bhutan,BTN,2003,52.62
Bolivia,BOL,2003,60.84
Bosnia and Herzegovina,BIH,2003,69.13
Botswana,BWA,2003,90.07
Brazil,BRA,2003,68.05
Brunei,BRN,2003,68.07
Bulgaria,BGR,2003,77.18
Burkina Faso,BFA,2003,60.3
Burundi,BDI,2003,84.64
CÃ´te d'Ivoire,CIV,2003,67.61
Cabo Verde,CPV,2003,92.17
Cambodia,KHM,2003,43.04
Cameroon,CMR,2003,48.68
Canada,CAN,2003,75.4
Central African Republic,CAF,2003,58.39
Chad,TCD,2003,53.93
Chile,CHL,2003,78.3
China,CHN,2003,68.08
Colombia,COL,2003,79.92
Comoros,COM,2003,62.07
Congo,COG,2003,62.63
Costa Rica,CRI,2003,71.89
Croatia,HRV,2003,65
Cuba,CUB,2003,115.44
Cyprus,CYP,2003,137.79
Czechia,CZE,2003,90.94
Democratic Republic of the Congo,COD,2003,47.86
Denmark,DNK,2003,98.58
Djibouti,DJI,2003,114.62
Dominica,DMA,2003,78.92
Dominican Republic,DOM,2003,66.57
Ecuador,ECU,2003,80.16
Egypt,EGY,2003,77.52
El Salvador,SLV,2003,86.58
Equatorial Guinea,GNQ,2003,78.59
Eritrea,ERI,2003,77.64
Estonia,EST,2003,69.62
Eswatini,SWZ,2003,84.45
Ethiopia,ETH,2003,49.02
Fiji,FJI,2003,120.3
Finland,FIN,2003,100.2
France,FRA,2003,95.96
Gabon,GAB,2003,77.85
Gambia,GMB,2003,99.12
Georgia,GEO,2003,154.88
Germany,DEU,2003,86.1
Ghana,GHA,2003,62.42
Greece,GRC,2003,100.86
Grenada,GRD,2003,104.89
Guatemala,GTM,2003,59.01
Guinea,GIN,2003,61
Guinea-Bissau,GNB,2003,68.21
Guyana,GUY,2003,65.26
Haiti,HTI,2003,67
Honduras,HND,2003,80.32
Hungary,HUN,2003,84.42
Iceland,ISL,2003,80.74
India,IND,2003,65.77
Indonesia,IDN,2003,81.68
Iran,IRN,2003,84.11
Iraq,IRQ,2003,113.12
Ireland,IRL,2003,91.38
Israel,ISR,2003,81.11
Italy,ITA,2003,105.8
Jamaica,JAM,2003,102.25
Japan,JPN,2003,97.92
Jordan,JOR,2003,59.95
Kazakhstan,KAZ,2003,67.18
Kenya,KEN,2003,69.79
Kiribati,KIR,2003,57.37
Kuwait,KWT,2003,42.87
Kyrgyzstan,KGZ,2003,81.18
Laos,LAO,2003,39.01
Latvia,LVA,2003,64.94
Lebanon,LBN,2003,92.61
Lesotho,LSO,2003,95.68
Liberia,LBR,2003,64.5
Libya,LBY,2003,93.77
Liechtenstein,LIE,2003,
Lithuania,LTU,2003,76.88
Luxembourg,LUX,2003,91.31
Madagascar,MDG,2003,75.47
Malawi,MWI,2003,40.9
Malaysia,MYS,2003,64.29
Maldives,MDV,2003,141.75
Mali,MLI,2003,51.95
Malta,MLT,2003,116.34
Marshall Islands,MHL,2003,137.33
Mauritania,MRT,2003,76.33
Mauritius,MUS,2003,108.34
Mexico,MEX,2003,78.93
Micronesia,FSM,2003,73.72
Moldova,MDA,2003,94.67
Monaco,MCO,2003,
Mongolia,MNG,2003,45.27
Montenegro,MNE,2003,
Morocco,MAR,2003,72.38
Mozambique,MOZ,2003,82.17
Myanmar,MMR,2003,60.45
Namibia,NAM,2003,98.8
Nauru,NRU,2003,90.19
Nepal,NPL,2003,68.26
Netherlands,NLD,2003,81.58
New Zealand,NZL,2003,79.21
Nicaragua,NIC,2003,67.79
Niger,NER,2003,51.51
Nigeria,NGA,2003,70.53
North Korea,PRK,2003,99.79
North Macedonia,MKD,2003,75.32
Norway,NOR,2003,92.37
Oman,OMN,2003,56.34
Pakistan,PAK,2003,63.12
Palau,PLW,2003,
Palestine,PSE,2003,139.44
Panama,PAN,2003,78.96
Papua New Guinea,PNG,2003,77.54
Paraguay,PRY,2003,54.01
Peru,PER,2003,60.82
Philippines,PHL,2003,77.33
Poland,POL,2003,88.01
Portugal,PRT,2003,92.53
Qatar,QAT,2003,58.69
Romania,ROU,2003,96.72
Russia,RUS,2003,72.92
Rwanda,RWA,2003,76.66
Saint Kitts and Nevis,KNA,2003,404.95
Saint Lucia,LCA,2003,147.57
Saint Vincent and the Grenadines,VCT,2003,82.52
Samoa,WSM,2003,109.15
San Marino,SMR,2003,
Sao Tome and Principe,STP,2003,113.68
Saudi Arabia,SAU,2003,94.67
Senegal,SEN,2003,60.01
Serbia,SRB,2003,
Seychelles,SYC,2003,132.69
Sierra Leone,SLE,2003,56.96
Singapore,SGP,2003,83.95
Slovakia,SVK,2003,104.24
Slovenia,SVN,2003,111.56
Solomon Islands,SLB,2003,95.75
Somalia,SOM,2003,102.17
South Africa,ZAF,2003,72.87
South Korea,KOR,2003,90.52
South Sudan,SSD,2003,
Spain,ESP,2003,101.13
Sri Lanka,LKA,2003,73.42
Sudan,SDN,2003,
Suriname,SUR,2003,62.33
Sweden,SWE,2003,97.07
Switzerland,CHE,2003,93.03
Syria,SYR,2003,118.71
TÃ¼rkiye,TUR,2003,74.11
Tajikistan,TJK,2003,38.44
Tanzania,TZA,2003,46.37
Thailand,THA,2003,86.15
Timor-Leste,TLS,2003,90.31
Togo,TGO,2003,65.22
Tonga,TON,2003,93.1
Trinidad and Tobago,TTO,2003,119.85
Tunisia,TUN,2003,85.13
Turkmenistan,TKM,2003,80.35
Tuvalu,TUV,2003,89.94
Uganda,UGA,2003,109
Ukraine,UKR,2003,66.23
United Arab Emirates,ARE,2003,111.31
United Kingdom,GBR,2003,91.97
