Country Name,Country Code,Year,Food production index (2014-2016 = 100)
Afghanistan,AFG,2001,61.59
Albania,ALB,2001,65.39
Algeria,DZA,2001,44.17
Andorra,AND,2001,
Angola,AGO,2001,36.9
Antigua and Barbuda,ATG,2001,143.8
Argentina,ARG,2001,69.29
Armenia,ARM,2001,48.42
Australia,AUS,2001,87.19
Austria,AUT,2001,97.58
Azerbaijan,AZE,2001,59.77
Bahamas,BHS,2001,66.88
Bahrain,BHR,2001,34.82
Bangladesh,BGD,2001,58.81
Barbados,BRB,2001,111.64
Belarus,BLR,2001,73.33
Belgium,BEL,2001,94.77
Belize,BLZ,2001,95.97
Benin,BEN,2001,55.69
Bhutan,BTN,2001,50.82
Bolivia,BOL,2001,55.36
Bosnia and Herzegovina,BIH,2001,70.13
Botswana,BWA,2001,102.03
Brazil,BRA,2001,59.51
Brunei,BRN,2001,62.7
Bulgaria,BGR,2001,80.39
Burkina Faso,BFA,2001,52.81
Burundi,BDI,2001,85.54
C̫te d'Ivoire,CIV,2001,69.16
Cabo Verde,CPV,2001,97.54
Cambodia,KHM,2001,37.89
Cameroon,CMR,2001,46.3
Canada,CAN,2001,70.31
Central African Republic,CAF,2001,59.03
Chad,TCD,2001,50.22
Chile,CHL,2001,75.8
China,CHN,2001,64.45
Colombia,COL,2001,75.51
Comoros,COM,2001,73.43
Congo,COG,2001,59.53
Costa Rica,CRI,2001,71.85
Croatia,HRV,2001,76.34
Cuba,CUB,2001,111.69
Cyprus,CYP,2001,137.46
Czechia,CZE,2001,109.71
Democratic Republic of the Congo,COD,2001,48.55
Denmark,DNK,2001,97.93
Djibouti,DJI,2001,114.95
Dominica,DMA,2001,84.56
Dominican Republic,DOM,2001,65.19
Ecuador,ECU,2001,80.15
Egypt,EGY,2001,68.8
El Salvador,SLV,2001,92.03
Equatorial Guinea,GNQ,2001,76.93
Eritrea,ERI,2001,82.76
Estonia,EST,2001,75.05
Eswatini,SWZ,2001,75.25
Ethiopia,ETH,2001,42.57
Fiji,FJI,2001,126.34
Finland,FIN,2001,98.59
France,FRA,2001,99.36
Gabon,GAB,2001,75.72
Gambia,GMB,2001,117.03
Georgia,GEO,2001,138.41
Germany,DEU,2001,94.16
Ghana,GHA,2001,54.25
Greece,GRC,2001,105.58
Grenada,GRD,2001,100.96
Guatemala,GTM,2001,53.98
Guinea,GIN,2001,55.11
Guinea-Bissau,GNB,2001,67.89
Guyana,GUY,2001,60.72
Haiti,HTI,2001,64.44
Honduras,HND,2001,68.4
Hungary,HUN,2001,103.42
Iceland,ISL,2001,77.56
India,IND,2001,64.69
Indonesia,IDN,2001,73.06
Iran,IRN,2001,70.27
Iraq,IRQ,2001,126.72
Ireland,IRL,2001,94.24
Israel,ISR,2001,76.15
Italy,ITA,2001,112.89
Jamaica,JAM,2001,98.74
Japan,JPN,2001,99.95
Jordan,JOR,2001,49.66
Kazakhstan,KAZ,2001,65.12
Kenya,KEN,2001,66.11
Kiribati,KIR,2001,55.96
Kuwait,KWT,2001,36
Kyrgyzstan,KGZ,2001,82.57
Laos,LAO,2001,35.71
Latvia,LVA,2001,61.43
Lebanon,LBN,2001,86.49
Lesotho,LSO,2001,121.06
Liberia,LBR,2001,66.58
Libya,LBY,2001,85.97
Liechtenstein,LIE,2001,
Lithuania,LTU,2001,69.28
Luxembourg,LUX,2001,89.43
Madagascar,MDG,2001,74.63
Malawi,MWI,2001,45.18
Malaysia,MYS,2001,61.2
Maldives,MDV,2001,122.77
Mali,MLI,2001,44.28
Malta,MLT,2001,119.82
Marshall Islands,MHL,2001,17
Mauritania,MRT,2001,70.21
Mauritius,MUS,2001,115.94
Mexico,MEX,2001,76.48
Micronesia,FSM,2001,73.68
Moldova,MDA,2001,87.96
Monaco,MCO,2001,
Mongolia,MNG,2001,57.92
Montenegro,MNE,2001,
Morocco,MAR,2001,57.73
Mozambique,MOZ,2001,74.97
Myanmar,MMR,2001,53.74
Namibia,NAM,2001,95.88
Nauru,NRU,2001,87.7
Nepal,NPL,2001,62.65
Netherlands,NLD,2001,87.45
New Zealand,NZL,2001,75.36
Nicaragua,NIC,2001,57.18
Niger,NER,2001,45.71
Nigeria,NGA,2001,64.33
North Korea,PRK,2001,96.29
North Macedonia,MKD,2001,73.55
Norway,NOR,2001,91.32
Oman,OMN,2001,68.02
Pakistan,PAK,2001,59.21
Palau,PLW,2001,
Palestine,PSE,2001,124.14
Panama,PAN,2001,77.51
Papua New Guinea,PNG,2001,73.25
Paraguay,PRY,2001,47.34
Peru,PER,2001,55.83
Philippines,PHL,2001,72.74
Poland,POL,2001,94.16
Portugal,PRT,2001,93.19
Qatar,QAT,2001,56.01
Romania,ROU,2001,94.14
Russia,RUS,2001,73.64
Rwanda,RWA,2001,68.54
Saint Kitts and Nevis,KNA,2001,402.09
Saint Lucia,LCA,2001,143.96
Saint Vincent and the Grenadines,VCT,2001,77.09
Samoa,WSM,2001,105.95
San Marino,SMR,2001,
Sao Tome and Principe,STP,2001,112.1
Saudi Arabia,SAU,2001,93.57
Senegal,SEN,2001,65.23
Serbia,SRB,2001,
Seychelles,SYC,2001,137.72
Sierra Leone,SLE,2001,33.02
Singapore,SGP,2001,58.11
Slovakia,SVK,2001,110.62
Slovenia,SVN,2001,109.48
Solomon Islands,SLB,2001,90.02
Somalia,SOM,2001,99.04
South Africa,ZAF,2001,68.23
South Korea,KOR,2001,96.32
South Sudan,SSD,2001,
Spain,ESP,2001,92.28
Sri Lanka,LKA,2001,70.51
Sudan,SDN,2001,
Suriname,SUR,2001,70
Sweden,SWE,2001,98.53
Switzerland,CHE,2001,94.63
