Country Name,Country Code,Year,Food production index (2014-2016 = 100)
Afghanistan,AFG,2013,94.63
Albania,ALB,2013,95.64
Algeria,DZA,2013,98.04
Andorra,AND,2013,
Angola,AGO,2013,105.73
Antigua and Barbuda,ATG,2013,101.46
Argentina,ARG,2013,94.03
Armenia,ARM,2013,92.49
Australia,AUS,2013,96.86
Austria,AUT,2013,96.23
Azerbaijan,AZE,2013,98.45
Bahamas,BHS,2013,95.05
Bahrain,BHR,2013,86.22
Bangladesh,BGD,2013,94.25
Barbados,BRB,2013,98.01
Belarus,BLR,2013,98.1
Belgium,BEL,2013,95.83
Belize,BLZ,2013,99.62
Benin,BEN,2013,99.15
Bhutan,BTN,2013,89.35
Bolivia,BOL,2013,93.43
Bosnia and Herzegovina,BIH,2013,104.99
Botswana,BWA,2013,115.07
Brazil,BRA,2013,97.65
Brunei,BRN,2013,105.36
Bulgaria,BGR,2013,102.69
Burkina Faso,BFA,2013,95.99
Burundi,BDI,2013,112.9
C̫te d'Ivoire,CIV,2013,86.32
Cabo Verde,CPV,2013,104.66
Cambodia,KHM,2013,89.62
Cameroon,CMR,2013,91.23
Canada,CAN,2013,100.92
Central African Republic,CAF,2013,87.92
Chad,TCD,2013,94.52
Chile,CHL,2013,101.07
China,CHN,2013,95.75
Colombia,COL,2013,95.51
Comoros,COM,2013,101.46
Congo,COG,2013,93.42
Costa Rica,CRI,2013,95.12
Croatia,HRV,2013,96.39
Cuba,CUB,2013,97.38
Cyprus,CYP,2013,99.46
Czechia,CZE,2013,93.01
Democratic Republic of the Congo,COD,2013,92.45
Denmark,DNK,2013,97.3
Djibouti,DJI,2013,121.62
Dominica,DMA,2013,99.05
Dominican Republic,DOM,2013,90.84
Ecuador,ECU,2013,93.7
Egypt,EGY,2013,96.03
El Salvador,SLV,2013,99.38
Equatorial Guinea,GNQ,2013,95.75
Eritrea,ERI,2013,100.5
Estonia,EST,2013,92.45
Eswatini,SWZ,2013,101.73
Ethiopia,ETH,2013,90.58
Fiji,FJI,2013,99.96
Finland,FIN,2013,99.5
France,FRA,2013,96.25
Gabon,GAB,2013,96.58
Gambia,GMB,2013,109.71
Georgia,GEO,2013,112.71
Germany,DEU,2013,97.08
Ghana,GHA,2013,94.83
Greece,GRC,2013,93.64
Grenada,GRD,2013,84.01
Guatemala,GTM,2013,87.69
Guinea,GIN,2013,92.35
Guinea-Bissau,GNB,2013,100.73
Guyana,GUY,2013,77.66
Haiti,HTI,2013,100.45
Honduras,HND,2013,98.43
Hungary,HUN,2013,88.31
Iceland,ISL,2013,92.91
India,IND,2013,96.65
Indonesia,IDN,2013,100.07
Iran,IRN,2013,96.71
Iraq,IRQ,2013,145.63
Ireland,IRL,2013,89.99
Israel,ISR,2013,96.51
Italy,ITA,2013,101.77
Jamaica,JAM,2013,96.88
Japan,JPN,2013,100.92
Jordan,JOR,2013,88.31
Kazakhstan,KAZ,2013,92.81
Kenya,KEN,2013,101.73
Kiribati,KIR,2013,90.65
Kuwait,KWT,2013,94.39
Kyrgyzstan,KGZ,2013,92.08
Laos,LAO,2013,74.97
Latvia,LVA,2013,84.64
Lebanon,LBN,2013,89.13
Lesotho,LSO,2013,105.99
Liberia,LBR,2013,90.39
Libya,LBY,2013,108.66
