Country Name,Country Code,Year,Food production index (2014-2016 = 100)
Afghanistan,AFG,2018,96.19
Albania,ALB,2018,106.02
Algeria,DZA,2018,108.63
Andorra,AND,2018,
Angola,AGO,2018,107.35
Antigua and Barbuda,ATG,2018,85.36
Argentina,ARG,2018,97.51
Armenia,ARM,2018,83.48
Australia,AUS,2018,98.31
Austria,AUT,2018,100.51
Azerbaijan,AZE,2018,113.33
Bahamas,BHS,2018,99.58
Bahrain,BHR,2018,131.3
Bangladesh,BGD,2018,110.54
Barbados,BRB,2018,108.14
Belarus,BLR,2018,97.9
Belgium,BEL,2018,98.91
Belize,BLZ,2018,98.69
Benin,BEN,2018,109.45
Bhutan,BTN,2018,96.42
Bolivia,BOL,2018,109.51
Bosnia and Herzegovina,BIH,2018,114.96
Botswana,BWA,2018,89.17
Brazil,BRA,2018,107.51
Brunei,BRN,2018,101.28
Bulgaria,BGR,2018,105.22
Burkina Faso,BFA,2018,112.06
Burundi,BDI,2018,117.68
CÃ´te d'Ivoire,CIV,2018,114.55
Cabo Verde,CPV,2018,73.43
Cambodia,KHM,2018,111.36
Cameroon,CMR,2018,107.35
Canada,CAN,2018,108.98
Central African Republic,CAF,2018,119.2
Chad,TCD,2018,114.47
Chile,CHL,2018,108.52
China,CHN,2018,103.42
Colombia,COL,2018,75.57
Comoros,COM,2018,104.19
Congo,COG,2018,101.35
Costa Rica,CRI,2018,105.42
Croatia,HRV,2018,102.04
Cuba,CUB,2018,95.37
Cyprus,CYP,2018,102.36
Czechia,CZE,2018,92.9
Democratic Republic of the Congo,COD,2018,106.34
Denmark,DNK,2018,92.87
Djibouti,DJI,2018,131.71
Dominica,DMA,2018,100.26
Dominican Republic,DOM,2018,113.77
Ecuador,ECU,2018,94.03
Egypt,EGY,2018,96.36
El Salvador,SLV,2018,101.53
Equatorial Guinea,GNQ,2018,102.58
Eritrea,ERI,2018,103.86
Estonia,EST,2018,84.71
Eswatini,SWZ,2018,103.62
Ethiopia,ETH,2018,106.33
Fiji,FJI,2018,117.9
Finland,FIN,2018,92.96
France,FRA,2018,97.17
Gabon,GAB,2018,102.81
Gambia,GMB,2018,56.75
Georgia,GEO,2018,104.3
Germany,DEU,2018,91.87
Ghana,GHA,2018,113.03
Greece,GRC,2018,98.37
Grenada,GRD,2018,97.19
Guatemala,GTM,2018,103.54
Guinea,GIN,2018,115.61
Guinea-Bissau,GNB,2018,107.12
Guyana,GUY,2018,108.86
Haiti,HTI,2018,89.76
Honduras,HND,2018,116.54
Hungary,HUN,2018,98.34
Iceland,ISL,2018,108.05
India,IND,2018,114.2
Indonesia,IDN,2018,115.55
Iran,IRN,2018,87.11
Iraq,IRQ,2018,77.31
Ireland,IRL,2018,110.61
Israel,ISR,2018,99.51
Italy,ITA,2018,99.17
Jamaica,JAM,2018,105.84
Japan,JPN,2018,99.67
Jordan,JOR,2018,103.69
Kazakhstan,KAZ,2018,115.34
Kenya,KEN,2018,100.31
Kiribati,KIR,2018,107.5
Kuwait,KWT,2018,114.17
Kyrgyzstan,KGZ,2018,107.66
Laos,LAO,2018,97.97
Latvia,LVA,2018,83.61
Lebanon,LBN,2018,105.24
Lesotho,LSO,2018,107.66
Liberia,LBR,2018,94.53
Libya,LBY,2018,102.34
Liechtenstein,LIE,2018,
Lithuania,LTU,2018,83.76
Luxembourg,LUX,2018,111.03
Madagascar,MDG,2018,100.64
Malawi,MWI,2018,123.76
Malaysia,MYS,2018,99.81
Maldives,MDV,2018,100.6
Mali,MLI,2018,123.73
Malta,MLT,2018,80.8
Marshall Islands,MHL,2018,80
Mauritania,MRT,2018,106.82
Mauritius,MUS,2018,90.05
Mexico,MEX,2018,110.33
Micronesia,FSM,2018,118.45
Moldova,MDA,2018,121.39
Monaco,MCO,2018,
Mongolia,MNG,2018,126.37
Montenegro,MNE,2018,102.16
Morocco,MAR,2018,115.89
Mozambique,MOZ,2018,134.67
Myanmar,MMR,2018,79.86
Namibia,NAM,2018,102.01
Nauru,NRU,2018,99.69
Nepal,NPL,2018,109.92
Netherlands,NLD,2018,96.33
New Zealand,NZL,2018,102.01
Nicaragua,NIC,2018,116.47
Niger,NER,2018,119.84
Nigeria,NGA,2018,114.06
North Korea,PRK,2018,92.15
North Macedonia,MKD,2018,101.5
Norway,NOR,2018,96.64
Oman,OMN,2018,136.28
Pakistan,PAK,2018,106.38
Palau,PLW,2018,
Palestine,PSE,2018,127.19
Panama,PAN,2018,106.3
Papua New Guinea,PNG,2018,101.64
Paraguay,PRY,2018,110.22
Peru,PER,2018,112.1
Philippines,PHL,2018,101.61
Poland,POL,2018,102.62
Portugal,PRT,2018,102.07
Qatar,QAT,2018,141.17
Romania,ROU,2018,118.69
Russia,RUS,2018,104.69
Rwanda,RWA,2018,110.27
Saint Kitts and Nevis,KNA,2018,96.29
Saint Lucia,LCA,2018,103.41
Saint Vincent and the Grenadines,VCT,2018,100.48
Samoa,WSM,2018,83.76
San Marino,SMR,2018,
Sao Tome and Principe,STP,2018,106.78
Saudi Arabia,SAU,2018,128.79
Senegal,SEN,2018,152.86
Serbia,SRB,2018,107.67
Seychelles,SYC,2018,109.16
Sierra Leone,SLE,2018,88.66
Singapore,SGP,2018,111.07
Slovakia,SVK,2018,97.89
Slovenia,SVN,2018,102.6
Solomon Islands,SLB,2018,100.76
Somalia,SOM,2018,98.95
South Africa,ZAF,2018,104.36
South Korea,KOR,2018,100.01
South Sudan,SSD,2018,101.96
Spain,ESP,2018,117.73
Sri Lanka,LKA,2018,97.72
Sudan,SDN,2018,117.3
Suriname,SUR,2018,97.93
Sweden,SWE,2018,84.05
Switzerland,CHE,2018,101.65
Syria,SYR,2018,98.55
TÃ¼rkiye,TUR,2018,109.28
Tajikistan,TJK,2018,145.45
Tanzania,TZA,2018,104.52
Thailand,THA,2018,103.94
Timor-Leste,TLS,2018,96.84
Togo,TGO,2018,110.32
Tonga,TON,2018,96.98
Trinidad and Tobago,TTO,2018,109.68
Tunisia,TUN,2018,113.3
Turkmenistan,TKM,2018,103.14
Tuvalu,TUV,2018,102.33
Uganda,UGA,2018,105.73
Ukraine,UKR,2018,107.23
United Arab Emirates,ARE,2018,111.15
United Kingdom,GBR,2018,99.59
United States,USA,2018,103.19
Uruguay,URY,2018,88.84
Uzbekistan,UZB,2018,105.38
Vanuatu,VUT,2018,82.48
Vatican City,VAT,2018,
Venezuela,VEN,2018,84.89
Vietnam,VNM,2018,105.9
Yemen,YEM,2018,90.75
Zambia,ZMB,2018,114.62
Zimbabwe,ZWE,2018,107.82
