Country Name,Country Code,Year,Food production index (2014-2016 = 100)
Afghanistan,AFG,2015,95.97
Albania,ALB,2015,100.07
Algeria,DZA,2015,100.26
Andorra,AND,2015,
Angola,AGO,2015,100.7
Antigua and Barbuda,ATG,2015,100.31
Argentina,ARG,2015,103.91
Armenia,ARM,2015,106.65
Australia,AUS,2015,101.22
Austria,AUT,2015,97.36
Azerbaijan,AZE,2015,101.27
Bahamas,BHS,2015,100.28
Bahrain,BHR,2015,98.7
Bangladesh,BGD,2015,100.7
Barbados,BRB,2015,102.64
Belarus,BLR,2015,100.07
Belgium,BEL,2015,101.32
Belize,BLZ,2015,102.1
Benin,BEN,2015,94.87
Bhutan,BTN,2015,96.14
Bolivia,BOL,2015,101.79
Bosnia and Herzegovina,BIH,2015,99.16
Botswana,BWA,2015,105.37
Brazil,BRA,2015,101.68
Brunei,BRN,2015,97.31
Bulgaria,BGR,2015,97.47
Burkina Faso,BFA,2015,99.77
Burundi,BDI,2015,95.75
C̫te d'Ivoire,CIV,2015,104.41
Cabo Verde,CPV,2015,100.69
Cambodia,KHM,2015,98.76
Cameroon,CMR,2015,101.11
Canada,CAN,2015,98.68
Central African Republic,CAF,2015,97.61
Chad,TCD,2015,97.01
Chile,CHL,2015,101.34
China,CHN,2015,101.33
Colombia,COL,2015,100.66
Comoros,COM,2015,98.76
Congo,COG,2015,102.35
Costa Rica,CRI,2015,98.62
Croatia,HRV,2015,96.59
Cuba,CUB,2015,99.48
Cyprus,CYP,2015,103.15
Czechia,CZE,2015,97.07
Democratic Republic of the Congo,COD,2015,99.26
Denmark,DNK,2015,101.24
Djibouti,DJI,2015,83.93
Dominica,DMA,2015,99.87
Dominican Republic,DOM,2015,99.41
Ecuador,ECU,2015,103.22
Egypt,EGY,2015,101.5
El Salvador,SLV,2015,96.19
Equatorial Guinea,GNQ,2015,102.86
Eritrea,ERI,2015,99.2
Estonia,EST,2015,111.23
Eswatini,SWZ,2015,100.19
Ethiopia,ETH,2015,101.14
Fiji,FJI,2015,109.41
Finland,FIN,2015,99.53
France,FRA,2015,102.22
Gabon,GAB,2015,100.04
Gambia,GMB,2015,108.07
