Country Name,Country Code,Year,Food production index (2014-2016 = 100)
Afghanistan,AFG,2004,74.75
Albania,ALB,2004,72.33
Algeria,DZA,2004,58.37
Andorra,AND,2004,
Angola,AGO,2004,48.23
Antigua and Barbuda,ATG,2004,153
Argentina,ARG,2004,73.94
Armenia,ARM,2004,62.67
Australia,AUS,2004,89.98
Austria,AUT,2004,99.62
Azerbaijan,AZE,2004,67.12
Bahamas,BHS,2004,75.28
Bahrain,BHR,2004,29.28
Bangladesh,BGD,2004,61.12
Barbados,BRB,2004,112.28
Belarus,BLR,2004,85.3
Belgium,BEL,2004,98.9
Belize,BLZ,2004,100.64
Benin,BEN,2004,66.41
Bhutan,BTN,2004,62.98
Bolivia,BOL,2004,60.88
Bosnia and Herzegovina,BIH,2004,92.67
Botswana,BWA,2004,99.13
Brazil,BRA,2004,70.89
Brunei,BRN,2004,65.86
Bulgaria,BGR,2004,95.53
Burkina Faso,BFA,2004,56.81
Burundi,BDI,2004,100.27
C̫te d'Ivoire,CIV,2004,70.7
Cabo Verde,CPV,2004,94.58
Cambodia,KHM,2004,41.07
Cameroon,CMR,2004,50.7
Canada,CAN,2004,82.02
Central African Republic,CAF,2004,61.67
Chad,TCD,2004,50.68
Chile,CHL,2004,81.17
China,CHN,2004,71.68
Colombia,COL,2004,81.84
Comoros,COM,2004,67.73
Congo,COG,2004,66.13
Costa Rica,CRI,2004,72.85
Croatia,HRV,2004,79.13
Cuba,CUB,2004,119.4
Cyprus,CYP,2004,141.11
Czechia,CZE,2004,107.84
Democratic Republic of the Congo,COD,2004,48.09
Denmark,DNK,2004,100.01
Djibouti,DJI,2004,98.6
Dominica,DMA,2004,81.55
Dominican Republic,DOM,2004,63.74
Ecuador,ECU,2004,82.79
Egypt,EGY,2004,79.01
El Salvador,SLV,2004,91.69
Equatorial Guinea,GNQ,2004,79.36
Eritrea,ERI,2004,79.71
Estonia,EST,2004,72.74
Eswatini,SWZ,2004,85.05
Ethiopia,ETH,2004,52.07
Fiji,FJI,2004,134.5
Finland,FIN,2004,99.46
France,FRA,2004,104.2
Gabon,GAB,2004,77.63
Gambia,GMB,2004,119.63
Georgia,GEO,2004,132.35
Germany,DEU,2004,95.66
Ghana,GHA,2004,64.59
Greece,GRC,2004,102.13
Grenada,GRD,2004,107.92
Guatemala,GTM,2004,61.38
Guinea,GIN,2004,63.71
