Country Name,Country Code,Year,Food production index (2014-2016 = 100)
Afghanistan,AFG,2007,84.65
Albania,ALB,2007,74.88
Algeria,DZA,2007,58.32
Andorra,AND,2007,
Angola,AGO,2007,60.96
Antigua and Barbuda,ATG,2007,143.11
Argentina,ARG,2007,89.82
Armenia,ARM,2007,82.25
Australia,AUS,2007,76.45
Austria,AUT,2007,97.93
Azerbaijan,AZE,2007,78.58
Bahamas,BHS,2007,81.45
Bahrain,BHR,2007,35.44
Bangladesh,BGD,2007,74.54
Barbados,BRB,2007,118.73
Belarus,BLR,2007,92.03
Belgium,BEL,2007,93.49
Belize,BLZ,2007,98.96
Benin,BEN,2007,61.04
Bhutan,BTN,2007,103.64
Bolivia,BOL,2007,73.22
Bosnia and Herzegovina,BIH,2007,94.97
Botswana,BWA,2007,103.61
Brazil,BRA,2007,79.93
Brunei,BRN,2007,81.91
Bulgaria,BGR,2007,65.69
Burkina Faso,BFA,2007,62.98
Burundi,BDI,2007,84.46
C̫te d'Ivoire,CIV,2007,71.95
Cabo Verde,CPV,2007,97.89
Cambodia,KHM,2007,60.81
Cameroon,CMR,2007,66.75
Canada,CAN,2007,80.11
Central African Republic,CAF,2007,67.9
Chad,TCD,2007,63.68
Chile,CHL,2007,87.1
China,CHN,2007,78
Colombia,COL,2007,89.63
Comoros,COM,2007,91.58
Congo,COG,2007,76.9
Costa Rica,CRI,2007,84.23
Croatia,HRV,2007,85.99
Cuba,CUB,2007,91.75
Cyprus,CYP,2007,115.88
Czechia,CZE,2007,99.83
Democratic Republic of the Congo,COD,2007,48.87
Denmark,DNK,2007,97.19
Djibouti,DJI,2007,115.22
Dominica,DMA,2007,79.28
Dominican Republic,DOM,2007,76.32
Ecuador,ECU,2007,88.01
Egypt,EGY,2007,90.96
El Salvador,SLV,2007,103.14
Equatorial Guinea,GNQ,2007,87.57
Eritrea,ERI,2007,111.66
Estonia,EST,2007,84.54
Eswatini,SWZ,2007,87.33
Ethiopia,ETH,2007,64.2
Fiji,FJI,2007,130.52
Finland,FIN,2007,102.67
France,FRA,2007,95.01
Gabon,GAB,2007,80.06
Gambia,GMB,2007,86.12
Georgia,GEO,2007,115.71
Germany,DEU,2007,91.83
Ghana,GHA,2007,66.65
Greece,GRC,2007,97.77
Grenada,GRD,2007,71.96
Guatemala,GTM,2007,70.57
Guinea,GIN,2007,71.81
Guinea-Bissau,GNB,2007,78.81
Guyana,GUY,2007,59.12
Haiti,HTI,2007,79.3
Honduras,HND,2007,93.98
Hungary,HUN,2007,82.51
Iceland,ISL,2007,87.92
India,IND,2007,77.75
Indonesia,IDN,2007,88.35
Iran,IRN,2007,101.75
Iraq,IRQ,2007,115.29
Ireland,IRL,2007,89.36
Israel,ISR,2007,89.54
Italy,ITA,2007,109.17
Jamaica,JAM,2007,100.75
Japan,JPN,2007,99.43
Jordan,JOR,2007,70.34
Kazakhstan,KAZ,2007,83.38
Kenya,KEN,2007,87.81
Kiribati,KIR,2007,86.89
