Country Name,Country Code,Year,Food production index (2014-2016 = 100)
Afghanistan,AFG,2019,109.41
Albania,ALB,2019,104
Algeria,DZA,2019,112.36
Andorra,AND,2019,
Angola,AGO,2019,110.28
Antigua and Barbuda,ATG,2019,81.4
Argentina,ARG,2019,112.42
Armenia,ARM,2019,81.27
Australia,AUS,2019,92.46
Austria,AUT,2019,99.96
Azerbaijan,AZE,2019,121.46
Bahamas,BHS,2019,100.91
Bahrain,BHR,2019,132.96
Bangladesh,BGD,2019,111.94
Barbados,BRB,2019,105.12
Belarus,BLR,2019,99.84
Belgium,BEL,2019,101.26
Belize,BLZ,2019,96.99
Benin,BEN,2019,117.25
Bhutan,BTN,2019,103.83
Bolivia,BOL,2019,109.9
Bosnia and Herzegovina,BIH,2019,105.39
Botswana,BWA,2019,92.64
Brazil,BRA,2019,109.12
Brunei,BRN,2019,100.54
Bulgaria,BGR,2019,107.09
Burkina Faso,BFA,2019,119.25
Burundi,BDI,2019,128.45
C̫te d'Ivoire,CIV,2019,116.76
Cabo Verde,CPV,2019,73.93
Cambodia,KHM,2019,109.42
Cameroon,CMR,2019,104.17
Canada,CAN,2019,109.72
Central African Republic,CAF,2019,134.09
Chad,TCD,2019,118.38
Chile,CHL,2019,107.35
China,CHN,2019,104.25
Colombia,COL,2019,108.22
Comoros,COM,2019,104.72
Congo,COG,2019,101.44
Costa Rica,CRI,2019,96.39
Croatia,HRV,2019,99.35
Cuba,CUB,2019,96.43
Cyprus,CYP,2019,106.12
Czechia,CZE,2019,92.92
Democratic Republic of the Congo,COD,2019,108.52
Denmark,DNK,2019,100.59
Djibouti,DJI,2019,136.62
Dominica,DMA,2019,100.54
Dominican Republic,DOM,2019,117.07
Ecuador,ECU,2019,97.95
Egypt,EGY,2019,100.63
El Salvador,SLV,2019,102.8
Equatorial Guinea,GNQ,2019,104.54
Eritrea,ERI,2019,104.62
Estonia,EST,2019,106.79
Eswatini,SWZ,2019,104.6
Ethiopia,ETH,2019,110.17
Fiji,FJI,2019,120.43
Finland,FIN,2019,102.16
France,FRA,2019,98
Gabon,GAB,2019,103.98
Gambia,GMB,2019,62.04
Georgia,GEO,2019,105.76
Germany,DEU,2019,94.41
Ghana,GHA,2019,119.42
Greece,GRC,2019,100.63
Grenada,GRD,2019,90.84
Guatemala,GTM,2019,101.56
Guinea,GIN,2019,124.53
Guinea-Bissau,GNB,2019,112.35
Guyana,GUY,2019,109.65
Haiti,HTI,2019,81.32
Honduras,HND,2019,115.89
Hungary,HUN,2019,97.08
Iceland,ISL,2019,107.08
India,IND,2019,116.26
Indonesia,IDN,2019,109.5
Iran,IRN,2019,92.13
Iraq,IRQ,2019,123.9
Ireland,IRL,2019,114.89
Israel,ISR,2019,100.77
Italy,ITA,2019,98.46
Jamaica,JAM,2019,104.71
Japan,JPN,2019,100.39
Jordan,JOR,2019,101.42
Kazakhstan,KAZ,2019,111.69
Kenya,KEN,2019,107.28
Kiribati,KIR,2019,94.24
Kuwait,KWT,2019,118.25
Kyrgyzstan,KGZ,2019,109.66
Laos,LAO,2019,101.81
Latvia,LVA,2019,104.75
Lebanon,LBN,2019,102.51
Lesotho,LSO,2019,89.79
Liberia,LBR,2019,97.46
Libya,LBY,2019,101.18
Liechtenstein,LIE,2019,
Lithuania,LTU,2019,94.43
Luxembourg,LUX,2019,110.4
Madagascar,MDG,2019,101.6
Malawi,MWI,2019,127.04
