Country Name,Country Code,Year,Food production index (2014-2016 = 100)
Afghanistan,AFG,2020,112.3
Albania,ALB,2020,105.72
Algeria,DZA,2020,112.5
Andorra,AND,2020,
Angola,AGO,2020,114.88
Antigua and Barbuda,ATG,2020,82.25
Argentina,ARG,2020,108.57
Armenia,ARM,2020,85.28
Australia,AUS,2020,87.12
Austria,AUT,2020,101.84
Azerbaijan,AZE,2020,122.2
Bahamas,BHS,2020,99.35
Bahrain,BHR,2020,124.57
Bangladesh,BGD,2020,115.91
Barbados,BRB,2020,88.71
Belarus,BLR,2020,105.23
Belgium,BEL,2020,101.9
Belize,BLZ,2020,95.21
Benin,BEN,2020,113.88
Bhutan,BTN,2020,112.95
Bolivia,BOL,2020,109.48
Bosnia and Herzegovina,BIH,2020,115.06
Botswana,BWA,2020,96.61
Brazil,BRA,2020,111.97
Brunei,BRN,2020,107.53
Bulgaria,BGR,2020,90.38
Burkina Faso,BFA,2020,117.73
Burundi,BDI,2020,115.62
C̫te d'Ivoire,CIV,2020,119.18
Cabo Verde,CPV,2020,75.67
Cambodia,KHM,2020,110.34
Cameroon,CMR,2020,103.53
Canada,CAN,2020,112.78
Central African Republic,CAF,2020,141.82
Chad,TCD,2020,121.32
Chile,CHL,2020,105.71
China,CHN,2020,105.49
Colombia,COL,2020,108.71
Comoros,COM,2020,105.85
Congo,COG,2020,102.18
Costa Rica,CRI,2020,99.21
Croatia,HRV,2020,108.55
Cuba,CUB,2020,75.07
Cyprus,CYP,2020,106.19
Czechia,CZE,2020,96.91
Democratic Republic of the Congo,COD,2020,113.23
Denmark,DNK,2020,102.64
Djibouti,DJI,2020,139.83
Dominica,DMA,2020,100.47
Dominican Republic,DOM,2020,112.34
Ecuador,ECU,2020,96.47
Egypt,EGY,2020,104.38
El Salvador,SLV,2020,98.27
Equatorial Guinea,GNQ,2020,103.53
Eritrea,ERI,2020,104.93
Estonia,EST,2020,107.74
Eswatini,SWZ,2020,104.26
Ethiopia,ETH,2020,119.74
Fiji,FJI,2020,114.54
Finland,FIN,2020,98.51
France,FRA,2020,93.7
Gabon,GAB,2020,103.84
Gambia,GMB,2020,63.22
Georgia,GEO,2020,116.34
Germany,DEU,2020,95.45
Ghana,GHA,2020,122.4
Greece,GRC,2020,101.91
Grenada,GRD,2020,89.78
Guatemala,GTM,2020,105.99
Guinea,GIN,2020,131.33
Guinea-Bissau,GNB,2020,116.72
Guyana,GUY,2020,112.55
Haiti,HTI,2020,74.19
