Country Name,Country Code,Year,Food production index (2014-2016 = 100)
Afghanistan,AFG,2011,87.4
Albania,ALB,2011,89.92
Algeria,DZA,2011,84.76
Andorra,AND,2011,
Angola,AGO,2011,93.77
Antigua and Barbuda,ATG,2011,104.99
Argentina,ARG,2011,92.78
Armenia,ARM,2011,81.17
Australia,AUS,2011,90.37
Austria,AUT,2011,102.99
Azerbaijan,AZE,2011,91.19
Bahamas,BHS,2011,95.65
Bahrain,BHR,2011,48.83
Bangladesh,BGD,2011,88.81
Barbados,BRB,2011,108.93
Belarus,BLR,2011,96.89
Belgium,BEL,2011,96.71
Belize,BLZ,2011,88.85
Benin,BEN,2011,84.97
Bhutan,BTN,2011,102.94
Bolivia,BOL,2011,80.5
Bosnia and Herzegovina,BIH,2011,101.43
Botswana,BWA,2011,130.79
Brazil,BRA,2011,92.3
Brunei,BRN,2011,95.8
Bulgaria,BGR,2011,91.55
Burkina Faso,BFA,2011,78.41
Burundi,BDI,2011,92.74
C̫te d'Ivoire,CIV,2011,77.72
Cabo Verde,CPV,2011,96.86
Cambodia,KHM,2011,85.55
Cameroon,CMR,2011,83.07
Canada,CAN,2011,85.04
Central African Republic,CAF,2011,99.01
Chad,TCD,2011,75.21
Chile,CHL,2011,97.59
China,CHN,2011,90.95
Colombia,COL,2011,86.07
Comoros,COM,2011,99.91
Congo,COG,2011,88.66
Costa Rica,CRI,2011,91.15
Croatia,HRV,2011,93.83
Cuba,CUB,2011,90.24
Cyprus,CYP,2011,111.8
Czechia,CZE,2011,96
Democratic Republic of the Congo,COD,2011,85.97
Denmark,DNK,2011,98.67
Djibouti,DJI,2011,119.69
Dominica,DMA,2011,93.38
Dominican Republic,DOM,2011,84.85
Ecuador,ECU,2011,99.14
Egypt,EGY,2011,93.28
El Salvador,SLV,2011,98.26
Equatorial Guinea,GNQ,2011,94.18
Eritrea,ERI,2011,101.02
Estonia,EST,2011,83.75
Eswatini,SWZ,2011,97.34
Ethiopia,ETH,2011,82.65
Fiji,FJI,2011,107.2
Finland,FIN,2011,98.43
France,FRA,2011,100.92
Gabon,GAB,2011,92.77
Gambia,GMB,2011,99.71
Georgia,GEO,2011,96.62
Germany,DEU,2011,95.21
Ghana,GHA,2011,87.25
Greece,GRC,2011,101.08
Grenada,GRD,2011,81.45
Guatemala,GTM,2011,78.43
Guinea,GIN,2011,86.38
Guinea-Bissau,GNB,2011,92.48
Guyana,GUY,2011,68.33
Haiti,HTI,2011,94.96
Honduras,HND,2011,97.41
Hungary,HUN,2011,87.57
Iceland,ISL,2011,90.46
India,IND,2011,90.03
Indonesia,IDN,2011,95.63
Iran,IRN,2011,89.26
Iraq,IRQ,2011,130.07
Ireland,IRL,2011,90.93
Israel,ISR,2011,91.68
Italy,ITA,2011,107.71
Jamaica,JAM,2011,95.71
Japan,JPN,2011,94.97
Jordan,JOR,2011,89.82
Kazakhstan,KAZ,2011,103.9
Kenya,KEN,2011,93.55
Kiribati,KIR,2011,88.27
Kuwait,KWT,2011,92.53
Kyrgyzstan,KGZ,2011,88.04
Laos,LAO,2011,67.41
Latvia,LVA,2011,73.54
Lebanon,LBN,2011,84.34
Lesotho,LSO,2011,106.06
Liberia,LBR,2011,91.39
Libya,LBY,2011,107.44
Liechtenstein,LIE,2011,
Lithuania,LTU,2011,79.31
Luxembourg,LUX,2011,91.17
Madagascar,MDG,2011,104.2
Malawi,MWI,2011,70.65
Malaysia,MYS,2011,82.85
Maldives,MDV,2011,104.98
Mali,MLI,2011,87.96
Malta,MLT,2011,105.2
Marshall Islands,MHL,2011,98.33
Mauritania,MRT,2011,86.6
Mauritius,MUS,2011,105.56
Mexico,MEX,2011,87.5
Micronesia,FSM,2011,80.17
Moldova,MDA,2011,95.32
Monaco,MCO,2011,
Mongolia,MNG,2011,68.69
Montenegro,MNE,2011,110.11
Morocco,MAR,2011,96.03
Mozambique,MOZ,2011,117.35
Myanmar,MMR,2011,94.62
Namibia,NAM,2011,100.37
Nauru,NRU,2011,95.91
Nepal,NPL,2011,91.14
Netherlands,NLD,2011,93.15
New Zealand,NZL,2011,85.91
Nicaragua,NIC,2011,91.18
Niger,NER,2011,74.94
Nigeria,NGA,2011,78.94
North Korea,PRK,2011,100.36
