Country Name,Country Code,Year,Food production index (2014-2016 = 100)
Afghanistan,AFG,2016,102.04
Albania,ALB,2016,103.09
Algeria,DZA,2016,102.79
Andorra,AND,2016,
Angola,AGO,2016,104.88
Antigua and Barbuda,ATG,2016,99.03
Argentina,ARG,2016,100.95
Armenia,ARM,2016,95.95
Australia,AUS,2016,97.98
Austria,AUT,2016,100.61
Azerbaijan,AZE,2016,103.9
Bahamas,BHS,2016,100.94
Bahrain,BHR,2016,117.89
Bangladesh,BGD,2016,101.33
Barbados,BRB,2016,98.24
Belarus,BLR,2016,98.34
Belgium,BEL,2016,96.87
Belize,BLZ,2016,95.61
Benin,BEN,2016,102.05
Bhutan,BTN,2016,110.51
Bolivia,BOL,2016,102.17
Bosnia and Herzegovina,BIH,2016,111.99
Botswana,BWA,2016,94.72
Brazil,BRA,2016,99.34
Brunei,BRN,2016,103.38
Bulgaria,BGR,2016,101.79
Burkina Faso,BFA,2016,101.36
Burundi,BDI,2016,103.78
C̫te d'Ivoire,CIV,2016,100.89
Cabo Verde,CPV,2016,100.05
Cambodia,KHM,2016,104.36
Cameroon,CMR,2016,103.27
Canada,CAN,2016,106.55
Central African Republic,CAF,2016,106.95
Chad,TCD,2016,105.45
Chile,CHL,2016,101.07
China,CHN,2016,101.05
Colombia,COL,2016,102.65
Comoros,COM,2016,102.24
Congo,COG,2016,98.69
Costa Rica,CRI,2016,101.78
Croatia,HRV,2016,109.16
Cuba,CUB,2016,103.07
Cyprus,CYP,2016,99.08
Czechia,CZE,2016,101.47
Democratic Republic of the Congo,COD,2016,102.02
Denmark,DNK,2016,98.83
Djibouti,DJI,2016,113.34
Dominica,DMA,2016,101.39
Dominican Republic,DOM,2016,104.06
Ecuador,ECU,2016,95.2
Egypt,EGY,2016,98.77
El Salvador,SLV,2016,104.21
Equatorial Guinea,GNQ,2016,99.67
Eritrea,ERI,2016,100.6
Estonia,EST,2016,91.45
Eswatini,SWZ,2016,98.23
Ethiopia,ETH,2016,102.15
Fiji,FJI,2016,83.01
Finland,FIN,2016,99.43
France,FRA,2016,95.29
Gabon,GAB,2016,100.85
Gambia,GMB,2016,93.93
Georgia,GEO,2016,97.7
Germany,DEU,2016,97.76
Ghana,GHA,2016,101.19
Greece,GRC,2016,99.16
Grenada,GRD,2016,101.77
Guatemala,GTM,2016,102.64
Guinea,GIN,2016,104.6
Guinea-Bissau,GNB,2016,103.5
Guyana,GUY,2016,95.63
Haiti,HTI,2016,99.31
Honduras,HND,2016,106.51
Hungary,HUN,2016,104.39
Iceland,ISL,2016,104.42
India,IND,2016,102.31
Indonesia,IDN,2016,98.66
Iran,IRN,2016,100.15
Iraq,IRQ,2016,81.03
Ireland,IRL,2016,103.17
Israel,ISR,2016,100.68
Italy,ITA,2016,101.88
Jamaica,JAM,2016,104.5
Japan,JPN,2016,99.42
Jordan,JOR,2016,106.03
Kazakhstan,KAZ,2016,106.36
Kenya,KEN,2016,95.67
Kiribati,KIR,2016,118.46
Kuwait,KWT,2016,106.9
Kyrgyzstan,KGZ,2016,104.36
Laos,LAO,2016,105.62
Latvia,LVA,2016,104.03
Lebanon,LBN,2016,106.2
Lesotho,LSO,2016,92.56
Liberia,LBR,2016,110.91
Libya,LBY,2016,99.1
Liechtenstein,LIE,2016,
Lithuania,LTU,2016,98.97
Luxembourg,LUX,2016,101.23
Madagascar,MDG,2016,100.23
Malawi,MWI,2016,97.96
Malaysia,MYS,2016,102.98
Maldives,MDV,2016,102.05
Mali,MLI,2016,112.88
Malta,MLT,2016,96.34
Marshall Islands,MHL,2016,126.67
Mauritania,MRT,2016,101.4
Mauritius,MUS,2016,97.23
Mexico,MEX,2016,104.11
Micronesia,FSM,2016,100.51
Moldova,MDA,2016,107.23
Monaco,MCO,2016,
Mongolia,MNG,2016,105.65
