Country Name,Country Code,Year,Food production index (2014-2016 = 100)
Afghanistan,AFG,2017,99.84
Albania,ALB,2017,103.88
Algeria,DZA,2017,102.87
Andorra,AND,2017,
Angola,AGO,2017,105.13
Antigua and Barbuda,ATG,2017,93.31
Argentina,ARG,2017,105.91
Armenia,ARM,2017,95.24
Australia,AUS,2017,108.12
Austria,AUT,2017,98.48
Azerbaijan,AZE,2017,107.73
Bahamas,BHS,2017,100.71
Bahrain,BHR,2017,137.69
Bangladesh,BGD,2017,110.77
Barbados,BRB,2017,102.65
Belarus,BLR,2017,102.21
Belgium,BEL,2017,102.61
Belize,BLZ,2017,103.64
Benin,BEN,2017,104.57
Bhutan,BTN,2017,109.76
Bolivia,BOL,2017,101.63
Bosnia and Herzegovina,BIH,2017,94.61
Botswana,BWA,2017,93.21
Brazil,BRA,2017,106.98
Brunei,BRN,2017,99.89
Bulgaria,BGR,2017,106.22
Burkina Faso,BFA,2017,95.84
Burundi,BDI,2017,100.5
C̫te d'Ivoire,CIV,2017,109.42
Cabo Verde,CPV,2017,87.69
Cambodia,KHM,2017,109.12
Cameroon,CMR,2017,103.19
Canada,CAN,2017,108.26
Central African Republic,CAF,2017,108.19
Chad,TCD,2017,108.64
Chile,CHL,2017,98.85
China,CHN,2017,102.37
Colombia,COL,2017,99.79
Comoros,COM,2017,102.62
Congo,COG,2017,99.98
Costa Rica,CRI,2017,104.26
Croatia,HRV,2017,93.43
Cuba,CUB,2017,103.84
Cyprus,CYP,2017,104
Czechia,CZE,2017,94.94
Democratic Republic of the Congo,COD,2017,103.91
Denmark,DNK,2017,102.11
Djibouti,DJI,2017,126.72
Dominica,DMA,2017,99.71
Dominican Republic,DOM,2017,106.29
Ecuador,ECU,2017,95.69
Egypt,EGY,2017,100.98
El Salvador,SLV,2017,104.04
Equatorial Guinea,GNQ,2017,101.74
Eritrea,ERI,2017,103.34
Estonia,EST,2017,99.56
Eswatini,SWZ,2017,101.53
Ethiopia,ETH,2017,106.31
Fiji,FJI,2017,112.76
Finland,FIN,2017,98.01
France,FRA,2017,101.33
Gabon,GAB,2017,102.19
Gambia,GMB,2017,80.78
Georgia,GEO,2017,89.17
Germany,DEU,2017,97.5
Ghana,GHA,2017,107.89
Greece,GRC,2017,99.76
Grenada,GRD,2017,94.44
Guatemala,GTM,2017,100.06
Guinea,GIN,2017,110.68
Guinea-Bissau,GNB,2017,105.11
Guyana,GUY,2017,104.83
Haiti,HTI,2017,94.51
Honduras,HND,2017,114.45
Hungary,HUN,2017,98.88
Iceland,ISL,2017,107.98
India,IND,2017,108.94
Indonesia,IDN,2017,110
Iran,IRN,2017,95.3
Iraq,IRQ,2017,78.72
Ireland,IRL,2017,110.85
Israel,ISR,2017,101.77
Italy,ITA,2017,97.96
Jamaica,JAM,2017,102.86
Japan,JPN,2017,99.87
Jordan,JOR,2017,97.04
Kazakhstan,KAZ,2017,111.69
Kenya,KEN,2017,90.64
Kiribati,KIR,2017,118.61
Kuwait,KWT,2017,109.99
Kyrgyzstan,KGZ,2017,105.71
Laos,LAO,2017,99.85
Latvia,LVA,2017,106.11
Lebanon,LBN,2017,107.16
Lesotho,LSO,2017,114.07
Liberia,LBR,2017,92.63
Libya,LBY,2017,98.12
Liechtenstein,LIE,2017,
Lithuania,LTU,2017,100.73
Luxembourg,LUX,2017,104.67
Madagascar,MDG,2017,97.92
Malawi,MWI,2017,116.56
Malaysia,MYS,2017,101.08
Maldives,MDV,2017,101.39
Mali,MLI,2017,113.15
Malta,MLT,2017,95.03
Marshall Islands,MHL,2017,126.67
Mauritania,MRT,2017,103.34
Mauritius,MUS,2017,97.65
Mexico,MEX,2017,107.85
Micronesia,FSM,2017,101.04
Moldova,MDA,2017,115.78
Monaco,MCO,2017,
Mongolia,MNG,2017,107.14
Montenegro,MNE,2017,97.82
Morocco,MAR,2017,108.67
Mozambique,MOZ,2017,116.87
Myanmar,MMR,2017,100.41
Namibia,NAM,2017,104.94
Nauru,NRU,2017,99.49
Nepal,NPL,2017,105.83
Netherlands,NLD,2017,102.47
New Zealand,NZL,2017,98.07
Nicaragua,NIC,2017,115.76
Niger,NER,2017,110.48
Nigeria,NGA,2017,109.08
