Country Name,Country Code,Year,Food production index (2014-2016 = 100)
Afghanistan,AFG,2009,92.24
Albania,ALB,2009,79.91
Algeria,DZA,2009,73.34
Andorra,AND,2009,
Angola,AGO,2009,80.89
Antigua and Barbuda,ATG,2009,141.4
Argentina,ARG,2009,76.08
Armenia,ARM,2009,84.35
Australia,AUS,2009,86.77
Austria,AUT,2009,101.87
Azerbaijan,AZE,2009,88.58
Bahamas,BHS,2009,78.63
Bahrain,BHR,2009,39.72
Bangladesh,BGD,2009,80.52
Barbados,BRB,2009,115.89
Belarus,BLR,2009,100.37
Belgium,BEL,2009,92.73
Belize,BLZ,2009,96.47
Benin,BEN,2009,77.51
Bhutan,BTN,2009,80.73
Bolivia,BOL,2009,79.67
Bosnia and Herzegovina,BIH,2009,107.17
Botswana,BWA,2009,115.06
Brazil,BRA,2009,84.14
Brunei,BRN,2009,84.82
Bulgaria,BGR,2009,82.08
Burkina Faso,BFA,2009,73.32
Burundi,BDI,2009,88.92
C̫te d'Ivoire,CIV,2009,72.05
Cabo Verde,CPV,2009,95.51
Cambodia,KHM,2009,69.41
Cameroon,CMR,2009,75.79
Canada,CAN,2009,87.14
Central African Republic,CAF,2009,70.92
Chad,TCD,2009,66.73
Chile,CHL,2009,89.6
China,CHN,2009,85.1
Colombia,COL,2009,86.14
Comoros,COM,2009,96.56
Congo,COG,2009,84.44
Costa Rica,CRI,2009,84.4
Croatia,HRV,2009,99.04
Cuba,CUB,2009,95.78
Cyprus,CYP,2009,107.7
Czechia,CZE,2009,96.86
Democratic Republic of the Congo,COD,2009,52.46
Denmark,DNK,2009,98.1
Djibouti,DJI,2009,117.81
Dominica,DMA,2009,96.11
Dominican Republic,DOM,2009,77.02
Ecuador,ECU,2009,97.02
Egypt,EGY,2009,95.11
El Salvador,SLV,2009,106.09
Equatorial Guinea,GNQ,2009,88.75
Eritrea,ERI,2009,93.64
Estonia,EST,2009,83
Eswatini,SWZ,2009,90.77
Ethiopia,ETH,2009,72.11
Fiji,FJI,2009,111.21
Finland,FIN,2009,102.47
France,FRA,2009,100.92
Gabon,GAB,2009,85.4
Gambia,GMB,2009,133.75
Georgia,GEO,2009,92.81
Germany,DEU,2009,98.31
Ghana,GHA,2009,81.98
Greece,GRC,2009,102.53
Grenada,GRD,2009,72.69
Guatemala,GTM,2009,76.23
Guinea,GIN,2009,75.54
Guinea-Bissau,GNB,2009,89.23
Guyana,GUY,2009,63.24
Haiti,HTI,2009,85.08
Honduras,HND,2009,93
Hungary,HUN,2009,91.65
Iceland,ISL,2009,88.84
India,IND,2009,77.39
Indonesia,IDN,2009,96.05
Iran,IRN,2009,84.99
Iraq,IRQ,2009,104.45
Ireland,IRL,2009,84.94
Israel,ISR,2009,90.2
