Country Name,Country Code,Year,Food production index (2014-2016 = 100)
Afghanistan,AFG,2022,111.43
Albania,ALB,2022,105.4
Algeria,DZA,2022,111.22
Andorra,AND,2022,
Angola,AGO,2022,124.09
Antigua and Barbuda,ATG,2022,89.95
Argentina,ARG,2022,109.39
Armenia,ARM,2022,83.87
Australia,AUS,2022,112.1
Austria,AUT,2022,100.45
Azerbaijan,AZE,2022,129.02
Bahamas,BHS,2022,99.17
Bahrain,BHR,2022,129.17
Bangladesh,BGD,2022,125.2
Barbados,BRB,2022,102.71
Belarus,BLR,2022,102.53
Belgium,BEL,2022,100
Belize,BLZ,2022,102.28
Benin,BEN,2022,126.25
Bhutan,BTN,2022,77.75
Bolivia,BOL,2022,115.45
Bosnia and Herzegovina,BIH,2022,113.39
Botswana,BWA,2022,96.87
Brazil,BRA,2022,113.77
Brunei,BRN,2022,119.3
Bulgaria,BGR,2022,100.74
Burkina Faso,BFA,2022,118.84
Burundi,BDI,2022,119.15
CÃ´te d'Ivoire,CIV,2022,121.86
Cabo Verde,CPV,2022,74.78
Cambodia,KHM,2022,123.74
Cameroon,CMR,2022,107.84
Canada,CAN,2022,111.63
Central African Republic,CAF,2022,147.99
Chad,TCD,2022,130.28
Chile,CHL,2022,105.36
China,CHN,2022,111.75
Colombia,COL,2022,110.64
Comoros,COM,2022,106.65
Congo,COG,2022,106.13
Costa Rica,CRI,2022,100.36
Croatia,HRV,2022,89.5
Cuba,CUB,2022,71.39
Cyprus,CYP,2022,108.71
Czechia,CZE,2022,97.66
Democratic Republic of the Congo,COD,2022,122.79
Denmark,DNK,2022,103.83
Djibouti,DJI,2022,133
Dominica,DMA,2022,100.85
Dominican Republic,DOM,2022,127.89
Ecuador,ECU,2022,98.86
Egypt,EGY,2022,109.07
El Salvador,SLV,2022,102.68
Equatorial Guinea,GNQ,2022,103.43
Eritrea,ERI,2022,106.08
Estonia,EST,2022,105.65
Eswatini,SWZ,2022,105.96
Ethiopia,ETH,2022,116.31
Fiji,FJI,2022,139.65
Finland,FIN,2022,98.15
France,FRA,2022,94.02
Gabon,GAB,2022,105.76
Gambia,GMB,2022,71.08
Georgia,GEO,2022,113.64
Germany,DEU,2022,92.71
Ghana,GHA,2022,135.5
Greece,GRC,2022,102.76
Grenada,GRD,2022,86.71
Guatemala,GTM,2022,107.89
Guinea,GIN,2022,144.8
Guinea-Bissau,GNB,2022,122.25
Guyana,GUY,2022,111.69
Haiti,HTI,2022,77.85
Honduras,HND,2022,107
Hungary,HUN,2022,74.66
Iceland,ISL,2022,102.07
India,IND,2022,127.82
Indonesia,IDN,2022,117.14
Iran,IRN,2022,83.89
Iraq,IRQ,2022,106.36
Ireland,IRL,2022,121.51
Israel,ISR,2022,105.48
Italy,ITA,2022,96.97
Jamaica,JAM,2022,113.26
Japan,JPN,2022,100.27
Jordan,JOR,2022,110.25
Kazakhstan,KAZ,2022,127.76
Kenya,KEN,2022,112.38
Kiribati,KIR,2022,97.32
Kuwait,KWT,2022,130.87
Kyrgyzstan,KGZ,2022,112.75
Laos,LAO,2022,114.84
Latvia,LVA,2022,103.93
Lebanon,LBN,2022,104.14
Lesotho,LSO,2022,98.67
Liberia,LBR,2022,102.67
Libya,LBY,2022,105.75
Liechtenstein,LIE,2022,
Lithuania,LTU,2022,99.53
Luxembourg,LUX,2022,114.89
Madagascar,MDG,2022,105.91
Malawi,MWI,2022,146.13
Malaysia,MYS,2022,102.8
Maldives,MDV,2022,94.49
Mali,MLI,2022,136.03
Malta,MLT,2022,75.95
Marshall Islands,MHL,2022,90.84
Mauritania,MRT,2022,116.51
Mauritius,MUS,2022,84.4
Mexico,MEX,2022,117.03
Micronesia,FSM,2022,121.63
Moldova,MDA,2022,89.67
Monaco,MCO,2022,
Mongolia,MNG,2022,157.87
Montenegro,MNE,2022,100.56
Morocco,MAR,2022,106.07
Mozambique,MOZ,2022,161.67
Myanmar,MMR,2022,76.96
Namibia,NAM,2022,100.53
Nauru,NRU,2022,99.71
Nepal,NPL,2022,123.18
Netherlands,NLD,2022,101
New Zealand,NZL,2022,100.57
Nicaragua,NIC,2022,127.92
Niger,NER,2022,132.61
Nigeria,NGA,2022,119.85
North Korea,PRK,2022,92.69
North Macedonia,MKD,2022,100.68
Norway,NOR,2022,102.72
Oman,OMN,2022,170.06
Pakistan,PAK,2022,122.43
Palau,PLW,2022,
Palestine,PSE,2022,111.76
Panama,PAN,2022,115.45
Papua New Guinea,PNG,2022,100.55
Paraguay,PRY,2022,85.44
Peru,PER,2022,128.07
Philippines,PHL,2022,100.51
Poland,POL,2022,111.71
Portugal,PRT,2022,110.34
Qatar,QAT,2022,145.71
Romania,ROU,2022,85.18
Russia,RUS,2022,126.44
Rwanda,RWA,2022,117.31
Saint Kitts and Nevis,KNA,2022,115.11
Saint Lucia,LCA,2022,90.59
Saint Vincent and the Grenadines,VCT,2022,101.11
Samoa,WSM,2022,83.05
San Marino,SMR,2022,
Sao Tome and Principe,STP,2022,107.25
Saudi Arabia,SAU,2022,172.66
Senegal,SEN,2022,177.49
Serbia,SRB,2022,98.37
Seychelles,SYC,2022,149.83
Sierra Leone,SLE,2022,104.72
Singapore,SGP,2022,131.01
Slovakia,SVK,2022,86.15
Slovenia,SVN,2022,94
Solomon Islands,SLB,2022,100.49
Somalia,SOM,2022,98.94
South Africa,ZAF,2022,113.24
South Korea,KOR,2022,101.21
South Sudan,SSD,2022,114.76
Spain,ESP,2022,98.83
Sri Lanka,LKA,2022,99.24
Sudan,SDN,2022,116.41
Suriname,SUR,2022,87.89
Sweden,SWE,2022,101.15
Switzerland,CHE,2022,97.39
Syria,SYR,2022,96.98
TÃ¼rkiye,TUR,2022,128.92
Tajikistan,TJK,2022,150.12
Tanzania,TZA,2022,109.9
Thailand,THA,2022,104.2
Timor-Leste,TLS,2022,101.69
Togo,TGO,2022,128.24
Tonga,TON,2022,97.78
Trinidad and Tobago,TTO,2022,93.08
Tunisia,TUN,2022,109.55
Turkmenistan,TKM,2022,112.03
Tuvalu,TUV,2022,110.82
Uganda,UGA,2022,135.53
Ukraine,UKR,2022,87.83
United Arab Emirates,ARE,2022,124.86
United Kingdom,GBR,2022,101.24
United States,USA,2022,100.86
Uruguay,URY,2022,97.82
Uzbekistan,UZB,2022,114.43
Vanuatu,VUT,2022,82.96
Vatican City,VAT,2022,
Venezuela,VEN,2022,89.88
Vietnam,VNM,2022,113.65
Yemen,YEM,2022,118.29
Zambia,ZMB,2022,119.91
Zimbabwe,ZWE,2022,121.68
