Country,Country Code,Year,Value
Afghanistan,AFG,2006,4.09270201656348
Albania,ALB,2006,-0.630911244851673
Algeria,DZA,2006,1.54127363754195
Andorra,AND,2006,2.7567571256705
Angola,AGO,2006,3.68489201610335
Antigua and Barbuda,ATG,2006,1.23960018151071
Argentina,ARG,2006,1.02824760534561
Armenia,ARM,2006,-0.615288463799411
Australia,AUS,2006,1.34945083098893
Austria,AUT,2006,0.494797775098466
Azerbaijan,AZE,2006,1.09858657441812
Bahamas,BHS,2006,1.2946015448339
Bahrain,BHR,2006,7.74778631282051
Bangladesh,BGD,2006,1.16116775095831
Barbados,BRB,2006,0.481152127044188
Belarus,BLR,2006,-0.612296198031047
Belgium,BEL,2006,0.659558214980699
Belize,BLZ,2006,2.87083521745194
Benin,BEN,2006,3.12066888297415
Bhutan,BTN,2006,1.34079315421153
Bolivia,BOL,2006,1.70464062326774
Bosnia and Herzegovina,BIH,2006,-0.814268145096121
Botswana,BWA,2006,1.86517712065057
Brazil,BRA,2006,1.05833842529955
Brunei,BRN,2006,1.58852615956489
Bulgaria,BGR,2006,-0.759505915531059
Burkina Faso,BFA,2006,3.12034537509581
Burundi,BDI,2006,3.6016417629351
Cabo Verde,CPV,2006,1.15040265762577
Cambodia,KHM,2006,1.47594305468246
Cameroon,CMR,2006,2.74855128044116
Canada,CAN,2006,1.01355939144957
Central African Republic,CAF,2006,2.04865266623958
Chad,TCD,2006,3.59763738193098
Chile,CHL,2006,0.976434392610197
China,CHN,2006,0.558374367373002
Colombia,COL,2006,1.32542990992624
Comoros,COM,2006,2.0170547631074
Congo,COG,2006,3.74399199815897
Costa Rica,CRI,2006,1.40053416057494
Croatia,HRV,2006,0.0235231237565747
Cuba,CUB,2006,0.141927411231616
Cyprus,CYP,2006,1.74760698284514
Czechia,CZE,2006,0.270795629232185
Côte d'Ivoire,CIV,2006,2.35559796287643
Democratic Republic of the Congo,COD,2006,3.08284543640824
Denmark,DNK,2006,0.328645158919929
Djibouti,DJI,2006,1.95849040506805
Dominica,DMA,2006,0.104696825035423
Dominican Republic,DOM,2006,1.25120281923629
Ecuador,ECU,2006,1.7182541754606
Egypt,EGY,2006,1.95291342300488
El Salvador,SLV,2006,-0.0542809466140504
Equatorial Guinea,GNQ,2006,4.43647900593476
Eritrea,ERI,2006,1.57651841967655
Estonia,EST,2006,-0.589655559840225
Eswatini,SWZ,2006,0.500496085577333
Ethiopia,ETH,2006,2.93729031507005
Fiji,FJI,2006,0.900982208728377
Finland,FIN,2006,0.383777136305104
France,FRA,2006,0.696338574828463
Gabon,GAB,2006,3.01803087434569
Gambia,GMB,2006,2.852561853424
Georgia,GEO,2006,-0.568484712403705
Germany,DEU,2006,-0.112797497644931
Ghana,GHA,2006,2.59967236461776
Greece,GRC,2006,0.30033180096664
Grenada,GRD,2006,0.364763058562721
Guatemala,GTM,2006,2.11558878139909
Guinea,GIN,2006,2.09058658116716
Guinea-Bissau,GNB,2006,2.41122516333709
Guyana,GUY,2006,-0.256336166889951
Haiti,HTI,2006,1.69924650861823
Honduras,HND,2006,2.35854731680492
Hungary,HUN,2006,-0.155716484651578
Iceland,ISL,2006,2.34742243028387
India,IND,2006,1.56412522526913
Indonesia,IDN,2006,1.32525502272966
Iran,IRN,2006,2.15444092874448
Iraq,IRQ,2006,0.733263441372763
Ireland,IRL,2006,2.69600564359576
Israel,ISR,2006,1.76780587358185
Italy,ITA,2006,0.400079310970985
Jamaica,JAM,2006,0.516033523535749
Japan,JPN,2006,0.0633735894181335
Jordan,JOR,2006,6.38870724302854
Kazakhstan,KAZ,2006,0.845600611531775
Kenya,KEN,2006,3.04704867411558
Kiribati,KIR,2006,2.00156137723437
Kuwait,KWT,2006,5.56242109286012
Kyrgyzstan,KGZ,2006,1.07375909231552
Laos,LAO,2006,1.58338798520366
Latvia,LVA,2006,-0.91727295748817
Lebanon,LBN,2006,1.69887292002787
Lesotho,LSO,2006,-0.411119833657806
Liberia,LBR,2006,5.58972152870902
Libya,LBY,2006,2.05113885258773
Liechtenstein,LIE,2006,0.81387467447858
Lithuania,LTU,2006,-1.59637831830094
Luxembourg,LUX,2006,1.59505191774492
Madagascar,MDG,2006,2.93769107946479
Malawi,MWI,2006,2.75507030698051
Malaysia,MYS,2006,2.22705351047756
Maldives,MDV,2006,2.39322700867029
Mali,MLI,2006,3.2804387949943
Malta,MLT,2006,0.364336947162944
Marshall Islands,MHL,2006,0.165547016575545
Mauritania,MRT,2006,2.50658248493226
Mauritius,MUS,2006,0.466403525955087
Mexico,MEX,2006,1.35374920696209
Micronesia,FSM,2006,-0.614926692700671
Moldova,MDA,2006,-0.277922768195992
Monaco,MCO,2006,-0.476139508779456
Mongolia,MNG,2006,1.20548331364776
Montenegro,MNE,2006,0.12429981279666
Morocco,MAR,2006,1.35136550551358
Mozambique,MOZ,2006,2.3486041998682
Myanmar,MMR,2006,0.728331835978341
Namibia,NAM,2006,1.27859222127371
Nauru,NRU,2006,-0.149380100476041
Nepal,NPL,2006,0.968206396130087
Netherlands,NLD,2006,0.160613668857538
New Zealand,NZL,2006,1.21898486028427
Nicaragua,NIC,2006,1.42647684672934
Niger,NER,2006,3.65709371425878
Nigeria,NGA,2006,2.76124698861505
North Korea,PRK,2006,0.523597022459874
North Macedonia,MKD,2006,-0.55220427661592
Norway,NOR,2006,0.805392739160981
Oman,OMN,2006,2.21104303950359
Pakistan,PAK,2006,2.3820052866049
Palau,PLW,2006,-1.14687139535809
Palestine,PSE,2006,2.55525867519272
Panama,PAN,2006,1.85404642513367
Papua New Guinea,PNG,2006,3.18938474785493
Paraguay,PRY,2006,1.04172810758939
Peru,PER,2006,0.791526842084803
Philippines,PHL,2006,1.68208380821541
Poland,POL,2006,-0.0633705742926632
Portugal,PRT,2006,0.18033244147767
Qatar,QAT,2006,16.4332567938557
Romania,ROU,2006,-0.592402560029107
Russia,RUS,2006,-0.327445270108383
Rwanda,RWA,2006,2.66683575241351
Saint Kitts and Nevis,KNA,2006,0.283852845256594
Saint Lucia,LCA,2006,0.716076160693592
Saint Vincent and the Grenadines,VCT,2006,-0.388481492207911
Samoa,WSM,2006,0.390192842270374
San Marino,SMR,2006,1.15962645690926
Sao Tome and Principe,STP,2006,2.44392306226435
Saudi Arabia,SAU,2006,4.28087578648729
Senegal,SEN,2006,2.32792929230269
Serbia,SRB,2006,-0.393204593401
Seychelles,SYC,2006,2.0805967352947
Sierra Leone,SLE,2006,2.2066693720303
Singapore,SGP,2006,3.1293891560754
Slovakia,SVK,2006,0.00459711883568263
Slovenia,SVN,2006,0.31911453657107
Solomon Islands,SLB,2006,1.74709011654713
Somalia,SOM,2006,3.06479248294565
South Africa,ZAF,2006,1.02172490694402
South Korea,KOR,2006,0.525199940498775
South Sudan,SSD,2006,4.96525465188372
Spain,ESP,2006,1.69035255626114
Sri Lanka,LKA,2006,0.669909171598541
Sudan,SDN,2006,2.30819636827177
Suriname,SUR,2006,1.0885764053437
Sweden,SWE,2006,0.562483906481893
Switzerland,CHE,2006,0.627558473346134
Syria,SYR,2006,4.28105517398245
Tajikistan,TJK,2006,1.90026148122724
Tanzania,TZA,2006,2.80055623798532
Thailand,THA,2006,0.83006330336846
Timor-Leste,TLS,2006,2.93915722136614
Togo,TGO,2006,2.80124284070489
Tonga,TON,2006,0.549254886800715
Trinidad and Tobago,TTO,2006,0.26615888493115
Tunisia,TUN,2006,0.8828182844401
Turkmenistan,TKM,2006,1.85993465591178
Tuvalu,TUV,2006,1.16024506194636
Türkiye,TUR,2006,1.02715519431982
Uganda,UGA,2006,2.92745935131587
Ukraine,UKR,2006,-0.646951976746368
United Arab Emirates,ARE,2006,7.12134410320015
United Kingdom,GBR,2006,0.73504867842129
United States,USA,2006,0.964253917136075
Uruguay,URY,2006,0.113607393322573
Uzbekistan,UZB,2006,1.28947762259063
Vanuatu,VUT,2006,2.42018173069706
Vatican City,VAT,2006,
Venezuela,VEN,2006,1.62520895526481
Vietnam,VNM,2006,1.32258336381927
Yemen,YEM,2006,3.25064888639941
Zambia,ZMB,2006,3.44488603404196
Zimbabwe,ZWE,2006,1.21827740248004
