Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Kiribati,KIR,845.3672402,718.8337871,810.1087004,1020.500339,1083.268899,1161.783417,1123.19259,1352.57814,1410.622469,1316.627539,1522.100687,1771.129268,1843.553363,1772.087183,1736.705357,1639.852747,1742.667993,1853.051227,1912.738094,1750.997719,1751.782492,2222.048195,2069.767173,2177.701258
Kuwait,KWT,19296.34717,17374.23187,18512.7523,22690.65518,27552.28274,36122.61427,42946.63741,45709.41329,55585.18893,37907.10013,39212.25222,49169.60638,52155.22258,49651.04393,44368.78135,29882.21265,27323.68907,29047.65361,32067.96238,31707.87374,25236.07558,34018.63426,39981.7691,34075.84901
Kyrgyzstan,KGZ,279.6217385,308.4112955,321.7267754,380.5058288,433.2338733,476.5481936,543.1135125,721.7715775,966.3885694,870.1988945,876.9544764,1117.401744,1168.622447,1269.663035,1264.526688,1105.651938,1103.274894,1221.390468,1283.520304,1421.999275,1229.517666,1349.997307,1739.720183,2138.222102
Laos,LAO,318.7498522,320.3160054,313.3508171,355.0972162,409.2962983,466.061507,579.3919474,697.3230137,885.7473761,935.0323728,1125.916102,1361.547044,1563.565077,1812.517744,1981.039109,2121.013391,2303.22156,2432.430595,2545.107542,2589.32081,2583.777307,2526.05105,2046.404403,2066.949798
Latvia,LVA,3278.178964,3504.618295,4003.609358,4914.579928,6109.732652,7283.787381,9211.737447,13370.97895,15677.60809,11996.03227,11188.41917,12902.57405,13329.34999,14484.47153,15185.81458,13321.97531,13838.52668,15132.49583,17252.17104,17294.97516,17564.23215,20261.88878,20221.10369,22710.26375
Lebanon,LBN,3986.835139,4009.559298,4290.852838,4437.715885,4600.683714,4602.198046,4635.251412,5125.2581,5912.045328,7090.854939,7625.810516,7834.962571,8406.984056,8162.379294,7577.64133,7714.11,8089.012088,8608.21085,9174.536662,8905.880055,5561.19167,4045.373911,3654.358455,3477.724898
Lesotho,LSO,442.7795458,412.6774737,388.9233499,583.2700362,766.6858209,861.3814964,925.4674855,861.1884209,898.4825179,878.8479505,1119.475578,1280.733909,1217.930712,1151.037358,1173.537793,1121.198513,992.4918407,1069.366732,1170.655697,1082.057068,918.5825747,1066.586451,1030.125829,916.282977
Liberia,LBR,298.4853406,300.4638286,299.5364455,239.7795567,284.140224,287.4873334,320.5580862,374.2113081,451.7138563,448.386367,492.252808,568.0878655,638.3687515,710.7445709,706.7144901,692.5900824,714.6130631,699.2690957,692.2031271,658.1641808,616.787867,667.9661051,744.6171752,799.1944702
Libya,LBY,7214.100404,6312.800305,3718.294347,4674.099432,5773.763332,8079.249573,10048.84804,11144.94484,13906.14078,9551.054039,11600.90686,7593.839153,14975.89028,11951.71341,8926.420746,7458.489178,7525.802993,9965.832367,11196.58548,9963.194891,6650.338106,4935.827873,5986.636949,6026.515187
Liechtenstein,LIE,76087.91111,75067.80017,79795.17859,90108.36736,100280.8314,105295.057,114167.9392,130492.5953,143249.2273,126024.7146,141089.8128,158066.3694,148842.0351,172823.6078,178735.153,167187.1573,165375.4914,170547.0923,174988.7751,166907.8393,164671.0936,201944.8303,188055.0032,206780.5904
Lithuania,LTU,3300.636349,3532.527874,4148.130915,5507.474342,6734.574871,7857.031488,9210.101182,12295.12128,14955.53455,11854.37111,11829.12261,14261.84338,14288.18535,15636.52526,16446.16472,14269.80399,14934.27028,16800.15102,19247.23154,19608.79439,20428.64782,23870.45949,25085.78406,27786.00578
Luxembourg,LUX,48659.59888,48440.14202,53005.73392,65689.32145,76544.91709,80988.13762,90788.80049,107475.3203,120422.1379,109419.747,110885.9914,119025.0572,112584.6763,120000.1407,123678.7021,105462.0126,106899.2935,110193.2138,116926.7596,112696.6491,116860.0282,134965.8154,123719.6589,133230.6192
Madagascar,MDG,280.2829056,319.2832782,304.9417774,352.6200958,272.2007486,305.8120749,324.1468749,419.5480014,512.5798001,446.3152384,450.0093916,506.1636916,493.5111629,515.3015894,505.6849225,445.3200695,453.9707145,491.8668487,500.4571855,499.8188376,450.7716152,483.4694634,503.5145335,508.7184277
Malawi,MWI,224.2241592,215.4745249,428.2104398,383.3485969,404.6742484,414.361122,440.822149,475.1802617,554.0488204,625.8697299,683.1246947,763.0610004,558.4620883,496.9473683,529.513344,539.6053632,450.5061055,495.7696834,533.2025672,580.8891398,602.5074782,617.4469945,604.2697404,633.214768
Malaysia,MYS,4083.528745,3943.799439,4184.031638,4465.321946,4939.248519,5555.5818,6158.407855,7168.930319,8371.821561,7191.432872,8899.345055,10217.10686,10600.57442,10713.64076,11013.31073,9648.679794,9476.534098,9862.548066,10901.802,10920.19176,9957.526267,10903.10375,11754.56783,11386.03956
Maldives,MDV,2213.812351,3033.932345,3076.070072,3548.576701,4070.260946,3796.515465,5018.943354,5758.102869,6757.432809,6734.031656,7173.596018,7424.520411,7461.297037,8236.081779,8939.074166,9644.90655,9947.807447,10509.62881,11423.28384,11740.2724,7393.888654,10176.14388,11786.01915,12587.6126
Mali,MLI,304.6528702,346.2245543,378.1916786,441.9103585,495.0062947,548.7303828,586.9854155,670.853395,767.194839,787.4825643,797.1515411,938.2929026,872.5060925,901.9209576,947.9150333,838.1198694,872.4685872,924.0575317,996.3792921,971.9493186,953.2429433,1027.273454,976.9141164,1043.953385
Malta,MLT,10348.48589,10357.70259,11251.20253,13593.97872,15212.13134,15831.34405,16653.60369,19444.1742,22315.31042,21176.32183,21946.60696,23516.96912,22878.31309,25415.55669,27424.57656,25529.68133,26459.07709,30317.24432,33382.26775,32421.91798,31823.43639,38096.83607,35638.88695,40905.80596
Marshall Islands,MHL,2264.791149,2394.345011,2566.067088,2539.330738,2566.08291,2658.652179,2754.269888,2892.28404,2817.605228,2906.63027,3095.45769,3319.398154,3514.265155,3677.906908,3735.239778,3764.344262,4229.809889,4592.834576,4858.120791,5292.339855,5661.967873,6315.312796,6455.660622,6793.244959
Mauritania,MRT,680.9110619,651.8178402,648.8796439,732.0178208,823.5544571,998.9658342,1300.60368,1405.150162,1635.563062,1435.430108,1659.963697,1931.199755,1859.117332,1934.241031,1713.008653,1554.948979,1565.765757,1615.004013,1722.935289,1767.072711,1795.764596,1947.789184,1960.352401,2135.781876
Mauritius,MUS,3981.983432,3908.556949,4073.060531,4858.265755,5460.608002,5354.029743,5784.224919,6677.349624,8140.508086,7426.886456,8113.176707,9324.242323,9421.525141,9877.13866,10490.33156,9630.543784,10095.12256,10986.70341,11818.74806,11568.25334,9135.847738,9177.71196,10246.50175,11269.96845
Mexico,MEX,7524.027138,7952.764795,7983.033984,7434.074649,7849.667596,8671.758919,9512.635753,10134.33271,10523.76854,8423.569332,9728.800784,10664.4944,10744.13352,11216.80085,11391.37735,10021.23861,9097.923977,9649.278168,10084.79376,10369.55536,8841.27075,10314.05067,11405.79405,13860.95978
Micronesia,FSM,2049.345325,2103.748595,2113.459873,2145.877553,2104.428048,2207.168445,2244.972273,2293.513417,2369.508117,2544.111146,2702.611652,2848.70077,2992.289161,2893.134374,2896.73082,2853.076436,2979.601192,3279.10779,3566.586904,3572.659183,3362.028021,3508.223142,3710.124516,3919.643079
Moldova,MDA,440.538684,507.4040763,570.7998662,682.319096,897.1784947,1034.391977,1183.024814,1531.216186,2110.553054,1898.439757,2436.799351,2941.362241,3044.808432,3321.043978,3289.957586,2749.551371,2847.087948,3453.267277,4156.44982,4405.334182,4375.778893,5274.605822,5744.296184,6799.585946
Monaco,MCO,81789.02065,82402.78096,90051.44599,111110.4513,125160.2281,130538.7426,143083.4611,184558.5566,204263.7971,169150.2673,161853.9206,179363.9842,165444.6514,184940.6638,195693.5707,170437.1012,173604.7536,170663.3752,188298.3157,193746.7856,176891.8865,223823.364,226052.0019,256799.7886
Mongolia,MNG,476.0275508,524.4534836,570.2492132,643.1680689,794.154552,994.9001091,1329.891796,1627.687877,2127.426786,1703.327568,2625.218814,3736.042015,4328.890019,4340.143105,4126.239758,3838.92127,3619.900264,3645.967087,4107.642885,4347.546103,4001.251931,4517.61578,4993.514875,5838.631081
Montenegro,MNE,1627.065119,1909.598702,2106.635068,2789.159065,3380.165121,3674.617924,4418.849515,5971.84639,7359.95119,6700.114051,6678.639308,7265.516687,6552.480717,7102.778829,7342.173395,6421.003073,6968.015394,7674.281394,8673.591281,8749.023752,7538.53636,9317.155201,10024.54356,12259.8775
Morocco,MAR,1499.107422,1506.245239,1596.02063,1941.872559,2183.55542,2242.988281,2438.126465,2755.585938,3183.200439,3119.588623,3067.985352,3301.98877,3164.177246,3379.743164,3435.406982,3146.247803,3140.855469,3296.526611,3501.697998,3508.097656,3268.030273,3785.936279,3463.137695,3813.726074
Mozambique,MOZ,327.1262398,304.7921386,313.8866617,339.4887378,400.0569732,436.7738562,457.4876478,507.8749239,592.1591112,547.6971442,496.1858394,618.1764929,685.6857482,686.5056725,697.1426804,610.5637747,441.4897348,470.9385631,517.5072603,519.0925509,462.4338765,509.9078295,578.2516638,622.0002977
Myanmar,MMR,196.6195806,141.5256607,146.5983904,224.2926889,224.5088114,252.6851931,303.4950871,419.3757807,658.4424872,758.4429358,1010.534173,1213.628987,1202.665896,1199.095616,1293.000423,1166.733055,1229.197135,1272.822418,1298.213103,1425.989542,1490.216836,1242.721344,1158.050051,1233.196662
Namibia,NAM,2156.675905,1915.589266,1772.075655,2569.247393,3403.154962,3685.773,4017.183472,4379.043137,4204.785554,4302.913741,5418.216334,5834.791768,5942.64681,5346.621311,5378.323262,4774.106509,4395.687762,5143.960723,5308.608134,4731.921032,3878.58983,4412.835569,4349.799085,4187.605004
Nauru,NRU,2648.601529,2232.30874,2084.648245,2463.282591,3040.513499,2992.403828,2910.141458,2272.152913,3756.845312,4410.567647,4735.920005,6444.036421,9842.770327,8974.518869,9230.054403,7747.25585,8748.156326,9656.979766,11413.7463,10801.77057,10709.06881,14979.0999,12911.90864,12752.47239
Nepal,NPL,223.8302892,240.7951145,238.891403,246.4297066,279.58775,309.0241683,340.4317964,385.4497677,464.8173919,473.0787512,585.278492,785.5186562,788.2029371,803.2695954,821.4552249,875.5436355,877.2564547,1034.283749,1179.198432,1203.142947,1154.215176,1252.750767,1385.910663,1382.330558
Netherlands,NLD,26225.16977,26955.7128,29446.53309,35896.75046,40611.34144,42165.39617,45123.54324,52100.79963,58246.70269,53172.02616,51305.73385,54701.7728,50473.9442,52602.28605,53457.22349,45793.81354,46808.52915,49513.68173,53955.077,53554.90075,53467.92774,60141.98809,59123.31856,63515.60308
New Zealand,NZL,13641.10272,13882.85683,16874.18749,21913.70817,25420.23488,27751.06547,26654.5932,32479.98174,31324.7398,28276.72554,33761.90096,38431.77668,40053.69915,43000.46468,44618.26697,38665.3723,40113.71954,42950.38417,43257.07692,42855.83186,41997.78303,49950.42517,49099.70904,49075.95628
Nicaragua,NIC,1017.312443,1051.874236,1014.333904,1021.352167,1098.621187,1183.30214,1248.173716,1350.381458,1523.684371,1467.082881,1526.56707,1679.711921,1784.69836,1835.439964,1958.370476,2074.456206,2131.687048,2182.61381,2035.165494,1958.620515,1938.447048,2138.385885,2322.89054,2609.444921
Niger,NER,194.7719599,205.4179361,225.2943911,265.2253635,283.4682818,318.6431219,333.3450784,387.1680659,475.0449554,461.131534,474.4256923,510.7595618,528.5101045,552.1033344,565.3098973,485.6625742,502.7064754,521.80413,578.5680357,561.6913043,579.5124958,608.7224396,609.7451476,638.3360809
Nigeria,NGA,547.3182989,566.4282318,712.1648521,763.3887454,962.4810419,1211.377035,1599.538916,1815.526975,2154.105435,1820.486339,2202.25673,2418.41317,2633.197347,2872.790834,3088.721313,2585.733607,2070.412734,1876.340271,2057.879446,3189.812865,2797.184581,2787.487792,2899.160475,2138.763837
North Korea,PRK,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,1861.898998,1823.022677,1989.135373,2445.362864,2818.581456,3120.984014,3440.441106,4204.113288,5026.420299,4799.787228,4833.365868,5416.866729,5049.826539,5626.261157,5925.385922,5262.686719,5598.486226,5955.297386,6713.989254,6718.858266,6659.596511,7620.80297,7606.237525,8674.358463
Norway,NOR,38178.23688,38601.89764,43170.55717,50250.32982,57768.6981,67047.17046,74434.49968,85502.26771,97503.54078,80347.57007,88163.20859,101221.8135,102175.9193,103553.8401,97666.69518,74809.9658,70867.361,76131.8384,82792.84271,76430.58895,68340.0181,93072.89251,109269.5206,87497.21796
Oman,OMN,9753.847552,9611.963602,9869.130502,10463.54258,11800.85074,14434.85779,16930.85651,18792.65377,26576.77924,20655.91802,23570.17981,25188.00742,24642.29788,23458.02338,23160.65023,18808.30779,17110.18975,17820.06618,19901.76156,19180.18642,16784.86306,19403.46002,23223.58294,21027.73848
Pakistan,PAK,642.3383465,609.9395069,599.9373457,672.4417867,771.9022473,827.6198612,900.873565,998.0901142,1067.043246,963.7880664,987.3045711,1131.735138,1204.364755,1225.434012,1266.613408,1380.470208,1424.691612,1519.234595,1569.338146,1390.41691,1278.397352,1455.319224,1538.322813,1360.324178
Palau,PLW,7798.075042,8239.26354,8340.189813,7862.39319,8393.730525,9635.283575,9881.659707,10402.53675,10577.50191,10147.77411,10221.91638,10993.60386,12137.17322,12698.92401,13863.45442,16154.05322,17150.47594,16401.78476,16166.96711,15846.79685,14708.21195,13009.24816,13729.76028,15610.82319
Palestine,PSE,1476.17185,1335.553195,1156.217473,1257.69857,1422.190886,1543.701414,1570.1044,1664.245717,2035.202341,2191.781787,2557.075624,2880.798437,3067.438727,3315.297539,3352.112595,3272.154324,3527.613824,3620.360487,3562.330943,3656.858271,3233.568638,3678.635657,3799.95527,3455.028529
Panama,PAN,3975.093103,3991.776721,4090.586165,4264.664289,4644.565812,5017.741104,5528.767059,6317.817305,7347.59049,7796.926184,8331.464223,9662.295909,11064.80637,12273.3225,13213.19896,14082.65484,14832.36117,15694.62975,16151.32734,16477.90663,13290.56084,15509.80691,17378.607,18797.1934
Papua New Guinea,PNG,635.957919,537.8474596,506.3317895,577.4679224,620.5961477,744.48649,1238.182829,1370.753416,1624.793199,1568.831934,1866.868899,2288.375911,2635.087363,2560.77459,2723.175298,2484.59634,2316.394798,2477.76531,2566.368337,2575.772741,2429.611346,2607.578619,3102.289686,2966.068304
Paraguay,PRY,1736.117292,1637.686151,1367.765069,1443.998852,1786.215339,1970.871699,2439.431247,3211.936217,4384.954694,3941.848155,4750.962737,5805.401545,5642.169917,6435.683427,6652.254789,5879.337923,5775.159634,6152.267115,6258.449916,5821.181995,5365.472207,5976.931798,6205.625954,6299.990265
Peru,PER,1945.413385,1929.57273,2007.370196,2129.441142,2397.251473,2706.669473,3129.559965,3581.089308,4197.584446,4181.187555,5072.11494,5861.357936,6519.37853,6746.800257,6667.134104,6231.711503,6217.036,6736.166937,6978.491215,7037.008037,6133.325524,6826.202556,7350.630343,7887.541859
Philippines,PHL,1050.792731,969.5306117,1014.908793,1027.230119,1099.63013,1220.460186,1426.146492,1712.655433,1959.292335,1864.450434,2162.913759,2383.918925,2614.616444,2781.279577,2866.838038,2909.85818,2985.19564,3038.12125,3168.510366,3400.789498,3227.579102,3484.385939,3548.069306,3804.082741
Poland,POL,4520.641004,5015.2379,5223.45179,5720.813662,6711.727153,8043.923323,9068.855283,11272.52937,14048.56047,11556.30269,12567.73177,13867.66694,13087.42094,13621.90238,14262.28419,12637.52203,12464.01105,13913.34029,15658.21203,15874.52205,16150.93048,18635.51049,18891.21212,22145.26606
Portugal,PRT,11526.37207,11734.76497,12936.69282,15797.78213,18064.15809,18780.12751,19839.45405,22811.05648,24949.04136,23151.21541,22551.9351,23246.54254,20593.42742,21676.48596,22120.68501,19215.7813,19980.28089,21442.38428,23541.14011,23343.3629,22299.40441,24711.45101,24620.51976,27634.61831
Qatar,QAT,27535.18294,25870.79919,27226.65935,31602.47087,41035.50084,53949.67641,62582.44531,65954.34195,80781.40392,60785.73516,76462.61195,103261.5103,108470.387,103697.0628,95840.68989,68985.24334,61253.6218,63279.87675,71039.93082,66841.36232,51683.56811,71751.93634,88701.46898,81816.9798
Romania,ROU,1659.929049,1825.192994,2119.855097,2679.40626,3494.990564,4618.003508,5757.531273,8360.337759,10435.15612,8548.454341,8399.537423,9560.675528,8929.953662,9497.674116,10031.77108,8977.017482,9404.540059,10727.9822,12416.13432,12909.6104,13009.17706,14907.98037,15503.5518,18244.41869
Russia,RUS,1771.594116,2100.352539,2377.529541,2975.123047,4102.364746,5323.455078,6920.199707,9101.239258,11635.28418,8562.824219,10674.99023,14305.33203,15401.85156,15941.44824,14055.47266,9277.713867,8663.158203,10658.91309,11211.8877,11447.70117,10108.32715,12425.0293,15619.61426,14159.3877
Rwanda,RWA,251.8692639,237.3088462,234.0430168,249.012275,269.5404463,324.0168638,356.9950229,426.2341835,528.3263918,564.0390958,593.6249277,651.133678,706.8172692,704.9242185,724.9575265,733.9986299,729.5191338,758.3009665,771.7735112,810.0514121,778.7014989,829.5448453,975.4693237,1027.034468
Saint Kitts and Nevis,KNA,9319.655451,10022.59192,10453.65871,10175.62954,10944.61837,11783.78672,13837.84953,14757.95798,16604.94486,16503.41193,16622.94579,17832.45729,17532.0559,18580.13019,20219.39542,20328.80035,21387.54155,22464.98996,22901.38164,23595.49232,18859.01904,18361.14497,21011.57442,22576.92484
Saint Lucia,LCA,5879.561914,5570.452471,5567.894284,6058.606221,6494.600349,6863.436419,7611.178567,7964.382115,8516.960755,8250.521807,8673.687203,9128.99442,9260.300066,9577.217338,10044.82184,10334.98608,10638.12694,11333.11238,11642.69847,11794.05972,8411.074749,10459.13212,13103.82431,13554.76848
Saint Vincent and the Grenadines,VCT,3768.955366,4071.086011,4303.279768,4499.614542,4873.489477,5157.393739,5744.827862,6398.191235,6598.905315,6463.787773,6551.96836,6527.689969,6713.807686,7072.467372,7168.828753,7353.735561,7656.900429,7988.04445,8428.126772,8740.594252,8351.20324,8641.27904,9693.558678,10582.36567
Samoa,WSM,1424.7524,1453.870213,1527.557905,1798.124297,2189.260426,2550.042214,2663.291359,3038.619041,3373.606399,3279.182695,3524.247925,3821.506783,3934.603208,4023.525401,3982.680802,4084.360838,4147.070977,4307.59382,4231.814095,4351.942349,4099.596605,4021.559349,4132.447177,4822.740847
San Marino,SMR,37600.70774,39035.10343,41790.84327,52529.90937,58232.01762,59877.80058,63270.77808,70124.46344,75902.13205,62428.99433,56543.18982,55601.39297,47945.89917,50807.82891,51260.49383,43146.82404,44359.47977,45192.02798,47950.68806,46630.14431,44326.95567,54176.4798,54190.84177,59879.7173
Sao Tome and Principe,STP,529.0893834,518.8805013,568.1025725,663.6962118,726.5608821,844.1691819,861.9707077,878.8857919,1081.868458,1128.280462,1045.209582,1219.801891,1192.020291,1382.575784,1489.676334,1298.109466,1434.870181,1555.794778,1825.599718,1935.293182,2167.220018,2362.588272,2389.737298,2990.660614
Saudi Arabia,SAU,11714.56237,10805.31133,10586.05435,11487.22041,13154.4979,15975.74738,17563.61454,18596.15026,22320.4889,17718.39116,22028.39014,27126.74987,28733.43755,27865.4656,27805.48503,23256.15496,22267.72171,23929.29071,29360.0659,29566.79338,24338.83073,31920.76537,38510.22762,36156.84834
Senegal,SEN,603.2331625,637.2135306,669.4304473,817.8880342,918.1020795,979.8461015,1017.201967,1188.938778,1398.79218,1308.694043,1275.883575,1374.675919,1326.837988,1379.831966,1398.891376,1218.006136,1266.439572,1356.805184,1452.556126,1431.181289,1461.087204,1598.10677,1574.028106,1698.033873
Serbia,SRB,974.7254693,1812.420883,2390.734594,3153.901131,3597.087981,3807.974173,4492.71367,6081.087657,7376.735179,6414.044846,5970.926609,7082.286167,6263.040861,7040.418121,6886.678091,5820.321558,5982.370301,6548.036538,7559.861657,7755.632986,8098.709557,9680.527981,10024.81911,12281.70795
Seychelles,SYC,8063.655006,8153.298637,8864.169195,9070.284608,10827.67164,11802.11183,12782.99389,12669.30267,11265.43763,9747.091805,10934.79495,12110.09375,12337.15547,14821.29215,15188.19022,15333.10517,16566.9946,17480.36519,18440.23405,19141.51187,14041.47541,14982.91115,16836.67219,18262.71158
Sierra Leone,SLE,143.7437432,358.3157161,388.9951112,413.8176073,417.7499833,462.6333244,580.2679697,631.8899263,705.3590141,652.8458068,685.0396735,761.1463656,937.5044282,1117.471831,1117.758647,964.5759809,844.4164112,779.1860078,845.9145405,843.7125178,845.2775579,885.3964019,860.3710679,758.3291374
Singapore,SGP,23852.83895,21699.74149,22159.83737,23730.38401,27608.08001,29961.31728,33768.45282,39432.88602,40008.57205,38926.80544,47236.68308,53891.45703,55547.55531,56967.42579,57564.80231,55645.60686,57005.58872,61236.25127,66881.6067,65952.0379,61410.07926,80056.12882,90299.06946,85412.23035
Slovakia,SVK,5421.644844,5712.478028,6554.628084,8675.396337,10650.12901,11641.54103,13167.89547,16110.48173,18744.31923,16586.75278,16899.44868,18469.43543,17516.96911,18312.78051,18770.92899,16442.07609,16636.07691,17645.52987,19573.3717,19406.05897,19735.48583,22123.33421,21317.7944,24614.87346
Slovenia,SVN,10135.72191,10375.62559,11639.12978,14711.67487,17103.82978,17969.70959,19563.00506,23725.1596,27461.97642,24501.78973,23329.84177,24940.62848,22442.14179,23236.96553,24013.06821,20697.27485,21447.83778,23303.07771,25888.04811,25814.16872,25392.06511,29192.84019,28360.30415,32660.47536
Solomon Islands,SLB,953.1719014,911.7919354,756.8902965,895.9842425,986.0709535,1144.492334,1255.624474,1390.14871,1525.846663,1554.70671,1685.145358,1924.057956,2066.257386,2161.386275,2164.952899,2045.477215,2082.623831,2143.576705,2278.199086,2223.658909,2063.32781,2043.444132,1877.781045,1882.643941
Somalia,SOM,386.1192744,244.9148425,229.5989183,286.2730252,375.4103262,439.9799078,457.9966622,479.6356281,507.0374433,246.5132517,219.2024539,235.3259456,350.2619467,393.398704,429.4316567,445.5830801,460.9284906,510.9399523,509.4972738,539.9548162,518.1611333,549.0569948,573.1411658,596.8859851
South Africa,ZAF,3217.846934,2847.151919,2688.23676,4062.21756,5221.463337,5836.876633,6077.382934,6591.85536,6184.754743,6374.7056,7973.471958,8646.055711,8076.976785,7331.654674,6856.731371,6112.273825,5651.205852,6618.335083,6914.178032,6533.71121,5580.603831,6828.756246,6534.248678,6034.27209
South Korea,KOR,12710.29958,11981.48282,13642.94245,15211.54838,17121.63016,20167.04749,22609.70594,25078.4854,22252.31251,19937.30291,24071.26205,26175.23986,26600.54774,28449.35911,30667.09125,30171.79065,30832.06281,33296.98454,35363.95082,33826.94433,33645.77195,37518.46353,34822.40484,35674.096
South Sudan,SSD,,,,,,,,,1654.211535,1323.220687,1498.27035,1448.98435,1109.260501,1650.189434,1242.734502,1080.147186,,,,,,,,
Spain,ESP,14743.2671,15368.2338,17111.06851,21522.0171,24925.02678,26450.95301,28421.68653,32652.01559,35603.24833,32279.82085,30658.74223,31824.62191,28456.44382,29228.84656,29707.76551,25982.44162,26755.60611,28381.34256,30602.42129,29786.52457,27233.94265,30799.47759,30319.49872,33493.22254
Sri Lanka,LKA,860.1998843,803.5440266,834.9360149,946.3822551,1028.620681,1207.219948,1388.897391,1578.634511,1973.584769,2026.6594,2808.362445,3224.957452,3327.776137,3739.431811,3972.043757,4057.715835,4149.191908,4398.888281,4358.560959,4081.947727,3847.601377,3996.9624,3342.636503,3798.890166
Sudan,SDN,362.1168823,451.2933044,506.2626343,580.3202515,705.1133423,905.5436401,1132.474609,1444.372192,1527.582397,1178.221802,1305.635986,1332.657227,1019.222107,1138.627808,1275.438354,1292.379639,1033.215942,966.5056763,731.0274658,709.9752808,577.7952271,712.1220093,1046.240845,797.2834473
Suriname,SUR,1988.221729,1714.648466,2202.340682,2516.10404,2887.772173,3453.428659,5002.657987,5530.176156,6576.085463,7129.576863,7943.604828,7949.888672,8851.240507,9043.192815,9108.189054,8813.617054,5644.206106,6049.521286,6665.741805,6629.667752,4755.392217,5029.848385,6084.438767,5521.976021
Sweden,SWE,29632.58908,27259.31743,29957.77767,37292.24197,42758.00486,43378.40774,46531.37622,53568.30578,55817.17597,46707.6425,52542.57591,60379.48146,57749.56154,60843.98888,59583.45845,51188.16521,51703.50883,53210.22333,54018.45544,51648.98928,52568.5727,60647.54164,54836.89072,54950.28347
Switzerland,CHE,38865.02194,39638.79111,42458.73847,49335.74563,54659.45715,56242.89336,59011.03246,64989.15533,74175.19279,71568.31239,76531.37294,90476.75897,85836.20768,87304.33058,88724.99094,83806.4476,82153.07454,82254.37693,85217.36915,84121.93103,85897.78433,93664.77367,94394.51068,100623.5496
Syria,SYR,1138.188485,1186.829135,1183.247345,1220.179077,1368.114823,1533.901665,1718.783472,1937.611386,2429.124771,2462.201936,2730.614771,2952.143494,1897.66115,985.8926692,1060.591059,847.7316319,656.3490586,851.5020053,1098.066864,1109.53926,572.3552898,663.6142457,1051.671496,
Tajikistan,TJK,136.9257164,168.6762854,186.9516383,233.5812485,305.7451586,333.9271509,401.0184033,516.9972106,703.3273759,664.7956557,737.3388832,833.6019782,952.4528197,1028.197043,1081.544029,956.9163109,788.7104817,829.4571476,834.2884046,871.0223729,834.3117155,896.7480534,1052.179495,1178.479901
Tanzania,TZA,401.6981506,396.6387329,402.6490479,422.1835938,450.3852844,483.3348694,475.7467346,543.1983032,675.9772339,693.8235474,736.5301514,775.3927612,861.9699097,963.0571289,1022.748413,939.1273193,953.0107422,986.6740112,1023.106262,1063.32251,1117.415283,1159.856567,1207.52063,1224.002197
Thailand,THA,2005.976945,1889.934325,2089.751831,2347.540013,2641.562687,2867.703834,3331.320435,3918.528174,4309.135093,4135.43987,4973.862888,5373.623283,5725.528028,6018.082447,5801.197892,5688.853354,5833.577156,6413.091825,7099.776501,7605.696578,6985.643939,7057.207548,6909.352818,7195.101309
Timor-Leste,TLS,492.4576379,587.7006344,533.9824659,534.9011713,474.4207267,487.4645069,464.6670168,540.1546305,628.1531915,686.5793297,813.0602207,939.0452389,1022.619067,1204.568433,1224.749563,1319.59295,1335.543911,1266.177711,1219.465997,1562.364581,1630.869385,2684.926768,2343.249547,1502.411474
Togo,TGO,409.8898028,396.6926545,445.2386915,538.1653778,560.2663085,551.25985,552.5022713,607.5878867,718.9483867,720.6937682,704.9867723,783.9889447,762.3916238,826.5428,855.5848092,751.0519876,772.5813576,792.765701,851.1205612,826.255209,863.4686659,962.0751875,951.2323787,1055.017279
Tonga,TON,1995.076675,1753.516676,1759.480532,1936.04104,2195.4489,2477.726201,2750.347786,2797.065601,3218.45304,2914.23774,3416.083566,3849.993758,4384.170587,4219.246701,4136.590138,4123.90324,3987.986262,4365.929328,4675.047913,4788.833423,4792.358547,4922.801714,5298.019415,5651.593731
Trinidad and Tobago,TTO,6178.589756,6657.414669,6762.930808,8445.046535,9871.034198,12346.43731,14152.66074,16606.67536,21298.99453,14634.0565,16815.42474,19151.08702,20332.13895,21304.97775,21908.30146,19887.23277,17449.15388,17566.09997,17571.49874,17212.61289,15283.62705,17712.56741,20750.52024,18308.45363
Tunisia,TUN,2199.044659,2235.719816,2320.772381,2725.864315,3067.419364,3146.826074,3322.569336,3726.916729,4255.05008,4080.090324,4291.861209,4420.647722,4297.267825,4369.793458,4458.978955,4014.947737,3847.803544,3619.032473,3628.103665,3528.872133,3548.653637,3906.939263,3707.292834,3951.116834
Turkey,TUR,4199.379864,3052.225671,3591.08629,4649.636681,5979.605422,7331.854294,7990.082514,9766.917345,10913.4079,9076.924722,10698.96994,11373.63558,11776.75934,12635.557,12209.38623,11064.64945,10984.36432,10756.38777,9684.118199,9395.23378,8798.117917,9981.763984,10897.83979,13375.09473
Turkmenistan,TKM,633.8354876,756.0349763,935.5408015,1228.948703,1379.230097,1604.016185,1996.593107,2414.96072,3605.503951,3707.978507,4058.53937,5143.619293,6053.874847,6599.645291,7164.145362,5759.497904,5686.98041,5828.481662,6125.051697,5998.001743,5972.723566,5723.302272,5837.842245,6231.913238
