IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,53,Australia and New Zealand,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1,,,,,,1.0,,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,30,Eastern Asia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1.5,,,1.4,,1.7,1.5 [1.4-1.7],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,2,Africa,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,13.7,,,12.2,,15.4,13.7 [12.2-15.4],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,17,Middle Africa,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,14.4,,,10.5,,19.4,14.4 [10.5-19.4],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,432,Landlocked developing countries (LLDCs),Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,14.5,,,10.4,,20,14.5 [10.4-20.0],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,35,South-eastern Asia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,15,,,12.2,,18.4,15.0 [12.2-18.4],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,202,Sub-Saharan Africa,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,15.3,,,13.6,,17.2,15.3 [13.6-17.2],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,14,Eastern Africa,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,15.5,,,12.6,,19.1,15.5 [12.6-19.1],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,142,Asia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,16,,,12.7,,20,16.0 [12.7-20.0],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,543,Oceania excluding Australia and New Zealand,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,17.2,,,9.8,,28.3,17.2 [9.8-28.3],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,199,Least Developed Countries (LDCs),Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,18.9,,,16.7,,21.3,18.9 [16.7-21.3],,Based on December 2024 Classification,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,143,Central Asia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.5,,,1.7,,3.5,2.5 [1.7-3.5],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,5,South America,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.5,,,1.7,,3.7,2.5 [1.7-3.7],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,62,Central Asia and Southern Asia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,25.1,,,18.9,,32.6,25.1 [18.9-32.6],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,34,Southern Asia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,26.2,,,19.7,,34,26.2 [19.7-34.0],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,419,Latin America and the Caribbean,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.1,,,2.4,,4.1,3.1 [2.4-4.1],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,29,Caribbean,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.4,,,1.9,,6,3.4 [1.9-6.0],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,13,Central America,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.3,,,2.8,,6.7,4.3 [2.8-6.7],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,15,Northern Africa,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.8,,,2.1,,10.6,4.8 [2.1-10.6],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,747,Western Asia and Northern Africa,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5,,,2.4,,10.1,5.0 [2.4-10.1],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,145,Western Asia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.2,,,1.6,,15.7,5.2 [1.6-15.7],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,722,Small Island Developing States (SIDS),Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.3,,,3.5,,11,6.3 [3.5-11.0],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,753,Eastern Asia and South-eastern Asia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.5,,,5.5,,7.8,6.5 [5.5-7.8],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,18,Southern Africa,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,8,,,5.6,,11.4,8.0 [5.6-11.4],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,14,Eastern Africa,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,10582,,,8552,,12989,10 581.6 [8551.5-12 988.6],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,11,Western Africa,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,10582,,,9180,,12151,10 582.0 [9180.4-12 150.8],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,432,Landlocked developing countries (LLDCs),Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,11160,,,7972,,15339,11 160.0 [7971.8-15 338.9],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,29,Caribbean,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,115,,,64.4,,203.2,115.0 [64.4-203.2],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,15,Northern Africa,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1439,,,623.8,,3206,1439.4 [623.8-3205.6],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,30,Eastern Asia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1460,,,1334,,1597,1460.1 [1334.4-1597.4],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,145,Western Asia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1513,,,467.2,,4527,1513.0 [467.2-4527.0],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,419,Latin America and the Caribbean,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1590,,,1207,,2088,1589.6 [1207.4-2087.8],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,21,Northern America,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,167.4,,,78.7,,256.1,167.4 [78.7-256.1],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,53,Australia and New Zealand,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,18.7,,,,,,18.7,,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,143,Central Asia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,213.5,,,148.9,,305.2,213.5 [148.9-305.2],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,202,Sub-Saharan Africa,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,26368,,,23468,,29555,26 367.9 [23 468.2-29 554.6],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,543,Oceania excluding Australia and New Zealand,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,269.6,,,153.8,,445.3,269.6 [153.8-445.3],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,2,Africa,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,27807,,,24711,,31223,27 807.2 [24 711.0-31 223.2],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,199,Least Developed Countries (LDCs),Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,29260,,,25868,,32984,29 260.2 [25 867.9-32 983.7],,Based on December 2024 Classification,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,747,Western Asia and Northern Africa,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2952,,,1418,,5974,2952.3 [1418.2-5974.3],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,722,Small Island Developing States (SIDS),Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,380.2,,,210.6,,670.7,380.2 [210.6-670.7],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,17,Middle Africa,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4675,,,3415,,6298,4674.9 [3415.4-6298.4],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,34,Southern Asia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,48360,,,36286,,62753,48 360.2 [36 286.2-62 752.7],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,62,Central Asia and Southern Asia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,48574,,,36465,,63086,48 573.8 [36 464.9-63 086.3],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,18,Southern Africa,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,529.4,,,369.3,,750.5,529.4 [369.3-750.5],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,777,"Europe, Northern America, Australia and New Zealand",Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,542.2,,,361.1,,813,542.2 [361.1-813.0],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,142,Asia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,60013,,,47665,,74825,60 012.5 [47 665.3-74 824.6],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,13,Central America,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,683.4,,,438.1,,1057,683.4 [438.1-1056.5],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,5,South America,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,791.2,,,529.3,,1178,791.2 [529.3-1177.8],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,35,South-eastern Asia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,8466,,,6855,,10375,8465.7 [6855.3-10 375.0],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,753,Eastern Asia and South-eastern Asia,Year,2019,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,9926,,,8300,,11844,9925.8 [8299.5-11 844.4],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,21,Northern America,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,0.8,,,0.4,,1.2,0.8 [0.4-1.2],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,777,"Europe, Northern America, Australia and New Zealand",Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,0.9,,,0.6,,1.3,0.9 [0.6-1.3],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,53,Australia and New Zealand,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1,,,,,,1.0,,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,30,Eastern Asia,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1.7,,,1.5,,1.8,1.7 [1.5-1.8],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,2,Africa,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,14,,,12.5,,15.7,14.0 [12.5-15.7],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,17,Middle Africa,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,14.7,,,10.7,,19.7,14.7 [10.7-19.7],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,432,Landlocked developing countries (LLDCs),Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,14.9,,,10.7,,20.5,14.9 [10.7-20.5],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,35,South-eastern Asia,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,15.4,,,12.6,,18.8,15.4 [12.6-18.8],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,202,Sub-Saharan Africa,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,15.6,,,13.9,,17.5,15.6 [13.9-17.5],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,14,Eastern Africa,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,15.9,,,12.9,,19.4,15.9 [12.9-19.4],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,142,Asia,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,16.4,,,13.1,,20.3,16.4 [13.1-20.3],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,543,Oceania excluding Australia and New Zealand,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,17.2,,,9.8,,28.2,17.2 [9.8-28.2],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,199,Least Developed Countries (LDCs),Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,19.5,,,17.2,,21.9,19.5 [17.2-21.9],,Based on December 2024 Classification,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,5,South America,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.6,,,1.7,,3.9,2.6 [1.7-3.9],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,143,Central Asia,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.6,,,1.9,,3.8,2.6 [1.9-3.8],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,62,Central Asia and Southern Asia,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,25.8,,,19.5,,33.3,25.8 [19.5-33.3],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,34,Southern Asia,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,26.9,,,20.3,,34.6,26.9 [20.3-34.6],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,419,Latin America and the Caribbean,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.2,,,2.4,,4.3,3.2 [2.4-4.3],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,29,Caribbean,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.5,,,2,,6.2,3.5 [2.0-6.2],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,13,Central America,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.5,,,2.9,,6.9,4.5 [2.9-6.9],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,15,Northern Africa,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.9,,,2.2,,10.8,4.9 [2.2-10.8],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,747,Western Asia and Northern Africa,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.2,,,2.5,,10.3,5.2 [2.5-10.3],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,145,Western Asia,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.4,,,1.7,,15.7,5.4 [1.7-15.7],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,722,Small Island Developing States (SIDS),Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.4,,,3.6,,11.3,6.4 [3.6-11.3],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,753,Eastern Asia and South-eastern Asia,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.7,,,5.6,,7.9,6.7 [5.6-7.9],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTPREV,"Underweight prevalence among children under 5 years of age (%), model-based estimates",numeric,GLOBAL,Global,UN Region,18,Southern Africa,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,8.2,,,5.7,,11.6,8.2 [5.7-11.6],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,753,Eastern Asia and South-eastern Asia,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,10462,,,8821,,12382,10 462.1 [8821.4-12 382.3],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,14,Eastern Africa,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,10628,,,8619,,13001,10 627.9 [8618.8-13 000.8],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,11,Western Africa,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,10720,,,9313,,12291,10 719.8 [9313.4-12 291.4],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,432,Landlocked developing countries (LLDCs),Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,11309,,,8100,,15497,11 308.8 [8100.4-15 496.7],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,29,Caribbean,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,119.5,,,66.8,,211,119.5 [66.8-211.0],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,15,Northern Africa,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1491,,,655.7,,3272,1490.6 [655.7-3271.5],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,145,Western Asia,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1572,,,500.9,,4566,1571.8 [500.9-4566.2],,,EN,2025-05-08T18:30:00.000Z
NUTUNDERWEIGHTNUM,"Underweight numbers among children under 5 years of age (millions), model-based estimates",numeric,GLOBAL,Global,UN Region,30,Eastern Asia,Year,2018,false,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1642,,,1497,,1801,1642.2 [1497.2-1801.0],,,EN,2025-05-08T18:30:00.000Z
