Country Name,Country Code,Year,Value
Afghanistan,AFG,2001,55.2
Albania,ALB,2001,29.9
Algeria,DZA,2001,21.6
Andorra,AND,2001,
Angola,AGO,2001,44.9
Antigua and Barbuda,ATG,2001,
Argentina,ARG,2001,9.0
Armenia,ARM,2001,18.1
Australia,AUS,2001,1.0
Austria,AUT,2001,
Azerbaijan,AZE,2001,24.8
Bahamas,BHS,2001,
Bahrain,BHR,2001,10.3
Bangladesh,BGD,2001,53.6
Barbados,BRB,2001,8.2
Belarus,BLR,2001,5.2
Belgium,BEL,2001,4.0
Belize,BLZ,2001,23.9
Benin,BEN,2001,34.9
Bhutan,BTN,2001,44.0
Bolivia,BOL,2001,32.5
Bosnia and Herzegovina,BIH,2001,11.8
Botswana,BWA,2001,30.2
Brazil,BRA,2001,9.2
Brunei,BRN,2001,21.3
Bulgaria,BGR,2001,8.7
Burkina Faso,BFA,2001,40.6
Burundi,BDI,2001,62.5
Cabo Verde,CPV,2001,15.1
Cambodia,KHM,2001,49.5
Cameroon,CMR,2001,37.6
Canada,CAN,2001,
Central African Republic,CAF,2001,43.4
Chad,TCD,2001,42.2
Chile,CHL,2001,2.7
China,CHN,2001,18.6
Colombia,COL,2001,17.1
Comoros,COM,2001,43.7
Congo,COG,2001,33.6
Costa Rica,CRI,2001,6.9
Cote d'Ivoire,CIV,2001,32.5
Croatia,HRV,2001,
Cuba,CUB,2001,7.3
Cyprus,CYP,2001,
Czechia,CZE,2001,2.7
Democratic Republic of the Congo,COD,2001,46.1
Denmark,DNK,2001,
Djibouti,DJI,2001,32.1
Dominica,DMA,2001,
Dominican Republic,DOM,2001,9.7
Ecuador,ECU,2001,27.2
Egypt,EGY,2001,25.8
El Salvador,SLV,2001,27.8
Equatorial Guinea,GNQ,2001,37.1
Eritrea,ERI,2001,43.5
Estonia,EST,2001,2.0
Eswatini,SWZ,2001,35.7
Ethiopia,ETH,2001,55.9
Fiji,FJI,2001,6.2
Finland,FIN,2001,2.1
France,FRA,2001,
Gabon,GAB,2001,25.3
Gambia,GMB,2001,27.4
Georgia,GEO,2001,15.9
Germany,DEU,2001,1.1
Ghana,GHA,2001,32.4
Greece,GRC,2001,2.2
Grenada,GRD,2001,
Guatemala,GTM,2001,53.3
