Country Name,Country Code,Year,Value
Afghanistan,AFG,2003,53.4
Albania,ALB,2003,29.3
Algeria,DZA,2003,19.9
Andorra,AND,2003,
Angola,AGO,2003,40.0
Antigua and Barbuda,ATG,2003,
Argentina,ARG,2003,8.6
Armenia,ARM,2003,19.6
Australia,AUS,2003,1.4
Austria,AUT,2003,
Azerbaijan,AZE,2003,25.3
Bahamas,BHS,2003,
Bahrain,BHR,2003,9.5
Bangladesh,BGD,2003,51.3
Barbados,BRB,2003,8.2
Belarus,BLR,2003,4.6
Belgium,BEL,2003,3.9
Belize,BLZ,2003,23.7
Benin,BEN,2003,35.1
Bhutan,BTN,2003,42.2
Bolivia,BOL,2003,31.2
Bosnia and Herzegovina,BIH,2003,11.3
Botswana,BWA,2003,29.8
Brazil,BRA,2003,8.1
Brunei,BRN,2003,21.4
Bulgaria,BGR,2003,8.9
Burkina Faso,BFA,2003,40.7
Burundi,BDI,2003,61.6
Cabo Verde,CPV,2003,13.5
Cambodia,KHM,2003,47.3
Cameroon,CMR,2003,37.6
Canada,CAN,2003,
Central African Republic,CAF,2003,43.4
Chad,TCD,2003,42.2
Chile,CHL,2003,2.4
China,CHN,2003,15.9
Colombia,COL,2003,16.6
Comoros,COM,2003,42.7
Congo,COG,2003,32.6
Costa Rica,CRI,2003,6.7
Cote d'Ivoire,CIV,2003,32.5
Croatia,HRV,2003,
Cuba,CUB,2003,7.4
Cyprus,CYP,2003,
Czechia,CZE,2003,2.7
Democratic Republic of the Congo,COD,2003,46.1
Denmark,DNK,2003,
Djibouti,DJI,2003,32.3
Dominica,DMA,2003,
Dominican Republic,DOM,2003,9.2
Ecuador,ECU,2003,27.6
Egypt,EGY,2003,25.5
El Salvador,SLV,2003,25.7
Equatorial Guinea,GNQ,2003,35.2
Eritrea,ERI,2003,44.7
Estonia,EST,2003,1.8
Eswatini,SWZ,2003,35.1
Ethiopia,ETH,2003,53.9
Fiji,FJI,2003,6.4
Finland,FIN,2003,2.1
France,FRA,2003,
Gabon,GAB,2003,24.5
Gambia,GMB,2003,27.0
Georgia,GEO,2003,15.2
Germany,DEU,2003,1.2
Ghana,GHA,2003,31.2
Greece,GRC,2003,2.1
Grenada,GRD,2003,
Guatemala,GTM,2003,53.0
Guinea,GIN,2003,34.4
Guinea-Bissau,GNB,2003,32.0
Guyana,GUY,2003,16.0
Haiti,HTI,2003,28.3
Honduras,HND,2003,33.4
Hungary,HUN,2003,
Iceland,ISL,2003,
India,IND,2003,48.7
Indonesia,IDN,2003,39.6
Iran,IRN,2003,10.9
Iraq,IRQ,2003,27.6
Ireland,IRL,2003,3.5
Israel,ISR,2003,
Italy,ITA,2003,
Jamaica,JAM,2003,6.5
Japan,JPN,2003,6.4
Jordan,JOR,2003,10.0
Kazakhstan,KAZ,2003,15.9
Kenya,KEN,2003,38.2
Kiribati,KIR,2003,19.3
Kuwait,KWT,2003,4.0
Kyrgyzstan,KGZ,2003,25.2
Laos,LAO,2003,48.2
Latvia,LVA,2003,3.0
Lebanon,LBN,2003,16.7
Lesotho,LSO,2003,42.1
Liberia,LBR,2003,42.5
Libya,LBY,2003,24.2
Liechtenstein,LIE,2003,
Lithuania,LTU,2003,2.6
Luxembourg,LUX,2003,
Madagascar,MDG,2003,55.3
Malawi,MWI,2003,55.0
Malaysia,MYS,2003,18.4
Maldives,MDV,2003,30.3
Mali,MLI,2003,38.2
Malta,MLT,2003,6.3
Marshall Islands,MHL,2003,40.0
Mauritania,MRT,2003,35.1
Mauritius,MUS,2003,11.3
Mexico,MEX,2003,18.3
Micronesia,FSM,2003,
Moldova,MDA,2003,11.4
Monaco,MCO,2003,
Mongolia,MNG,2003,26.0
Montenegro,MNE,2003,7.9
Morocco,MAR,2003,22.4
Mozambique,MOZ,2003,47.3
Myanmar,MMR,2003,42.0
Namibia,NAM,2003,29.8
Nauru,NRU,2003,24.5
Nepal,NPL,2003,52.6
Netherlands,NLD,2003,1.3
New Zealand,NZL,2003,
Nicaragua,NIC,2003,
Niger,NER,2003,51.0
Nigeria,NGA,2003,41.3
North Korea,PRK,2003,46.7
North Macedonia,MKD,2003,8.6
Norway,NOR,2003,
Oman,OMN,2003,13.0
Pakistan,PAK,2003,42.6
Palau,PLW,2003,
Palestine,PSE,2003,10.9
Panama,PAN,2003,19.4
Papua New Guinea,PNG,2003,40.7
Paraguay,PRY,2003,17.7
Peru,PER,2003,31.1
Philippines,PHL,2003,34.2
Poland,POL,2003,3.2
Portugal,PRT,2003,4.7
Qatar,QAT,2003,8.6
Romania,ROU,2003,12.9
Russia,RUS,2003,
Rwanda,RWA,2003,48.6
Saint Kitts and Nevis,KNA,2003,
Saint Lucia,LCA,2003,2.9
Saint Vincent and the Grenadines,VCT,2003,
Samoa,WSM,2003,5.2
San Marino,SMR,2003,
Sao Tome and Principe,STP,2003,28.6
Saudi Arabia,SAU,2003,11.3
Senegal,SEN,2003,22.7
Serbia,SRB,2003,8.7
Seychelles,SYC,2003,9.7
Sierra Leone,SLE,2003,38.6
Singapore,SGP,2003,4.2
Slovakia,SVK,2003,
Slovenia,SVN,2003,
Solomon Islands,SLB,2003,32.1
Somalia,SOM,2003,33.7
South Africa,ZAF,2003,26.3
South Korea,KOR,2003,2.5
South Sudan,SSD,2003,37.4
Spain,ESP,2003,
Sri Lanka,LKA,2003,19.5
Sudan,SDN,2003,38.1
Suriname,SUR,2003,12.1
Sweden,SWE,2003,
Switzerland,CHE,2003,
Syria,SYR,2003,29.5
Tajikistan,TJK,2003,39.3
Tanzania,TZA,2003,45.8
Thailand,THA,2003,16.1
Timor-Leste,TLS,2003,56.2
Togo,TGO,2003,30.5
Tonga,TON,2003,12.4
Trinidad and Tobago,TTO,2003,6.2
Tunisia,TUN,2003,11.6
Turkey,TUR,2003,16.4
Turkmenistan,TKM,2003,23.9
Tuvalu,TUV,2003,11.3
Uganda,UGA,2003,42.5
Ukraine,UKR,2003,22.0
United Arab Emirates,ARE,2003,
United Kingdom,GBR,2003,3.4
United States,USA,2003,2.8
Uruguay,URY,2003,14.6
Uzbekistan,UZB,2003,24.1
Vanuatu,VUT,2003,24.7
Venezuela,VEN,2003,17.3
Vietnam,VNM,2003,36.3
Yemen,YEM,2003,55.2
Zambia,ZMB,2003,51.2
Zimbabwe,ZWE,2003,33.9
