Country Name,Country Code,Year,Prevalence of Undernourishment
Nicaragua,NIC,2002,23.6
Niger,NER,2002,22.2
Nigeria,NGA,2002,8.7
North Korea,PRK,2002,35.2
North Macedonia,MKD,2002,6.8
Norway,NOR,2002,2.5
Oman,OMN,2002,15.1
Pakistan,PAK,2002,21.0
Palau,PLW,2002,
Palestine,PSE,2002,
Panama,PAN,2002,19.4
Papua New Guinea,PNG,2002,27.4
Paraguay,PRY,2002,9.1
Peru,PER,2002,21.8
Philippines,PHL,2002,18.3
Poland,POL,2002,2.5
Portugal,PRT,2002,2.5
Qatar,QAT,2002,
Romania,ROU,2002,2.5
Russia,RUS,2002,3.3
Rwanda,RWA,2002,34.3
Saint Kitts and Nevis,KNA,2002,
Saint Lucia,LCA,2002,
Saint Vincent and the Grenadines,VCT,2002,11.3
Samoa,WSM,2002,3.7
San Marino,SMR,2002,
Sao Tome and Principe,STP,2002,13.8
Saudi Arabia,SAU,2002,4.8
Senegal,SEN,2002,20.0
Serbia,SRB,2002,4.6
Seychelles,SYC,2002,2.5
Sierra Leone,SLE,2002,49.2
Singapore,SGP,2002,
Slovakia,SVK,2002,6.2
Slovenia,SVN,2002,2.5
Solomon Islands,SLB,2002,11.5
Somalia,SOM,2002,69.9
South Africa,ZAF,2002,3.5
South Korea,KOR,2002,2.6
South Sudan,SSD,2002,
Spain,ESP,2002,2.5
Sri Lanka,LKA,2002,16.1
Sudan,SDN,2002,
Suriname,SUR,2002,10.9
Sweden,SWE,2002,2.5
Switzerland,CHE,2002,2.5
Syria,SYR,2002,7.1
Tajikistan,TJK,2002,41.3
Tanzania,TZA,2002,33.6
Thailand,THA,2002,16.3
Timor-Leste,TLS,2002,43.4
Togo,TGO,2002,28.8
Tonga,TON,2002,
Trinidad and Tobago,TTO,2002,10.9
Tunisia,TUN,2002,4.1
Turkmenistan,TKM,2002,5.2
Tuvalu,TUV,2002,
Türkiye,TUR,2002,13.9
Uganda,UGA,2002,19.5
Ukraine,UKR,2002,2.5
United Arab Emirates,ARE,2002,2.5
United Kingdom,GBR,2002,2.5
United States,USA,2002,2.5
Uruguay,URY,2002,3.3
Uzbekistan,UZB,2002,20.4
Vanuatu,VUT,2002,9.1
Vatican City,VAT,2002,
Venezuela,VEN,2002,14.2
Vietnam,VNM,2002,17.7
Yemen,YEM,2002,
Zambia,ZMB,2002,50.1
Zimbabwe,ZWE,2002,31.8
