Country Name,Country Code,Year,Prevalence of Undernourishment
Greece,GRC,2001,2.5
Grenada,GRD,2001,
Guatemala,GTM,2001,22.4
Guinea,GIN,2001,18.0
Guinea-Bissau,GNB,2001,15.6
Guyana,GUY,2001,5.7
Haiti,HTI,2001,48.0
Honduras,HND,2001,21.1
Hungary,HUN,2001,2.5
Iceland,ISL,2001,2.5
India,IND,2001,18.1
Indonesia,IDN,2001,18.1
Iran,IRN,2001,4.9
Iraq,IRQ,2001,20.1
Ireland,IRL,2001,2.5
Israel,ISR,2001,2.5
Italy,ITA,2001,2.5
Jamaica,JAM,2001,7.2
Japan,JPN,2001,
Jordan,JOR,2001,9.0
Kazakhstan,KAZ,2001,6.5
Kenya,KEN,2001,31.8
Kiribati,KIR,2001,4.3
Kuwait,KWT,2001,2.5
Kyrgyzstan,KGZ,2001,12.9
Laos,LAO,2001,
Latvia,LVA,2001,5.2
Lebanon,LBN,2001,7.4
Lesotho,LSO,2001,
Liberia,LBR,2001,34.9
Libya,LBY,2001,3.7
Liechtenstein,LIE,2001,
Lithuania,LTU,2001,2.5
Luxembourg,LUX,2001,2.5
Madagascar,MDG,2001,33.4
Malawi,MWI,2001,23.2
Malaysia,MYS,2001,2.5
Maldives,MDV,2001,
Mali,MLI,2001,14.2
Malta,MLT,2001,2.5
Marshall Islands,MHL,2001,
Mauritania,MRT,2001,9.8
Mauritius,MUS,2001,5.9
Mexico,MEX,2001,2.8
Micronesia,FSM,2001,
Moldova,MDA,2001,24.3
Monaco,MCO,2001,
Mongolia,MNG,2001,30.1
Montenegro,MNE,2001,9.4
Morocco,MAR,2001,5.8
Mozambique,MOZ,2001,36.4
Myanmar,MMR,2001,38.6
Namibia,NAM,2001,15.7
Nauru,NRU,2001,
Nepal,NPL,2001,23.7
Netherlands,NLD,2001,2.5
New Zealand,NZL,2001,2.5
Nicaragua,NIC,2001,25.8
Niger,NER,2001,23.1
Nigeria,NGA,2001,8.7
North Korea,PRK,2001,35.9
North Macedonia,MKD,2001,6.7
Norway,NOR,2001,2.5
Oman,OMN,2001,16.3
Pakistan,PAK,2001,20.4
Palau,PLW,2001,
Palestine,PSE,2001,
Panama,PAN,2001,23.2
Papua New Guinea,PNG,2001,26.7
Paraguay,PRY,2001,10.3
Peru,PER,2001,20.4
Philippines,PHL,2001,18.5
Poland,POL,2001,2.5
Portugal,PRT,2001,2.5
Qatar,QAT,2001,
Romania,ROU,2001,2.5
Russia,RUS,2001,4.2
Rwanda,RWA,2001,37.6
Saint Kitts and Nevis,KNA,2001,
Saint Lucia,LCA,2001,
Saint Vincent and the Grenadines,VCT,2001,12.9
Samoa,WSM,2001,3.8
San Marino,SMR,2001,
Sao Tome and Principe,STP,2001,15.5
Saudi Arabia,SAU,2001,4.6
Senegal,SEN,2001,21.1
Serbia,SRB,2001,4.8
Seychelles,SYC,2001,2.5
Sierra Leone,SLE,2001,50.0
Singapore,SGP,2001,
Slovakia,SVK,2001,6.2
Slovenia,SVN,2001,2.5
Solomon Islands,SLB,2001,11.2
Somalia,SOM,2001,70.0
South Africa,ZAF,2001,3.6
South Korea,KOR,2001,2.5
South Sudan,SSD,2001,
Spain,ESP,2001,2.5
Sri Lanka,LKA,2001,16.8
Sudan,SDN,2001,
Suriname,SUR,2001,11.5
Sweden,SWE,2001,2.5
Switzerland,CHE,2001,2.5
Syria,SYR,2001,7.5
Tajikistan,TJK,2001,40.0
Tanzania,TZA,2001,32.8
Thailand,THA,2001,17.3
Timor-Leste,TLS,2001,54.9
Togo,TGO,2001,28.8
Tonga,TON,2001,
Trinidad and Tobago,TTO,2001,10.3
Tunisia,TUN,2001,4.0
Turkmenistan,TKM,2001,6.0
Tuvalu,TUV,2001,
Türkiye,TUR,2001,12.9
Uganda,UGA,2001,21.2
Ukraine,UKR,2001,2.7
United Arab Emirates,ARE,2001,2.5
United Kingdom,GBR,2001,2.5
United States,USA,2001,2.5
Uruguay,URY,2001,3.6
Uzbekistan,UZB,2001,19.0
Vanuatu,VUT,2001,9.2
Vatican City,VAT,2001,
Venezuela,VEN,2001,14.1
Vietnam,VNM,2001,19.5
Yemen,YEM,2001,
Zambia,ZMB,2001,50.3
Zimbabwe,ZWE,2001,32.8
