Country Name,Country Code,Year,People using basic drinking water services (% of population)
Afghanistan,AFG,2004,35.99935463
Albania,ALB,2004,88.51058212
Algeria,DZA,2004,89.68422091
Andorra,AND,2004,99.99999525
Angola,AGO,2004,41.97723679
Antigua and Barbuda,ATG,2004,97.72177608
Argentina,ARG,2004,97.20433893
Armenia,ARM,2004,96.58053891
Australia,AUS,2004,99.7563425
Austria,AUT,2004,100
Azerbaijan,AZE,2004,79.21663517
Bahamas,BHS,2004,98.30383819
Bahrain,BHR,2004,99.95091212
Bangladesh,BGD,2004,95.254549
Barbados,BRB,2004,98.25884053
Belarus,BLR,2004,97.92124348
Belgium,BEL,2004,100
Belize,BLZ,2004,90.40613623
Benin,BEN,2004,62.5694756
Bhutan,BTN,2004,87.49598331
Bolivia,BOL,2004,83.58795893
Bosnia and Herzegovina,BIH,2004,97.05039746
Botswana,BWA,2004,76.18888381
Brazil,BRA,2004,94.79651037
Brunei,BRN,2004,99.65124961
Bulgaria,BGR,2004,99.62256502
Burkina Faso,BFA,2004,55.17128626
Burundi,BDI,2004,52.73414593
CÃ´te d'Ivoire,CIV,2004,70.32155517
Cabo Verde,CPV,2004,80.66026175
Cambodia,KHM,2004,58.30611054
Cameroon,CMR,2004,59.09587222
Canada,CAN,2004,99.56272646
Central African Republic,CAF,2004,54.32170328
Chad,TCD,2004,40.97391322
Chile,CHL,2004,96.89688969
China,CHN,2004,83.66928711
Colombia,COL,2004,92.15922961
Comoros,COM,2004,87.21749987
Congo,COG,2004,60.61815529
Costa Rica,CRI,2004,96.19696679
Croatia,HRV,2004,98.97927153
Cuba,CUB,2004,92.34124572
Cyprus,CYP,2004,99.87352388
Czechia,CZE,2004,98.08524756
Democratic Republic of the Congo,COD,2004,37.3830762
Denmark,DNK,2004,100
Djibouti,DJI,2004,75.17883225
Dominica,DMA,2004,94.75156177
Dominican Republic,DOM,2004,92.55038427
Ecuador,ECU,2004,86.79135808
Egypt,EGY,2004,98.71076926
El Salvador,SLV,2004,87.85739468
Equatorial Guinea,GNQ,2004,54.21502975
Eritrea,ERI,2004,48.12341821
Estonia,EST,2004,98.03834764
Eswatini,SWZ,2004,56.59228751
Ethiopia,ETH,2004,24.84607699
Fiji,FJI,2004,94.91479448
Finland,FIN,2004,99.99999553
France,FRA,2004,99.99999692
Gabon,GAB,2004,82.00137987
Gambia,GMB,2004,74.57234104
Georgia,GEO,2004,94.59808092
Germany,DEU,2004,99.99999882
Ghana,GHA,2004,69.3225909
Greece,GRC,2004,99.82609944
Grenada,GRD,2004,94.23689769
Guatemala,GTM,2004,88.54967402
Guinea,GIN,2004,52.74522812
Guinea-Bissau,GNB,2004,56.91330541
Guyana,GUY,2004,90.41578652
Haiti,HTI,2004,58.97000562
Honduras,HND,2004,87.67180915
Hungary,HUN,2004,95.14325788
Iceland,ISL,2004,99.99999975
India,IND,2004,82.16863029
Indonesia,IDN,2004,79.71466613
Iran,IRN,2004,94.99703169
Iraq,IRQ,2004,84.40448666
Ireland,IRL,2004,96.72363145
Israel,ISR,2004,99.9999987
Italy,ITA,2004,99.6599094
Jamaica,JAM,2004,93.54426782
Japan,JPN,2004,98.51961391
Jordan,JOR,2004,98.49293938
Kazakhstan,KAZ,2004,91.54914209
Kenya,KEN,2004,48.82714922
Kiribati,KIR,2004,60.34772743
Kuwait,KWT,2004,100
Kyrgyzstan,KGZ,2004,82.87012223
Laos,LAO,2004,56.99941427
Latvia,LVA,2004,98.05971595
Lebanon,LBN,2004,86.14941377
Lesotho,LSO,2004,66.65220792
Liberia,LBR,2004,64.57127288
Libya,LBY,2004,
Liechtenstein,LIE,2004,100
Lithuania,LTU,2004,91.4481168
Luxembourg,LUX,2004,100
Madagascar,MDG,2004,39.20603289
Malawi,MWI,2004,57.32980083
Malaysia,MYS,2004,96.52092703
Maldives,MDV,2004,95.35654981
Mali,MLI,2004,55.96905524
Malta,MLT,2004,99.99999915
Marshall Islands,MHL,2004,88.61094473
Mauritania,MRT,2004,46.84217485
Mauritius,MUS,2004,99.45014101
Mexico,MEX,2004,93.46513234
Micronesia,FSM,2004,91.3145591
Moldova,MDA,2004,84.32041634
Monaco,MCO,2004,100
Mongolia,MNG,2004,67.91237566
Montenegro,MNE,2004,
Morocco,MAR,2004,67.35523114
Mozambique,MOZ,2004,28.86359455
Myanmar,MMR,2004,53.54101747
Namibia,NAM,2004,78.05410394
Nauru,NRU,2004,98.32867034
Nepal,NPL,2004,82.07250894
Netherlands,NLD,2004,99.99999801
New Zealand,NZL,2004,99.99999934
Nicaragua,NIC,2004,
Niger,NER,2004,39.59819492
Nigeria,NGA,2004,50.46355762
North Korea,PRK,2004,99.23950384
North Macedonia,MKD,2004,96.77596209
Norway,NOR,2004,100
Oman,OMN,2004,85.69364914
Pakistan,PAK,2004,88.29937401
Palau,PLW,2004,99.36424734
Palestine,PSE,2004,94.34356493
Panama,PAN,2004,90.86602233
Papua New Guinea,PNG,2004,29.72420546
Paraguay,PRY,2004,81.55759177
Peru,PER,2004,83.3752477
Philippines,PHL,2004,87.99160181
Poland,POL,2004,
Portugal,PRT,2004,99.18561022
Qatar,QAT,2004,99.90292479
Romania,ROU,2004,100
Russia,RUS,2004,96.45544922
Rwanda,RWA,2004,50.29020327
Saint Kitts and Nevis,KNA,2004,98.49972794
Saint Lucia,LCA,2004,91.1770053
Saint Vincent and the Grenadines,VCT,2004,96.07992474
Samoa,WSM,2004,87.25966298
San Marino,SMR,2004,99.9999994
Sao Tome and Principe,STP,2004,71.05183335
Saudi Arabia,SAU,2004,99.0722921
Senegal,SEN,2004,64.42184616
Serbia,SRB,2004,89.32490647
Seychelles,SYC,2004,94.25989464
Sierra Leone,SLE,2004,44.62304496
Singapore,SGP,2004,100
Slovakia,SVK,2004,97.96997008
Slovenia,SVN,2004,99.66929284
Solomon Islands,SLB,2004,76.99088253
Somalia,SOM,2004,31.5789443
South Africa,ZAF,2004,87.9864909
South Korea,KOR,2004,98.76561343
South Sudan,SSD,2004,
Spain,ESP,2004,99.99999642
Sri Lanka,LKA,2004,84.75458292
Sudan,SDN,2004,45.79762197
Suriname,SUR,2004,90.92175214
Sweden,SWE,2004,99.53271026
Switzerland,CHE,2004,100
Syria,SYR,2004,92.17690369
TÃ¼rkiye,TUR,2004,93.22660125
Tajikistan,TJK,2004,61.41754793
Tanzania,TZA,2004,33.9471157
Thailand,THA,2004,95.20366538
Timor-Leste,TLS,2004,53.00071961
Togo,TGO,2004,51.0022965
Tonga,TON,2004,98.53989383
Trinidad and Tobago,TTO,2004,
Tunisia,TUN,2004,88.70511378
Turkmenistan,TKM,2004,91.54546766
Tuvalu,TUV,2004,98.96554474
Uganda,UGA,2004,31.56856356
Ukraine,UKR,2004,97.7928382
United Arab Emirates,ARE,2004,99.67737605
United Kingdom,GBR,2004,100
United States,USA,2004,
Uruguay,URY,2004,97.33510387
Uzbekistan,UZB,2004,89.25034776
