Country Name,Country Code,Year,Prevalance of Anemia %
Seychelles,SYC,2009,28.3
Sierra Leone,SLE,2009,52.1
Singapore,SGP,2009,18.7
Slovakia,SVK,2009,25.7
Slovenia,SVN,2009,25.2
Solomon Islands,SLB,2009,37.1
Somalia,SOM,2009,49.4
South Africa,ZAF,2009,29.4
South Korea,KOR,2009,21.9
South Sudan,SSD,2009,39.2
Spain,ESP,2009,18.0
Sri Lanka,LKA,2009,28.6
Sudan,SDN,2009,36.6
Suriname,SUR,2009,26.8
Sweden,SWE,2009,18.3
Switzerland,CHE,2009,15.8
Syria,SYR,2009,32.9
Tajikistan,TJK,2009,38.6
Tanzania,TZA,2009,50.5
Thailand,THA,2009,29.3
Timor-Leste,TLS,2009,34.2
Togo,TGO,2009,54.7
Tonga,TON,2009,24.4
Trinidad and Tobago,TTO,2009,25.1
Tunisia,TUN,2009,32.3
Turkey,TUR,2009,32.9
Turkmenistan,TKM,2009,34.9
Tuvalu,TUV,2009,27.3
Uganda,UGA,2009,36.2
Ukraine,UKR,2009,23.5
United Arab Emirates,ARE,2009,28.7
United Kingdom,GBR,2009,17.2
United States,USA,2009,10.6
Uruguay,URY,2009,26.7
Uzbekistan,UZB,2009,37.2
Vanuatu,VUT,2009,32.9
Venezuela,VEN,2009,26.6
Vietnam,VNM,2009,27.5
Yemen,YEM,2009,39.3
Zambia,ZMB,2009,38.6
Zimbabwe,ZWE,2009,33.0
