Country Name,Country Code,Year,Prevalance of Anemia %
Afghanistan,AFG,2018,32.2
Albania,ALB,2018,24.5
Algeria,DZA,2018,33.6
Andorra,AND,2018,16.6
Angola,AGO,2018,45.6
Antigua and Barbuda,ATG,2018,24.5
Argentina,ARG,2018,25.6
Armenia,ARM,2018,21.9
Australia,AUS,2018,14.5
Austria,AUT,2018,16.7
Azerbaijan,AZE,2018,33.6
"Bahamas, The",BHS,2018,23.4
Bahrain,BHR,2018,29.7
Bangladesh,BGD,2018,39.9
Barbados,BRB,2018,24.7
Belarus,BLR,2018,24.2
Belgium,BEL,2018,13.7
Belize,BLZ,2018,25.9
Benin,BEN,2018,60.0
Bhutan,BTN,2018,33.5
Bolivia,BOL,2018,26.8
Bosnia and Herzegovina,BIH,2018,26.1
Botswana,BWA,2018,30.7
Brazil,BRA,2018,22.0
Brunei Darussalam,BRN,2018,21.5
Bulgaria,BGR,2018,25.4
Burkina Faso,BFA,2018,50.1
Burundi,BDI,2018,41.1
Cabo Verde,CPV,2018,43.9
Cambodia,KHM,2018,43.7
Cameroon,CMR,2018,41.1
Canada,CAN,2018,15.3
Central African Republic,CAF,2018,48.0
Chad,TCD,2018,51.6
Chile,CHL,2018,21.6
China,CHN,2018,15.8
Colombia,COL,2018,25.9
Comoros,COM,2018,35.0
"Congo, Dem. Rep.",COD,2018,44.3
"Congo, Rep.",COG,2018,48.1
Costa Rica,CRI,2018,22.2
Cote d'Ivoire,CIV,2018,55.8
Croatia,HRV,2018,24.6
Cuba,CUB,2018,25.8
Cyprus,CYP,2018,17.1
Czechia,CZE,2018,24.7
Denmark,DNK,2018,16.9
Djibouti,DJI,2018,36.4
Dominica,DMA,2018,26.5
Dominican Republic,DOM,2018,26.5
Ecuador,ECU,2018,28.6
"Egypt, Arab Rep.",EGY,2018,32.3
El Salvador,SLV,2018,22.2
Equatorial Guinea,GNQ,2018,42.9
Eritrea,ERI,2018,40.3
Estonia,EST,2018,24.7
Eswatini,SWZ,2018,28.8
Ethiopia,ETH,2018,25.1
Fiji,FJI,2018,31.5
Finland,FIN,2018,15.4
France,FRA,2018,14.4
Gabon,GAB,2018,54.2
"Gambia, The",GMB,2018,57.3
Georgia,GEO,2018,30.9
Germany,DEU,2018,15.4
Ghana,GHA,2018,46.0
Greece,GRC,2018,16.9
Grenada,GRD,2018,25.5
Guatemala,GTM,2018,18.8
Guinea,GIN,2018,51.5
Guinea-Bissau,GNB,2018,50.9
Guyana,GUY,2018,32.5
Haiti,HTI,2018,45.8
Honduras,HND,2018,23.2
Hungary,HUN,2018,24.5
Iceland,ISL,2018,15.5
India,IND,2018,47.5
Indonesia,IDN,2018,29.5
"Iran, Islamic Rep.",IRN,2018,25.1
Iraq,IRQ,2018,31.1
