Country Name,Country Code,Year,Prevalance of Anemia %
Marshall Islands,MHL,2021,25.9
Mauritania,MRT,2021,53.3
Mauritius,MUS,2021,31.7
Mexico,MEX,2021,25.0
Moldova,MDA,2021,27.2
Monaco,MCO,2021,15.9
Mongolia,MNG,2021,27.8
Montenegro,MNE,2021,29.1
Morocco,MAR,2021,32.7
Mozambique,MOZ,2021,53.5
Myanmar,MMR,2021,42.7
Namibia,NAM,2021,27.6
Nauru,NRU,2021,24.3
Nepal,NPL,2021,35.7
Netherlands,NLD,2021,16.6
New Zealand,NZL,2021,13.2
Nicaragua,NIC,2021,
Niger,NER,2021,55.4
Nigeria,NGA,2021,45.5
North Macedonia,MKD,2021,24.3
Norway,NOR,2021,16.3
Oman,OMN,2021,35.2
Pakistan,PAK,2021,40.2
Palau,PLW,2021,25.8
Panama,PAN,2021,26.9
Papua New Guinea,PNG,2021,30.7
Paraguay,PRY,2021,27.2
Peru,PER,2021,28.1
Philippines,PHL,2021,25.7
Poland,POL,2021,24.4
Portugal,PRT,2021,16.2
Qatar,QAT,2021,25.1
Romania,ROU,2021,25.1
Rwanda,RWA,2021,23.2
Samoa,WSM,2021,25.0
San Marino,SMR,2021,16.1
Sao Tome and Principe,STP,2021,42.4
Saudi Arabia,SAU,2021,20.6
Senegal,SEN,2021,51.6
Serbia,SRB,2021,25.0
Seychelles,SYC,2021,26.9
Sierra Leone,SLE,2021,52.8
Singapore,SGP,2021,16.8
Slovenia,SVN,2021,25.1
Solomon Islands,SLB,2021,34.6
South Africa,ZAF,2021,28.9
South Sudan,SSD,2021,41.4
Spain,ESP,2021,16.2
Sri Lanka,LKA,2021,24.1
Sudan,SDN,2021,37.0
Suriname,SUR,2021,26.4
Sweden,SWE,2021,16.7
Switzerland,CHE,2021,15.0
Tajikistan,TJK,2021,38.7
Tanzania,TZA,2021,46.8
Thailand,THA,2021,24.8
Timor-Leste,TLS,2021,30.7
Togo,TGO,2021,52.5
Tonga,TON,2021,22.6
Trinidad and Tobago,TTO,2021,25.8
Tunisia,TUN,2021,32.4
Turkmenistan,TKM,2021,35.2
Tuvalu,TUV,2021,25.4
Uganda,UGA,2021,34.4
Ukraine,UKR,2021,23.8
United Arab Emirates,ARE,2021,28.6
United Kingdom,GBR,2021,14.4
United States,USA,2021,10.0
Uruguay,URY,2021,24.7
Uzbekistan,UZB,2021,34.9
Vanuatu,VUT,2021,31.9
Zambia,ZMB,2021,36.2
Zimbabwe,ZWE,2021,29.8
