Country Name,Country Code,Year,Prevalance of Anemia %
Afghanistan,AFG,2011,34.0
Albania,ALB,2011,22.7
Algeria,DZA,2011,33.5
Andorra,AND,2011,17.6
Angola,AGO,2011,45.7
Antigua and Barbuda,ATG,2011,23.7
Argentina,ARG,2011,27.6
Armenia,ARM,2011,23.4
Australia,AUS,2011,15.9
Austria,AUT,2011,17.6
Azerbaijan,AZE,2011,33.9
"Bahamas, The",BHS,2011,22.4
Bahrain,BHR,2011,30.1
Bangladesh,BGD,2011,43.2
Barbados,BRB,2011,24.0
Belarus,BLR,2011,24.1
Belgium,BEL,2011,14.4
Belize,BLZ,2011,25.9
Benin,BEN,2011,61.4
Bhutan,BTN,2011,35.7
Bolivia,BOL,2011,29.9
Bosnia and Herzegovina,BIH,2011,26.8
Botswana,BWA,2011,30.6
Brazil,BRA,2011,21.6
Brunei Darussalam,BRN,2011,23.4
Bulgaria,BGR,2011,25.7
Burkina Faso,BFA,2011,52.5
Burundi,BDI,2011,37.1
Cabo Verde,CPV,2011,45.4
Cambodia,KHM,2011,47.7
Cameroon,CMR,2011,43.0
Canada,CAN,2011,16.1
Central African Republic,CAF,2011,48.7
Chad,TCD,2011,56.6
Chile,CHL,2011,22.6
China,CHN,2011,18.6
Colombia,COL,2011,26.5
Comoros,COM,2011,35.2
"Congo, Dem. Rep.",COD,2011,45.8
"Congo, Rep.",COG,2011,51.9
Costa Rica,CRI,2011,21.6
Cote d'Ivoire,CIV,2011,55.1
Croatia,HRV,2011,25.1
Cuba,CUB,2011,25.8
Cyprus,CYP,2011,17.9
Czechia,CZE,2011,24.9
Denmark,DNK,2011,17.9
Djibouti,DJI,2011,35.5
Dominica,DMA,2011,26.5
Dominican Republic,DOM,2011,26.5
Ecuador,ECU,2011,27.8
"Egypt, Arab Rep.",EGY,2011,30.8
El Salvador,SLV,2011,21.9
Equatorial Guinea,GNQ,2011,44.7
Eritrea,ERI,2011,39.8
Estonia,EST,2011,24.9
Eswatini,SWZ,2011,29.1
Ethiopia,ETH,2011,25.1
Fiji,FJI,2011,33.6
Finland,FIN,2011,16.1
France,FRA,2011,14.5
Gabon,GAB,2011,55.4
"Gambia, The",GMB,2011,61.4
Georgia,GEO,2011,31.2
Germany,DEU,2011,16.4
Ghana,GHA,2011,49.2
Greece,GRC,2011,17.8
Grenada,GRD,2011,25.4
Guatemala,GTM,2011,18.4
Guinea,GIN,2011,55.4
Guinea-Bissau,GNB,2011,51.7
Guyana,GUY,2011,33.7
Haiti,HTI,2011,47.9
Honduras,HND,2011,21.9
Hungary,HUN,2011,24.7
Iceland,ISL,2011,16.7
India,IND,2011,50.0
Indonesia,IDN,2011,32.8
"Iran, Islamic Rep.",IRN,2011,24.2
Iraq,IRQ,2011,31.9
Ireland,IRL,2011,16.9
Israel,ISR,2011,17.4
Italy,ITA,2011,17.8
Jamaica,JAM,2011,25.3
Japan,JPN,2011,28.8
Jordan,JOR,2011,30.8
Kazakhstan,KAZ,2011,31.1
Kenya,KEN,2011,38.8
Kiribati,KIR,2011,31.4
"Korea, Dem. People's Rep.",PRK,2011,34.1
"Korea, Rep.",KOR,2011,21.0
Kuwait,KWT,2011,27.6
Kyrgyz Republic,KGZ,2011,37.8
Lao PDR,LAO,2011,36.3
Latvia,LVA,2011,22.8
Lebanon,LBN,2011,30.3
Lesotho,LSO,2011,30.6
Liberia,LBR,2011,47.6
Libya,LBY,2011,30.8
Liechtenstein,LIE,2011,
Lithuania,LTU,2011,24.3
Luxembourg,LUX,2011,16.7
Madagascar,MDG,2011,36.7
Malawi,MWI,2011,36.6
Malaysia,MYS,2011,32.1
Maldives,MDV,2011,47.2
Mali,MLI,2011,60.1
Malta,MLT,2011,17.7
Marshall Islands,MHL,2011,28.4
Mauritania,MRT,2011,53.9
Mauritius,MUS,2011,30.4
Mexico,MEX,2011,22.4
"Micronesia, Fed. Sts.",FSM,2011,26.9
Moldova,MDA,2011,28.5
Monaco,MCO,2011,17.3
Mongolia,MNG,2011,28.3
Montenegro,MNE,2011,27.6
Morocco,MAR,2011,32.2
Mozambique,MOZ,2011,50.7
Myanmar,MMR,2011,46.0
Namibia,NAM,2011,26.5
Nauru,NRU,2011,25.8
Nepal,NPL,2011,39.4
Netherlands,NLD,2011,17.5
New Zealand,NZL,2011,14.1
Nicaragua,NIC,2011,
Niger,NER,2011,54.2
Nigeria,NGA,2011,50.1
North Macedonia,MKD,2011,24.5
Norway,NOR,2011,17.6
Oman,OMN,2011,35.2
Pakistan,PAK,2011,45.8
Palau,PLW,2011,26.9
Panama,PAN,2011,27.0
Papua New Guinea,PNG,2011,31.7
Paraguay,PRY,2011,26.6
Peru,PER,2011,26.9
Philippines,PHL,2011,33.5
Poland,POL,2011,24.5
Portugal,PRT,2011,17.7
Qatar,QAT,2011,26.6
Romania,ROU,2011,25.7
Russian Federation,RUS,2011,24.7
Rwanda,RWA,2011,22.3
Samoa,WSM,2011,26.1
San Marino,SMR,2011,17.4
Sao Tome and Principe,STP,2011,44.1
Saudi Arabia,SAU,2011,22.2
Senegal,SEN,2011,58.6
Serbia,SRB,2011,25.1
Seychelles,SYC,2011,27.8
Sierra Leone,SLE,2011,51.6
Singapore,SGP,2011,18.2
Slovak Republic,SVK,2011,25.3
Slovenia,SVN,2011,24.9
Solomon Islands,SLB,2011,36.2
"Somalia, Fed. Rep.",SOM,2011,49.5
South Africa,ZAF,2011,28.8
South Sudan,SSD,2011,38.7
Spain,ESP,2011,17.7
Sri Lanka,LKA,2011,28.0
St. Kitts and Nevis,KNA,2011,23.6
St. Lucia,LCA,2011,23.3
St. Vincent and the Grenadines,VCT,2011,24.1
Sudan,SDN,2011,36.0
Suriname,SUR,2011,26.0
Sweden,SWE,2011,17.8
Switzerland,CHE,2011,15.6
Syrian Arab Republic,SYR,2011,32.6
Tajikistan,TJK,2011,38.2
Tanzania,TZA,2011,49.7
Thailand,THA,2011,28.9
Timor-Leste,TLS,2011,33.1
Togo,TGO,2011,54.3
Tonga,TON,2011,23.9
Trinidad and Tobago,TTO,2011,24.5
