Country Name,Country Code,Year,Prevalance of Anemia %
Kuwait,KWT,2013,27.7
Kyrgyz Republic,KGZ,2013,38.1
Lao PDR,LAO,2013,35.1
Latvia,LVA,2013,22.6
Lebanon,LBN,2013,30.5
Lesotho,LSO,2013,30.8
Liberia,LBR,2013,46.9
Libya,LBY,2013,30.6
Liechtenstein,LIE,2013,
Lithuania,LTU,2013,24.3
Luxembourg,LUX,2013,16.5
Madagascar,MDG,2013,36.9
Malawi,MWI,2013,36.7
Malaysia,MYS,2013,31.7
Maldives,MDV,2013,46.2
Mali,MLI,2013,59.7
Malta,MLT,2013,17.4
Marshall Islands,MHL,2013,27.9
Mauritania,MRT,2013,53.4
Mauritius,MUS,2013,30.4
Mexico,MEX,2013,22.6
"Micronesia, Fed. Sts.",FSM,2013,26.5
Moldova,MDA,2013,27.9
Monaco,MCO,2013,17.0
Mongolia,MNG,2013,28.1
Montenegro,MNE,2013,27.6
Morocco,MAR,2013,31.8
Mozambique,MOZ,2013,51.1
Myanmar,MMR,2013,44.5
Namibia,NAM,2013,26.3
Nauru,NRU,2013,25.3
Nepal,NPL,2013,38.7
Netherlands,NLD,2013,17.3
New Zealand,NZL,2013,13.9
Nicaragua,NIC,2013,
Niger,NER,2013,54.3
Nigeria,NGA,2013,49.1
North Macedonia,MKD,2013,24.3
Norway,NOR,2013,17.4
Oman,OMN,2013,35.1
Pakistan,PAK,2013,45.3
Palau,PLW,2013,26.5
Panama,PAN,2013,26.6
Papua New Guinea,PNG,2013,31.2
Paraguay,PRY,2013,26.5
Peru,PER,2013,26.6
Philippines,PHL,2013,32.1
Poland,POL,2013,24.3
Portugal,PRT,2013,17.4
Qatar,QAT,2013,26.2
Romania,ROU,2013,25.4
Russian Federation,RUS,2013,24.5
Rwanda,RWA,2013,22.4
Samoa,WSM,2013,25.6
San Marino,SMR,2013,17.1
Sao Tome and Principe,STP,2013,43.4
Saudi Arabia,SAU,2013,21.6
Senegal,SEN,2013,57.1
Serbia,SRB,2013,25.0
Seychelles,SYC,2013,27.4
Sierra Leone,SLE,2013,51.4
Singapore,SGP,2013,17.9
Slovak Republic,SVK,2013,25.2
Slovenia,SVN,2013,24.8
Solomon Islands,SLB,2013,35.6
"Somalia, Fed. Rep.",SOM,2013,50.0
South Africa,ZAF,2013,28.6
South Sudan,SSD,2013,39.0
Spain,ESP,2013,17.4
Sri Lanka,LKA,2013,27.5
St. Kitts and Nevis,KNA,2013,23.3
St. Lucia,LCA,2013,23.3
St. Vincent and the Grenadines,VCT,2013,23.9
Sudan,SDN,2013,35.8
Suriname,SUR,2013,25.8
Sweden,SWE,2013,17.5
Switzerland,CHE,2013,15.5
Syrian Arab Republic,SYR,2013,32.6
Tajikistan,TJK,2013,38.1
Tanzania,TZA,2013,49.3
Thailand,THA,2013,28.4
Timor-Leste,TLS,2013,32.5
Togo,TGO,2013,53.9
Tonga,TON,2013,23.5
Trinidad and Tobago,TTO,2013,24.4
Tunisia,TUN,2013,31.7
Turkiye,TUR,2013,31.6
Turkmenistan,TKM,2013,34.1
Tuvalu,TUV,2013,26.1
Uganda,UGA,2013,34.6
Ukraine,UKR,2013,23.2
United Arab Emirates,ARE,2013,28.8
United Kingdom,GBR,2013,16.3
United States,USA,2013,10.7
Uruguay,URY,2013,25.8
Uzbekistan,UZB,2013,35.1
Vanuatu,VUT,2013,32.0
"Venezuela, RB",VEN,2013,25.9
Viet Nam,VNM,2013,26.6
West Bank and Gaza,PSE,2013,30.9
"Yemen, Rep.",YEM,2013,38.4
Zambia,ZMB,2013,37.0
Zimbabwe,ZWE,2013,30.9
