Country Name,Country Code,Year,Prevalance of Anemia %
Afghanistan,AFG,2004,37.0
Albania,ALB,2004,25.6
Algeria,DZA,2004,35.1
Andorra,AND,2004,19.4
Angola,AGO,2004,50.1
Antigua and Barbuda,ATG,2004,26.9
Argentina,ARG,2004,30.4
Armenia,ARM,2004,25.7
Australia,AUS,2004,17.7
Austria,AUT,2004,19.3
Azerbaijan,AZE,2004,35.6
Bahrain,BHR,2004,31.5
Bangladesh,BGD,2004,46.6
Barbados,BRB,2004,26.7
Belarus,BLR,2004,26.8
Belgium,BEL,2004,16.4
Belize,BLZ,2004,29.6
Benin,BEN,2004,66.1
Bhutan,BTN,2004,39.2
Bolivia,BOL,2004,34.0
Bosnia and Herzegovina,BIH,2004,29.1
Botswana,BWA,2004,33.1
Brazil,BRA,2004,26.0
Bulgaria,BGR,2004,28.1
Burkina Faso,BFA,2004,55.8
Burundi,BDI,2004,40.1
Cabo Verde,CPV,2004,49.0
Cambodia,KHM,2004,53.4
Cameroon,CMR,2004,46.9
Canada,CAN,2004,18.1
Central African Republic,CAF,2004,51.0
Chad,TCD,2004,60.1
Chile,CHL,2004,24.9
China,CHN,2004,24.7
Colombia,COL,2004,33.4
Comoros,COM,2004,38.6
Costa Rica,CRI,2004,24.8
Croatia,HRV,2004,27.3
Cuba,CUB,2004,30.5
Cyprus,CYP,2004,19.6
Czechia,CZE,2004,26.6
Denmark,DNK,2004,19.8
Djibouti,DJI,2004,38.2
Dominica,DMA,2004,30.0
Dominican Republic,DOM,2004,30.9
Ecuador,ECU,2004,31.2
El Salvador,SLV,2004,23.5
Equatorial Guinea,GNQ,2004,48.8
Eritrea,ERI,2004,42.4
Estonia,EST,2004,26.8
Eswatini,SWZ,2004,31.1
Ethiopia,ETH,2004,29.5
Fiji,FJI,2004,36.4
Finland,FIN,2004,17.8
France,FRA,2004,16.0
Gabon,GAB,2004,58.2
Georgia,GEO,2004,32.3
Germany,DEU,2004,18.0
Ghana,GHA,2004,53.0
Greece,GRC,2004,19.6
Grenada,GRD,2004,28.9
Guatemala,GTM,2004,24.6
Guinea,GIN,2004,59.4
Guinea-Bissau,GNB,2004,54.8
Guyana,GUY,2004,37.1
Haiti,HTI,2004,53.1
Honduras,HND,2004,25.4
Hungary,HUN,2004,26.3
Iceland,ISL,2004,18.3
India,IND,2004,51.8
Indonesia,IDN,2004,36.7
Iraq,IRQ,2004,35.6
Ireland,IRL,2004,18.6
Israel,ISR,2004,19.1
Italy,ITA,2004,19.4
Jamaica,JAM,2004,28.6
Japan,JPN,2004,30.6
Jordan,JOR,2004,30.7
Kazakhstan,KAZ,2004,33.0
Kenya,KEN,2004,43.1
Kiribati,KIR,2004,33.7
Kuwait,KWT,2004,28.5
Latvia,LVA,2004,25.0
Lebanon,LBN,2004,31.0
Lesotho,LSO,2004,32.8
Liberia,LBR,2004,52.7
Libya,LBY,2004,32.3
Liechtenstein,LIE,2004,
Lithuania,LTU,2004,26.6
Luxembourg,LUX,2004,18.1
Madagascar,MDG,2004,40.2
Malawi,MWI,2004,40.2
Malaysia,MYS,2004,34.2
Maldives,MDV,2004,51.0
Mali,MLI,2004,63.5
Malta,MLT,2004,19.7
Marshall Islands,MHL,2004,31.1
Mauritania,MRT,2004,56.0
Mauritius,MUS,2004,32.8
Mexico,MEX,2004,26.1
Moldova,MDA,2004,31.4
Monaco,MCO,2004,19.0
Mongolia,MNG,2004,29.9
Montenegro,MNE,2004,29.2
Morocco,MAR,2004,34.5
Mozambique,MOZ,2004,51.9
Myanmar,MMR,2004,52.5
Namibia,NAM,2004,29.1
Nauru,NRU,2004,28.1
Nepal,NPL,2004,41.9
Netherlands,NLD,2004,19.2
New Zealand,NZL,2004,15.9
Nicaragua,NIC,2004,
Niger,NER,2004,56.2
Nigeria,NGA,2004,53.8
North Macedonia,MKD,2004,26.3
Norway,NOR,2004,19.3
Oman,OMN,2004,36.6
Pakistan,PAK,2004,46.4
Palau,PLW,2004,29.0
Panama,PAN,2004,31.0
Papua New Guinea,PNG,2004,34.5
Paraguay,PRY,2004,29.7
Peru,PER,2004,31.8
Philippines,PHL,2004,39.2
Poland,POL,2004,26.4
Portugal,PRT,2004,19.5
Qatar,QAT,2004,28.1
Romania,ROU,2004,28.0
Rwanda,RWA,2004,26.4
Samoa,WSM,2004,28.8
San Marino,SMR,2004,19.0
Sao Tome and Principe,STP,2004,48.5
Saudi Arabia,SAU,2004,25.0
Senegal,SEN,2004,62.3
Serbia,SRB,2004,27.3
Seychelles,SYC,2004,30.6
Sierra Leone,SLE,2004,54.5
Singapore,SGP,2004,20.1
Slovenia,SVN,2004,26.6
Solomon Islands,SLB,2004,39.4
South Africa,ZAF,2004,31.8
South Sudan,SSD,2004,41.5
Spain,ESP,2004,18.9
Sri Lanka,LKA,2004,30.4
Sudan,SDN,2004,38.2
Suriname,SUR,2004,30.4
Sweden,SWE,2004,19.7
Switzerland,CHE,2004,16.7
Tajikistan,TJK,2004,39.5
Tanzania,TZA,2004,52.8
Thailand,THA,2004,30.0
Timor-Leste,TLS,2004,37.2
Togo,TGO,2004,55.6
Tonga,TON,2004,26.0
Trinidad and Tobago,TTO,2004,28.0
Tunisia,TUN,2004,33.2
Turkmenistan,TKM,2004,37.7
Tuvalu,TUV,2004,29.3
Uganda,UGA,2004,40.4
Ukraine,UKR,2004,25.2
United Arab Emirates,ARE,2004,29.1
United Kingdom,GBR,2004,18.5
United States,USA,2004,10.5
Uruguay,URY,2004,28.5
Uzbekistan,UZB,2004,40.4
Vanuatu,VUT,2004,35.3
Zambia,ZMB,2004,42.3
Zimbabwe,ZWE,2004,34.2
