Country Name,Country Code,Year,Prevalance of Anemia %
St. Kitts and Nevis,KNA,2008,24.6
St. Lucia,LCA,2008,24.3
St. Vincent and the Grenadines,VCT,2008,25.2
Sudan,SDN,2008,37.0
Suriname,SUR,2008,27.5
Sweden,SWE,2008,18.5
Switzerland,CHE,2008,16.0
Syrian Arab Republic,SYR,2008,33.2
Tajikistan,TJK,2008,38.9
Tanzania,TZA,2008,51.0
Thailand,THA,2008,29.5
Timor-Leste,TLS,2008,34.9
Togo,TGO,2008,54.9
Tonga,TON,2008,24.7
Trinidad and Tobago,TTO,2008,25.6
Tunisia,TUN,2008,32.6
Turkiye,TUR,2008,33.3
Turkmenistan,TKM,2008,35.4
Tuvalu,TUV,2008,27.7
Uganda,UGA,2008,37.0
Ukraine,UKR,2008,23.8
United Arab Emirates,ARE,2008,28.9
United Kingdom,GBR,2008,17.5
United States,USA,2008,10.6
Uruguay,URY,2008,27.2
Uzbekistan,UZB,2008,37.9
Vanuatu,VUT,2008,33.4
"Venezuela, RB",VEN,2008,27.2
Viet Nam,VNM,2008,28.3
West Bank and Gaza,PSE,2008,31.8
"Yemen, Rep.",YEM,2008,39.8
Zambia,ZMB,2008,39.3
Zimbabwe,ZWE,2008,33.3
