Country Name,Country Code,Year,Prevalance of Anemia %
Afghanistan,AFG,2003,37.4
Albania,ALB,2003,26.2
Algeria,DZA,2003,35.3
Andorra,AND,2003,19.7
Angola,AGO,2003,50.7
Antigua and Barbuda,ATG,2003,27.5
Argentina,ARG,2003,30.6
Armenia,ARM,2003,25.7
Australia,AUS,2003,18.1
Austria,AUT,2003,19.6
Azerbaijan,AZE,2003,35.5
Bahrain,BHR,2003,31.6
Bangladesh,BGD,2003,47.0
Barbados,BRB,2003,27.3
Belarus,BLR,2003,27.3
Belgium,BEL,2003,16.8
Belize,BLZ,2003,30.3
Benin,BEN,2003,66.6
Bhutan,BTN,2003,39.7
Bolivia,BOL,2003,34.4
Bosnia and Herzegovina,BIH,2003,29.5
Botswana,BWA,2003,33.5
Brazil,BRA,2003,26.7
Bulgaria,BGR,2003,28.4
Burkina Faso,BFA,2003,56.3
Burundi,BDI,2003,40.8
Cabo Verde,CPV,2003,49.5
Cambodia,KHM,2003,54.3
Cameroon,CMR,2003,47.4
Canada,CAN,2003,18.6
Central African Republic,CAF,2003,51.3
Chad,TCD,2003,60.4
Chile,CHL,2003,25.3
China,CHN,2003,25.7
Colombia,COL,2003,34.4
Comoros,COM,2003,39.2
Costa Rica,CRI,2003,25.4
Croatia,HRV,2003,27.6
Cuba,CUB,2003,31.3
Cyprus,CYP,2003,19.9
Czechia,CZE,2003,27.0
Denmark,DNK,2003,20.2
Djibouti,DJI,2003,38.8
Dominica,DMA,2003,30.6
Dominican Republic,DOM,2003,31.7
Ecuador,ECU,2003,31.9
El Salvador,SLV,2003,23.8
Equatorial Guinea,GNQ,2003,49.5
Eritrea,ERI,2003,42.8
Estonia,EST,2003,27.2
Eswatini,SWZ,2003,31.5
Ethiopia,ETH,2003,30.3
Fiji,FJI,2003,36.8
Finland,FIN,2003,18.1
France,FRA,2003,16.4
Gabon,GAB,2003,58.6
Georgia,GEO,2003,32.4
Germany,DEU,2003,18.4
Ghana,GHA,2003,53.3
Greece,GRC,2003,19.9
Grenada,GRD,2003,29.6
Guatemala,GTM,2003,25.9
Guinea,GIN,2003,59.8
Guinea-Bissau,GNB,2003,55.1
Guyana,GUY,2003,37.6
Haiti,HTI,2003,53.8
Honduras,HND,2003,26.2
Hungary,HUN,2003,26.6
Iceland,ISL,2003,18.7
India,IND,2003,51.8
Indonesia,IDN,2003,37.2
Iraq,IRQ,2003,36.0
