Country Name,Country Code,Year,Prevalance of Anemia %
Ireland,IRL,2003,18.9
Israel,ISR,2003,19.5
Italy,ITA,2003,19.8
Jamaica,JAM,2003,29.3
Japan,JPN,2003,30.7
Jordan,JOR,2003,30.7
Kazakhstan,KAZ,2003,33.3
Kenya,KEN,2003,43.8
Kiribati,KIR,2003,34.2
Kuwait,KWT,2003,28.7
Latvia,LVA,2003,25.4
Lebanon,LBN,2003,31.1
Lesotho,LSO,2003,33.2
Liberia,LBR,2003,53.5
Libya,LBY,2003,32.4
Liechtenstein,LIE,2003,
Lithuania,LTU,2003,27.1
Luxembourg,LUX,2003,18.4
Madagascar,MDG,2003,40.7
Malawi,MWI,2003,40.7
Malaysia,MYS,2003,34.5
Maldives,MDV,2003,51.5
Mali,MLI,2003,64.0
Malta,MLT,2003,20.2
Marshall Islands,MHL,2003,31.4
Mauritania,MRT,2003,56.3
Mauritius,MUS,2003,33.2
Mexico,MEX,2003,26.9
Moldova,MDA,2003,31.9
Monaco,MCO,2003,19.3
Mongolia,MNG,2003,29.9
Montenegro,MNE,2003,29.5
Morocco,MAR,2003,34.6
Mozambique,MOZ,2003,52.1
Myanmar,MMR,2003,53.4
Namibia,NAM,2003,29.5
Nauru,NRU,2003,28.4
Nepal,NPL,2003,42.3
Netherlands,NLD,2003,19.5
New Zealand,NZL,2003,16.3
Nicaragua,NIC,2003,
Niger,NER,2003,56.6
Nigeria,NGA,2003,54.2
North Macedonia,MKD,2003,26.7
Norway,NOR,2003,19.7
Oman,OMN,2003,36.8
Pakistan,PAK,2003,46.3
Palau,PLW,2003,29.3
Panama,PAN,2003,31.6
Papua New Guinea,PNG,2003,34.8
Paraguay,PRY,2003,30.1
Peru,PER,2003,32.7
Philippines,PHL,2003,40.0
Poland,POL,2003,26.8
Portugal,PRT,2003,19.9
Qatar,QAT,2003,28.2
Romania,ROU,2003,28.4
Rwanda,RWA,2003,27.2
Samoa,WSM,2003,29.2
San Marino,SMR,2003,19.3
Sao Tome and Principe,STP,2003,49.2
Saudi Arabia,SAU,2003,25.2
Senegal,SEN,2003,62.5
Serbia,SRB,2003,27.7
Seychelles,SYC,2003,31.0
Sierra Leone,SLE,2003,54.9
Singapore,SGP,2003,20.5
Slovenia,SVN,2003,27.0
Solomon Islands,SLB,2003,39.8
South Africa,ZAF,2003,32.2
South Sudan,SSD,2003,42.0
Spain,ESP,2003,19.2
Sri Lanka,LKA,2003,30.8
Sudan,SDN,2003,38.5
Suriname,SUR,2003,31.2
Sweden,SWE,2003,20.0
Switzerland,CHE,2003,16.9
Tajikistan,TJK,2003,39.7
Tanzania,TZA,2003,53.0
Thailand,THA,2003,30.1
Timor-Leste,TLS,2003,37.9
Togo,TGO,2003,55.7
Tonga,TON,2003,26.4
Trinidad and Tobago,TTO,2003,28.7
Tunisia,TUN,2003,33.3
Turkmenistan,TKM,2003,38.4
Tuvalu,TUV,2003,29.7
Uganda,UGA,2003,41.1
Ukraine,UKR,2003,25.6
United Arab Emirates,ARE,2003,29.3
United Kingdom,GBR,2003,18.8
United States,USA,2003,10.6
Uruguay,URY,2003,28.6
Uzbekistan,UZB,2003,41.0
Vanuatu,VUT,2003,35.6
Zambia,ZMB,2003,43.0
Zimbabwe,ZWE,2003,34.4
