Country Name,Country Code,Year,Prevalance of Anemia %
Guinea-Bissau,GNB,2022,50.9
Guyana,GUY,2022,31.9
Haiti,HTI,2022,45.5
Honduras,HND,2022,24.4
Hungary,HUN,2022,24.7
Iceland,ISL,2022,15.1
India,IND,2022,46.6
Indonesia,IDN,2022,27.4
Iraq,IRQ,2022,32.3
Ireland,IRL,2022,14.7
Israel,ISR,2022,15.5
Italy,ITA,2022,17.0
Jamaica,JAM,2022,26.3
Japan,JPN,2022,22.9
Jordan,JOR,2022,33.1
Kazakhstan,KAZ,2022,32.0
Kenya,KEN,2022,39.5
Kiribati,KIR,2022,29.4
Kuwait,KWT,2022,28.3
Latvia,LVA,2022,21.9
Lebanon,LBN,2022,33.1
Lesotho,LSO,2022,35.1
Liberia,LBR,2022,48.7
Libya,LBY,2022,31.7
Liechtenstein,LIE,2022,
Lithuania,LTU,2022,24.4
Luxembourg,LUX,2022,15.5
Madagascar,MDG,2022,38.8
Malawi,MWI,2022,38.0
Malaysia,MYS,2022,29.1
Maldives,MDV,2022,41.7
Mali,MLI,2022,61.8
Malta,MLT,2022,16.6
Marshall Islands,MHL,2022,25.7
Mauritania,MRT,2022,53.6
Mauritius,MUS,2022,32.1
Mexico,MEX,2022,25.3
Moldova,MDA,2022,27.3
Monaco,MCO,2022,15.9
Mongolia,MNG,2022,27.8
Montenegro,MNE,2022,29.3
Morocco,MAR,2022,33.1
Mozambique,MOZ,2022,54.0
Myanmar,MMR,2022,43.1
Namibia,NAM,2022,27.9
Nauru,NRU,2022,24.3
Nepal,NPL,2022,35.4
Netherlands,NLD,2022,16.5
New Zealand,NZL,2022,13.2
Nicaragua,NIC,2022,
Niger,NER,2022,55.7
Nigeria,NGA,2022,45.2
North Macedonia,MKD,2022,24.3
Norway,NOR,2022,16.3
Oman,OMN,2022,35.4
Pakistan,PAK,2022,39.6
Palau,PLW,2022,25.8
Panama,PAN,2022,27.2
Papua New Guinea,PNG,2022,30.8
Paraguay,PRY,2022,27.5
Peru,PER,2022,28.5
Philippines,PHL,2022,24.9
Poland,POL,2022,24.5
Portugal,PRT,2022,16.2
Qatar,QAT,2022,25.0
Romania,ROU,2022,25.2
Rwanda,RWA,2022,23.5
Samoa,WSM,2022,25.1
San Marino,SMR,2022,16.1
Sao Tome and Principe,STP,2022,42.6
Saudi Arabia,SAU,2022,20.6
Senegal,SEN,2022,51.2
Serbia,SRB,2022,25.1
Seychelles,SYC,2022,27.0
Sierra Leone,SLE,2022,53.2
Singapore,SGP,2022,16.8
Slovenia,SVN,2022,25.2
Solomon Islands,SLB,2022,34.7
South Africa,ZAF,2022,29.1
South Sudan,SSD,2022,41.8
Spain,ESP,2022,16.3
Sri Lanka,LKA,2022,23.5
Sudan,SDN,2022,37.5
Suriname,SUR,2022,26.6
Sweden,SWE,2022,16.7
Switzerland,CHE,2022,15.0
Tajikistan,TJK,2022,39.1
Tanzania,TZA,2022,46.7
Thailand,THA,2022,24.2
Timor-Leste,TLS,2022,30.7
Togo,TGO,2022,52.5
Tonga,TON,2022,22.6
Trinidad and Tobago,TTO,2022,26.0
Tunisia,TUN,2022,32.8
Turkmenistan,TKM,2022,35.5
Tuvalu,TUV,2022,25.5
Uganda,UGA,2022,34.7
Ukraine,UKR,2022,23.9
United Arab Emirates,ARE,2022,28.6
United Kingdom,GBR,2022,14.3
United States,USA,2022,10.0
Uruguay,URY,2022,24.6
Uzbekistan,UZB,2022,35.2
Vanuatu,VUT,2022,32.1
Zambia,ZMB,2022,36.5
Zimbabwe,ZWE,2022,30.0
