Country Name,Country Code,Year,Prevalance of Anemia %
Afghanistan,AFG,2006,36.2
Albania,ALB,2006,24.4
Algeria,DZA,2006,34.7
Andorra,AND,2006,18.8
Angola,AGO,2006,48.8
Antigua and Barbuda,ATG,2006,25.7
Argentina,ARG,2006,29.6
Armenia,ARM,2006,25.2
Australia,AUS,2006,17.1
Austria,AUT,2006,18.8
Azerbaijan,AZE,2006,35.3
"Bahamas, The",BHS,2006,24.0
Bahrain,BHR,2006,31.2
Bangladesh,BGD,2006,45.8
Barbados,BRB,2006,25.6
Belarus,BLR,2006,25.9
Belgium,BEL,2006,15.7
Belize,BLZ,2006,28.4
Benin,BEN,2006,64.9
Bhutan,BTN,2006,38.3
Bolivia,BOL,2006,33.0
Bosnia and Herzegovina,BIH,2006,28.3
Botswana,BWA,2006,32.3
Brazil,BRA,2006,24.6
Brunei Darussalam,BRN,2006,26.0
Bulgaria,BGR,2006,27.4
Burkina Faso,BFA,2006,54.8
Burundi,BDI,2006,38.7
Cabo Verde,CPV,2006,47.8
Cambodia,KHM,2006,51.7
Cameroon,CMR,2006,45.7
Canada,CAN,2006,17.4
Central African Republic,CAF,2006,50.4
Chad,TCD,2006,59.2
Chile,CHL,2006,24.1
China,CHN,2006,22.8
Colombia,COL,2006,31.1
Comoros,COM,2006,37.4
"Congo, Dem. Rep.",COD,2006,48.5
"Congo, Rep.",COG,2006,55.1
Costa Rica,CRI,2006,23.6
Cote d'Ivoire,CIV,2006,56.0
Croatia,HRV,2006,26.5
Cuba,CUB,2006,28.8
Cyprus,CYP,2006,19.1
Czechia,CZE,2006,26.0
Denmark,DNK,2006,19.2
Djibouti,DJI,2006,37.0
Dominica,DMA,2006,28.6
Dominican Republic,DOM,2006,29.3
Ecuador,ECU,2006,30.0
"Egypt, Arab Rep.",EGY,2006,31.3
El Salvador,SLV,2006,23.0
Equatorial Guinea,GNQ,2006,47.5
Eritrea,ERI,2006,41.5
Estonia,EST,2006,26.1
Eswatini,SWZ,2006,30.4
Ethiopia,ETH,2006,27.9
Fiji,FJI,2006,35.7
Finland,FIN,2006,17.2
France,FRA,2006,15.5
Gabon,GAB,2006,57.4
"Gambia, The",GMB,2006,64.0
Georgia,GEO,2006,32.1
Germany,DEU,2006,17.5
Ghana,GHA,2006,52.2
Greece,GRC,2006,19.0
Grenada,GRD,2006,27.5
Guatemala,GTM,2006,22.4
Guinea,GIN,2006,58.4
Guinea-Bissau,GNB,2006,53.9
Guyana,GUY,2006,35.9
Haiti,HTI,2006,51.6
Honduras,HND,2006,24.0
Hungary,HUN,2006,25.7
Iceland,ISL,2006,17.8
India,IND,2006,51.6
Indonesia,IDN,2006,35.7
"Iran, Islamic Rep.",IRN,2006,25.6
Iraq,IRQ,2006,34.7
Ireland,IRL,2006,18.0
Israel,ISR,2006,18.5
Italy,ITA,2006,18.9
Jamaica,JAM,2006,27.4
Japan,JPN,2006,30.2
Jordan,JOR,2006,30.7
Kazakhstan,KAZ,2006,32.4
Kenya,KEN,2006,41.6
Kiribati,KIR,2006,32.9
"Korea, Dem. People's Rep.",PRK,2006,36.5
"Korea, Rep.",KOR,2006,23.1
Kuwait,KWT,2006,28.0
Kyrgyz Republic,KGZ,2006,37.7
Lao PDR,LAO,2006,40.3
Latvia,LVA,2006,24.2
Lebanon,LBN,2006,30.8
