Country Name,Country Code,Year,Prevalance of Anemia %
Afghanistan,AFG,2000,38.6
Albania,ALB,2000,28.4
Algeria,DZA,2000,36.1
Andorra,AND,2000,21.0
Angola,AGO,2000,52.3
Antigua and Barbuda,ATG,2000,29.1
Argentina,ARG,2000,31.3
Armenia,ARM,2000,25.9
Australia,AUS,2000,19.4
Austria,AUT,2000,20.9
Azerbaijan,AZE,2000,35.3
Bahrain,BHR,2000,32.1
Bangladesh,BGD,2000,47.8
Barbados,BRB,2000,28.6
Belarus,BLR,2000,28.7
Belgium,BEL,2000,18.5
Belize,BLZ,2000,32.2
Benin,BEN,2000,68.0
Bhutan,BTN,2000,41.2
Bolivia,BOL,2000,34.6
Bosnia and Herzegovina,BIH,2000,30.9
Botswana,BWA,2000,34.7
Brazil,BRA,2000,28.6
Bulgaria,BGR,2000,29.4
Burkina Faso,BFA,2000,57.8
Burundi,BDI,2000,42.7
Cabo Verde,CPV,2000,51.2
Cambodia,KHM,2000,56.6
Cameroon,CMR,2000,49.0
Canada,CAN,2000,20.2
Central African Republic,CAF,2000,52.1
Chad,TCD,2000,61.2
Chile,CHL,2000,26.8
China,CHN,2000,28.7
Colombia,COL,2000,37.0
Comoros,COM,2000,41.1
Costa Rica,CRI,2000,26.9
Croatia,HRV,2000,28.9
Cuba,CUB,2000,33.3
Cyprus,CYP,2000,21.3
Czechia,CZE,2000,28.1
Denmark,DNK,2000,21.5
Djibouti,DJI,2000,40.4
Dominica,DMA,2000,33.0
Dominican Republic,DOM,2000,33.9
Ecuador,ECU,2000,33.7
El Salvador,SLV,2000,24.6
Equatorial Guinea,GNQ,2000,51.8
Eritrea,ERI,2000,44.2
Estonia,EST,2000,28.5
Eswatini,SWZ,2000,33.0
Ethiopia,ETH,2000,32.9
Fiji,FJI,2000,37.8
Finland,FIN,2000,19.4
France,FRA,2000,17.8
Gabon,GAB,2000,59.6
Georgia,GEO,2000,32.9
Germany,DEU,2000,19.8
Ghana,GHA,2000,54.1
Greece,GRC,2000,21.3
Grenada,GRD,2000,31.9
Guatemala,GTM,2000,29.5
Guinea,GIN,2000,60.8
Guinea-Bissau,GNB,2000,56.1
Guyana,GUY,2000,39.1
Haiti,HTI,2000,55.6
Honduras,HND,2000,28.7
Hungary,HUN,2000,27.8
Iceland,ISL,2000,20.1
India,IND,2000,51.6
Indonesia,IDN,2000,38.6
Iraq,IRQ,2000,37.1
Ireland,IRL,2000,20.3
Israel,ISR,2000,21.2
Italy,ITA,2000,21.1
Jamaica,JAM,2000,31.1
Japan,JPN,2000,31.0
Jordan,JOR,2000,31.1
Kazakhstan,KAZ,2000,34.2
Kenya,KEN,2000,45.8
Kiribati,KIR,2000,35.8
Kuwait,KWT,2000,29.5
Latvia,LVA,2000,26.9
Lebanon,LBN,2000,31.5
Lesotho,LSO,2000,34.8
Liberia,LBR,2000,56.3
Libya,LBY,2000,33.0
Liechtenstein,LIE,2000,
Lithuania,LTU,2000,28.7
Luxembourg,LUX,2000,19.7
Madagascar,MDG,2000,41.9
Malawi,MWI,2000,41.9
Malaysia,MYS,2000,35.6
Maldives,MDV,2000,53.3
Mali,MLI,2000,65.3
Malta,MLT,2000,21.7
Marshall Islands,MHL,2000,32.5
Mauritania,MRT,2000,57.3
Mauritius,MUS,2000,34.4
Mexico,MEX,2000,29.3
Moldova,MDA,2000,33.3
Monaco,MCO,2000,20.6
Mongolia,MNG,2000,30.0
Montenegro,MNE,2000,30.7
Morocco,MAR,2000,35.2
Mozambique,MOZ,2000,52.4
Myanmar,MMR,2000,55.5
Namibia,NAM,2000,31.1
Nauru,NRU,2000,29.2
Nepal,NPL,2000,43.3
Netherlands,NLD,2000,20.5
New Zealand,NZL,2000,17.8
Nicaragua,NIC,2000,
Niger,NER,2000,57.9
Nigeria,NGA,2000,55.2
North Macedonia,MKD,2000,27.8
Norway,NOR,2000,21.2
Oman,OMN,2000,37.1
Pakistan,PAK,2000,45.9
Palau,PLW,2000,30.1
Panama,PAN,2000,33.4
Papua New Guinea,PNG,2000,36.0
Paraguay,PRY,2000,31.1
Peru,PER,2000,34.5
Philippines,PHL,2000,42.3
Poland,POL,2000,28.1
Portugal,PRT,2000,21.4
Qatar,QAT,2000,28.8
Romania,ROU,2000,29.8
Rwanda,RWA,2000,29.8
Samoa,WSM,2000,30.3
San Marino,SMR,2000,20.6
Sao Tome and Principe,STP,2000,51.0
Saudi Arabia,SAU,2000,26.2
Senegal,SEN,2000,62.7
Serbia,SRB,2000,29.0
Seychelles,SYC,2000,32.5
Sierra Leone,SLE,2000,56.3
Singapore,SGP,2000,21.8
Slovenia,SVN,2000,28.1
Solomon Islands,SLB,2000,40.7
South Africa,ZAF,2000,33.3
South Sudan,SSD,2000,43.3
Spain,ESP,2000,20.5
Sri Lanka,LKA,2000,32.3
Sudan,SDN,2000,39.4
Suriname,SUR,2000,33.1
Sweden,SWE,2000,21.5
Switzerland,CHE,2000,18.0
Tajikistan,TJK,2000,39.9
Tanzania,TZA,2000,53.4
Thailand,THA,2000,30.3
Timor-Leste,TLS,2000,39.8
Togo,TGO,2000,55.8
Tonga,TON,2000,27.4
Trinidad and Tobago,TTO,2000,30.9
Tunisia,TUN,2000,33.7
Turkmenistan,TKM,2000,40.1
Tuvalu,TUV,2000,30.9
Uganda,UGA,2000,43.1
Ukraine,UKR,2000,26.9
United Arab Emirates,ARE,2000,29.6
United Kingdom,GBR,2000,20.1
United States,USA,2000,11.4
Uruguay,URY,2000,29.0
Uzbekistan,UZB,2000,42.6
Vanuatu,VUT,2000,36.6
Zambia,ZMB,2000,45.3
Zimbabwe,ZWE,2000,35.2
