Country Name,Country Code,Year,Prevalance of Anemia %
Latvia,LVA,2016,22.4
Lebanon,LBN,2016,31.0
Lesotho,LSO,2016,31.6
Liberia,LBR,2016,46.8
Libya,LBY,2016,30.7
Liechtenstein,LIE,2016,
Lithuania,LTU,2016,24.3
Luxembourg,LUX,2016,16.2
Madagascar,MDG,2016,37.7
Malawi,MWI,2016,37.1
Malaysia,MYS,2016,31.0
Maldives,MDV,2016,45.0
Mali,MLI,2016,59.8
Malta,MLT,2016,16.9
Marshall Islands,MHL,2016,27.5
Mauritania,MRT,2016,53.1
Mauritius,MUS,2016,30.8
Mexico,MEX,2016,23.5
Moldova,MDA,2016,27.3
Monaco,MCO,2016,16.6
Mongolia,MNG,2016,28.0
Montenegro,MNE,2016,28.0
Morocco,MAR,2016,31.7
Mozambique,MOZ,2016,52.0
Myanmar,MMR,2016,42.4
Namibia,NAM,2016,26.5
Nauru,NRU,2016,24.8
Nepal,NPL,2016,37.7
Netherlands,NLD,2016,17.1
New Zealand,NZL,2016,13.6
Nicaragua,NIC,2016,
Niger,NER,2016,54.7
Nigeria,NGA,2016,47.9
North Macedonia,MKD,2016,24.3
Norway,NOR,2016,17.0
Oman,OMN,2016,35.1
Pakistan,PAK,2016,43.8
Palau,PLW,2016,26.2
Panama,PAN,2016,26.4
Papua New Guinea,PNG,2016,30.8
Paraguay,PRY,2016,26.7
Peru,PER,2016,27.0
Philippines,PHL,2016,30.0
Poland,POL,2016,24.3
Portugal,PRT,2016,16.9
Qatar,QAT,2016,25.8
Romania,ROU,2016,25.2
Rwanda,RWA,2016,22.7
Samoa,WSM,2016,25.3
San Marino,SMR,2016,16.7
Sao Tome and Principe,STP,2016,42.9
Saudi Arabia,SAU,2016,21.0
Senegal,SEN,2016,54.9
Serbia,SRB,2016,25.0
Seychelles,SYC,2016,27.1
Sierra Leone,SLE,2016,51.7
Singapore,SGP,2016,17.5
Slovenia,SVN,2016,24.8
Solomon Islands,SLB,2016,35.2
South Africa,ZAF,2016,28.7
South Sudan,SSD,2016,39.8
Spain,ESP,2016,16.9
Sri Lanka,LKA,2016,26.7
Sudan,SDN,2016,35.9
Suriname,SUR,2016,26.1
Sweden,SWE,2016,17.2
Switzerland,CHE,2016,15.4
Tajikistan,TJK,2016,38.0
Tanzania,TZA,2016,48.7
Thailand,THA,2016,27.4
Timor-Leste,TLS,2016,31.7
Togo,TGO,2016,53.3
Tonga,TON,2016,23.1
Trinidad and Tobago,TTO,2016,24.7
Tunisia,TUN,2016,31.7
Turkmenistan,TKM,2016,34.4
Tuvalu,TUV,2016,25.6
Uganda,UGA,2016,34.6
Ukraine,UKR,2016,23.3
United Arab Emirates,ARE,2016,29.0
United Kingdom,GBR,2016,15.6
United States,USA,2016,10.5
Uruguay,URY,2016,25.4
Uzbekistan,UZB,2016,34.5
Vanuatu,VUT,2016,31.9
Zambia,ZMB,2016,36.6
Zimbabwe,ZWE,2016,29.9
