Country Name,Country Code,Year,Prevalance of Anemia %
Afghanistan,AFG,2020,31.7
Albania,ALB,2020,24.9
Algeria,DZA,2020,34.1
Andorra,AND,2020,16.3
Angola,AGO,2020,45.5
Antigua and Barbuda,ATG,2020,24.7
Argentina,ARG,2020,25.0
Armenia,ARM,2020,21.8
Australia,AUS,2020,14.2
Austria,AUT,2020,16.5
Azerbaijan,AZE,2020,33.7
"Bahamas, The",BHS,2020,23.7
Bahrain,BHR,2020,29.7
Bangladesh,BGD,2020,39.1
Barbados,BRB,2020,24.9
Belarus,BLR,2020,24.2
Belgium,BEL,2020,13.6
Belize,BLZ,2020,26.2
Benin,BEN,2020,60.0
Bhutan,BTN,2020,33.0
Bolivia,BOL,2020,26.1
Bosnia and Herzegovina,BIH,2020,26.0
Botswana,BWA,2020,30.8
Brazil,BRA,2020,22.3
Brunei Darussalam,BRN,2020,21.1
Bulgaria,BGR,2020,25.4
Burkina Faso,BFA,2020,49.5
Burundi,BDI,2020,42.4
Cabo Verde,CPV,2020,43.7
Cambodia,KHM,2020,42.4
Cameroon,CMR,2020,40.8
Canada,CAN,2020,15.1
Central African Republic,CAF,2020,48.1
Chad,TCD,2020,51.3
Chile,CHL,2020,21.4
China,CHN,2020,14.9
Colombia,COL,2020,26.2
Comoros,COM,2020,35.1
"Congo, Dem. Rep.",COD,2020,44.3
"Congo, Rep.",COG,2020,47.3
Costa Rica,CRI,2020,22.5
Cote d'Ivoire,CIV,2020,56.2
Croatia,HRV,2020,24.5
Cuba,CUB,2020,26.0
Cyprus,CYP,2020,16.8
Czechia,CZE,2020,24.7
Denmark,DNK,2020,16.7
Djibouti,DJI,2020,36.5
Dominica,DMA,2020,26.7
Dominican Republic,DOM,2020,26.7
Ecuador,ECU,2020,28.9
"Egypt, Arab Rep.",EGY,2020,33.5
El Salvador,SLV,2020,22.4
Equatorial Guinea,GNQ,2020,42.7
Eritrea,ERI,2020,40.6
Estonia,EST,2020,24.7
Eswatini,SWZ,2020,29.2
Ethiopia,ETH,2020,25.2
Fiji,FJI,2020,30.8
Finland,FIN,2020,15.1
France,FRA,2020,14.4
Gabon,GAB,2020,54.4
"Gambia, The",GMB,2020,55.8
Georgia,GEO,2020,31.1
Germany,DEU,2020,15.3
Ghana,GHA,2020,45.4
Greece,GRC,2020,16.6
Grenada,GRD,2020,25.6
Guatemala,GTM,2020,19.5
Guinea,GIN,2020,50.7
Guinea-Bissau,GNB,2020,50.8
Guyana,GUY,2020,32.1
Haiti,HTI,2020,45.6
Honduras,HND,2020,23.8
Hungary,HUN,2020,24.6
Iceland,ISL,2020,15.2
India,IND,2020,46.9
Indonesia,IDN,2020,28.4
"Iran, Islamic Rep.",IRN,2020,26.0
Iraq,IRQ,2020,31.5
Ireland,IRL,2020,15.0
Israel,ISR,2020,15.6
Italy,ITA,2020,16.9
Jamaica,JAM,2020,25.9
Japan,JPN,2020,24.0
Jordan,JOR,2020,32.6
Kazakhstan,KAZ,2020,31.6
Kenya,KEN,2020,38.9
Kiribati,KIR,2020,29.5
"Korea, Dem. People's Rep.",PRK,2020,30.6
"Korea, Rep.",KOR,2020,17.0
Kuwait,KWT,2020,28.1
Kyrgyz Republic,KGZ,2020,40.7
Lao PDR,LAO,2020,31.3
Latvia,LVA,2020,22.1
Lebanon,LBN,2020,32.2
Lesotho,LSO,2020,33.7
Liberia,LBR,2020,47.8
Libya,LBY,2020,31.2
Liechtenstein,LIE,2020,
Lithuania,LTU,2020,24.3
Luxembourg,LUX,2020,15.6
Madagascar,MDG,2020,38.3
Malawi,MWI,2020,37.4
Malaysia,MYS,2020,29.8
Maldives,MDV,2020,42.8
Mali,MLI,2020,61.1
Malta,MLT,2020,16.5
Marshall Islands,MHL,2020,26.2
Mauritania,MRT,2020,53.3
Mauritius,MUS,2020,31.5
Mexico,MEX,2020,24.7
"Micronesia, Fed. Sts.",FSM,2020,25.8
Moldova,MDA,2020,27.2
Monaco,MCO,2020,16.0
Mongolia,MNG,2020,27.8
Montenegro,MNE,2020,28.8
Morocco,MAR,2020,32.4
Mozambique,MOZ,2020,53.1
Myanmar,MMR,2020,42.6
Namibia,NAM,2020,27.2
Nauru,NRU,2020,24.3
Nepal,NPL,2020,36.1
Netherlands,NLD,2020,16.6
New Zealand,NZL,2020,13.2
Nicaragua,NIC,2020,
Niger,NER,2020,55.3
Nigeria,NGA,2020,46.0
North Macedonia,MKD,2020,24.3
Norway,NOR,2020,16.4
Oman,OMN,2020,35.2
Pakistan,PAK,2020,41.0
Palau,PLW,2020,25.8
Panama,PAN,2020,26.7
Papua New Guinea,PNG,2020,30.7
Paraguay,PRY,2020,27.0
Peru,PER,2020,27.9
Philippines,PHL,2020,26.6
Poland,POL,2020,24.4
Portugal,PRT,2020,16.3
Qatar,QAT,2020,25.3
Romania,ROU,2020,25.1
Russian Federation,RUS,2020,24.6
Rwanda,RWA,2020,23.0
Samoa,WSM,2020,25.1
San Marino,SMR,2020,16.2
Sao Tome and Principe,STP,2020,42.4
Saudi Arabia,SAU,2020,20.6
Senegal,SEN,2020,52.2
Serbia,SRB,2020,25.0
Seychelles,SYC,2020,26.8
Sierra Leone,SLE,2020,52.5
Singapore,SGP,2020,16.9
Slovak Republic,SVK,2020,25.2
Slovenia,SVN,2020,25.0
Solomon Islands,SLB,2020,34.7
"Somalia, Fed. Rep.",SOM,2020,52.2
South Africa,ZAF,2020,28.8
South Sudan,SSD,2020,41.1
Spain,ESP,2020,16.3
Sri Lanka,LKA,2020,24.7
St. Kitts and Nevis,KNA,2020,24.3
St. Lucia,LCA,2020,24.9
St. Vincent and the Grenadines,VCT,2020,24.3
Sudan,SDN,2020,36.7
Suriname,SUR,2020,26.4
Sweden,SWE,2020,16.7
Switzerland,CHE,2020,15.0
Syrian Arab Republic,SYR,2020,34.1
Tajikistan,TJK,2020,38.4
Tanzania,TZA,2020,47.2
Thailand,THA,2020,25.3
Timor-Leste,TLS,2020,30.9
Togo,TGO,2020,52.7
Tonga,TON,2020,22.7
Trinidad and Tobago,TTO,2020,25.6
Tunisia,TUN,2020,32.2
Turkiye,TUR,2020,31.4
Turkmenistan,TKM,2020,35.0
Tuvalu,TUV,2020,25.3
Uganda,UGA,2020,34.4
Ukraine,UKR,2020,23.7
United Arab Emirates,ARE,2020,28.6
United Kingdom,GBR,2020,14.6
United States,USA,2020,10.0
Uruguay,URY,2020,24.8
Uzbekistan,UZB,2020,34.7
Vanuatu,VUT,2020,31.9
"Venezuela, RB",VEN,2020,28.5
Viet Nam,VNM,2020,25.8
West Bank and Gaza,PSE,2020,31.2
"Yemen, Rep.",YEM,2020,39.9
Zambia,ZMB,2020,36.2
Zimbabwe,ZWE,2020,29.8
