Country Name,Country Code,Year,Prevalance of Anemia %
Afghanistan,AFG,2014,33.2
Albania,ALB,2014,23.2
Algeria,DZA,2014,33.2
Andorra,AND,2014,17.2
Angola,AGO,2014,45.2
Antigua and Barbuda,ATG,2014,23.9
Argentina,ARG,2014,26.7
Armenia,ARM,2014,22.5
Australia,AUS,2014,15.3
Austria,AUT,2014,17.2
Azerbaijan,AZE,2014,33.6
Bahamas,BHS,2014,22.6
Bahrain,BHR,2014,29.8
Bangladesh,BGD,2014,41.7
Barbados,BRB,2014,24.1
Belarus,BLR,2014,24.0
Belgium,BEL,2014,14.0
Belize,BLZ,2014,25.5
Benin,BEN,2014,60.1
Bhutan,BTN,2014,34.6
Bolivia,BOL,2014,28.4
Bosnia and Herzegovina,BIH,2014,26.4
Botswana,BWA,2014,30.5
Brazil,BRA,2014,21.4
Brunei,BRN,2014,22.4
Bulgaria,BGR,2014,25.4
Burkina Faso,BFA,2014,51.7
Burundi,BDI,2014,38.4
Cabo Verde,CPV,2014,44.6
Cambodia,KHM,2014,46.0
Cameroon,CMR,2014,41.9
Canada,CAN,2014,15.8
Central African Republic,CAF,2014,48.3
Chad,TCD,2014,54.1
Chile,CHL,2014,22.1
China,CHN,2014,17.2
Colombia,COL,2014,25.6
Comoros,COM,2014,34.8
Congo,COG,2014,49.9
Costa Rica,CRI,2014,21.6
Cote d'Ivoire,CIV,2014,55.2
Croatia,HRV,2014,24.8
Cuba,CUB,2014,25.6
Cyprus,CYP,2014,17.6
Czechia,CZE,2014,24.8
Democratic Republic of the Congo,COD,2014,44.7
Denmark,DNK,2014,17.5
Djibouti,DJI,2014,35.9
Dominica,DMA,2014,26.3
Dominican Republic,DOM,2014,26.2
Ecuador,ECU,2014,27.9
Egypt,EGY,2014,30.8
El Salvador,SLV,2014,21.9
Equatorial Guinea,GNQ,2014,43.5
Eritrea,ERI,2014,39.8
Estonia,EST,2014,24.7
Eswatini,SWZ,2014,28.6
Ethiopia,ETH,2014,25.0
Fiji,FJI,2014,32.7
Finland,FIN,2014,15.8
France,FRA,2014,14.5
Gabon,GAB,2014,54.4
Gambia,GMB,2014,59.8
Georgia,GEO,2014,30.9
Germany,DEU,2014,16.0
Ghana,GHA,2014,47.5
Greece,GRC,2014,17.5
Grenada,GRD,2014,25.3
Guatemala,GTM,2014,18.0
Guinea,GIN,2014,53.7
Guinea-Bissau,GNB,2014,51.2
Guyana,GUY,2014,33.1
Haiti,HTI,2014,46.6
Honduras,HND,2014,22.2
Hungary,HUN,2014,24.6
Iceland,ISL,2014,16.2
India,IND,2014,48.9
Indonesia,IDN,2014,31.5
Iran,IRN,2014,24.1
Iraq,IRQ,2014,31.0
Ireland,IRL,2014,16.4
Israel,ISR,2014,16.8
Italy,ITA,2014,17.4
Jamaica,JAM,2014,25.2
Japan,JPN,2014,27.6
Jordan,JOR,2014,31.4
Kazakhstan,KAZ,2014,31.0
Kenya,KEN,2014,38.5
Kiribati,KIR,2014,30.7
Kuwait,KWT,2014,27.8
Kyrgyzstan,KGZ,2014,38.4
Laos,LAO,2014,34.6
Latvia,LVA,2014,22.5
Lebanon,LBN,2014,30.6
Lesotho,LSO,2014,31.0
Liberia,LBR,2014,46.7
Libya,LBY,2014,30.6
Liechtenstein,LIE,2014,
Lithuania,LTU,2014,24.2
Luxembourg,LUX,2014,16.4
Madagascar,MDG,2014,37.1
Malawi,MWI,2014,36.8
Malaysia,MYS,2014,31.5
Maldives,MDV,2014,45.8
Mali,MLI,2014,59.6
Malta,MLT,2014,17.2
Marshall Islands,MHL,2014,27.8
Mauritania,MRT,2014,53.2
Mauritius,MUS,2014,30.5
Mexico,MEX,2014,22.8
Micronesia,FSM,2014,26.4
Moldova,MDA,2014,27.6
Monaco,MCO,2014,16.9
Mongolia,MNG,2014,28.1
Montenegro,MNE,2014,27.7
Morocco,MAR,2014,31.7
Mozambique,MOZ,2014,51.3
Myanmar,MMR,2014,43.8
Namibia,NAM,2014,26.3
Nauru,NRU,2014,25.1
Nepal,NPL,2014,38.4
Netherlands,NLD,2014,17.2
New Zealand,NZL,2014,13.7
Nicaragua,NIC,2014,
Niger,NER,2014,54.4
Nigeria,NGA,2014,48.7
North Korea,PRK,2014,32.9
North Macedonia,MKD,2014,24.3
Norway,NOR,2014,17.3
Oman,OMN,2014,35.1
